w1,w2,w3,w4
จะกล่าวถึงโฉมเจ้าพลายแก้ว,ครั้นผ่องแผ้วแสงสว่างกระจ่างไข,ออกนั่งหน้าโรงพลันทันใด,ขุนนางไทยลาวหมอบนอบน้อมกาย
ปรึกษาเสร็จสงครามตามกระแส,พอนายเวรตำรวจแร่เข้าในค่าย,นั่งลงยิ้มพยักทักทาย,แน่นายมีรับสั่งอย่ารั้งรา
ให้เลิกทัพกลับไปยังกรุงศรี,เจ้าพลายยินดีเป็นหนักหนา,จึงสั่งเพี้ยลาวท้าวพระยา,อยู่รักษาบ้านเมืองให้มั่นคง
พลายแก้วสั่งไพร่ให้ผูกช้าง,แลสล้างกูบดำงามระหง,ข้าวของเงินทองบรรทุกลง,แล้วส่งครัวลาวให้ล่วงมา
ครั้นได้ฤกษ์ให้เลิกโยธี,ฆ้องตีโห่กราวฉาวฉ่า,ยกหมู่พยุหบาตรยาตรา,ช้างม้าดาทุ่งเป็นแถวทิว
เจ้าพลายแก้วขี่ช้างสัปคับ,ควาญขับเข้าตรงดงละลิ่ว,ลมพัดธงชายปลายปลิว,พระยาฉิวโชยกลิ่นสุมามาลย์
ลาวทองน้องขึ้นช้างพังยอด,พี่เลี้ยงนั่งกกกอดสอดประสาน,ยังร้องไห้อยู่มิใคร่จะเบิกบาน,รำคาญด้วยพ่อแม่แก่ชรา
เจ็บไข้ตายเป็นไม่เห็นผี,ใครจะมีมาพิทักษ์รักษา,คนอื่นฤๅจะชื่นเหมือนลูกยา,นางโศกาแซ่ซ้องมาก้องทาง
พลายแก้วแว่วเสียงสำเนียงร้อง,สงสารเจ้าลาวทองยังหมองหมาง,สั่งควาญหมอให้รอพลายกาง,เทียบช้างชวนเจ้าลาวทองมา
ตระกองกกยกขึ้นสัปคับ,แล้วจัดจับม่านบังทั้งหลังหน้า,กรกอดสอดกระสันจำนรรจา,ชวนชมพฤกษาในป่าดอน
ใบดอกออกพริ้งทุกกิ่งก้าน,ตูมบานช่อชูอยู่สลอน,หอมหวนประทิ่นกลิ่นขจร,เกสรหล่นสล้างตามทางมา
เจ้าลาวทองค่อยคลายวายเศร้า,นั่งเคล้าอิงแอบแนบหน้า,ให้แสนรักหักหายวายนํ้าตา,เสนหาปลาบปลื้มลืมอาลัย
แล้วชี้ชมฝูงสัตว์จัตุบาท,เกลื่อนกลาดเสือสิงห์วิ่งไสว,ชะนีบ่างค่างลิงบนกิ่งไทร,ตัวผู้ฉวยได้ตัวเมียโยน
ขึ้นตะโพงโก่งกอดบนยอดไม้,อ้ายลิงใหญ่ไล่ชิงแล้ววิ่งโผน,บอกให้ลาวทองมองลิงโลน,นางอายโอนตัวแอบไม่อาจแล
เจ้าเมืองกำแพงระแหงเถิน,ก็ยกเดินล่วงด่านน่านแพร่,แต่เชียงทองนั้นให้กุมคุมตัวแจ,ถึงท่านํ้าทำแพใส่พวกครัว
พลายแก้วลงเรือที่นอนใหญ่,เจ้าลาวทองน้องไม่ไปไกลผัว,ฝีพายลงเต็มลำประจำตัว,บ้างชักหัวโยนยาวกันกราวเกรียว
ล่วงเมืองน้อยใหญ่พายกระหนํ่า,เร่งรีบเร็วรํ่าตามน้ำเชี่ยว,ฝีพายจ้วงหน่วงหนักน้ำเป็นเกลียว,ขับเคี่ยวเจ็ดวันตะบันมา
ถึงกรุงพอรุ่งจำรัสฉาย,นายพลายอาบนํ้าแล้วผลัดผ้า,ชวนกันทันทีสี่พระยา,เข้าในวังนั่งศาลาลูกขุนใน
พบเจ้าคุณผู้ใหญ่เข้าไปหา,ท่านทักทายพูดจาปราศรัย,ไต่ถามคดีที่มีชัย,แล้วบัญชาพาไปในท้องพระโรง
จะกล่าวถึงพระองค์ผู้ทรงฤทธิ์,สถิตยังปรางค์มาศปราสาทโถง,ครั้นสุริยาสูงส่องขึ้นสองโมง,เสด็จออกท้องพระโรงรจนา
นางในห้ามแหนแน่นเนื่อง,เชิญเครื่องแห่ห้อมมาพร้อมหน้า,เสด็จประทับพระแท่นแผ่นศิลา,เสนาประนมบังคมคัล
เสียงประโคมครื้นครึกกึกก้อง,พิณพาทย์ระนาดฆ้องกลองสนั่น,เป่าสังข์กระทั่งแตรแจจัน,พระทรงธรรม์ประภาษราชการ
ทุกตำแหน่งแถลงความไปตามเรื่อง,มิให้เคืองบาทมูลที่ทูลสาร,มหาดเล็กอ่านถวายรายงาน,พระสำราญฤทัยไพบูลย์
ท่านผู้ใหญ่ได้ทีทูลสนอง,ขอเดชะพระผู้ครองมไหศูรย์,จงโปรดเกล้าข้าพเจ้ามากราบทูล,เดิมมูลมีศึกเชียงใหม่มา
ล้อมเมืองเชียงทองเป็นสามารถ,เจ้าเมืองไม่อาจรบรับกลับเข้าหา,ยินยอมพร้อมใจให้พารา,ทรงพระกรุณาให้นายพลาย
คุมไพร่ขึ้นไปเป็นแม่ทัพ,เข้ากันกับสามบุรีตีถวาย,พระบารมีตีได้สะดวกดาย,ครอบครัววัวควายก็ได้มา
หอกดาบปืนผาอาวุธ,เครื่องยุทธล้นเหลือทั้งเสื้อผ้า,ให้ส่งกรุงตามบาญชีตีตรา,ขอพระกรุณาจงโปรดปราน
ครานั้นพระองค์ผู้ทรงเดช,ฟังเหตุตบพระหัตถ์อยู่ฉัดฉาน,อ้ายเชียงทองแสนกลเป็นคนพาล,เอ้ยเอ็งคิดอ่านประการใด
จึงโหยกเหยกย้อนยอกกลอกกลับ,หาคำนับน้ำพิพัฒน์สัจจาไม่,ฤๅเชื่อบุญอยู่ว่ามึงไม่พึ่งใคร,นี่คิดอ่านอย่างไรให้ว่ามา
เชียงทองได้ฟังรับสั่งซัก,ให้อึกอักร้อนอกตกประหม่า,ขอเดชะพระองค์ทรงพระกรุณา,อันโทษข้าผิดครันถึงบรรลัย
ใช่จะแกล้งเบือนบิดคิดคด,หาเป็นขบถต่อฝ่าพระบาทไม่,คิดอ่านออกตัวด้วยกลัวภัย,ไม่ยอมลงปลงใจก็วายปราณ
ด้วยเชียงใหม่ยกทัพมานับหมื่น,ดาษดื่นล้วนลาวห้าวหาญ,แม่ทัพฟ้าลั่นสันบาดาล,ก็หนังเหนี่ยวเชี่ยวชาญชาตรี
พอทัพไทยไปถึงเข้าวันนั้น,จึงรีบรัดนัดกันไม่อึงมี่,มันหลงกลล่อลวงได้ท่วงที,ออกตีกระหนํ่าซ้ำเติมไป
ไม่ทันรู้ที่จะสู้จึงเสียเชิง,แตกเปิงตายป่นไม่ทนได้,แม้นมิโปรดโทษข้าถึงบรรลัย,เป็นความสัตย์จริงใจได้กรุณา
พระองค์ทรงฟังเชียงทองทูล,นเรนทร์สูรจึงดำรัสตรัสว่า,กูยังสงสัยในวาจา,เฮ้ยอ้ายพลายรู้มาว่ากะไร
ดูเป็นนกสองหัวชั่วช้า,เชียงใหม่มาก็เบี่ยงเข้าเชียงใหม่,ครั้นไทยถึงก็พึ่งเข้ากับไทย,ทำเป็นไม้ปักเลนอยู่โลเล
เจ้าพลายแก้วรับสั่งบังคมทูล,เค้ามูลเนื้อความไปตามเล่ห์,อันเชียงทองแปรปรวนทำรวนเร,เห็นจะเทถ่ายตนให้พ้นตาย
แม้นว่าเข้ากับเชียงใหม่จริง,ไหนจะวิ่งเข้าไปแดกแหกค่าย,ไม่ถอยเลยสักก้าวทั้งบ่าวนาย,ถึงผิดมากหากหายด้วยชอบมี
ครานั้นพระองค์ได้ทรงฟัง,จึงดำรัสตรัสสั่งพระหมื่นศรี,ประทานของต้องตามความชอบมี,เจียดกระบี่เสื้อใส่ได้ประทาน
ตัวอ้ายพลายให้ตั้งเป็นขุนแผน,อยู่รักษาเขตแดนที่ปลายด่าน,คุมไพร่ห้าร้อยคอยเหตุการ,แล้วประทานเรือยาวเก้าวา
ทั้งพระยากำแพงระแหงเถิน,ได้รางวัลนั้นเกินที่อาสา,ถาดหมากคนโททองของนานา,บังคมลาพระองค์ผู้ทรงธรรม์
ออกจากวังในมิได้ช้า,รีบลงนาวาขมีขมัน,เชียงทองก็ครรไลไปด้วยกัน,สิบห้าวันถึงบ้านสำราญใจ
จะกล่าวถึงโฉมเจ้าพลายแก้ว,เป็นขุนนางขึ้นแล้วท่านตั้งให้,มีชื่อเป็นขุนแผนแว่นไว,บังคมลาคลาไคลลงเรือพลัน
พาเจ้าลาวทองสองพี่เลี้ยง,นั่งเรียงมาในเรือที่นอนนั่น,ออกเรือจากท่ามาด้วยกัน,โยนยาวฉาวลั่นสนั่นมา
พระจันทร์ทรงกลดหมดเมฆ,ดูวิเวกในระหว่างกลางเวหา,ดาวดาษกลาดพร่างสว่างตา,ต้องหน้าลาวทองละอองนวล
พระพายชายมาเวลาดึก,รำลึกถึงพิมน้อยละห้อยหวน,ปานฉะนี้แก้วพี่จะคอยครวญ,ฤๅรัญจวนเจ็บไข้ก็ไม่รู้
ไกลตาสารพัดจะขัดขวาง,เสมือนอย่างคำบุราณนั้นมีอยู่,ว่านอนสูงนอนควํ่าชำเลืองดู,มีเหตุก็จะรู้ซึ่งแยบคาย
อนึ่งถ้านอนอยู่เบื้องตํ่า,ตำราพรํ่าสั่งสอนให้นอนหงาย,มีเมียงามมิให้ฝากกับแม่ยาย,โอ้เจ้าสายสุดที่รักอยู่ไกลตา
นอนเดียวเปลี่ยวอกอยู่อ้างว้าง,อ้ายขุนช้างหมายจิตรริษยา,ตริพลางทางเร่งฝีพายมา,พอรุ่งแจ้งสุริยาถึงสุพรรณ
