w1,w2,w3,w4
จะกล่าวถึงโฉมเจ้าหมื่นไวย,อิ่มเอิบกำเริบใจใครจะเหมือน,ปราโมทย์โชติช่วงดังดวงเดือน,มิได้เคลื่อนรสรักสักวันคืน
แต่โฉมเจ้าสร้อยฟ้าพานจะงอน,หย่อนแต้มลงไม่ได้ให้สะอื้น,ผัวมานอนตะละช้อนใส่ปากกลืน,ถ้าผัวคลาศขาดคืนก็ขุ่นมัว
อันชายหนึ่งเมียสองมักพร่องแรง,หม่อมเมียพานจะแข่งแย่งหม่อมผัว,จึงเกิดเป็นเชิงชั้นกันในตัว,ยิ่งใครเย้าตะละยั่วให้หนักไป
ข้างศรีมาลาผัวรักมักยิ้มเย้ย,ข้างสร้อยฟ้าก็เลยทะยานใหญ่,เกรงอยู่แต่ท่านย่าระอาใจ,ใครใครแกไม่ละทั้งลูกเมีย
ราวกับเสือซ่อนเล็บเจ็บไม่รู้สึก,ถ้าได้ฮึกแล้วรุ่งก็รุ่งเสีย,ถ้าใครเถียงเอาใหญ่ดังไฟเลีย,เขานิ่งเสียแกก็โลดโดดตะกาย
วันเมื่อจะก่อเกิดกำเนิดเข็ญ,พระหมื่นไวยนั่งเล่นตะวันบ่าย,ที่หอนั่งลมเย็นเห็นสบาย,กับเจ้าพลายชายชุมพลผู้น้องยา
ชุมพลหยิบกระดานคลานมาพลัน,เล่นหมากรุกพนันกันฤๅขา,แพ้พี่ไวยฉันจะให้ถอนขนตา,ถ้าหากพี่แพ้ข้าจะว่าไร
พระไวยว่าถ้าพี่นี้แพ้เจ้า,จะให้เขาทำขนมมาเสียให้,ขนมเบื้องแผ่นน้อยน้อยอร่อยใจ,ว่าแล้วสั่งไปในทันที
สร้อยฟ้าศรีมาลาว่าเจ้าคะ,ตั้งกะทะก่อไฟอยู่อึงมี่,ต่อยไข่ใส่น้ำตาลที่หวานดี,แป้งมีเอามาปรุงกุ้งสับไป
ศรีมาลาละเลงแผ่นบางบาง,แซะใส่จานวางออกไปให้,สร้อยฟ้าไม่สันทัดอึดอัดใจ,ปามแป้งใส่ไล้หน้าหนาสิ้นที
พลายชุมพลจึงว่าพี่สร้อยฟ้า,ทำขนมเบื้องหนาเหมือนแป้งจี่,พระไวยตอบว่าหนาหนาดี,ทองประศรีว่ากูไม่เคยพบ
ลาวทำขนมเบื้องผิดเมืองไทย,แผ่นผ้อยมันกะไรดังต้มกบ,แซะม้วนเข้ามาเท่าขาทบ,พลายชุมพลดิ้นหรบหัวร่อไป
ฝ่ายนางศรีมาลาชายตาดู,ทั้งข้าไทยิ้มอยู่ไม่นิ่งได้,อีไหมร้องว้ายข้อยอายใจ,ลืมไปคิดว่าทำขนมครก
ชุมพลร้องแซ่แก้ไม่รู้สิ้น,นานไปก็จะปลิ้นเป็นห่อหมก,สร้อยฟ้าตัวสั่นอยู่งันงก,หกแป้งต่อยกะทะผละเข้าเรือน
ทองประศรีร้องว่าอีห่าลาว,ทำฉาวเจียวอีหมาขี้เรื้อนเปื้อน,เทแป้งแกล้งให้เปรอะเลอะทั้งเรือน,กะทะกะท่อยต่อยเกลื่อนลาวจัญไร
นางสร้อยฟ้าได้ยินท่านย่าด่า,ขัดใจแทบน้ำตาจะเล็ดไหล,ศรีมาลาเลิกเตาเข้าข้างใน,ชุมพลไปเรือนย่ามิได้ช้า
พอค่ำลงลมรวยมาชวยชื่น,เริงรื่นจิตรพระไวยให้หวนหา,เดือนสว่างกระจ่างลิ่วปลิวเมฆา,คิดถึงศรีมาลาละลานใจ
หอมดอกพุทธชาดสะอาดกลิ่น,ใส่กระถางวางประทิ่นสดไสว,วาบหวามทรวงซาบอาบอาลัย,เดินไปเข้าห้องศรีมาลา
นั่งแนบแอบน้องประคองนวล,ยียวนด้วยความเสนหา,แสงประทีปส่องสว่างกระจ่างตา,ชวาลาดับเสียชวนเมียนอน
ศรีมาลาจึงว่าช่างน่าอาย,ผู้คนทั้งหลายยังตื่นว่อน,พระไวยปลอบว่าเจ้าอย่างอน,ความรักพี่นี้ร้อนดังไฟเรือง
ศรีมาลาว่าชะช่างร้อนจิตร,พระอาทิตย์ยังไม่ลับดับแสงเหลือง,เด็กเด็กมันยังตื่นครื้นทั้งเมือง,ขนมเบื้องทำด้วยปากยากอะไร
ฝ่ายสร้อยฟ้าแว่วว่าขนมเบื้อง,ให้แค้นเคืองปวดปอดตลอดไส้,วับดังดินประสิวปลิวถูกไฟ,เข้าใจว่าศรีมาลานินทาตัว
จึงร้องไปว่านางช่างขนมเบื้อง,ช่างยกเรื่องอวดหม่อมเจ้าจอมผัว,หม่อมนางช่างละเลงข้าเกรงกลัว,เมื่อหยุดแล้วยังยั่วกันไปเจียว
อุแม่เอ๋ยข้าไม่เคยบำรุงรส,มันจึงเปรอะเลอะหมดไม่มันเขี้ยว,แซะม้วนเท่าแขนได้แผ่นเดียว,ผัวจึงไม่กระเสียวกระซิกเลย
ศรีมาลาว่าโอ้พุทโธ่เจ้า,มาโดนเอาเปล่าเปล่าเจ้าแม่เอ๋ย,ที่เคยคันมันก็คันไปตามเคย,สัญชาติเตยถึงจะงามก็หนามมี
เกิดกอเป็นตออยู่ริมคลอง,เรือขึ้นเรือล่องต้องเสียดสี,อนิจจาข้าได้ว่าอะไรมี,ไม่พอที่หุนหันจะคั้นคอ
เขาก็รู้อยู่ว่าต่อมันรานไฟ,ข้าไม่พอใจไปที่รังต่อ,ทั้งคารี้คารมเขาชมปรอ,เหมือนตอออกมาขวางที่ทางเรือ
เป็นตระพังวังวนก้นกะทะ,สวะสะว่อยลอยปะออกฟั่นเฝือ,เที่ยวแทรกไปทุกทางอย่างดีเกลือ,ข้านี้เบื่อพูดมากน้ำหมากพรู
จริงคะข้าแหละมันเตยหนาม,ใครพายเรือซุ่มซ่ามสำหรับถู,สมน้ำหน้าที่ตาไม่แลดู,หูเหียงเพียงจะแตกแหกกระจาย
จริงแล้วข้าดีเกลือเจือทุกขนาน,ถึงท้องยุ้งพุงมานก็รู้หาย,ถ้าไม่แทรกสักนิดจะปิดตาย,ไข้หนักก็คลายเพราะดีเกลือ
ตำราข้าไม่ถึงขี้ผึ้งฝรั่ง,ที่เปื่อยพังน้ำฝาดแลดีเหลือ,เข้าลูกเบญกานีสีเสียดเจือ,เรียกเนื้อให้ชิดติดกระชับ
ถึงจะเป็นปรวดปวดอยู่ใน,ก็ดูดสำรอกออกได้จนในตับ,หนองไหน่ไหลคันเป็นมันยับ,ถ้ากระชับแล้วก็แน่นดังแผ่นดิน
ครานั้นจึงโฉมพระหมื่นไวย,ฟังตอบชอบใจหัวเราะดิ้น,เออเอาให้ระงมเพราะขนมกิน,จนสุดสิ้นถึงลูกเบญกานี
ตำราหมอฝรั่งชั่งสัปดน,ของเขาฝนไว้ทาเป็นยาฝี,ถ้าแลแผลพุพองเป็นหนองดี,ฤๅจะลองดูสักทีเจ้าสร้อยฟ้า
สร้อยฟ้าร้องเย่อเออหม่อมไวย,ข้อยบ่ฮู้จักใส่อีสังว่า,บาดแผลข้อยนี้บมีมา,บ่อยากเรียนตำราไม่ต้องการ
แม้นหม่อมพุพองเป็นหนองใน,เอายาศรีมาลาใส่จะหายจ้าน,ยาของเขาดีดีมีมานาน,ข้อยนี้ย่านหนักหนาตำราไทย
