w1,w2,w3,w4
จะกล่าวถึงพระจอมจักรพรรดิ,ครองสมบัติอยุธยามหาสวรรย์,เนาในปราสาทแก้วแพรวพรรณ,พระกำนัลกราบก้มประนมกร
ทรงรำพึงถึงเมียจมื่นไวย,ได้สั่งให้ลุยไฟไว้วันก่อน,กูจะต้องดูแลให้แน่นอน,เสด็จออกพระบัญชรด้วยทันใด
พรั่งพร้อมข้าเฝ้าเจ้าพระยา,เสนาอำมาตย์ผู้น้อยใหญ่,พระกาญจน์บุรีชุมพลจมื่นไวย,ก็หมอบเฝ้าอยู่ในหน้าพระลาน
ฝ่ายว่าท่านย่าทองประศรี,แจ้งคดีโกรธวุ่นอยู่งุ่นง่าน,ทุดอีลาวเจ้ากรรมทำจัณฑาล,แกลนลานลงบันไดรีบไคลคลา
งกเงิ่นเดินมาตามถนน,ผู้คนกล่นเกลื่อนเป็นหนักหนา,โจษกันระเบ็งเซ็งแซ่มา,ไปดูเล่นเถิดหวาเขาลุยไฟ
ทั้งเจ๊กจีนแขกฝรั่งมังค่า,รู้เข้าต่างมาไม่ช้าได้,ผู้คนล้นหลามสนามใน,ทองประศรีเข้าไปกราบบังคม
พระองค์ทรงเห็นก็ตรัสทัก,มันแก้มตอบฟันหักเป็นสองผม,เมื่อยังสาวไหล่ผายท้ายกลม,น่าสงสารซานซมไปคลับคล้าย
เมื่อกระนั้นมันเป็นข้าหลวงเก่า,กูนึกขึ้นมาเล่าก็ใจหาย,คิดถึงอ้ายขุนไกรให้เสียดาย,ต้องรับอาญาตายแต่ก่อนมา
แล้วพระองค์ทรงตรัสไปบัดดล,อ้ายขุนแผนชุมพลหมื่นไวยหวา,อย่าให้เขาสงสัยในวิญญาณ์,สาบานเสียต่อหน้าอย่าเข้าใคร
ขุนแผนพระไวยพลายชุมพล,ทั้งสามคนสาบานถวายให้,ถ้าแม้นว่าข้าพเจ้าเข้าข้างใด,ให้ตกนรกหมกไหม้ในโลกันต์
จะตั้งจิตรให้ตรงจงแท้เที่ยง,ไม่ลำเอียงนึกร้ายหมายมั่น,ทั้งสร้อยฟ้าศรีมาลาไม่อาธรรม์,ทูลแล้วบังคมคัลลงบัดดล
พราหมณ์ตรวจบาดแผลที่เท้านาง,ทั้งสองข้างบริสุทธิไม่ขัดสน,ให้นั่งข้างรางไฟทั้งสองคน,พฤฒาจารย์อ่านมนตร์กันกระทำ
ส่งข้าวตอกดอกไม้ให้สองนาง,พราหมณ์ทั้งสองข้างบูชาร่ำ,บายศรีบัดพลีพลีกรรม,เสกซ้ำสังเวยซึ่งเทวา
โอมองค์พระสยมภูวญาณ,องค์บรมพรหมานนาถา,พระจักรกฤษณ์ฤทธิรงค์ทรงศักดา,พระคงคาพระเพลิงเถกิงฤทธิ
พระคเณศร์พระขันธกุมาร,มัฆวานทั้งพระพายกายสิทธิ,โลกบาลบริหารทั้งสี่ทิศ,ขอเชิญมาสถิตทัศนา
ทั้งเทวารักษากำภูฉัตร,ปฏิบัติบำรุงพระศาสนา,เสื้อเมืองทรงเมืองเรืองฤทธา,พระหลักเมืองอยุธยาวราฤทธิ
เชิญมารับกระยาสังเวย,อย่าเข้าด้วยโจทก์จำเลยอันคนผิด,ถ้าใครเท็จให้ไฟไหม้เป็นพิษ,จงประจักษ์ศักดิสิทธิแก่ตาตน
แล้วให้สองนางตั้งอธิษฐาน,ศรีมาลาชูพานดอกไม้บ่น,ถ้าร่วมรู้ทำชู้กับชุมพล,ขอให้เพลิงไหม้ลนจนพังพอง
ถ้าตัวข้าสัตย์ซื่อต่อสามี,อย่าให้พิษอัคคีนั้นถูกต้อง,ขอเชิญเทวามาคุ้มครอง,ให้เหยียบย่องอย่างน้ำเย็นฉ่ำไป
เทวาจงรักษาซึ่งความสัตย์,ถ้าวิบัติให้ม้วยด้วยเพลิงไหม้,นางมิได้ครั่นคร้ามขามใจ,หน้าตาผ่องใสดังบัวบาน
ฝ่ายนางสร้อยฟ้านั้นหน้าดำ,ชูพานพึมพำอธิษฐาน,ไหลเล่อเพ้อพกอยู่ลนลาน,เออผีสางปะรางควานมาช่วยดอม
พวกพราหมณ์หัวเราะฮาดูน่าขัน,อธิษฐานอย่างนั้นฤๅขาหม่อม,ทองประศรีร้องด่าอีหน้ามอม,อธิษฐานลอมปอมให้เห็นตัว
นางสร้อยฟ้าจึงอธิษฐานใหม่,ถ้าข้าทำคุณไสยกับเถรขรัว,ทำให้พระไวยหลงใหลมัว,ไปฝังรูปสระหัวกับเถรลาว
ข้อหนึ่งพลายชุมพลกับศรีมาลา,ไม่ทำชู้สู่หาเหมือนข้ากล่าว,ขอให้ไฟไหม้พองทั้งสองเท้า,ตัวสั่นตาขาวให้หนาวใจ
ขุนแผนหมื่นไวยทองประศรี,พลายชุมพลนั่งที่ริมรางใหญ่,จตุสดมภ์กรมเมืองนั่งเนื่องไป,พวกตำรวจนอกในก็ครบครัน
ฝูงคนยัดเยียดเบียดเสียดเถียง,บ้างวัดเหวี่ยงผลักรุนกันหุนหัน,เอะอะปะทะล้มลงจมกัน,บ้างผลักไสพัลวันตัวสั่นรัว
ไอ้ข้างนอกไม่เห็นเต้นเข้ามา,จนฝุ่นฝาฟุ้งฟูมขึ้นกลุ้มหัว,ลูกกระจอมอแมติดแม่พัว,บ้างขี่บ่าจิกหัวชะโงกดู
อ้ายเจ๊กขายขนมล้มปั่นเป๋,อ้ายพวกโลนเสเพลเหนี่ยวหางหนู,ไอ๊ย่าลั่นเจี้ยวอย่าเหนี่ยวกู,ลงหมอบมุดคุดคู้ไม่เข้าไป
อีมอญเจ้าข้าวเกรียบเหยียบเอาขา,อ้ายเจ๊กร้องไอ๊ย่าลุกขึ้นได้,อีมอญด่าต๊อกย่ายอ้ายจัญไร,จะดูเขาลุยไฟมาเบียดเคียง
ตำรวจในรายรอบขอบสนาม,คอยห้ามปรามมิให้ใครถุ้งเถียง,ผู้คนสะพรั่งนั่งพร้อมเพรียง,สงัดเสียงแซ่กันลงทันใด
