w1,w2,w3,w4
จะกล่าวถึงพระองค์ผู้ทรงเดช,มงกุฎเกศอยุธยามหาสถาน,สถิตแท่นแว่นฟ้าโอฬาฬาร,พร้อมขนานพระสนมประนมกร
ครั้นสุริยงลงลับเมรุมาศ,พระจันทร์ผาดเผ่นจำรัสประภัสสร,ทรงพระแสงเพชรประดับสำหรับกร,บทจรออกท้องพระโรงคัล
แสงประทีปโคมแก้วแววสว่าง,พวกขุนนางหมอบเฝ้าเป็นเหล่าหลั่น,พระตรัสความตามอย่างเป็นทางธรรม์,แม่นมั่นตามระเบียบโบราณมา
เบือนพระพักตร์มาพบพระกาญจน์บุรี,ก็ยิ่งมีพระทัยให้หรรษา,ด้วยต้องการประทานนางสร้อยฟ้า,จึงตรัสว่าฮ้าเฮ้ยอ้ายกาญจน์บุรี
อ้ายหมื่นไวยกูก็ให้มียศศักดิ,พร้อมพรักข้าไทเป็นถ้วนถี่,ยังเสียอยู่แต่เมียมันไม่มี,จะยกอีสร้อยฟ้าให้แก่มัน
จะให้สมกับที่มีความชอบ,ให้ประกอบยศยิ่งทุกสิ่งสรรพ์,เป็นขุนนางไม่มีเมียก็เสียครัน,จะให้มันมีเมียเสียสักคน
ครานั้นจึงพระกาญจน์บุรี,อัญชลีกราบงามสามหน,จึงกราบทูลภูวไนยไปบัดดล,พระคุณเป็นพ้นคณนา
แต่ซึ่งจมื่นไวยใช่ตัวเปล่า,ข้าพระพุทธเจ้าไม่มุสา,เมื่อไปทัพได้กับศรีมาลา,ลูกยาพระพิจิตรบุรี
แต่รักใคร่ยังมิได้ทำงานการ,เขาผ่อนผัดนัดงานมาเดือนสี่,ได้ทำหมั้นกันไว้ตามประเพณี,ขอจงทราบธุลีพระบาทา
ครานั้นพระองค์ผู้ทรงธรรม์,ได้ฟังขุนแผนนั้นมาทูลว่า,เมียจมื่นไวยมีชื่อศรีมาลา,เป็นลูกยาพระพิจิตรบุรี
จึงตรัสว่าอ้ายพลายงามเป็นหมื่นไวย,มีเมียมากสักเท่าไรก็ควรที่,ได้สักสิบคนนั้นมันยิ่งดี,จึงสั่งพระยาราชสีห์ด้วยทันใด
จงมีตราหาตัวพระพิจิตรนั้น,ทั้งลูกสาวมันมาจงได้,จะให้แต่งงานกับอ้ายไวย,ให้รีบรัดเร่งไปในวันนี้
สั่งเสร็จพระเสด็จขึ้นข้างใน,ขุนนางน้อยใหญ่ลุกจากที่,ฝ่ายท่านเจ้าพระยาจักรี,ออกมานั่งสั่งคดีที่ศาลา
แต่งตราส่งให้นายสวัสดิ,เอ็งรีบรัดขึ้นไปพิจิตรหวา,นายสวัสดิกราบกรานรับสารตรา,ลงเรือกัญญาโยนยาวไป
ครั้นว่ามาถึงเมืองพิจิตร,สมคิดวางตราหาช้าไม่,พระพิจิตรต้อนรับฉับไว,กรมการน้อยใหญ่มาฟังตรา
ครานั้นพระพิจิตรบุรี,ฟังตราพระราชสีห์ว่าให้หา,รู้แจ้งว่าจะแต่งศรีมาลา,จึงบอกบุตรภรรยาให้เตรียมการ
พร้อมพรักผู้คนบ่าวข้า,ลงนาวาถอยออกมาจากบ้าน,ล่องตรงลงทางบางคลาน,พ้นผ่านบ้านเมืองเนื่องเนื่องมา
ถึงกรุงจอดบ้านท่านผู้ใหญ่,พระพิจิตรคลาไคลขึ้นไปหา,เจ้าพระยาราชสีห์ผู้ปรีชา,บอกกิจจาพระพิจิตรให้แจ้งใจ
บัดนี้มีรับสั่งให้หามา,เพราะว่าจะจัดแจงแต่งงานให้,ศรีมาลาลูกท่านกับจมื่นไวย,จงรีบไปพบปะพระกาญจน์บุรี
