w1,w2,w3,w4
จะกล่าวถึงพลายแก้วแววไว,เมื่อบิดาบรรลัยแม่พาหนี,ไปอาศัยอยู่ในกาญจน์บุรี,กับนางทองประศรีผู้มารดา
อยู่มาจนเจ้าเจริญวัย,อายุนั้นได้ถึงสิบห้า,ไม่วายคิดถึงพ่อที่มรณา,แต่นึกนึกตรึกตรามากว่าปี
อยากจะเป็นทหารชาญชัย,ให้เหมือนพ่อขุนไกรที่เป็นผี,จึงอ้อนวอนมารดาได้ปรานี,ลูกนี้จะใคร่รู้วิชาการ
พระสงฆ์องค์ใดวิชาดี,แม่จงพาลูกนี้ไปฝากท่าน,ให้เป็นอุปัชฌาย์อาจารย์,อธิษฐานบวชลูกเป็นเณรไว้
ครานั้นทองประศรีผู้มารดา,ได้ฟังลูกว่าหาขัดไม่,อันสมภารที่ชำนาญในทางใน,ท่านขรัววัดส้มใหญ่แลดีครัน
เจ้าคิดนี้ดีแล้วแก้วแม่อา,แม่จะพาไปฝากขรัวบุญนั่น,จะได้รู้การณรงค์คงกระพัน,ให้เหมือนกันสืบต่อพ่อขุนไกร
ว่าแล้วจึงสั่งพวกบ่าวข้า,ชวนกันเร็วหวาอย่าช้าได้,กูจะบวชลูกชายสายสุดใจ,เอ็งจงไปเที่ยวหาผ้าเนื้อดี
ทำจีวรสบงสไบลาด,หาทั้งย่ามบาตรมาตามที่,ลงมือพร้อมกันในวันนี้,อ้ายถีอีล่ามาช่วยกู
ฝ่ายพวกข้าไทไปหาของ,หมากพลูใบตองที่มีอยู่,บ้างก็มาเย็บกรวยช่วยกันดู,ปอกหมากพันพลูทั้งฟั่นเทียน
เอาผ้าขาวมาวัดตัดสบง,เย็บลงฝีเข็มเหมือนเล็มเลี่ยน,ตัดจีวรสไบตะไกรเจียน,เย็บทับจับเนียนเป็นเนื้อเดียว
อังสะนั้นแพรหนังไก่นุ่ม,รังดุมหูไหมใส่เย็บเสี้ยว,มานั่งพร้อมล้อมทั่วตัวเป็นเกลียว,เอิกเกริกกราวเกรียวด้วยศรัทธา
บางคนออกมาหาขมิ้น,โขลกสิ้นแล้วไปเอามาอิกหวา,ออแม่เอ๋ยไม่เคยฤๅไรนา,ย้อมผ้าซีดอยู่ดูไม่ดี
เอาน้ำส้มพรมแก้แลเห็นสุก,พ้นทุกข์แล้วหนอหัวร่อรี่,ช่วยกันผูกราวขึงผึ่งทันที,แห้งดีเข้าไตรไว้บนพาน
ฝ่ายพวกแม่ครัวที่ตัวยวด,หุงต้มเร็วรวดอลหม่าน,หน้าดำคลํ้าไหม้ใกล้เชิงกราน,บ้างซาวข้าวสารใส่กะทะ
บ้างต้มบ้างพะแนงบ้างแกงขม,คั่วยำทำขนมอยู่เอะอะ,ส้มสูกลูกไม้ใส่ธารณะ,ใส่กระบะเรียงรายไว้หลายใบ
ครั้นสำเร็จเสร็จการท่านทองประศรี,เรียกข้าด่ามี่อยู่ไจ่ไจ่,อ้ายโม่งอีมาช้าอยู่ไย,มึงเอาขันใบใหญ่มาใส่น้ำ
ขมิ้นดินสอพองเอาไว้ไหน,เมื่อวานกูใส่ไว้ในถ้ำ,แกอาบนํ้าลูกยาทาขมิ้นตำ,ชำระนํ้ารํ่ารดหมดเหงื่อไคล
ครั้นอาบนํ้าพลายแก้วแล้วแต่งตัว,หวีหัวผัดหน้าให้ผ่องใส,นุ่งผ้ายกจีบเป็นกลีบใบ,เสื้อครุยสวมใส่อุไรกรอง
ลำพอกดอกไม้ไหวสะบัด,คาดเข็มขัดถักสายเป็นลายสอง,แหวนเพชรเม็ดอร่ามงามเรืองรอง,ให้ถือซองธูปเทียนบุษบัน
จึงเรียกนายดำที่ลํ่าใหญ่,ให้แบกลูกเดินไปเอาร่มกั้น,ทองประศรีมารดามาด้วยกัน,บ่าวข้าจ้าละหวั่นแบกของมา
ครั้นว่ามาถึงวัดส้มใหญ่,เอาข้าวของตั้งไว้ศาลาหน้า,แม่พาพลายแก้วผู้แววตา,ไปกราบไหว้วันทาท่านสมภาร
ท่านเจ้าขาฉันพาลูกมาบวช,ช่วยเสกสวดสอนให้เป็นแก่นสาร,ด้วยขุนไกรบิดามาถึงกาล,จะได้อธิษฐานให้ส่วนบุญ
อิกทั้งวิชาการอ่านเขียน,เจ้าจะได้รํ่าเรียนเสียแต่รุ่น,ฝ่ายท่านอาจารย์สมภารบุญ,ทอดใจใหญ่ครุ่นแล้วว่ามา
อนิจจาขุนไกรบรรลัยแล้ว,อ้ายลูกชายพลายแก้วเหมือนหนักหนา,รูปอาลัยให้คิดถึงบิดา,จะเลี้ยงลูกให้สีกาอย่าระคาง
แล้วหันหน้ามาสั่งแก่เณรคง,เอ็งนิมนต์พระสงฆ์ลงไปล่าง,ปูเสื่อสาดอาสนะกะที่ทาง,โกนหัวเจ้าพลายพลางแล้วพามา
ครั้นแล้วลงมาศาลาใหญ่,พระสงฆ์ลงไปอยู่พร้อมหน้า,พลายแก้วอุ้มไตรไปวันทา,ขรัวบุญให้บรรพชาเป็นเณรพลัน
บวชเสร็จจึงนางทองประศรี,เร่งแม่ครัวมี่อยู่ตัวสั่น,บาตรพระสะพรั่งตั้งเรียงกัน,ยกขันข้าวบาตรมาทันที
ช่วยกันตักบาตรธารณะ,เสร็จถวายพรพระประเคนมี่,ฉันแล้วก็ยถาสัพพี,เณรแก้วทองประศรีกรวดนํ้าพลัน
ครานั้นจึงโฉมเจ้าเณรแก้ว,บวชแล้วรํ่าเรียนด้วยเพียรหมั่น,ปัญญาไวว่องคล่องแคล่วครัน,เรียนสิ่งใดได้นั่นไม่ช้าที
จนอาจารย์ขยาดฉลาดเฉลียว,เถรเณรออกเกรียวอยู่ที่นี่,จะเปรียบเณรแก้วได้นั้นไม่มี,บวชยังไม่ถึงปีก็เจนใจ
หนังสือสิ้นกระแสทั้งแปลอรรถ,จนสมภารเจ้าวัดไม่บอกได้,ลูบหลังลูบหน้าแล้วว่าไป,สิ้นไส้กูแล้วเณรแก้วอา
ยังแต่สมุดตำรับใหญ่,พื้นแต่หัวใจพระคาถา,กูจัดแจงซ่องสุมแต่หนุ่มมา,หวงไว้จนชราไม่ให้ใคร
ความรู้นอกนี้ไม่มีแล้ว,กูรักเณรแก้วจะยกให้,อยู่คงปล้นสะดมมีถมไป,เลี้ยงโหงพรายใช้ได้ทุกตา
เณรแก้วได้ตำรับของท่านขรัว,คิดถึงตัวอยากเรียนให้ยิ่งกว่า,วันหนึ่งจึงเข้าไปวันทา,จะขอลาไปสุพรรณบุรี
ไปสืบหาวิชาเรียนต่อไป,ท่านสมภารชอบใจหัวเราะรี่,ท่านวัดปาเลไลยนั้นขยันดี,กับสีกาทองประศรีรู้จักกัน
เณรแก้วจึงลามาหาแม่,ทองประศรีวิ่งแร่มารับขวัญ,พ่อเอ๋ยมาไยทำไมนั่น,แม่ขาขรัวทั่นให้ลูกมา
รํ่าเรียนจบแล้วท่านบอกให้,ว่าวัดป่าเลไลยดีหนักหนา,ว่ารู้จักมานานกับมารดา,แม่จงพาลูกนี้ไปฝากไว้
ทองประศรีดีใจหัวเราะร่า,จริงแล้วเณรหนาแม่นึกได้,อันที่เมืองสุพรรณนั้นไซร้,ทางในท่านดีมีสององค์
วัดป่าเลไลยท่านสมภารมี,ทั้งขรัวที่วัดแคแม่เคยส่ง,กับขุนไกรรักใคร่กันมั่นคง,จะพาลงไปฝากยากอะไร
ว่าพลางนางสั่งซึ่งบ่าวข้า,เองไปเรียกช้างม้าอย่าช้าได้,ให้เขาผูกพังบู่กูจะไป,อ้ายพลายกางผูกไว้ให้พ่อเณร
ข้าวของจัดใส่ในสัปคับ,ทั้งข้าวกับรีบหาขะมักเขม้น,ให้พอเพียงเลี้ยงเจ้าทั้งเช้าเพล,ให้อ้ายเสนกับตาพุ่มแกคุมไป
ครั้นตระเตรียมสำเร็จเสร็จการ,พากันออกจากบ้านเขาชนไก่,ตัดทุ่งมุ่งตรงเข้าพงไพร,สามวันทันใดถึงสุพรรณ
จึงแวะเข้าวัดป่าเลไลย,ตรงไปยังกุฎีขรัวมีนั่น,ทองประศรีกราบกรานสมภารพลัน,ดีฉันมิได้มาหาคุณเลย
ขรัวมีดีใจหัวเราะร่า,ไม่เห็นหน้าหลายปีสีกาเหวย,เณรนี้ลูกใครไม่คุ้นเคย,ทองประศรีว่าคุณเอ๋ยลูกฉันเอง
แต่เพียงขุนไกรแกวอดวาย,ดีฉันนี้เป็นหม้ายอยู่เท้งเต้ง,บวชลูกจะให้เรียนเป็นบทเพลง,ก็โก้งเก้งอยู่ไกลไม่ได้การ
จะเอามาฝากไว้ให้ขรัวปู่,โปรดบอกความรู้เอ็นดูหลาน,ถ้าไม่เรียนรํ่าทำเกียจคร้าน,ทรมานทำโทษโปรดตีโบย
สมภารจึงว่าอย่าร้อนใจ,ไม่ฟังสอนเลี้ยงได้ฤๅยายโหวย,แต่ทว่าข้าก็ไม่ใคร่ทำโพย,จะสั่งสอนไปโดยปัญญามัน
ถ้าเด็กดีเด็กก็มีแต่คนชม,ชั่วแล้วเขาก็ถมผู้ใหญ่นั่น,เพื่อนก็เป็นเชื้อผู้ดีมีเผ่าพันธุ์,จะผ่าเหล่าเสียนั้นเห็นผิดไป
ทองประศรีฟังขรัวหัวเราะร่า,พ่อเณรจำไว้หนาเอาใจใส่,ฝากลูกแล้วก็ลาคลาไคล,กลับถึงเขาชนไก่ก็ขึ้นเรือน
ครานั้นจึงโฉมเจ้าเณรแก้ว,ปัญญาคล่องแคล่วใครจะเหมือน,หมั่นหมักภักดีมิให้เตือน,หัดเทศน์สามเดือนก็ขึ้นใจ
มหาชาติธรรมวัตรสารพัดเพราะ,ถ้อยคำมั่นเหมาะไม่เปรียบได้,สุ้งเสียงเป็นเสน่ห์ดังเรไร,เทศน์ที่ไหนคนชมนิยมฟัง
จนขึ้นชื่อฦๅชาว่าเปรื่องปราด,ชาวบ้านร้านตลาดเจียนจะคลั่ง,เถรเณรอดเพลไปคอยฟัง,เข้าไปนั่งพูดจ้อขอเนื้อความ
เจ้าอุตส่าห์ศึกษาวิชาการ,เขียนอ่านท่องได้แล้วไต่ถาม,ตำรับใหญ่พิชัยสงคราม,สูรย์จันทร์ฤกษ์ยามก็รอบรู้
อยู่ยงคงกระพันล่องหน,ภาพยนตร์ผูกใช้ให้ต่อสู้,รักทั้งเรียนเสกเป่าเป็นเจ้าชู้,ผูกจิตรหญิงอยู่ไม่เคลื่อนคลาย
ท่านขรัวหัวร่อว่าออแก้ว,เรื่องเจ้าชู้รู้แล้วต้องมั่นหมาย,เมียของเขาเจ้าอย่าได้ทำร้าย,สาวแก่แม่หม้ายเอาเถิดวา
กูจะให้วิชาสารพัด,ให้ชะงัดเวทมนตร์พระคาถา,ท่วงทีเอ็งจะดีดังจินดา,แล้วคายชานหมากมาให้เณรกิน
เณรแก้วรับแล้วกินชานหมาก,ขรัวต่อยด้วยสากแทบหัวบิ่น,ไม่แตกไม่บุบดังทุบหิน,ท่านขรัวหัวเราะดิ้นคากๆ ไป
เจ้าเณรหมั่นปรนนิบัติพัดวี,ท่านขรัวก็ยิ่งมีความรักใคร่,แต่ฝึกสอนทดลองจนว่องไว,มีน้ำใจกำเริบทุกวันมา
จะกล่าวถึงขุนช้างเมื่อรุ่นหนุ่ม,หัวเหมือนนกตะกรุมล้านหนักหนา,เคราคางขนอกรกกายา,หน้าตาดังลิงค่างที่กลางไพร
ไปสนิทติดพันเจ้าแก่นแก้ว,ลูกตาหมื่นแผ้วบ้านรั้วใหญ่,สู่ขอพ่อแม่ก็ปลงใจ,ขุนช้างจึง่ได้เป็นภรรยา
มาอยู่กับเรือนเป็นเพื่อนนอน,ร่วมเรียงเคียงหมอนได้ปีกว่า,ล้มเจ็บจับไข้หลายเวลา,แล้วกลายมาเป็นบิดริดสีดวง
