w1,w2,w3,w4
ครานั้นขุนแผนแสนสนิท,เรืองฤทธิฦๅดีไม่มีสอง,ข้าศึกนึกกลัวขนหัวพอง,คล่องแคล่วแกล้วกล้าวิชาดี
จำเดิมแต่ลาวทองต้องจากอก,ให้วิตกขุ่นข้องหมองศรี,ข้าใช้ไทยลาวสาวสาวมี,ไม่ยินดีด้วยใครอาลัยนาง
นอนเดียวเปลี่ยวใจไม่มีคู่,ทุกฤดูตรอมใจให้หมองหมาง,หน้าร้อนร้อนใจดังไฟฟาง,หน้าฝนฟ้าครางรำพึงครวญ
หน้าลมลมแล่นตลอดจิตร,ปกปิดผ้าห่มยิ่งโหยหวน,จากเมียเสียใจให้รัญจวน,เสียดายนวลลับหน้าไปกว่าปี
เพลากลางคืนสะอื้นอ้อน,จะหลับนอนขุ่นข้องยิ่งหมองศรี,พลิกกลับก็ไม่หลับสนิทดี,สักกี่ปีลาวทองน้องจะมา
ได้ยินเรไรร้องอยู่ริมเรือน,สะเทือนจิตรคิดถึงที่ในป่า,จำเดิมแต่ได้น้องลาวทองมา,พี่ชี้ชวนแก้วตาให้ชมไพร
อกเอ๋ยไม่เคยจะจากน้อง,สงสารห้องเยือกเย็นหาเห็นไม่,ที่นอนหมอนน้องหมองมัวไป,ฤๅลาวทองน้องไข้จึงขุ่นมัว
อัจกลับดับมากว่าปีแล้ว,น้องแก้วจะรำพึงคิดถึงผัว,หมอนข้างขวางกลิ้งไปไกลตัว,ดังผัวเมียเราพรากไปจากกัน
เครื่องแป้งแห้งหอมไม่มีติด,คันฉ่องป้องปิดก็แตกลั่น,มุ้งกางค้างขาดลงพาดพัน,น้ำมันสิ้นกลิ่นตรลบเจ้าอบปรุง
เจ็บใจดังใครยิงด้วยปืนพิษ,คะนึงคิดครํ่าครวญจนจวนรุ่ง,ปานฉะนี้ลาวทองน้องอยู่กรุง,จะสะดุ้งตื่นตั้งแต่โศกา
ให้น้อยจิตรเจ็บใจไม่นอนหลับ,พลิกกลับเปิดมุ้งเที่ยวมองหา,ดุเหว่าแว่วแจ้วเสียงสำเนียงมา,ผวาเปิดประตูห้องให้หมองใจ
ไม่เห็นนางย่างขึ้นบนหอน้อย,พระจันทร์ฉายบ่ายคล้อยจำรัสไข,สว่างเวิ้งวงบ้านสงสารใจ,ใบไทรต้องลมระงมเย็น
เย็นฉํ่าน้ำค้างค้างใบไทร,จากเมียเสียใจไม่เล็งเห็น,โอ้น้ำค้างเหมือนนางน้ำตากระเด็น,เช้าเย็นยามนอนจะนอนนึก
ยามกินก็จะกินแต่นํ้าตา,เฝ้าครวญครํ่ารํ่าหาเวลาดึก,จะแสนคิดเช้าคํ่าเฝ้ารำลึก,ตรึกแล้วเคืองขุ่นให้มุ่นใจ
โอ้ว่ากรรมทำไว้ไฉนหนอ,มาเกิดก่อวิปริตผิดไปได้,จะมีมิตรก็ให้เชือนผิดเพื่อนไป,หย่อนให้กลับเหิมข่มเหงทำ
แสนแค้นเคืองใจไอ้ขุนช้าง,ใจกระด้างกระเดื่องคิดให้ผิดสํ่า,มันชิงวันทองไปอ้ายใจดำ,แต่สักคำมิได้ว่าให้เคืองใจ
