w1,w2,w3,w4
จะกล่าวถึงพระเจ้าเชียงอินท์,ครองบุรินทร์เชียงใหม่ไอศวรรย์,หมู่อำมาตย์ราชกระวีมีครบครัน,ข้างฝ่ายในกำนัลก็นองเนือง
บริบูรณ์พูนสมบัติไม่ขัดสน,ประชาชนระบือฦๅเลื่อง,เมืองน้อยนบนอบไม่ขุ่นเคือง,ถวายเครื่องสุวรรณบรรณาการ
วันหนึ่งเสด็จออกขุนนางแน่น,พร้อมท้าวแสนเพี้ยลาวเหล่าทหาร,หมอบราบกราบเต็มหน้าพระลาน,เกษมสานต์ด้วยมุขมาตยา
พอสองลาวนำข่าวหนังสือบอก,ว่าเชียงทองกลับกลอกนอกหน้า,ไปขึ้นบุรีศรีอยุธยา,ไม่เกรงเดชาบารมี
นำเครื่องบรรณาการไปเวียงใต้,กรุงไทยส่งเสริมเพิ่มศักดิศรี,ดูกำเริบเอิบใจใช่พอดี,จะนำไทยมาตีบุรีเรา
พระเจ้าเชียงใหม่ได้ทราบเรื่อง,ให้ขุ่นเคืองขัดใจดังไฟเผา,เหม่อ้ายเชียงทองจองหองเอา,ลงไปเข้ากับไทยช่างไม่กลัว
แต่ก่อนนั้นมันขึ้นแก่เรานี้,ถือดีหยิ่งยกนกสองหัว,เฮ้ยเกณฑ์กระบวนรบให้ครบตัว,นับทั่วถ้วนหมื่นพื้นฉกรรจ์
เครื่องสาตราอาวุธปืนไฟ,ทั้งน้อยใหญ่สารพัดเร่งจัดสรร,ให้พรั่งพร้อมเบ็ดเสร็จในเจ็ดวัน,จงลงมือเตรียมกันแต่วันนี้
ให้ปราบเมืองแมนเป็นแม่ทัพ,ไปทำมันให้ยับอยู่กับที่,แสนกำกองปลัดทัพนับว่าดี,สองนายนี้กองหน้าไพร่ห้าพัน
ฟ้าลั่นนั้นให้เป็นทัพหลวง,บัญชาการทั้งปวงเคยแข็งขัน,สันบาดาลเป็นปลัดเร่งจัดกัน,เกณฑ์คนห้าพันให้เข้ากอง
นายรองกองทัพสำหรับตำแหน่ง,ปีกซ้ายขวาแซงสิ้นทั้งผอง,ยกกระบัตรเกียกกายอเนกนอง,กองซุ่มกองแล่นให้มากมี
เสบียงเลี้ยงทัพจงจัดหา,ทั้งช้างม้าสำหรับขับขี่,สั่งเสร็จพระเสด็จจรลี,คืนสู่ที่เรือนทองผ่องโสภา
ฝ่ายว่าท้าวพระยาเป็นผู้ใหญ่,ก็กะเกณฑ์พลไพร่ให้เรียกหา,ไม่ได้ผัวเกาะตัวลูกเมียมา,บ้างตีค่าจ้างใส่ให้ไปทัพ
บ้างจัดหาข้าวของมากองไว้,หอกดาบปืนไฟให้เสร็จสรรพ,ช้างม้าวัวควายอเนกนับ,กองต่างวางลำดับกระบวนไป
