w1,w2,w3,w4
ครานั้นขุนแผนแสนสะท้าน,อาศัยอยู่บ้านพระหมื่นศรี,เป็นสุขสบายหลายราตรี,วันเมื่อจะมีซึ่งเหตุมา
ขุนแผนวันทองกับนางแก้ว,หลับแล้วสำราญใจในเคหา,พระจันทร์แจ้งแสงสว่างกระจ่างฟ้า,ดาราดาษไปในอัมพร
พระพายพาบุปผชาติสะอาดกลิ่น,รวยรินรสต้องละอองอ่อน,ขุนแผนตื่นฟื้นตัวที่เตียงนอน,ให้อาวรณ์คิดคะนึงถึงลาวทอง
โอ้เพื่อนยากจากเมืองมาอยู่ใต้,มาจำใจพลัดพรากไปจากห้อง,วันทองแก้วกิริยาก็มาครอง,สงสารน้องประหนึ่งพี่ไม่อีนัง
พลัดผัวตัวต้องไปลำบาก,ตรำตรากตรอมใจในเขตขัง,ถ้ารู้ข่าวเข้าไปถึงในวัง,เห็นจะตั้งตาคอยให้ไปรับ
เราก็ได้สัญญาว่าจะเลี้ยง,ไม่หลีกเลี่ยงย้อนยอกกลอกกลับ,จะเพิกเฉยเลยละให้ลี้ลับ,เป็นเห็นกับเมียสองที่ต้องใจ
บุราณว่าเสียทรัพย์อย่าเสียศิล,เสียอื่นสิ้นอย่าเสียวาจาได้,นางก็ไม่มีผิดคิดนอกใจ,จากไปเป็นเหตุด้วยขุนช้าง
มันเพ็ดทูลใส่ไคล้ให้เป็นโทษ,พระจึงโปรดให้พรากไปจากข้าง,บัดนี้ก็สิ้นเรื่องเคืองระคาง,แต่ตัวนางยังขังไว้วังใน
เพราะผ่านเกล้าเจ้าชีวิตท่านทรงลืม,ปลื้มจิตรจึงไม่ออกมานอกได้,จำจะต้องทูลขอต่อทรงชัย,ครั้นคิดไปให้เกรงจะราคี
พระองค์ก็ยกโทษโปรดแล้ว,จะกล้าแกล้วทูลกวนไม่ควรที่,ถ้าพระองค์ไม่ทรงพระปรานี,ก็จะเสียความดีที่มีมา
จะละเมียเสียเล่าอนาถใจ,คิดไปให้สงสารเป็นหนักหนา,แต่เวียนคิดจนแจ้งแสงสุริยา,ล้างหน้าแล้วก็ลุกจากห้องใน
ตรงมาหาพระจมื่นศรี,ว่าลูกนี้มีทุกข์เป็นข้อใหญ่,ถ้อยความก็สำเร็จเสร็จไป,เพราะเจ้าคุณเอาใจช่วยป้องกัน
ให้รำคาญสงสารแต่ลาวทอง,ที่ยังต้องกักขังในวังนั่น,โปรดด้วยช่วยทูลพระทรงธรรม์,ให้ได้ลาวทองนั้นกลับออกมา
ครานั้นฝ่ายว่าพระหมื่นศรี,ฟังวาทีพลันตอบขุนแผนว่า,เจ้าก็เป็นคนดีมีปัญญา,ช้าช้าไว้สักปีดีกระมัง
เหมือนดับไฟไม่ทันจะสิ้นเปลว,ด่วนเร็วจะกำเริบเมื่อภายหลัง,มิใช่อยู่อื่นไกลอยู่ในวัง,ห้ามประตูกักขังทุกเวลา
ไม่เข้านอกออกในเหมือนใครอื่น,จะตื่นอะไรไปหนักหนา,ชู้ผัวหาไหนใครจะมา,ช้าช้าสักหน่อยก็เป็นไร
ขุนแผนตอบคำพระหมื่นศรี,ที่ตรงตัวชั่วดีหาแคลงไม่,ข้อที่คิดสงสารรำคาญใจ,ด้วยนางมิได้ผิดแก่ตัว
เดิมพระองค์ทรงพระพิโรธลูก,ลาวทองต้องถูกขังเพราะผัว,ลูกพ้นโทษทิ้งไว้ให้หมองมัว,เหมือนใจชั่วหลงเมียเสียข้างนี้
พวกทนายตามกันออกล้นหลาม,ขุนแผนเดินตามมาข้างหลัง,นั่งลงตรงนอกลับแลบัง,คอยฟังว่าจะโปรดประการใด
จะกล่าวถึงพระองค์ผู้ทรงศักดิ์,ปิ่นปักหลักทวีปทั้งน้อยใหญ่,สถิตในปรางค์มาศปราสาทชัย,นางในหมอบเฝ้าเป็นเหล่ามา
ตรัสประภาษราชกิจพระนิเวศน์,จนสุริเยศเรืองแรงแสงกล้า,เสด็จออกท้องพระโรงรัตนา,เบิกบรรดาข้าเฝ้าให้เข้าไป
ต่างถวายบังคมก้มกราบ,หมอบราบตามตำแหน่งผู้น้อยใหญ่,ที่มีข้อราชการงานเวียงชัย,ก็ทูลให้ทรงทราบทุกสิ่งอัน
ครานั้นจมื่นศรีเสาวรักษ์ราช,ชาญฉลาดตริตรึกให้นึกพรั่น,ครั้นได้ช่องทูลฉลองไปฉับพลัน,อันชีวันอยู่ใต้พระบาทา
บัดนี้ขุนแผนแสนสะท้าน,ให้เกล้ากระหม่อมฉานกราบทูลว่า,ซึ่งโทษผิดติดตัวแต่ก่อนมา,ทรงพระกรุณาให้พ้นภัย
ยินดีพ้นที่จะประมาณ,จะขอทำราชการแก้ตัวใหม่,ไปกว่าชีวันจะบรรลัย,มิให้ขุ่นเคืองเบื้องบาทา
ลาวทองต้องติดอยู่ในวัง,กักขังช้านานมาหนักหนา,ขอพระเดชปกเกศจงเคลื่อนคลา,จะได้มาเป็นกำลังราชการ
ครานั้นพระองค์ทรงธรณี,ได้ฟังจมื่นศรีแถลงสาร,ฉุนพิโรธพระพักตร์เผือดเดือดดาล,อ้ายนี่หาญเห็นกูนี้ใจดี
ครั้นขุนเพชรขุนรามตามออกไป,บังอาจใจฆ่าคนเสียป่นปี้,กูก็งดอาญาไม่ฆ่าตี,ซ้ำยกอีวันทองให้แก่ตัว
ยังลวนลามตามขออีลาวทอง,จองหองไม่คิดผิดท่วมหัว,พูดเล่นตามใจไม่เกรงกลัว,เพราะตัวอีลาวทองต้องอยู่วัง
ไกลตาตกว่าไม่ไว้ใจ,มันกลัวกูนี้จะไพล่เอาข้างหลัง,ฟังมันเจรจาดูน่าชัง,ถ้าแม้นตั้งหน้ารับราชการไป
