w1,w2,w3,w4
ครานั้นจึงโฉมเจ้าขุนช้าง,ความสมัครรักนางไม่เชือนเฉย,สั่งบ่าวเหล่าช่างชำนาญเคย,ปรุงหอเร็วเหวยให้ทันการ
พวกช่างบ้างเลื่อยบ้างก็ถาก,โปกปากโผงผึงอึงทั้งบ้าน,หอใหญ่เก้าห้องท้องกระดาน,เท่าวิหารจึงจะสมกับใจกู
พวกผู้หญิงแช่แป้งทำขนม,ซื้อกล้วยอ้อยส้มลูกชมพู่,ทั้งมะพร้าวน้ำตาลหมากพลู,ไก่หมูกุ้งปลามามากมี
ขุนช้างนับวันไว้ใกล้เวลา,จึงชวนศรพระยาผู้เป็นพี่,มาบ้านศรีประจันในทันที,แจ้งคดีว่าการนั้นเตรียมแล้ว
ลูกมาหารือคุณแม่เจ้า,จะขอรื้อหอเก่าของพลายแก้ว,เอาไปถวายวัดเสียยังแล้ว,จะได้แผ้วถากถางพื้นแผ่นดิน
อันหอของลูกนี้โตใหญ่,หาที่ไหนไม่เหมือนของลูกสิ้น,ราวกับวิมานทองของพระอินทร์,ศรีประจันได้ยินหัวเราะงอ
ชะหอห้องของลูกข้าโตใหญ่,ขอบใจสิ้นทีแล้วอีพ่อ,จะเอาอะไรบอกไปอย่ารั้งรอ,ปลูกหอให้ดีเถิดลูกอา
หอเก่าจะเอาไปปลูกวัด,ก็ตามแต่ถนัดแม่ไม่ว่า,หอใหม่ใหญ่โตสมหน้าตา,รีบร้นขนมาอย่านอนใจ
ว่าแล้วท่านยายศรีประจัน,ลุกมาหาลูกพลันพลางปราศรัย,ประโลมปลอบวันทองให้ต้องใจ,จะมิให้รู้กลมารยา
ลูกเอ๋ยแม่คิดไม่รู้แล้ว,สงสารออแก้วเป็นหนักหนา,จะตายจริงฤๅจะรอดตลอดมา,ไม่รู้ว่าจะเป็นประการใด
คิดว่าหอห้องของเจ้านั้น,เอาทำบุญสุนธรรม์ส่งไปให้,เดชะบุญผัวเจ้าไม่บรรลัย,กลับมาปลูกใหม่ก็เหมือนกัน
เอาไปถวายวัดปลูกกุฎี,กุศลจะมีเป็นแม่นมั่น,ถ้าผัวมาปลูกใหม่ให้ใหญ่ครัน,จอมขวัญแม่จะว่าประการใด
ครานั้นวันทองเจ้าหลงกล,แยบยลของแม่หารู้ไม่,หันหน้าตอบมาในทันใด,เหมือนลูกคิดไว้เจียวแม่คุณ
เอาไปปลูกกุฎีฤๅศาลา,ลูกก็โมทนาไม่ว้าวุ่น,สุดแต่ได้กุศลผลบุญ,จะได้ช่วยเจ้าประคุณให้รอดมา
ศรีประจันฟังลูกก็ถูกใจ,รีบลุกออกไปจากเคหา,บอกขุนช้างพลันมิทันช้า,ว่าแม่ลวงมันอีวันทอง
มันหารู้กลของแม่ไม่,เจ้าจงรีบไปจากบ้านช่อง,ใช้ให้แต่บ่าวกับพวกพ้อง,พี่น้องชวนกันมาช่วยรื้อ
ขุนช้างฟังว่าก็ดีใจ,รีบลุกออกไปไม่อึงอื้อ,สั่งบ่าวเร็วหวาอย่าช้ามือ,รื้อหอไปถวายท่านวัดกลาง
ฝ่ายว่าท่านยายศรีประจัน,จัดแจงของพลันไว้หอขวาง,พี่น้องกับบ่าวเจ้าขุนช้าง,วางเข้ารื้อหอแบกเอาไป
