w1,w2,w3,w4
จะกล่าวถึงพระเจ้าเชียงใหม่,ตรองตรึกนึกไปให้ฉงน,เจ้าล้านช้างตอบไม่ชอบกล,แยบยลดูเห็นเป็นมารยา
เราให้ไปขอนางสร้อยทอง,จะขัดข้องฤๅให้ก็ไม่ว่า,บรรณาการไม่รับกลับคืนมา,ตอบแต่ว่าลูกยายังเด็กนัก
อันขอสู่วิสัยจะให้ปัน,ควรผ่อนผันผัดไปให้ประจักษ์,นี่พูดจาบิดเบือนทำเชือนชัก,จะอุบายย้ายยักสักอย่างไร
ด้วยกลัวเราจะพลัดเป็นศัตรู,ถ้ายกไปโจมจู่สู้ไม่ได้,เห็นจะคิดลับลมเป็นคมใน,จะนิ่งไว้ท่วงทีมิเป็นการ
คิดพลางทางสั่งมหาปาด,เอ็งฉลาดใจคอก็กล้าหาญ,จงรีบลอบไปอย่าได้นาน,ถึงล้านช้างสืบดูให้รู้ความ
เขาคิดการบ้านเมืองประการใด,ปรึกษาว่าอย่างไรในเค้าสนาม,ฟังทั้งเรื่องธิดาพะงางาม,ใครติดตามขอบ้างฤๅอย่างไร
ครานั้นจึงกวานมหาปาด,กราบบาททูลลาหาช้าไม่,แต่งตัวเสร็จสรรพฉับไว,ข้าวตากใส่ไถ้แล้วผูกม้า
พอเช้าตรู่จู่ออกจากเชียงใหม่,ขับม้าวิ่งไวเข้าในป่า,ข้าวตากใส่ปากเคี้ยวกินมา,ไม่หยุดพักชักช้ารีบคลาไคล
ออกแต่เช้าราวเที่ยงจึงพักม้า,พอตกบ่ายไคลคลาหาช้าไม่,กลางคืนมืแสงเดือนเตือนม้าไป,ตีเหล็กไฟสูบยามาพลางพลาง
ม้าอ่อนผ่อนม้าลงกินน้ำ,ครั้นหายเหนื่อยเรื่อยรํ่ามาผางผาง,จนเดือนตกพักผ่อนนอนริมทาง,พอสว่างขึ้นม้ารีบคลาไคล
เล็ดลอดดอดดั้นอรัญวา,ถึงพรานไพรในป่าหาพบไม่,เลียบห้วยเหวเขาลำเนาไพร,หลีกบ้านน้อยใหญ่ในทางมา
