w1,w2,w3,w4
จะกล่าวถึงโฉมเจ้าขุนช้าง,เขาแถกหัวไว้เป็นทางหาตื่นไม่,พอสิ้นสะกดขุนแผนแว่นไว,ฟื้นสมประดีได้ก็ตื่นตา
ระบมหัวมัวคลำที่ถกถอน,เกลี้ยงกล้อนเช่นนี้ผิดทีหวา,เนื้อตัวล้วนมินหม้อมอลอทา,เอ๊ะอย่างไรกูมาอยู่ใต้เตียง
ลุกขึ้นไม่เห็นเจ้าวันทอง,ตะโกนก้องร้องเรียกจนสุดเสียง,เมื่อหัวคํ่ายังวอนให้นอนเคียง,เที่ยงคืนพี่ยังพลิกมากอดนาง
แลดูเห็นประตูนั้นเปิดโล่ง,กระโดดโผงมามองช่องหน้าต่าง,ไม่เห็นน้องย่องออกมาหอกลาง,เห็นม่านขาดกลาดขวางวางกระจาย
กอดม่านที่กองร้องไห้จ้า,อ้ายขุนแผนแล้วมาพาหนีหาย,เรียกข้าด่าดุอยู่วุ่นวาย,มุดหัวจนผู้ร้ายมันขึ้นมา
ข้าคนบนเรือนต่างร้องแรก,ตื่นแตกว่าเสือเข้ากัดหมา,ขุนช้างหวดขวับทั้งหลับตา,มันร้องว่าเสือป่ามากินคน
อ้ายทองลืมตาว่านี่อะไร,เสือฤๅมิใช่ไม่มีขน,เอ๊ะผีฤๅแพะแงะจะชน,มือตีนเหมือนคนอ่อสมภาร
สาธุสะจะประสงค์สิ่งอันใด,ขุนช้างขัดใจไล่งุ่นง่าน,เที่ยวค้นหาวันทองลงมองคลาน,เห็นพงพานเกลื่อนกลาดประหลาดใจ
เปิดหีบผ้าหายไปหลายผืน,ยิ่งสะอื้นไม่สมประดีได้,ทั้งแหวนหัวก็หายไปหลายใบ,แลไปเห็นหนังสือที่ฝาพลัน
ในใจความนั้นว่าเจ้าวันทอง,มัวหมองวิโยคโศกศัลย์,ให้เร่งติดตามไปในไพรวัน,เมื่อไก่ขันขุนแผนแสนศักดา
สะกดขึ้นเรือนเข้ามาในห้อง,น้องได้ปลุกผลักเป็นหนักหนา,ได้ทัดทานเขาไว้เป็นหลายครา,เขาเงื้อดาบจะฆ่าเสียให้ตาย
เป็นหญิงจนจริงจึงไปด้วย,เพราะไม่มีใครช่วยใช่หนีหน่าย,พ่ออย่าทิ้งไว้ให้วอดวาย,ถ่ายเทติดตามให้ทันที
อ่านหนังสือแล้วทูนขึ้นเหนือหัว,กลิ้งเกลือกเสือกตัวอยู่กับที่,ช่างกะไรไม่รู้สมประดี,ผัวนี้ชั่วแล้วเจ้าแก้วตา
หลับกะไรช่างไม่รู้สึกตัว,อ้ายขุนแผนโกนหัวเล่นต่างหมา,เจ้าปลุกก็ไม่ตื่นฟื้นขึ้นมา,อีพรายทั้งห้ามันแกล้งกู
เสียแรงเลี้ยงให้พิทักษ์รักษา,เซ่นเหล้าข้าวเต่าปลาทั้งไก่หมู,มันแกล้งเฉยเสียได้ไม่แลดู,ให้ผู้ร้ายจู่ลู่มาราวี
กูจะถ่วงทิ้งมึงทั้งโขยง,ให้ตายโหงตายห่าอีห้าผี,ร้องเรียกศรพระยาไม่ช้าที,เอ็งนี้ช่างกะไรมุดหัวนอน
อ้ายขุนแผนขึ้นมาจนในห้อง,ลักเอาเจ้าวันทองไปซุ่มซ่อน,ประตูบ้านอย่างไรไม่ใส่กลอน,ทั้งผ้าผ่อนเงินทองก็หายไป
ศรพระยาว่าฉันอยู่เรือนอื่น,จะมาขืนโกรธเอาอย่างไรได้,แต่มันลักโกนหัวออกเลี่ยนไป,พ่อยังไม่รู้สึกสมประดี
จะหลงเอาเขาทำไมอีพ่อคุณ,เคืองขุ่นร้องไห้ทำไมนี่,จะเสียดายตายอยากไปไยมี,เขาไม่รักจึงหนีอีพ่อไป
ขุนช้างตอบไปดังใจจง,กูหาหลงรักอีวันทองไม่,แค้นนักด้วยมันลักเงินทองไป,ถ้าจับได้ก็จะเชือดให้เลือดนอง
อ้ายขุนแผนและจะแง้นเอาดาบสับ,ชิงเอาสินทรัพย์ทั้งข้าวของ,ฟันฟาดให้มันขาดเป็นกองกอง,รับแต่แม่วันทองโอ๊ยลืมไป
ศรพระยาหัวร่ออยู่งองัน,ขุนช้างหันมาสั่งกับบ่าวไพร่,จงบอกพวกชาวดงพงไพร,ที่เราได้ว่ากล่าวแต่ก่อนมา
กะเหรี่ยงละว้าในป่าใหญ่,ที่เคยมาชั่งเนื้อไม้กฤษณา,ไปบอกข่าวป่าวร้องเรียกกันมา,ห้าร้อยคอยท่าจะยกไป
ครั้นพวกโยธามาพร้อมพรั่ง,ขุนช้างสั่งให้เลี้ยงละว้าไพร่,เอาเหล้ากรอกช้างวางเข้าไป,ห้าเทถึงใจไอ้พลายกาง
แล้วรีบมายังเรือนท่านมารดา,กราบกับบาทาทั้งสองข้าง,เล่าความตามจริงไม่อำพราง,เมื่อกลางคืนอ้ายขุนแผนมา
มันสะกดเข้าไปจนในห้อง,ลักเอาข้าวของไปหนักหนา,ลักไปทั้งวันทองน้องยา,ลูกจะลาคุณแม่ติดตามไป
ถ้าทันแล้วจะฟันเสียให้ยับ,รับวันทองน้องกลับมาจงได้,การสงครามลูกไม่ขามเข็ดใคร,จงอวยชัยให้ลูกสวัสดี
ครานั้นเทพทองผู้มารดา,ตอบว่ารักใคร่ทำไมนี่,มันตามผู้ชายไปใจไม่ดี,ไม่พอที่ติดตามมันทำไม
เลือกสรรทั้งสุพรรณบุรี,ดีดีสู่ขอก็พอได้,ฟังแม่เถิดอย่าแร่ตามมันไป,มันไม่คืนแล้วนะลูกอา
ขุนช้างตอบคำรำพันไป,วันทองไม่ชั่วดอกคุณแม่ขา,เจ้าได้ปลุกลูกรักเต็มประดา,เขาเงื้อดาบจะฆ่าเสียให้ตาย
ตัวเป็นหญิงจนจริงจึงจำไป,เขียนหนังสือบอกไว้เป็นมากหลาย,ลูกจึงมีจิตรคิดเสียดาย,แม่อย่าห้ามลูกชายจงให้พร
เทพทองเหลือห้ามก็ตามใจ,จงมีชัยเรืองฤทธิ์ดังพิษศร,ไปพบวันทองในป่าดอน,ให้อาลัยใจอ่อนกลับคืนมา
ถ้าขุนแผนต่อสู้อย่าสู้ได้,ให้บรรลัยแพัฤทธิทุกทิศา,ให้สมหวังดังประสงค์ของลูกยา,ขุนช้างรับพรลามาหอกลาง
จัดแจงแต่งตัวนุ่งยก,เข็มขัดรัดอกแล้วโจงหาง,ผูกตัวเข้าเป็นพรวนล้วนเครื่องราง,พระปรอทขอดหว่างมงคลวง
ลูกไข่ดันทองแดงกำแพงเพชร,ไข่เป็ดเป็นหินขมิ้นผง,ตะกรุดโทนของท่านอาจารย์คง,แล้วอมองค์พระคะวำลํ้าจังงัง
ลงยันต์ราชะปะท้ายทอย,ยังหยอมแหยมหยอกหยอยเหมือนหอยสังข์,จับถือของ้าวก้าวเก้กัง,ขึ้นนั่งคอช้างพลายกางพลัน
ศรพระยาขี่ท้ายย้ายโยกตาม,ดูงามราวกับตุ๊กตาปั้น,บ่าวไพร่เมาหราตาเป็นมัน,พร้อมกันคอยท่าหน้าบันได
ครั้นได้พิชัยฤกษ์ดี,ฆ้องตีต้อนเตือนละว้าไพร่,โบกธงตรงเข้าไปราวไพร,ยิงปืนไฟขานโห่เป็นโกลา
กะเหรี่ยงละว้าถือหน้าไม้,ลูกใส่ยาพิษฤทธินักหนา,ขุนช้างขับช้างย่างเหย่ามา,ไม่รั้งราพักพวกพลไกร
ครั้นออกมานอกเมืองสุพรรณ,ให้อัดอั้นพะวงสงสัย,จะตามไปแห่งหนตำบลใด,พอแลเห็นพรานไพรนั้นเดินมา
ขุนช้างเรียกถามเนื้อความไป,เองเห็นบ้างฤๅไม่อย่างไรหวา,ผู้ร้ายลักเมียของกูมา,มันขี่ม้าสองคนด้นหนีไป
พรานรอดขอรับกราบกราน,ดีฉานเห็นอยู่จะบอกให้,ขุนช้างลงจากช้างด้วยดีใจ,ยกไหเหล้ารินกินด้วยกัน
พรานรอดถูกเหล้าเข้าเก้าถ้วย,งงงวยบอกที่ขมีขมัน,ฉันได้เห็นเป็นแน่แลดูมัน,เมื่อไก่ขันมันข้ามแม่น้ำไป
ขี่ม้าหยอกหยิกกันซิกซี้,จับจี้นมจู้ดูไม่ได้,นางผู้หญิงแขนอ่อนงอนเหลือใจ,แข้งขาคว้าไขว่กันบนอาน
เดี๋ยวนี้มันไปนอนท่าต้นไทร,ฉันจะนำนายให้ไปกับฉาน,ขุนช้างได้ฟังคลั่งเดือดดาล,เหงื่อกาลไหลตกซกซกไป
ฉวยขอขึ้นคอช้างงา,พรานรอดนำหน้าเข้าป่าใหญ่,เกือบกระทั่งถึงท่าที่ต้นไทร,เพื่อนชี้ให้รู้แจ้งแห่งสำคัญ
จะกล่าวถึงโหงพรายกุมารทอง,ของขุนแผนรักษาอยู่ที่นั่น,เห็นกองทัพยกตามมาครามครัน,ก็พากันวิ่งเข้ามาปลุกนาย
ครานั้นขุนแผนแสนสนิท,เรืองฤทธิ์พริ้งเพริศเฉิดฉาย,อาศัยใต้ต้นพระไทรพราย,แสนสบายชิดชื้อชะอื้อลม
สนิทหลับอยู่กับวันทองน้อย,ตะวันบ่ายชายคล้อยสำราญร่ม,เสียงเรไรหริ่งร้องก้องระงม,ฟื้นสมประดีด้วยกุมารมา
พลิกกลับจับดาบปราบณรงค์,เห็นพลกลาดดาษดงมาหนักหนา,จึงปลอบปลุกวันทองน้องพี่อา,แก้วตาจงฟื้นขึ้นตื่นตัว
ล้างหน้าเตรียมหาผ้านุ่งห่ม,คอยชมศึกชู้จะสู้ผัว,ฤๅว่าเจ้าเศร้าจิตรคิดกลัว,จะออกตัวเสียก็ตามแต่ความคิด
ขุนช้างโตใหญ่ไพร่นับร้อย,พี่คนเดียวเล็กจ้อยกะจิหริด,ผัวน้องเลื่องชื่อฦๅฤทธิ,พี่นี้ชีวิตเป็นวันตาย
หนักอกวิตกด้วยวันทอง,ขุนช้างมัวหมองเป็นมากหลาย,เพราะเจ้าทำผิดใจให้ระคาย,จึงติดตามมุ่งหมายมาป่าชัฏ
