w1,w2,w3,w4
จะกล่าวถึงขุนแผนแสนสนิท,เรืองฤทธิพริ้งเพริศเฉิดฉัน,อาศัยอยู่ในพนาวัน,สองคนด้วยกันกับวันทอง
แช่มชื่นรื่นร่มพนมพนัส,สิ้นวิบัติไพรีไม่มีข้อง,อิงแอบแนบเนื้อนวลละออง,หนุนแต่ขอนไม้รองสำราญใจ
ไร้ฟูกถูกเนื้อวันทองอ่อน,เหมือนนอนเตียงทองอันผ่องใส,เพลินฟังวังเวงเพลงเรไร,พิณพาทย์ไพรกล่อมขับสำหรับดง
มืดสิ้นแสงเทียนประทีปส่อง,ก็ผ่องแสงจันทร์กระจ่างสว่างส่ง,บุปผชาติสาดเกสรขจรลง,บุษบงเบิกแบ่งระบัดบาน
เรณูนวลหวนหอมมารวยริน,พระพายพัดประทิ่นกลิ่นหวาน,เฉื่อยฉิวปลิวรสสุมามาลย์,ประสานสอดกอดหลับระงับไป
วันทองน้องนอนสนิทฝัน,ถนัดจำสำคัญหาลืมไม่,สิ้นฝันพลันตื่นด้วยตกใจ,ปลอบปลุกผัวให้ทำนายนาง
น้องฝันว่าได้เอื้อมถึงอากาศ,ประหลาดเด็ดสุริยาลงมาล่าง,ถนอมชมอมชื่นแล้วกลืนพลาง,สว่างทั่วตัวน้องถนัดตา
แล้วยังมีชายหนึ่งนั้นสามารถ,องอาจแคะควักเอาตาขวา,ทิ้งไปให้มืดทุกเวลา,น้องนี้โศกาอนาถใจ
ดวงตาควักไปไม่ได้คืน,กลับเอาดวงอื่นมายื่นให้,มืดมัวชั่วช้ากว่าเก่าไป,จะดีร้ายฉันใดช่วยบอกมา
ขุนแผนฟังฝันให้หวั่นจิตร,คิดเห็นทั้งคุณโทษเป็นหนักหนา,ดวงใจเจ้าจะได้ซึ่งลูกยา,เหมือนฝันว่าได้ชมพระอาทิตย์
จะสิ้นความทุกข์ร้อนผ่อนวิโยค,ที่ร้อนโรคสิ่งไรจะไปล่ปลิด,ลูกในครรภ์เจ้านั้นจะเรืองฤทธิ,เป็นคู่คิดควรเราจะพึ่งพา
ที่ฝันว่าดวงตากระเด็นจาก,จะลำบากมากมายไปภายหน้า,ครั้นจะบอกออกอรรถให้ชัดมา,กลัวว่าวันทองจะหมองใจ
ชักชวนนวลนางให้ล้างหน้า,ต่างชำระกายาผ่องใส,เผือกมันต้มกันตามอยู่ไพร,หาลูกไม้เงาะพลับกระจับบัว
วันทองนึกถึงฝันให้พรั่นจิตร,คิดคิดเห็นจะท้องต้องคำผัว,อนิจจาทุกข์ยากลำบากตัว,เกลือกกลั้วปัถพีธุลีลม
สารพัดขัดสนจนยาก,แสนลำบากยวดยิ่งทุกสิ่งสม,มาซ้ำท้องสองทุกข์เข้าระทม,ยิ่งทุกข์แล้วยิ่งถมมาทับทรวง
ถ้าแม้นอยู่เรือนเหย้าลูกเต้ามี,จะยินดีเหลือแสนเฝ้าแหนหวง,มีลูกเหมือนหนึ่งมีมณีดวง,นี่มีมาให้เป็นห่วงเมื่อสิ้นคิด
เจ้ามาเกิดเหมือนหนึ่งจะแกล้งฆ่า,มันไม่น่ายินดีแต่สักหนิด,จะเลี้ยงดูอย่างไรในไพรชิด,คิดคิดก็กำสรดสลดใจ
ครานั้นขุนแผนแสนสวาดิ,ประหลาดแล้วมีท้องมาร้องไห้,วิปริตคิดเห็นเป็นอย่างไร,จึงเอาใจปลอบนางให้แต่งกาย
จะอยู่นี่นานนักไม่ได้น้อง,ดูทำนองเหตุภัยยังไม่หาย,พระทรงฤทธิจะคิดเคืองระคาย,เห็นไม่วายสงครามมาตามรบ
จำจะออกนอกดงที่เราอยู่,ไปตามหมู่ภูผาหาที่หลบ,ซ่อนเร้นมิให้ใครพานพบ,กว่าเรื่องราวจะสงบด้วยนานวัน
ว่าแล้วเรียกพรายทั้งหลายมา,แล้วผูกม้าสีหมอกขมีขมัน,ชวนวันทองน้องลาพนาวัน,ขึ้นม้าพากันเข้าป่าไม้
ร่มรื่นพื้นพรรณบุปผา,สะอาดตาช่อชูดูไสว,ขุนแผนชักม้าคลาไคล,บัดใจถึงเขาธรรมเธียร
ที่เชิงเขาเหล่าพรรณมิ่งไม้,ลมพัดกวัดไกวอยู่หันเหียน,รกฟ้าขานางยางตะเคียน,กันเกราตระเบาตระเบียนและชิงชัน
สนสักกรักขีต้นกำยาน,ฉนวนฉนานคล้าคลักจักจั่น,ปรางปรูประดู่ดูกมูกมัน,เหียงหันกระเพราสะเดาแดง
เต็งแตวแก้วเกดอินทนิล,ร้อยลิ้นตาตุ่มชุมแสง,ขวิดขวาดราชพฤกษ์จิกแจง,สมุลแว้งแทงทวยกล้วยไม้
กระพ้อเงาะระงับกระจับบก,กระทกรกกะลำพอสมอไข่,ผักหวานตาลดำลำไย,มะเฟืองไฟไข่เน่าสะเดานา
ไทรโศกอุโลกโพกพาย,โพบายไกรกร่างอ้อยช้างหว้า,พลับพลวงม่วงมันจันทนา,ปักษาเพรียกพร้องร้องจอแจ
