w1,w2,w3,w4
จะกล่าวถึงพระองค์ผู้ทรงภพ,เลิศลบธรณีไม่มีสอง,เนาในปรางค์มาศปราสาททอง,ทรงตรองตริราชการเมือง
ตะวันบ่ายชายแสงพระสุริยา,ผ่านฟ้าสระสรงทรงเครื่อง,พรายแพรวแก้วทองรองเรือง,นางในแน่นเนื่องประนมกร
เสด็จออกพระที่นั่งบัลลังก์อาสน์,หมู่อำมาตย์หมอบเฝ้าแลสลอน,ดำรัสถามเนื้อความราษฎร,เป็นตายตัดรอนตามอาญา
ผันพระพักตร์เหลือบแลแปรไป,นั่นใครหมอบอยู่ข้างท้ายหวา,อ้ายขุนช้างฤๅใครไปไหนมา,อกใจไหล่บ่าเป็นรอยตี
หน้าผากถลอกเป็นริ้วรอย,ผมผ้อยย่อยยับดังสับสี,โล้นเกลี้ยงเพียงหูดูอัปรีย์,ใครตีมึงมาฤๅว่าไร
ขุนช้างประหม่าอยู่เป็นครู่,รับสั่งค้างอยู่ไม่ทูลได้,พระจึงมีสีหนาทประภาษไป,ใครทำไมมึงอ้ายขุนช้าง
ขุนช้างตัวสั่นอยู่งันงก,พระหมื่นศรีตีอกเข้าต้ำผาง,รับสั่งไยมึงจึงนิ่งพราง,ขุนช้างตัวสั่นพลันทูลไป
ขอเดชะตัวเกล้ากระหม่อมฉาน,ชื่อว่าขุนช้างล้านบ้านรั้วใหญ่,บิดาชื่อว่าขุนศรีวิชัย,เทพทองนั้นไซร้เป็นมารดา
พี่ชายคนหนึ่งชื่อพันศร,เขาเกิดมาก่อนเป็นลูกป้า,ถัดนั้นศรพระยาราทยา,แล้วจึงถึงข้าพระบาทไซ้
กระหม่อมฉันมีเมียชื่อแก่นแก้ว,ลูกท่านตาหมื่นแผ้วบ้านรั้วใหญ่,ป่วยเป็นริดสีดวงตากลวงไป,แต่ตายนั้นก็ได้หลายปีมา
พระองค์ทรงขัดพระทัยนัก,ใครซักสำมะโนครัวมึงเล่าหวา,ขุนช้างตกใจได้สติมา,กราบทูลยังประหม่าอยู่วุ่นวาย
เอาหน้าเป็นหลังหลังเป็นหน้า,เจ้าวันทองขี่ม้าเข้าป่าหาย,โจรไพรใหญ่น้อยก็มากมาย,อาวุธตกกระจายออกเกลื่อนไป
ขุนแผนลูกยายทองประศรี,เงินทองของดีเป็นไหนไหน,กับวันทองสองคนที่ต้นไทร,ช้างม้าตกใจไล่เข้ามา
เฆี่ยนด้วยหนามหวายทั้งนายไพร่,สายสิญจน์วงไว้รอบเคหา,จะผูกคอให้ตายวายชีวา,ศรพระยาโดดช้างวางเข้ารก
ผู้คนตายยับนับร้อย,ข้าวของเล็กน้อยก็พลัดตก,มันขี่ม้าหมอกออกไล่ชก,ยกศาลขึ้นไว้ใกล้ประตู
รับสั่งว่ากูฟังไม่เข้าใจ,เป็นอย่างไรปลายต้นสับสนอยู่,จมื่นศรีถามอ้ายขุนช้างดู,เป่าหูให้มันว่าอย่าตกใจ
พระหมื่นศรีรับสั่งแล้วจึงถาม,แรกเริ่มเดิมความเป็นไฉน,ขุนช้างค่อยทุเลาเบาใจ,ปดแนมแกมใส่สอดเนื้อความ
เดิมทีข้าพเจ้ากับวันทอง,หลับอยู่ในห้องเมื่อยามสาม,ผู้ร้ายสะกดโกนหัวเลือดไหลทราม,เอามินหม้อเขียนปามจนตัวลาย
ม่านงามงามสามชั้นหั่นลงกอง,ข้าวของเงินตราก็สูญหาย,รอยสายสิญจน์วงเรือนไว้รอบราย,บัตรพลีมากมายศาลเพียงตา
วันทองภรรยาก็หายไป,ข้าพเจ้าบ่าวไพร่ออกตามหา,ไปพบขุนแผนกับอาชา,พาวันทองภรรยาอยู่ร่มไทร
ขุนแผนคุมโจรไว้หลายร้อย,ซุ่มคอยกระโจมโถมไล่,ฟันพวกไพร่ตายกระจายไป,จับได้ข้าพเจ้าเอาตัวตี
เฆี่ยนด้วยหนามหวายลายจนคอ,แล้วพูดจาท้าต่อไปอึงมี่,ว่าฆ่าเสียลับไปไม่สู้ดี,ถ้าปล่อยไปกรุงศรีจะยืดยาว
มาดแม้นพระองค์เสด็จไป,จะชนช้างชิงชัยให้ฦๅฉาว,ชิงเอากรุงไกรได้เป็นจ้าว,ว่ากล่าวหยาบช้าสามานย์
มันปลูกตำหนักป่าพลับพลาแรม,ค่ายป้อมล้อมแหลมเป็นหน้าฉาน,ตั้งที่ลงบังคนชอบกลการ,นานไปก็จะเกิดกลีเมือง
ครานั้นสมเด็จพระพันวษา,ทรงตรึกตราเนื้อความไปตามเรื่อง,เหม่เหม่อ้ายขุนแผนทำแค้นเคือง,แต่ยักเยื้องอยู่กะไรไอ้ขุนช้าง
เท็จจริงอย่างไรมิได้เห็น,จะเป็นเหมือนมันว่าก็ผิดอย่าง,เกิดรบพุ่งกันที่กลางทาง,จริงบ้างเท็จบ้างกูคิดดู
อ้ายขุนแผนพาเมียไปจากข้าง,อ้ายขุนช้างตามไปมันต่อสู้,อ้ายขุนแผนกล้าดีมีความรู้,อ้ายขุนช้างเหมือนปูจึงย่อยยับ
ต่อจะวิ่งกระเจิงเช้าเซิงหวาย,ใส่ร้ายเอาว่ามันเฆี่ยนขับ,ฟังความข้างเดียวเห็นเลี้ยวลับ,จึงตรัสกับจมื่นศรีจมื่นไวย
เอ็งจงออกไปเป็นแม่ทัพ,กำกับรี้พลน้อยใหญ่,เกณฑ์คนห้าพันเลือกสรรไป,จงจัดให้พร้อมถ้วนกระบวนทัพ
ขุนเพชรนั้นให้เป็นปีกขวา,ขุนรามอินทราปีกซ้ายสรรพ,ไปดูให้รู้ที่ลึกลับ,จับคำอ้ายขุนช้างเอาจริงเท็จ
ตำหนักพลับพลาที่อาศัย,พิเคราะห์ดูไปให้เห็นเสร็จ,ฟังคำพูดจากาละเม็ด,จะขามเข็ดลงบ้างฤๅอย่างไร
บอกมันว่ากูให้เข้ามา,ถ้อยความจะว่าชำระให้,เกี่ยวข้องหมองกันด้วยอันใด,อย่าได้กลัวตัวมาไม่ฆ่าตี
ถ้าแม้นมันดื้อดึงขึงไป,จับได้จงฆ่าให้เป็นผี,ตัดหัวเสียบไว้ในพงพี,เร่งเร็วบัดนี้รีบยกไป
ครานั้นพระไวยพระหมื่นศรี,รับสั่งอัญชลีบังคมไหว้,คลานออกมาพลันด้วยทันใด,สั่งเวรหมายไปให้พันพุฒ
จัดแจงเลขผาหาเสบียง,ฉุดคร่าด่าเถียงกันอุตลุด,บัตรหมายให้ประแดงแย่งยุด,ฉุดลูกเมียมาอยู่อัดแอ
ทหารพลเรือนเกลื่อนกล่น,ผู้คนเร็วเร่งอยู่เซ็งแซ่,ม้าช้างวางวงจ่ายธงแพร,แลดูหอกดาบออกดาษไป
เสบียงเรียงวางกลางสนาม,หมวกเสื้อเหลือหลามทั้งน้อยใหญ่,โหรหาฤกษ์ยกพลไกร,ได้ฤกษ์พรุ่งนี้สี่โมงเช้า
ให้ไปซ่องสุมชุมนุมคน,ที่วัดไชยชุมพลเป็นเหล่าเหล่า,ตัวนายไปบ้านก่อนเถิดเรา,พรุ่งนี้เช้าเจ้าขุนช้างมาให้ทัน
ขุนเพชรอินทรากลับมาเรือน,เสบียงเรียงเกลื่อนเมียจัดสรร,ขุนรามก็กลับมาฉับพลัน,บ่าวไพร่ทั้งนั้นก็เรียกมา
ผู้คนรายเรียงเสบียงวาง,ม้าช้างผูกแหล่งไว้แน่นหนา,ครั้นคํ่าลงพลันมิทันช้า,ตัวกับภรรยาเข้าเรือนนอน
ฝ่ายเมียขุนเพชรอินทราฝัน,ว่าถูกฟันตัวขาดเป็นสองท่อน,ผ่าอกขว้างหัวใจไปดงดอน,ตื่นนอนตัวสั่นประหวั่นใจ
ปลุกผัวบอกฝันด้วยหวั่นหวาด,น้องฝันประหลาดหาเคยไม่,เล่าความแต่ต้นจนปลายไป,น้องนี้พรั่นใจอยู่มากมาย
ครานั้นขุนเพชรอินทรา,ได้ฟังเมียว่าก็ใจหาย,ครั้นกูจะแก้ว่าฝันร้าย,จะทุกข์โศกมากมายวุ่นวายไป
จึงเอาความดีมากลบเกลื่อน,หลับใหลใจเฟือนหาแน่ไม่,เจ้าอย่าสลดรันทดใจ,แล้วชวนเมียนอนไปในราตรี
ฝ่ายว่าเมียขุนรามอินทรา,ฝันว่าฟันหักเป็นสามซี่,ตกใจผวาคว้าสามี,พ่อเอ๋ยเมียนี้ช่างฝันร้าย
พ่อจะไปทัพจับขุนแผน,เมียนี้ทุกข์แทนมิ่งขวัญหาย,วิปริตเห็นนิมิตเป็นอันตราย,นางฟายน้ำตาเข้าร่ำไร
ครานั้นขุนรามอินทรา,ได้ฟังเมียว่าไม่นิ่งได้,ประคองโฉมโลมเล้าเอาใจ,แม่อย่าได้หวาดหวั่นพรั่นวิญญาณ์
ด้วยตัวพี่นี้จะไปเสียไกลห้อง,จิตรเจ้าจึงหมองประหวั่นหา,ผัวไปก็จะได้ขุนแผนมา,ว่าแล้วก็พากันนอนไป
ครั้นรุ่งสว่างกระจ่างฟ้า,ขุนเพชรอินทราไม่ช้าได้,อาบน้ำผลัดผ้าแล้วคลาไคล,ได้ดาบคู่มือก็ถือมา
เมียยกมือไหว้แลไปดู,ไม่เห็นหัวผัวอยู่แต่เพียงบ่า,ตกใจวิ่งไปแล้วโศกา,พ่อฟังเมียว่าอย่าเพ่อไป
เดินมาเมื่อตะกี้ไม่มีหัว,ตัวเมียนี้เห็นเป็นข้อใหญ่,สมกับความฝันที่พรั่นใจ,เข้ากอดตีนผัวไว้ที่กลางเรือน
ครานั้นขุนเพชรอินทรา,ได้ฟังเมียว่าก็หน้าเฝื่อน,วิปริตผิดนักที่ทักเตือน,เบือนหน้าดูเมียยิ่งเสียใจ
เป็นลางขวางอกตกตะลึง,ยืนขึงตัวสั่นอยู่หวั่นไหว,ไปทัพหลายครามาแต่ไร,ก็มิได้เคยเป็นเหมือนเช่นนี้
อกเอ๋ยไหนเลยจะได้กลับ,คงจะยับลงในป่าพนาศรี,ครั้นมิไปกลัวภัยพระภูมี,ขับเมียจากที่แข็งใจไป
ฝ่ายว่าขุนรามอินทรา,แต่งตัวนุ่งผ้าหาช้าไม่,เอาเครื่องคาดตัวพัวพันไป,ฉวยได้ดาบคู่มือก็ถือมา
เมียเดินมาตามด้วยความรัก,หนักใจแต่ลงจากเคหา,บันไดไหวยวบหักสวบมา,ห้าขั้นสะบั้นลงจมดิน
อัศจรรย์หวั่นไหวข้างในจิตร,ครั้งนี้ชีวิตจะสูญสิ้น,จะตายจากพรากเจ้าผู้เพื่อนกิน,ผินหน้าดูเมียยิ่งเสียใจ
พลไพร่หน้าหลังสะพรั่งพร้อม,แวดล้อมตามมาหาช้าไม่,พบขุนช้างก็พากันคลาไคล,บ่าวไพร่ตามหลังสะพรั่งมา
