w1,w2,w3,w4
จะกล่าวถึงโฉมเจ้าพลายงาม,เมื่อเป็นความชนะขุนช้างนั่น,กลับมาอยู่บ้านสำราญครัน,เกษมสันต์สองสมภิรมย์ยวน
พร้อมญาติขาดอยู่แต่มารดา,นึกนึกตรึกตราละห้อยหวน,โอ้ว่าแม่วันทองช่างหมองนวล,ไม่สมควรเคียงคู่กับขุนช้าง
เออนี่เนื้อเคราะห์กรรมมานำผิด,น่าอายมิตรหมองใจไม่หายหมาง,ฝ่ายพ่อมีบุญเป็นขุนนาง,แต่แม่ไปแนบข้างคนจัญไร
รูปร่างวิปริตผิดกว่าคน,ทรพลอัปรีย์ไม่ดีได้,ทั้งใจคอชั่วโฉดโหดไร้,ช่างไปหลงรักใคร่ได้เป็นดี
วันนั้นแพ้กูเมื่อดำน้ำ,ก็กริ้วซ้ำจะฆ่าให้เป็นผี,แสนแค้นด้วยมารดายังปรานี,ให้ไปขอชีวีขุนช้างไว้
แค้นแม่จำจะแก้ให้หายแค้น,ไม่ทดแทนอ้ายขุนช้างบ้างไม่ได้,หมายจิตคิดจะให้มันบรรลัย,ไม่สมใจจำเพาะเคราะห์มันดี
อย่าเลยจะรับแม่กลับมา,ให้อยู่ด้วยบิดาเกษมศรี,พรากให้พ้นคนอุบาทว์ชาติอัปรีย์,ยิ่งคิดก็ยิ่งมีความโกรธา
อัดอึดฮึดฮัดด้วยขัดใจ,เมื่อไรตะวันจะลับหล้า,เข้าห้องหวนละห้อยคอยเวลา,จวนสุริยาเลี้ยวลับเมรุไกร
เงียบสัตว์จัตุบททวิบาท,ดาวดาษเดือนสว่างกระจ่างไข,น้ำค้างตกกระเซ็นเย็นเยือกใจ,สงัดเสียงคนใครไม่พูดจา
ได้ยินเสียงฆ้องย่ำประจำวัง,ลอยลมล่องดังถึงเคหา,คะเนนับย่ำยามได้สามครา,ดูเวลาปลอดห่วงทักทิน
ฟ้าขาวดาวเด่นดวงสว่าง,จันทร์กระจ่างทรงกลดหมดเมฆสิ้น,จึงเซ่นเหล้าข้าวปลาให้พรายกิน,เสกขมิ้นว่านยาเข้าทาตัว
ลงยันต์ราชะเอาปะอก,หยิบยกมงคลขึ้นใส่หัว,เป่ามนตร์เบื้องบนชอุ่มมัว,พรายยั่วยวนใจให้ไคลคลา
จับดาบเคยปราบณรงค์รบ,เสร็จครบบริกรรมพระคาถา,ลงจากเรือนไปมิได้ช้า,รีบมาถึงบ้านขุนช้างพลัน
เห็นคนนอนล้อมอ้อมเป็นวง,ประตูลั่นมั่นคงขอบรั้วกั้น,กองไฟสว่างดังกลางวัน,หมายสำคัญตรงมาหน้าประตู
จึงร่ายมนตรามหาสะกด,เสื่อมหมดอาถรรพ์ที่ฝังอยู่,ภูตพรายนายขุนช้างวางวิ่งพรู,คนผู้ในบ้านก็ซานเซอะ
ทั้งชายหญิงง่วงงมล้มหลับ,นอนทับคว่ำหงายก่ายกันเปรอะ,จี่ปลาคาไฟมันไหลเลอะ,โงกเงอะงุยงมไม่สมประดี
มีแต่หลับเพ้อมะเมอฝัน,ทั้งไฟกองป้องกันทุกแห่งหน,ผู้คนเงียบสำเนียงเสียงแต่กรน,มาจนถึงเรือนเจ้าขุนช้าง
จุดเทียนสะกดข้าวสารปราย,ภูตพรายโดดเรือนสะเทือนผาง,สะเดาะดาลบานเปิดหน้าต่างกาง,ย่างเท้าก้าวขึ้นร้านดอกไม้
หอมหวนอวลอบบุปผาชาติ,เบิกบานก้านกลาดกิ่งไสว,เรณูฟูร่อนขจรใจ,ย่างเท้าก้าวไปไม่โครมคราม
ข้าไทนอนหลับลงทับกัน,สะเดาะกลอนถอนลั่นถึงชั้นสาม,กระจกฉากหลากสลับวับแวมวาม,อร่ามแสงโคมแก้วแววจับตา
ม่านมู่ลี่มีฉากประจำกั้น,อัฒจันทร์เครื่องแก้วก็หนักหนา,ชมพลางย่างเยื้องชำเลืองมา,เปิดมุ้งเห็นหน้าแม่วันทอง
นิ่งนอนอยู่บนเตียงเคียงขุนช้าง,มันแนบข้างกอดกลมประสมสอง,เจ็บใจดังหัวใจจะพังพอง,ขยับจ้องดาบง่าอยากฆ่าฟัน
จะใคร่ถีบขุนช้างที่กลางตัว,นึกกลัวจะถูกแม่วันทองนั่น,พลางนั่งลงนอบนบอภิวันท์,สะอื้นอั้นอกแค้นน้ำตาคลอ
โอ้แม่เจ้าประคุณของลูกเอ๋ย,ไม่ควรเลยจะพรากจากคุณพ่อ,เวรกรรมนำไปไม่รั้งรอ,มิพอที่จะต้องพรากก็จากมา
มันไปฉุดมารดาเอามาไว้,อ้ายหัวใสข่มเหงไม่เกรงหน้า,ที่ทำแค้นกูจะแทนให้ทันตา,ขอษมาแม่แล้วก็ขับพราย
เป่าลงด้วยพระเวทวิทยา,มารดาก็ฟื้นตื่นโดยง่าย,ดาบใส่ฝักไว้ไม่เคลื่อนคลาย,วันทองรู้สึกกายก็ลืมตา
ครานั้นจึงโฉมเจ้าวันทอง,ต้องมนต์มัวหมองเป็นหนักหนา,ตื่นพลางทางชำเลืองนัยน์ตามา,เห็นลูกยานั้นยืนอยู่ริมเตียง
สำคัญคิดว่าผู้ร้ายให้นึกกลัว,กอดผัวร้องดิ้นจนสิ้นเสียง,ซวนซบหลบลงมาหมอบเมียง,พระหมื่นไวยเข้าเคียงห้ามมารดา
อะไรแม่แซ่ร้องทั้งห้องนอน,ลูกร้อนรำคาญใจจึงมาหา,จะร้องไยใช่โจรผู้ร้ายมา,สนทนาด้วยลูกอย่าตกใจ
ครานั้นวันทองผ่องโสภา,ครั้นรู้ว่าลูกยาหากลัวไม่,ลุกออกมาพลันด้วยทันใด,พระหมื่นไวยเข้ากอดเอาบาทา
วันทองประคองสอดกอดลูกรัก,ซบพักตร์ร้องไห้ไม่เงยหน้า,เจ้ามาไยปานนี้นี่ลูกอา,เขารักษาอยู่ทุกแห่งตำแหน่งใน
ใส่ดาลบ้านช่องกองไฟรอบ,พ่อช่างลอบเข้ามากะไรได้,อาจองทะนงตัวไม่กลัวภัย,นี่พ่อใช้ฤๅว่าเจ้ามาเอง
ขุนช้างตื่นขึ้นมิเป็นการ,เขาจะรุกรานพาลข่มเหง,จะเกิดผิดแม่คิดคะนึงเกรง,ฉวยสบเพลงพลาดพล้ำมิเป็นการ
มีธุระสิ่งไรในใจเจ้า,พ่อจงเล่าแก่แม่แล้วกลับบ้าน,มิควรทำเจ้าอย่าทำให้รำคาญ,อย่าหาญเหมือนพ่อนักคะนองใจ
ทุกวันนี้ลูกชายสบายยศ,พร้อมหมดเมียมิ่งก็มีสอง,มีบ่าวไพร่ใช้สอยทั้งเงินทอง,พี่น้องข้างพ่อก็บริบูรณ์
ยังขาดแต่แม่คุณไม่แลเห็น,เป็นอยู่ก็เหมือนตายไปหายสูญ,ข้อนี้ที่ทุกข์ยังเพิ่มพูน,ถ้าพร้อมมูลแม่ด้วยจะสำราญ
ลูกมาหมายว่าจะมารับ,เชิญแม่วันทองกลับคืนไปบ้าน,แม้นจะบังเกิดเหตุเภทพาล,ประการใดก็ตามแต่เวรา
มาอยู่ไยกับไอ้หินชาติ,แสนอุบาทว์ใจจิตริษยา,ดังทองคำทำเลี่ยมปากกะลา,หน้าตาดำเหมือนมินหม้อมอม
เหมือนแมลงวันว่อนเคล้าที่เน่าชั่ว,มาเกลือกกลั้วปทุมาลย์ที่หวานหอม,ดอกมะเดื่อฤๅจะเจือดอกพะยอม,ว่านักแม่จะตรอมระกำใจ
แม่เลี้ยงลูกมาถึงเจ็ดขวบ,เคราะห์ประจวบจากแม่หาเห็นไม่,จะคิดถึงลูกบ้างฤๅอย่างไร,ฤๅหาไม่ใจแม่ไม่คิดเลย
ถ้าคิดเห็นเอ็นดูว่าลูกเต้า,แม่ทูนเกล้าไปเรือนอย่าเชือนเฉย,ให้ลูกคลายอารมณ์ได้ชมเชย,เหมือนเมื่อครั้งแม่เคยเลี้ยงลูกมา
ครานั้นจึงโฉมเจ้าวันทอง,เศร้าหมองด้วยลูกเป็นหนักหนา,พ่อพลายงามทรามสวาดิของแม่อา,แม่โศกาเกือบเจียนจะบรรลัย
ใช่จะอิ่มเอิบอาบด้วยเงินทอง,มิใช่ของตัวทำมาแต่ไหน,ทั้งผู้คนช้างม้าแลข้าไท,ไม่รักใคร่เหมือนกับพ่อพลายงาม
ทุกวันนี้ใช่แม่จะผาสุก,มีแต่ทุกข์ใจเจ็บดังเหน็บหนาม,ต้องจำจนทนกรรมที่ติดตาม,จะขืนความคิดไปก็ใช่ที
เมื่อพ่อเจ้าเข้าคุกแม่ท้องแก่,เขาฉุดแม่ใช่จะแกล้งแหนงหนี,ถึงพ่อเจ้าเล่าไม่รู้ว่าร้ายดี,เป็นหลายปีแม่มาอยู่กับขุนช้าง
เมื่อพ่อเจ้ากลับมาแต่เชียงใหม่,ไม่เพ็ดทูลสิ่งไรแต่สักอย่าง,เมื่อคราวตัวแม่เป็นคนกลาง,ท่านก็วางบทคืนให้บิดา
เจ้าเป็นถึงหัวหมื่นมหาดเล็ก,มิใช่เด็กดอกจงฟังคำแม่ว่า,จงเร่งกลับไปคิดกับบิดา,ฟ้องหากราบทูลพระทรงธรรม์
