w1,w2,w3,w4
จะกล่าวถึงเจ้าจอมหม่อมขุนช้าง,ความสมัครรักนางให้ป่วนปั่น,แต่เวียนคิดถึงพิมนิ่มนวลจันทร์,ตั้งแต่วันฟังเทศน์ไม่บรรเทา
เช้าเย็นเป็นทุกข์ทุกเวลา,ไม่เห็นหน้าพิมน้อยก็สร้อยเศร้า,นอนหลับกลับเพ้อละเมอเมา,จนล่วงเข้าปลายเดือนไม่เคลื่อนคลา
ให้รุ่มร้อนนอนนั่งไม่เป็นสุข,หลับแล้วรื้อลุกขึ้นมืดหน้า,กอดหมอนนอนซึมไม่ลืมตา,ข้าวปลาไม่นึกจะอยากกิน
อดเปรี้ยวอดหวานไม่พานไส้,อกใจตึกตึกนึกถวิล,ใครพูดจาว่าไรไม่ได้ยิน,มัวถวิลถึงเจ้าพิมพิลาไลย
ข้าไทในเรือนก็เกลื่อนกลาด,หาอาจรอหน้าเข้ามาไม่,อีกริมยืนยิ้มอยู่บันได,วันนั้นพอใกล้จะรุ่งราง
เจ้าขุนช้างวุ่นวายอยู่ในห้อง,เยี่ยมหน้าต่างมองเมื่อจวนสว่าง,แว่วว่าเสียงพิมนิ่มนาง,จึงเยื้องย่างเปิดประตูมาดูพลัน
เหลียวแลมองเขม้นไม่เห็นใคร,ก็หวนกลับเข้าในที่นอนนั่น,เรียกเจ้าพิมนิ่มเนื้อดังเจือจันทน์,อีกริมคิดว่าเรียกมันขานเข้ามา
เจ้าขุนช้างดีใจได้ยินขาน,เสียงหวานจับใจเป็นหนักหนา,จัดแจงแต่งตัวยังมัวตา,อีกริมคลานเข้ามาจนข้างมุ้ง
ขุนช้างกอดคอหัวร่อร่า,แม่เอ๋ยทำไมมาจนจวนรุ่ง,กอดจูบลูบท้องประคองพุง,จะสะดุ้งกระเดื่องดิ้นไปทำไม
อีกริมดีใจว่านายรัก,หาพลิกผลักพูดจาอย่างไรไม่,พลอยพริ้งนิ่งแน่ให้ตามใจ,ขุนช้างโลมไล้อยู่ไปมา
ฟอนเฟ้นเน้นนมชมสำราญ,เห็นย้อยยานยื่นยาวเป็นหนักหนา,ผิดพิมนิ่มน้องที่ต้องตา,ยุดถามใครหวามาแปลกปลอม
อีกริมฟังนายสบายยิ้ม,ฉันเองอีกริมเจ้าคะหม่อม,เรียกฉันเข้ามาแล้วว่าปลอม,ครั้นมิยอมกลัวหม่อมพาโลตี
ขุนช้างนิ่งอึ้งไม่เจรจา,มันขะเรอเก้อขะรากะไรนี่,เรียกพิมได้อีกริมมาทันที,มันก็ดีครันครันถลันมา
กูเรียกพิมอีกริมมึงรับขาน,กำลังพล่านกูไม่ทันได้ดูหน้า,มึงก็มีดอยู่ในเรือนเหมือนกับพร้า,เลยไขว่คว้าเคล้าคลึงจนถึงใจ
อัศจรรย์ลั่นเลือนในคงคา,เภตราละลอกกระฉอกไหว,ฟูมฝั่งกระทั่งฝาซ่าเซ็นไป,ไหลเหลิงดาดฟ้าลงมาริม
