w1,w2,w3,w4
ครานั้นวันทองผ่องโสภา,อยู่เคหากับขุนช้างให้หมางหมอง,ไม่มีสุขทุกเวลาน้ำตานอง,ด้วยว่าท้องสิบเดือนไม่เคลื่อนคลา
จะคลอดบุตรสุดปวดให้รวดร้าว,ตึงหัวเหน่าเหน็ดเหนื่อยเมื่อยต้นขา,แสงหิ่งห้อยพรอยพรายพร่างสายตา,จะเรียกหาเจ้าขุนช้างให้หมางใจ
แต่นวดนวดปวดมวนให้ป่วนปั่น,สุดจะกลั้นกลอกหน้าน้ำตาไหล,พยุงท้องร้องเรียกพวกข้าไท,จะขาดใจแล้วช่วยด้วยแม่คุณ
ขุนช้างตื่นฟื้นตัวหัวผงก,เห็นเมียตกใจผวาออกว้าวุ่น,ประคองนางพลางบนเอาต้นทุน,อย่าท้อแท้แม่คุณจงแข็งใจ
พลางดูท้องร้องว่าเออออกแล้วซิ,ตั้งสติอารมณ์จะข่มให้,นางวันทองร้องเสือกกลิ้งเกลือกไป,ขุนช้างได้หมอนรองประคองคอ
เรียกหาข้าคนอลหม่าน,บนนอกชานพวกผู้หญิงออกวิ่งสอ,ให้ไปรับยายสายกับยายยอ,แต่ล้วนหมอตำแยเซ็งแซ่มา
เข้าถือท้องต้องถูกว่าลูกต่ำ,เอาหน้าคว่ำไขว่ขวางไปข้างขวา,ช่วยผันแปรแก้ไขใกล้เวลา,บ้างตำยาขยำส้มต้มน้ำร้อน
นางวันทองร้องไห้ใจจะขาด,พอกรรมชวาตวาตะประทะถอน,อรุณฤกษ์เบิกสุรินทร์ทินกร,อุทรคลอนเคลื่อนคลอดไม่วอดวาย
พอพ้นท้องร้องแว้นางแม่หวีด,หน้าซีดอกสั่นมิ่งขวัญหาย,ขุนช้างมองร้องอ้ายหนูเป็นผู้ชาย,ทั้งย่ายายเยี่ยมลูกให้หยูกยา
แล้วทอดเตาเข้าไฟไม่ไข้เจ็บ,ครั้นจะเก็บความกล่าวยาวหนักหนา,ค่อยกล่อมเกลี้ยงเลี้ยงไว้จนใหญ่มา,กระทั่งอายุเจ้าได้เก้าปี
ไม่คลาดเคลื่อนเหมือนแม้นขุนแผนพ่อ,เหลืองลอออวบอ้วนเป็นนวลศรี,ทั้งจุกผมกลมกล่อมละม่อมดี,ช่างพาทีฉอเลาะพูดเพราะพราย
นางวันทองน้องคะนึงถึงขุนแผน,ด้วยลูกแม้นเหมือนเหลือเป็นเชื้อสาย,บอกบ่าวไพร่ให้สำเหนียกเรียกลูกชาย,ชื่อว่าพลายงามน้อยแก้วกลอยใจ
ฝ่ายขุนช้างหมางจิตรให้คิดแค้น,ลูกขุนแผนมั่นคงไม่สงสัย,เมื่อกระนั้นเหมือนกูครั้นดูไป,ก็กลับไพล่เหมือนพ่ออ้ายทรพี
อีแม่มันวันทองก็สองจิตร,ช่างประดิษฐ์ชื่อลูกให้ถูกที่,เรียกพ่อพลายคล้ายผัวอีตัวดี,ทุกราตรีตรึกตราจะฆ่าฟัน
พอวันทองน้องป่วยลงด้วยเคราะห์,มาจำเพาะจะวิโยคให้โศกศัลย์,ฟังเสียงเงียบระงับหลับกลางวัน,พลายงามนั้นนั่งกับพ่อที่หอกลาง
ขุนช้างเห็นเป็นทีไม่มีเพื่อน,แกล้งชี้เชือนชักพาลงมาล่าง,ให้ขี่หลังนั่งบ่าแล้วว่าพลาง,ไปชมช้างกวางทรายมีหลายพรรค์
ทั้งนกยูงฝูงหงส์มันลงเกลื่อน,จับไก่เถื่อนมาเลี้ยงฟังเสียงขัน,พูดให้เพลินเดินพลางกลางอรัญ,แกล้งให้หมั่นดูแลฝูงแกกา
โพระดกนกงั่วกระตั้วเต้น,กระแตเล่นไม้โจนโผนผวา,เจ้าพลายงามถามพ่อพูดจ้อมา,ขุนช้างพาเลี้ยวไปปะไม้ซุง
เห็นลับลี้ที่สงัดขัดเขมร,สะบัดเบนเบือนเหวี่ยงลงเสียงผลุง,ปะเตะซ้ำต้ำผางเข้ากลางพุง,ถีบกระทุ้งถองทุบเสียงอุบโอย
พลายงามร้องสองมือมันอุดปาก,ดิ้นกระดากถลากไถลร้องไห้โหย,พอหลุดมือรื้อร้องวันทองโวย,หม่อมพ่อโบยตีฉันแทบบรรลัย
ไม่เห็นแม่แลหาน้ำตาตก,ขุนช้างชกฉุดคร่าไม่ปราศรัย,จนเหงื่อตกกระปรกประปรอมขึ้นคร่อมไว้,หอบหายใจฮักฮักเข้าหักคอ
พลายงามดิ้นสิ้นเสียงสำเนียงร้อง,ยกแต่สองมือไหว้หายใจฝ่อ,มันห้ามว่าอย่าร้องก็ต้องรอ,เรียกหม่อมพ่อเจ้าขาอย่าฆ่าเลย
จงเห็นแก่แม่วันทองของลูกบ้าง,พ่อขุนช้างใจบุญเจ้าคุณเอ๋ย,ช่วยฝังปลูกลูกไว้ใช้เช่นเคย,ผงกเงยมันก็ทุบหงุบลงไป
บีบจมูกจุกปากลากกระแทก,เสียงแอ๊กแอ๊กอ่อนซบสลบไสล,พอผีพรายนายขุนแผนผู้แว่นไว,เข้ากอดไว้มิให้ถูกลูกของนาย
ขุนช้างเห็นว่าทับจนตับแตก,เอาคาแฝกฝุ่นกลบให้ศพหาย,แล้วกลิ้งขอนซ้อนทับให้ลับกาย,ทำลอยชายชมป่ากลับมาเรือน
ฝ่ายผีพรายนายขุนแผนแค้นขุนช้าง,อุตส่าห์ง้างขอนใหญ่ให้เขยื้อน,แล้วเป่าแก้แผลหายละลายเลือน,เจ้าพลายเคลื่อนคลายฟื้นเหมือนตื่นนอน
นางพรายบอกว่าเราบ่าวขุนแผน,มาทำแทนเมื่อมันทับช่วยรับขอน,ไม่ม้วยแล้วแก้วตาอย่าอาวรณ์,อยู่นี่ก่อนเถิดนะเจ้าอย่าเศร้าใจ
แม่ของเจ้าเราจะบอกออกมารับ,แล้วหายวับวู่วามตามวิสัย,เจ้าพลายงามยามเย็นไม่เห็นใคร,เที่ยวร้องไห้หาแม่ชะแง้คอย
จะไปเรือนเฟือนทางที่กลางป่า,นึกน้ำตาหยดเหยาะลงเผาะผอย,เจ้าแหงนดูสุริย์ฉายก็บ่ายคล้อย,ให้นึกน้อยใจพ่อพูดล่อลวง
เสียแรงลูกผูกใจจะได้พึ่ง,พ่อโกรธขึ้งสิ่งไรเป็นใหญ่หลวง,โอ้มีพ่อก็ไม่เหมือนเพื่อนทั้งปวง,มีแต่ลวงลูกรักไปหักคอ
รู้กระนี้มิอยากเรียกพ่อดอก,จะไปบอกแม่วันทองให้ฟ้องพ่อ,เที่ยวผันแปรแลหาน้ำตาคลอ,นึกระย่อเยือกเย็นไม่เห็นใคร
ดูครึ้มครึกพฤกษาป่าสงัด,ไม่แกว่งกวัดก้านกิ่งประวิงไหว,จังหรีดร้องก้องเสียงเคียงเรไร,ทั้งลองไนเรื่อยแร่แวแววับ
ดุเหว่าร้องมองเมียงว่าเสียงแม่,ยืนชะแง้แลดูเงี่ยหูตรับ,อยู่นี่แน่แม่จ๋าจงมารับ,วิ่งกระสับกระสนวนเวียนไป
ฝ่ายพวกพรายกายสิทธิฤทธิรุตม์,เหมือนลมวุดวู่หนึ่งถึงไหนไหน,ไปเข้าฝันวันทองถึงห้องใน,เหมือนจะให้เห็นลูกคิดผูกพัน
ครานั้นวันทองผ่องโสภา,เมื่อลูกแก้วแววตาจะอาสัญ,คิ้วกระเหม่นเป็นลางแต่กลางวัน,ให้หวั่นหวั่นหวิวหวิวหิวหาวนอน
พอม่อยหลับคลับคล้ายเห็นพลายน้อย,ขุนช้างถ่อยทับไว้ด้วยไม้ขอน,ผวาฟื้นตื่นตาให้อาวรณ์,สะอื้นอ่อนในอกตกตะลึง
พอแมงมุมอุ้มไข่ไต่ตีอก,นางผงกเงี่ยฟังดังผึงผึง,ประหลาดลางหมางจิตรคิดคะนึง,รำลึกถึงลูกชายเจ้าพลายงาม
ลุกออกมาหาจบไม่พบเห็น,ที่เคยเล่นอยู่กับใครเที่ยวไต่ถาม,แต่อีดูกลูกครอกมันบอกความ,ว่าเห็นตามพ่อขุนช้างไปกลางไพร
นางแคลงผัวกลัวจะพาไปฆ่าเสีย,น้ำตาเรี่ยเรี่ยตกซกซกไหล,ออกนอกรั้วตัวคนเดียวเที่ยวเดินไป,โอ้อาลัยเหลียวแลชะแง้เงย
เห็นคุ่มคุ่มพุ่มไม้ใจจะขาด,พ่อพลายงามทรามสวาดิของแม่เอ๋ย,เจ้าไปไหนไม่มาหาแม่เลย,ที่โคกเคยวิ่งเล่นไม่เห็นตัว
ฤๅล้มตายควายขวิดงูพิษขบ,ไฉนศพสาบสูญพ่อทูนหัว,ยิ่งเย็นย่ำค่ำคลุ้มชอุ่มมัว,ยิ่งเริ่มรัวเรียกร่ำระกำใจ
เสียงซ้อแซ้แกกาผวาว่อน,จิ้งจอกหอนโหยหาที่อาศัย,จักจั่นเจื้อยร้องริมลองไน,เสียงเรไรหริ่งหริ่งที่กิ่งรัง
