w1,w2,w3,w4
ครานั้นขุนแผนแสนเสนี,ถึงกรุงศรีชื่นชมสมหมาย,จึงปรึกษาหารือกับลูกชาย,ให้ผู้คนทั้งหลายทั้งลาวไทย
ไปจอดนาวาที่ท่าคั่น,อยู่ด้วยกันกับเรือเจ้าเชียงใหม่,ส่วนเรือประเทียบทองทั้งสองไซร้,ให้เข้าไปจอดท่าวาสุกรี
แล้วสั่งขุนหมื่นพนักงาน,ประจำชานพระฉนวนเป็นถ้วนถี่,เสร็จพลันชวนกันจรลี,เข้าไปที่ศาลาลูกขุนใน
กราบเรียนเจ้าพระยาจักรี,ว่าบัดนี้กระบวนเรือทั้งน้อยใหญ่,รับนางมาถึงซึ่งกรุงไกร,ทั้งตัวเจ้าเชียงใหม่ก็เอามา
แต่พวกครัวลาวเป็นชาวไพร,มอบไว้เมืองพิจิตรนั้นหนักหนา,ทั้งวัวควายเกวียนต่างแลช้างม้า,เครื่องสาตราอาวุธสารพัน
ครั้นจะให้รวบรวมเอาลงมา,ก็เกรงจะชักช้าจึงผ่อนผัน,ให้ยับยั้งคอยฟังตราสำคัญ,พณหัวเจ้าทั่นจะบัญชา
อนึ่งพวกลาวชาวเวียงจันทน์,ที่มาส่งนางนั้นสามร้อยกว่า,รับแต่กึงกำกงนั้นลงมา,แล้วแต่พระกรุณาจะโปรดปราน
ครานั้นเจ้าพระยาจักรี,ฟังคดีปรีดิ์เปรมเกษมสานต์,ให้จดความตามบอกมิทันนาน,จะได้อ่านกราบทูลพระกรุณา
แล้วยิ้มย่องหันหน้ามาชมเชย,เจ้าเอ๋ยไม่เสียทีที่อาสา,เจ้าพ่อลูกสองคนพ้นปัญญา,ช่างแกล้วกล้าศึกเสือเหลือประมาณ
สักอึดใจได้เมืองเชียงใหม่สิ้น,ทั้งแผ่นดินเราเห็นเป็นยอดทหาร,ได้ดังพระประสงค์คงโปรดปราน,บำเหน็จบำนาญจะรวยด้วยความดี
แล้วเรียกนครบาลมาบอกกล่าว,ท่านจงจำเจ้าลาวไว้ตามที่,ด้วยเป็นโทษยังไม่โปรดในคดี,กว่าจะมีรับสั่งพระทรงธรรม์
ครานั้นท่านเจ้ากรมยมราช,ก็จัดแจงเพชฌฆาตที่เข้มขัน,โจมใจอาจฟาดใจกล้าทะลวงฟัน,ราชมัลยิ่งยวดตำรวจใน
ถือหวายอ้ายถนัดมัดเท่าแขน,คาดราตคดแน่นทั้งนายไพร่,เอาโซ่ตรวนขื่อคามาทันใด,ตำแหน่งใครใครก็ไปไม่รอรั้ง
เอาเครื่องจำจำจองเจ้าเชียงใหม่,นายไพร่นั่งห้อมล้อมหน้าหลัง,งำเมืองเพชรปาณีเสียงมี่ดัง,ราชศักดิ์ปลัดวังเกณฑ์กันมา
ครานั้นเจ้าเชียงอินท์สิ้นความคิด,ดังชีวิตจะม้วยดับสังขาร์,หวาดหวั่นพรั่นตัวกลัวอาญา,ตกประหม่าหน้าซีดสลดใจ
แลเห็นเพชฌฆาตราชมัล,สำคัญว่าชีวิตหารอดไม่,เหงื่อกาฬซ่านทั่วทั้งตัวไป,ทอดอาลัยก้มหน้าไม่พาที
ครั้นสายแสงอโณทัยได้เวลา,ฝ่ายท่านเจ้าพระยาราชสีห์,ทั้งเจ้าพระยามหาเสนาบดี,จตุสดมภ์กรมทั้งสี่ก็เข้าวัง
ข้าราชการฝ่ายทหารพลเรือน,กล่นเกลื่อนซ้ายขวามาพร้อมพรั่ง,ท่านจักรีเข้าไปถึงในวัง,จึงสั่งขุนแผนกับลูกชาย
เจ้าคอยท่าอยู่หน้าพระโรงทอง,เราจะกราบทูลฉลองเรื่องถวาย,ให้ทรงทราบอนุสนธิ์ต้นปลาย,แล้วจะเบิกสองนายเฝ้าบาทบงสุ์
พระองค์คงจะรับสั่งถาม,ถึงการณรงค์สงครามตามประสงค์,จะตรองตรึกนึกไว้ให้ทุกกระทง,อย่าลืมหลงเค้ามูลทูลความจริง
เรารำคาญแต่ฝ่ายพระท้ายน้ำ,ด้วยว่าทำต้องตำหนิตริกริ่ง,หากแต่ได้ชัยชนะพอพะพิง,จงรอนิ่งอยู่ที่ทิมริมประตู
ครั้นว่าจวนเวลาพวกข้าเฝ้า,ต่างก็เข้าไปคอยทุกหมวดหมู่,มหาดเล็กกรมวังพรั่งพรู,เข้าสู่พระโรงชัยอันไพบูลย์
จะกล่าวถึงพระองค์ดำรงโลก,ระงับโศกราษฎรให้ร้อนสูญ,เนาในปรางค์รัตน์จำรัสจรูญ,เพิ่มพูนสุขาสถาพร
ล้วนเหล่าสาวสนมกำนัลนาง,เคียงข้างพระแท่นบรรจถรณ์,พอสุริย์ฉายสายส่องช่องบัญชร,บทจรจากห้องบรรทมพลัน
เสด็จสู่ที่ทรงสรงสนาน,สุคนธารหอมฟุ้งทั้งปรุงกลั่น,ทรงภูษาพื้นแดงแย่งสุบรรณ,รัดพระองค์ดวงกุดั่นเด่นมณี
พระหัตถ์ซ้ายทรงพระขรรค์อันบวร,บทจรออกจากข้างในที่,นางเชิญเครื่องเนื่องตามจรลี,พระภูมีออกพระโรงรัตนา
ประทับพระที่นั่งบัลลังก์อาสน์,งามดังเทวราชตรัยตรึงศา,ให้เบิกหมู่ข้าเฝ้าท้าวพระยา,เข้ามาในท้องพระโรงชัย
เจ้าพระยาพระหลวงกระทรวงการ,คุกคลานพรั่งพรูดูไสว,เข้าเฝ้าพระองค์ทรงภพไตร,บังคมไหว้แล้วก็หมอบอยู่พร้อมกัน
ครานั้นเจ้าพระยาจักรี,อัญชลีทูลไปทันใดนั่น,ขอเดชะพระองค์ผู้ทรงธรรม์,ชีวันอยู่ใต้พระบาทา
