w1,w2,w3,w4
จะกล่าวถึงเถรขวาดฉลาดเวท,กระเดื่องเดชเชียงอินท์แผ่นดินไหว,แต่รับนางสร้อยฟ้ามาเวียงชัย,เปรียบดั่งไกรสรราชที่อาจอง
ด้วยเจ้าลาวยกย่องสนองคุณ,มีบุญยิ่งกว่าบรรดาสงฆ์,เป็นที่สังฆราชามลาว์วงศ์,ดำรงวัดพระธาตุราชอาราม
ถวายเครื่องยศอย่างสังฆราช,ตลกบาตรตาลิปัตรพัดย่าม,ล้วนปักหักทองขวางสำอางงาม,ขี่เรือม่านคานหามกั้นสัปทน
เจ้าเชียงใหม่ให้ลาวเป็นเลกวัด,เปลี่ยนผลัดเข้าเดือนอยู่เกลื่อนกล่น,สานุศิษย์ใหญ่น้อยสักร้อยคน,แต่เณรจิ๋วนั้นเป็นต้นต่างหูตา
อยู่กุฎีสี่หลังดังตำหนัก,ตะละตึกคึกคักแน่นหนา,อัฒจันทร์ชั้นตั้งเครื่องบูชา,ล้วนเครื่องแก้วกะหลาป๋าปากเลี่ยมทอง
กระจกใหญ่ใส่เสาเข้าทุกทิศ,หน้าต่างติดกระจกซุ้มคันฉ่อง,เตียงจีนตีนตั้งสิงโตทอง,เครื่องประดับสำหรับห้องก็พร้อมเพรียง
วันหนึ่งจึงพระสังฆราชเถร,ฉันเพลแล้วออกไปในเฉลียง,สานุศิษย์หมอบกลาดดาษระเบียง,เอนตนลงบนเตียงพนักทอง
ยกหมอนขวานอิงพิงกับอก,หยิบกระจกกะหลาป๋าเอามาส่อง,เลือดฝาดขึ้นหน้าเป็นนวลละออง,ผิวผ่องเปล่งปลั่งกำลังดี
เหลือบแลเห็นแผลหน้าผากยับ,รอยเมื่อชุมพลจับสับด้วยกระบี่,ฉุนโกรธขึ้นพลันในทันที,มึงดีละจะเล่นให้เห็นกัน
จะลงไปกรุงศรีอยุธยา,จับมันเข่นฆ่าให้อาสัญ,ผลุดลุกจากเตียงเหวี่ยงหมอนพลัน,งกงันเข้าไปในกุฎี
จับจีวรห่มดองแล้วครองผ้า,ร้องเรียกศิษย์หาอยู่อึงมี่,เณรพรมฉวยร่มกับพัชนี,เณรสีตะพายย่ามตามอาจารย์
พวกเลกวัดจัดวอมารอท่า,เถรขวาดยาตรามางุ่นง่าน,ขึ้นวอหลังคาสีตะลีตะลาน,หามลัดตัดบ้านเข้าวังใน
ถึงประตูหูช้างที่ข้างหน้า,ลงจากวอเดินมาหาช้าไม่,ขึ้นบนตำหนักพลันด้วยทันใด,แล้วสั่งให้ไปทูลเจ้าสร้อยฟ้า
ถวายเภสัชตะบันแล้ววันทา,เจ้าคุณอุตส่าห์มาสาธุสะ,มานี่ด้วยมีกิจธุระ,ฤๅว่าจะประโยชน์สิ่งอันใด
เถรขวาดถอนใจถวายพร,ว่าทุกข์ร้อนรูปนี้มีข้อใหญ่,ทุกวันนี้ภายนอกดอกเป็นใย,แต่ภายในชอกช้ำทุกค่ำเช้า
จะขบฉันอันใดก็เต็มกลืน,ผวาตื่นอกใจให้ร้อนเร่า,ถ้าเป็นอย่างนี้ไปไม่บรรเทา,เห็นจะเข้าอติสารอาการตาย
รูปมาหมายจะลาองค์เจ้าแม่,ไปคิดแก้ทุกข์ร้อนพอผ่อนหาย,อย่าห้ามไว้ให้ชีวันอันตราย,โฉมฉายได้เมตตาแก่อาจารย์
ครานั้นจึงโฉมนางสร้อยฟ้า,ได้ฟังเถรขวาดว่าน่าสงสาร,ฉันถวายตัวมาก็ช้านาน,มีเหตุการจงเล่าให้เข้าใจ
ที่ห้ามปรามแต่หลังเคยรั้งเหนี่ยว,ก็ครั้งเดียวเมื่อจะลงไปเมืองใต้,จะแก้แค้นขุนแผนกับพระไวย,ห้ามไว้เพราะสงสารเจ้าพลายยง
ด้วยกลัวลูกยากำพร้าพ่อ,จึงได้ขอร้องห้ามความประสงค์,ถ้ามิให้พระไวยนั้นปลดปลง,จะลงไปก็ตามแต่ความคิด
ครานั้นท่านสังฆราชา,ได้ฟํงนางว่าก็สมจิตร,ค่อยกระถดเข้าไปให้ใกล้ชิด,กระซิบว่าข้านี้คิดอยู่ค่ำเช้า
ยังแค้นใจไอ้ชุมพลมิรู้สิ้น,มันดูหมิ่นมากมายให้อายเขา,แต่เกิดมายังมิให้ใครดูเบา,จะให้มันทำเปล่าก็เต็มที
