w1,w2,w3,w4
จะกล่าวถึงโฉมเจ้าขุนช้าง,คะนึงนางพิมน้อยละห้อยหา,แต่เช้าค่ำครํ่าครวญทุกเวลา,ตั้งแต่มาจากบ้านศรีประจัน
ไม่เป็นกินเป็นนอนแต่ร้อนรัก,อกจะหักใจรัญจวนป่วนปั่น,มิได้มีความสบายมาหลายวัน,แทบจะกลั้นใจตายไม่วายคิด
อยู่ในห้องร้องไห้พิไรรํ่า,ทุกคํ่าเช้าเฝ้านอนแต่ถอนจิตร,ทำไฉนจะได้แอบแนบชิด,กับเจ้าพิมนิ่มสนิทของพี่อา
วันเมื่อน้องอาบน้ำกับบ่าวไพร่,พี่ไปแอบมองที่ตีนท่า,ช่างกะไรไม่เห็นพี่เล่นตา,เมินหน้าเสียทีเดียวไม่เหลียวแล
ขึ้นจากนํ้าพี่ซ้ำตามไปบ้าน,ก็ได้การขึ้นไปว่าหาหม่อมแม่,พูดกับศรีประจันไม่ผันแปร,นึกแน่อยู่ว่าเห็นจะเป็นการ
พรุ่งนี้จะไปผลอขอทีเดียว,ลดเลี้ยวตามปัญญาว่าขาน,ทั้งเงินทองของข้าวเอาเจือจาน,ถึงรูปชั่วหัวล้านคงเมตตา
แต่ครํ่าครวญป่วนจิตรคิดจนรุ่ง,พระสุริยาพวยพุ่งเวหา,ส่องแสงแจ้งกระจ่างสว่างตา,ก็ล้างหน้าจัดแจงแต่งตัว
ยกคันฉ่องมาส่องดูกระจก,ในจิตรคิดวิตกแต่ที่หัว,เอาเขม่าเข้ามอมอยู่มัวซัว,แป้งชโลมโซมตัวทั่วทั้งกาย
ครั้นแล้วลุกออกมานอกห้อง,นุ่งยกห่มกรองทองเฉิดฉาย,เรียกบ่าวเล็กเล็กเด็กผู้ชาย,มากมายตามหลังสะพรั่งมา
ครั้นถึงเรือนศรีประจันเข้าทันใด,ดีใจก้าวขึ้นบนเคหา,ศรีประจันครั้นเห็นขุนช้างมา,ก็ต้อนรับเรียกหาเข้ามาพลัน
แล้วปราศรัยไต่ถามฉันเพื่อนบ้าน,เสือกพานหมากเชิญกินหมากนั่น,ธุระอะไรว่าไปอย่าเกรงกัน,แม่นั้นอยู่ดีดอกฤๅนา
ขุนช้างตอบไปเห็นได้ที,ว่าลูกนี้จะขอมาเป็นข้า,ให้แม่ใช้ต่างเกือกต่างกะลา,คิดคิดจะใคร่ว่าก็เกรงกลัว
ด้วยรักพิมนิ่มน้องนี้จริงจัง,จงปลูกฝังเสียเถิดแม่ทูนหัว,ถ้าได้ครองจะเอาทองมาทาบตัว,ลูกไม่กลัวเงินทองลูกถมไป
ยามเดินจะให้เดินแต่ในห้อง,แต่แสงเดือนมิให้ส่องต้องตัวได้,จะกลัวจนกลัวยากไปทำไม,แม่ข้าไหว้เลี้ยงลูกไว้ดูที
ครานั้นท่านยายศรีประจัน,ฟังขุนช้างรำพันเป็นถ้วนถี่,นึกยิ้มกริ่มใจให้ยินดี,ได้ลูกเขยเศรษฐีก็ดีใจ
จึงว่าพ่อช้างทูนหัวแม่,ตามแต่บุญกรรมจะนำให้,ปีเดือนได้กันฤๅฉันใด,แล้วเรียกลูกสาวไปในทันที
แม่พิมเอ๋ยแม่พิมไปอยู่ไหน,เป็นไรจึงไม่ออกมาไหว้พี่,มารู้จักกันไว้เป็นไรมี,มาซีทูนหัวของมารดา
ครานั้นนางพิมนิ่มสนิท,แค้นจิตรขัดใจเป็นหนักหนา,แอบลับแลแลเห็นขุนช้างมา,แฝงฝาฟังเรื่องให้เคืองใจ
อ้ายนี่แลมันทำกูวันนั้น,จะฟังเทศน์ฟังธรรม์หาได้ไม่,จึงร้องตอบแม่พลันในทันใด,ไม่ไปละอย่าเรียกให้ยากเลย
แล้วแกล้งเรียกข้าด่าประจาน,แน่อ้ายผลหัวล้านไปไหนเหวย,ยกยศยิ่งใหญ่กะไรเลย,ดอกเตยฤๅจะปลอมพะยอมไพร
จองหองเอาเงินมาอวดอึง,แม่มึงกูหาปรารถนาไม่,ขี้เกียจการงานนี่สุดใจ,นํ้าขอดโอ่งไหไม่นำพา
อ้ายเจ้าชู้ลอมปอมกระหม่อมบาง,ลอยชายลากหางเที่ยวเกี้ยวหมา,ชิชะแป้งจันทน์น้ำมันทา,หย่งหน้าสองแคมเหมือนหางเปีย
หมามันจะเกิดชิงหมาเถิด,มึงไปตายเสียเถิดอ้ายห้าเบี้ย,หน้าตาเช่นนี้จะมีเมีย,อ้ายมะม่วงหมาเลียไม่เจียมใจ
เหมือนแมงปออวดอิทธิ์ว่าฤทธิ์สุด,จะแข่งครุฑข้ามอ่าวทะเลใหญ่,ก้อนเส้าฤๅจะเท่าเมรุไกร,หิ่งห้อยไพรจะแข่งแสงสุริยง
