w1,w2,w3,w4
จะกล่าวถึงพระนายท้ายน้ำ,ลาวมันจำครบไว้ในคุกขัง,เป็นกึ่งปีมิได้ออกนอกฝาบัง,แทบจะคลั่งไคล้ไปด้วยใจตรอม
แสนรันทดอดอยากลำบากกาย,แต่ร้องไห้ไม่วายจนผ่ายผอม,ไม่ถูกน้ำเนื้อตัวก็มัวมอม,ต้องอดออมเฝ้าสะอื้นทุกคืนวัน
โอ้ว่าพระทูลกระหม่อมแก้ว,จะทิ้งลูกเสียแล้วฤๅไรนั่น,ต้องทนทุกข์ทรมานมานานครัน,พระทรงธรรม์มิได้ใช้ผู้ใดมา
ทั้งเพี้ยกึ่งกำกงที่ส่งนาง,ก็ครวญครางขุ่นคอยละห้อยหา,ทนลำบากยากแค้นแสนเวทนา,กินน้ำตาต่างข้าวทุกเช้าเย็น
พระท้ายน้ำร่ำไห้ใจจะขาด,โอ้อนาถยากแค้นนี้แสนเข็ญ,เหมือนมาอยู่ในนรกตกทั้งเป็น,ไม่ว่างเว้นโพยภัยกะไรเลย
แต่อ้ายหลอออสามันผาสุก,มาปรับทุกข์กันบ้างเป็นไรเหวย,ช่างหน้าเป็นเล่นหัวมัวเสบย,ดูเชิงเฉยไม่ช้ำระกำใจ
ตาหลอว่าคุณพ่อก็ติดคุก,ถึงจะทุกข์จะทำอย่างไรได้,ต้องแช่มชื่นกลืนกล้ำด้วยจำใจ,จะดิ้นรนร้องไห้ก็ไม่พ้น
พระท้ายน้ำร่ำว่าอ้ายหลอเอ๋ย,ท่านละเลยเรานี้ให้ปี้ป่น,ประหลาดนักนอนพระทัยไม่ใช้คน,ให้กรูกรีรี้พลมาแก้กัน
ตาหลอว่าคุณพ่ออย่าดิ้นโดด,คุณกับโทษมันก็เท่ากันอยู่นั่น,ถึงจะยกโยธามาประจัญ,ลาวขยันมิใช่เล่นเห็นแก่ตา
ฝีมือศึกสอยดาวท้าวกรุงกาฬ,ทหารปราบเมืองแมนแสนเพชรกล้า,ผิดพ่อแผนแม้นใช้ผู้ใดมา,เหมือนเร่งให้มันฆ่าเสียเร็วพลัน
เมื่อเรายกแกยังนั่งติดคุก,จะขุกเข็ญเป็นตายอย่างไรนั่น,ขุนนางไทยใครอื่นสักหมื่นพัน,เห็นไม่ทันมือลาวชาวเชียงอินท์
พระท้ายน้ำฟังคำของตาหลอ,เอออ้ายพ่อเอ็งว่าก็จริงสิ้น,กูเล็งไม่เห็นใครในแผ่นดิน,ที่จะภิญโญยิ่งขุนแผนไป
เจ้าประคุณเทวาสุราฤทธิ,ซึ่งสถิตในเศวตฉัตรใหญ่,จงช่วยดับทุกข์ทนดลพระทัย,ให้ทรงใช้ให้พ่อขุนแผนมา
แต่ปรับทุกข์สองคนจนค่ำลง,อัสดงแดดดับลงลับหล้า,อ้ายผู้คุมเข้มงวดเที่ยวตรวจตรา,ใส่ขื่อคาร้อยแหล่งทุกแห่งไป
พระท้ายน้ำกำกงพวกอาสา,มันจำห้าประการหมดหาลดไม่,ให้คนโทษตีเกราะเคาะไม้,นั่งยามตามไฟไม่นิทรา
แต่กำกงท้ายน้ำมันจำนั่ง,ต้องบ่ายเบนเอนหลังเข้าพิงฝา,หาวนอนอ่อนคอลงทับคา,ภาวนาไปจนม่อยผอยหลับลง
คืนนั้นพระท้ายน้ำระกำจิต,เกิดนิมิตเห็นพราหมณ์งามระหง,กระหมวดมุ่นมวยผมดูสมทรง,จิ้มประจงเจิมหน้าอุณาโลม
ถือสังข์ทรงศักดิทักขินาวัฏ,สังวาลรัดเจ็ดเส้นเห็นเฉิดโฉม,ใส่ตุ้มหูห่มสไบไขว้กระโจม,ผ้าขาวโขมพัตรนุ่งดูรุ่งเรือง
บรรจงจีบโจงข้างแล้ววางชาย,พรรณรายรัศมีสีเนื้อเหลือง,เหาะลอยคล้อยลงตรงท้ายเมือง,เปิดตะรางย่างเยื้องเข้าใกล้ตน
เอาน้ำสังข์โอสถรดเกศา,เครื่องพันธนาทั้งปวงก็ร่วงหล่น,แล้วซ้ำสาดราดรดหมดทุกคน,เครื่องจำตนร่วงกราวทั้งลาวไทย
พราหมณ์ก็คลายหายวับไปกับตา,สะดุ้งฟื้นตื่นผวาหาช้าไม่,คิดว่าจำหลุดกายสบายใจ,พอหวาดไหวตัวตึงอยู่ตรึงตรา
นิ่งนึกตรึกดูรู้ว่าฝัน,นิมิตนี้สำคัญเป็นหนักหนา,กระซิบปลุกตาหลอพ่อกูอา,ลุกขึ้นมาช่วยทำนายทายฝันที
ตาหลอว่าคุณพ่อฝันอย่างไร,พระท้ายน้ำเล่าให้เป็นถ้วนถี่,จงตรองคำทำนายทายให้ดี,นิมิตนี้ล้ำเลิศประเสริฐครัน
ตาหลอยิ้มพลางทางทำนาย,ไม่ตายในเชียงใหม่แล้วแม่นมั่น,คงจะพ้นพันธนาไม่ช้าวัน,เห็นสำคัญคนดีจะมีมา
