w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ว่าบัดนี้,ท้าวอุเทน,เกณฑ์ทหาร,เป็นสามด้าน,ข้าศึก,ฮึกหนักหนา,พวกนายด่าน,บ้านนอก,บอกเข้ามา,แล้ววันทา,ทูลแถลง,แจ้งคดี,หนังสือบอก,ปากน้ำ,ว่ากำปั่น,สักห้าพัน,พลชวา,กะลาสี,มาทอดสู้,อยู่ตรงท่า,หน้าธานี,ห่างสักสี่,สิบเส้น,พอเห็นกัน
สมเด็จท้าว,ทศวงศ์,ดำรงราชย์,ฟังอำมาตย์,ทูลฉลอง,ให้หมองศรี,จึงตรัสสั่ง,ทั้งสอง,เสนาบดี,เร่งเตรียมกรี,ธาพล,สกลไกร,เป็นสามทัพ,เกณฑ์กอง,ละสองหมื่น,ให้ถือปืน,ถ้วนทั่ว,ทุกตัวไพร่,ไปรบรับ,ทัพแขก,ให้แตกไป,อย่าให้ไพ,รีรุก,บุกเข้ามา
เป็นสามทัพ,เกณฑ์กอง,ละสองหมื่น,ให้ถือปืน,ถ้วนทั่ว,ทุกตัวไพร่,ไปรบรับ,ทัพแขก,ให้แตกไป,อย่าให้ไพ,รีรุก,บุกเข้ามา,ที่ปากน้ำ,สำคัญ,อยู่แห่งหนึ่ง,เอาโซ่ขึง,ค่ายคู,ดูรักษา,ให้ลากปืน,ป้อมฝรั่ง,ขึ้นจังกา,คอยยิงข้า,ศึกให้,บรรลัยลาญ
ที่ปากน้ำ,สำคัญ,อยู่แห่งหนึ่ง,เอาโซ่ขึง,ค่ายคู,ดูรักษา,ให้ลากปืน,ป้อมฝรั่ง,ขึ้นจังกา,คอยยิงข้า,ศึกให้,บรรลัยลาญ,แล้วเกณฑ์ไพร่,ในเมือง,ขึ้นหน้าที่,พวกมนตรี,ตรวจตรา,โยธาหาญ,ตำแหน่งไหน,ใครขาด,ราชการ,กูจะผลาญ,ชีวัน,ให้บรรลัย
เสนารับ,อภิวาท,กรุงกษัตริย์,มาเร่งรัด,เรียกกัน,เสียงหวั่นไหว,ครั้นพร้อมเสร็จ,ยกทัพ,ขับกันไป,คอยชิงชัย,ชาวชวา,มลายู,พวกรักษา,หน้าที่,สักสี่หมื่น,ประจุปืน,น้อยใหญ่,ใส่ดินหู,บ้างขึ้นป้อม,ล้อมวัง,นั่งประตู,มิให้ผู้,คนเข้าละ,เล้าละลุม
โอ้ลูกน้อย,กลอยจิต,เจ้าแม่เอ๋ย,กรรมเจ้าเคย,สมสร้าง,แต่ปางไหน,กษัตริย์อื่น,หมื่นแสน,ทุกแดนไตร,มาขอเจ้า,ท้าวก็ไม่,เป็นไมตรี,ทำจนให้,อ้ายแขก,ที่แปลกชาติ,มามุ่งมาด,หมายประโลม,แม่โฉมศรี,ไม่ให้ปัน,มันมา,จะราวี,ชาวบุรี,ร้อนใจ,ดังไฟกาฬ
คิดคะนึง,ถึงพราหมณ์,ทรามสวาท,ใจจะขาด,เสียด้วยคิด,พิสมัย,ได้ตอบสาร,การรัก,ประจักษ์ใจ,จะจำไกล,เนตรน้อง,เพราะกองกรรม,พอรู้ข่าว,ข้าศึก,จะนึกพรั่น,เพราะหมายมั่น,ไม่มีที่,อุปถัมภ์,จะหนีไป,ไม่สั่ง,มั่งสักคำ,หรือจะจำ,คิดอ่าน,ประการใด
พอรู้ข่าว,ข้าศึก,จะนึกพรั่น,เพราะหมายมั่น,ไม่มีที่,อุปถัมภ์,จะหนีไป,ไม่สั่ง,มั่งสักคำ,หรือจะจำ,คิดอ่าน,ประการใด,จึงเรียกสี่,พี่เลี้ยง,มาเคียงข้าง,แล้วว่าพี่,สี่นางจะ,ทำไฉน,แม้นสุดฤทธิ์,บิตุรงค์,จะส่งไป,น้องนี้ไม่,ขออยู่,จะสู้ม้วย
พอเห็นหน่อ,กษัตริย์สาม,พราหมณ์พี่เลี้ยง,มายืนเคียง,คอยท่า,น่าสงสาร,จึงหยุดยั้ง,นั่งประณต,บทมาลย์,ไม่ว่าขาน,ค้อนพราหมณ์,ทั้งสามคน,แล้วเสแสร้ง,แจ่งข้อ,หน่อกษัตริย์,ถ้าคิดปัด,เสียแล้วเห็น,ไม่เป็นผล,บัดนี้ท้าว,อุเทน,เขาเกณฑ์พล,มาประจญ,จะให้ส่ง,องค์ธิดา
แล้วเสแสร้ง,แจ่งข้อ,หน่อกษัตริย์,ถ้าคิดปัด,เสียแล้วเห็น,ไม่เป็นผล,บัดนี้ท้าว,อุเทน,เขาเกณฑ์พล,มาประจญ,จะให้ส่ง,องค์ธิดา,ทูลกระหม่อม,จอมกษัตริย์,ต้องจัดทัพ,ไปตั้งรับ,รบพุ่ง,ยุ่งหนักหนา,ถ้าเพลี่ยงพล้ำ,จำส่ง,องค์พะงา,กัลยา,หมายมั่น,จะบรรลัย
