w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พระเห็นเงือก,ฟังคำ,ซ้ำสงสาร,จึงวอนท่าน,โยคี,มีคาถา,นางเงือกนี้,มีคุณ,แก่ข้ามา,ขอฝากฝ่า,บาทบงสุ์,พระทรงธรรม์,ให้นางอยู่,อู่อ่าว,ที่เหล่านี้,พอเป็นที่,อาศัย,ใกล้หม่อมฉัน,เมื่อมีทุกข์,ขุกเข็ญ,ได้เห็นกัน,จะผ่อนผัน,ทำวน,ให้พ้นภัย
ฝ่ายโยคี,มีพรต,พจนารถ,อนุญาต,ยิ้มย่อง,สนองไข,เป็นไรมี,ที่ตรงนั้น,อย่าพรั่นใจ,มิให้ภัย,บีฑา,สีกาโยม,จะให้อยู่,วนวัง,ในจังหวัด,เป็นเงือกวัด,เถิดหนอนาง,สำอางโฉม,ที่วุ้งเวิ้ง,เชิงเขา,ริมเสาโคม,เป็นของโยม,อยู่ในน้ำ,ให้สำราญ
จะให้อยู่,วนวัง,ในจังหวัด,เป็นเงือกวัด,เถิดหนอนาง,สำอางโฉม,ที่วุ้งเวิ้ง,เชิงเขา,ริมเสาโคม,เป็นของโยม,อยู่ในน้ำ,ให้สำราญ,แล้วเสกด้าย,สายสิญจน์,ให้สวมไว้,ไม่มีภัย,ผาสุก,สนุกสนาน,นางเงือกลา,ลงวน,ชลธาร,พระชวนหลาน,มาศาลา,เข้าราตรี
แล้วเสกด้าย,สายสิญจน์,ให้สวมไว้,ไม่มีภัย,ผาสุก,สนุกสนาน,นางเงือกลา,ลงวน,ชลธาร,พระชวนหลาน,มาศาลา,เข้าราตรี,ให้อยู่กุฏิ์,ก่อใหม่,ใต้ต้นโศก,ริมชะโงก,เงื้อมเขา,คิรีศรี,แขกฝรั่ง,ทั้งสิ้น,พลอยยินดี,ฝากไมตรี,ปรนนิบัติ,กษัตรา
ให้อยู่กุฏิ์,ก่อใหม่,ใต้ต้นโศก,ริมชะโงก,เงื้อมเขา,คิรีศรี,แขกฝรั่ง,ทั้งสิ้น,พลอยยินดี,ฝากไมตรี,ปรนนิบัติ,กษัตรา,พระอภัย,สุริย์วงศ์,องค์โอรส,อยู่บรรพต,พิสดาร,นานนักหนา,ให้ลูกน้อย,ค่อยเพียร,เรียนวิชา,ตามประสา,ไสยเพท,พระเวทมนตร์
พระอภัย,สุริย์วงศ์,องค์โอรส,อยู่บรรพต,พิสดาร,นานนักหนา,ให้ลูกน้อย,ค่อยเพียร,เรียนวิชา,ตามประสา,ไสยเพท,พระเวทมนตร์,พระโยคี,มีจิต,คิดสงสาร,สอนกุมาร,สารพัด,ไม่ขัดสน,ที่ลึกล้ำ,สำหรับ,แก้อับจน,ค่อยฝึกฝน,สอนกัน,ทุกวันไป
ฝ่ายพระองค์,ทรงโฉม,ประโลมโลก,ครั้นสร่างโศก,เศร้าหมอง,ค่อยผ่องใส,คิดถึงเงือก,น้ำน้อย,กลอยฤทัย,จะเปลี่ยวใจ,กัลยา,ในวารี,ด้วยบิดา,มารดร,สมรม้วย,จำจะช่วย,ปลอบประโลม,นางโฉมศรี,คะนึงนึก,ตรึกตรา,ในราตรี,จรลี,เลี้ยวมา,ข้างหน้าเนิน
ด้วยบิดา,มารดร,สมรม้วย,จำจะช่วย,ปลอบประโลม,นางโฉมศรี,คะนึงนึก,ตรึกตรา,ในราตรี,จรลี,เลี้ยวมา,ข้างหน้าเนิน,พระเหลือบลง,ตรงโตรก,ชะโงกเงื้อม,น้ำกระเพื่อม,แผ่นผา,ศิลาเผิน,กระจ่างแจ้ง,แสงจันทร์,แจ่มเจริญ,พระเพลิดเพลิน,พลางเรียก,สำเหนียกใจ
พระเหลือบลง,ตรงโตรก,ชะโงกเงื้อม,น้ำกระเพื่อม,แผ่นผา,ศิลาเผิน,กระจ่างแจ้ง,แสงจันทร์,แจ่มเจริญ,พระเพลิดเพลิน,พลางเรียก,สำเหนียกใจ,นางมัจฉา,นารี,ของพีเอ๋ย,เจ้าทรามเชย,อยู่ที่นี่,หรือที่ไหน,พี่มาเยือน,เพื่อนยาก,ฝากอาลัย,สายสุดใจ,จงขึ้นมา,หาพี่ชาย
เห็นพระองค์,ทรงนั่ง,อยู่เงื้อมเขา,จึงเคียงเข้า,ข้างแท่น,ที่แผ่นผา,น้อมคำนับ,กลับคิด,ถึงบิดา,ชลนา,ไหลหลั่ง,ลงพรั่งพราย,พระลดองค์,ลงแอบ,แนบถนอม,จงอดออม,อาดูร,ให้สูญหาย,เจ้าพาพี่,หนีรอด,ไม่วอดวาย,คุณของสาย,สวาทล้น,คณนา
