w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
นางยุพา,ว่าพระองค์,ไม่สงสาร,ทรมาน,เหมือนหนึ่งว่า,เลือดตาไหล,จะแลเหลียว,เปลี่ยวเปล่า,เศร้าพระทัย,ขอลาไป,ช่วยชีวิต,พระบิดา,แล้วบังคม,ก้มกราน,ค่อยคลานคล้อย,ชวนน้องน้อย,ร่วมจิต,ขนิษฐา,ไปปรางค์ทอง,ห้องใน,ที่ไสยา,ค่อยแอบฝา,คอยฟัง,กำบังกาย
สงสารองค์,พระอภัย,อยู่ในห้อง,แต่ตรึกตรอง,ไม่สม,อารมณ์หมาย,ครั้นห่างนาง,สร่างมนต์,กระวนกระวาย,ให้คิดอา,ยอกใจ,กระไรเลย,มิรอรั้ง,บังอาจ,ประมาทหมิ่น,มาหลงลิ้น,ลังกา,นิจจาเอ๋ย,โอ้ยามเคราะห์,เพราะนิยม,จะชมเชย,โอ้ไม่เคย,เลยแสน,จะแค้นใจ
มิรอรั้ง,บังอาจ,ประมาทหมิ่น,มาหลงลิ้น,ลังกา,นิจจาเอ๋ย,โอ้ยามเคราะห์,เพราะนิยม,จะชมเชย,โอ้ไม่เคย,เลยแสน,จะแค้นใจ,จนจวนแก่,แพ้รู้,อีผู้หญิง,ประหลาดจริง,เจียวน่า,เลือดตาไหล,นอนไม่หลับ,กลับนั่ง,คลั่งพระทัย,หวนอาลัย,ลูกยา,นุชาชาญ
จนจวนแก่,แพ้รู้,อีผู้หญิง,ประหลาดจริง,เจียวน่า,เลือดตาไหล,นอนไม่หลับ,กลับนั่ง,คลั่งพระทัย,หวนอาลัย,ลูกยา,นุชาชาญ,เคยเห็นพี่,มิได้เห็น,ทุกเย็นเช้า,จะโศกเศร้า,โศกา,น่าสงสาร,ทั้งเสียเมีย,เสียพงศ์,ทั้งวงศ์วาน,เพราะเสียการ,กลศึก,ไม่ตรึกตรา
เคยเห็นพี่,มิได้เห็น,ทุกเย็นเช้า,จะโศกเศร้า,โศกา,น่าสงสาร,ทั้งเสียเมีย,เสียพงศ์,ทั้งวงศ์วาน,เพราะเสียการ,กลศึก,ไม่ตรึกตรา,โอ้เอ็นดู,สุมาลี,เจ้าพี่เอ๋ย,จะลับเลย,หลงคอย,ละห้อยหา,โอ้ลูกน้อย,สร้อยสุวรรณ,จันทร์สุดา,ทั้งสุดสา,ครพ่อ,จะท้อใจ
ฝ่ายยุพา,ผกา,ที่มาเฝ้า,เห็นโศกเศร้า,ซูบทรง,น่าสงสาร,กระทั่งไอ,ให้เสียง,แล้วเมียงคลาน,มากราบกราน,ทรงศักดิ์,ตรงพักตรา,จึงทูลถาม,ความในใจ,จะใคร่รู้,พระมาอยู่,เมืองหม่อมฉัน,นั้นหรรษา,หรือเศร้าหมอง,ข้องขัด,พระอัชฌา,ลูกพึ่งมา,มิได้อยู่,ในบูรี
พระผันแปร,แลเห็นหน้า,ยุพาพักตร์,กลับนึก,รักวัณฬา,มารศรี,สะอื้นพลาง,ทางว่า,บิดานี้,สู้เสียพี่,น้องมา,เอกากาย,ได้เห็นแต่,แม่วัณฬา,พอมาถึง,ก็โกรธขึ้ง,ทิ้งขว้าง,ให้ห่างหาย,ชีวิตพ่อ,ก็ไม่รอด,จะวอดวาย,พลางฟูมฟาย,ชลนา,โศกาลัย
จะนบนอบ,มอบสม,บัติพัสถาน,ให้พระผ่าน,ไตรจักร,เป็นศักดิ์ศรี,ที่การศึก,นึกว่า,ไม่ราวี,จะเป็นที่,พึ่งอาณา,ประชาชน,เหตุไฉน,ให้พระน้อง,ยกกองทัพ,มาเคี่ยวขับ,รบพุ่ง,กรุงสิงหล,แกล้งอุบาย,ถ่ายเท,ทำเล่ห์กล,ไม่ผ่อนปรน,ปรองดอง,ครองสัจจา
เหตุไฉน,ให้พระน้อง,ยกกองทัพ,มาเคี่ยวขับ,รบพุ่ง,กรุงสิงหล,แกล้งอุบาย,ถ่ายเท,ทำเล่ห์กล,ไม่ผ่อนปรน,ปรองดอง,ครองสัจจา,จึงน้อยใจ,ไม่เข้า,มาเฝ้าแหน,เห็นทั้งแค้น,ทั้งรัก,นั้นหนักหนา,สู้คิดอ่าน,การศึก,ไปตรึกตรา,อยู่พลับพลา,ชมจันทร์,ข้างชั้นใน
จึงน้อยใจ,ไม่เข้า,มาเฝ้าแหน,เห็นทั้งแค้น,ทั้งรัก,นั้นหนักหนา,สู้คิดอ่าน,การศึก,ไปตรึกตรา,อยู่พลับพลา,ชมจันทร์,ข้างชั้นใน,ลูกไปเฝ้า,เล่าก็ตรัส,กระจัดแจ้ง,ว่าเสียแรง,รักพระองค์,ไม่สงสัย,ส่วนทรงฤทธิ์,คิดอุบาย,ให้ตายใจ,ต้องเสียไพร่,พลเมือง,เคืองรำคาญ
นางว่าเคราะห์,เพราะจะไม่,ให้สำเร็จ,มิรู้เสร็จ,ศึกเสือ,เบื่อใจหาย,แม้จริงจัง,ดังพระโอษฐ์,โปรดภิปราย,จะสบาย,บ้านเมือง,ไม่เคืองใจ,จงหยุดยั้ง,รั้งรอ,อยู่พอค่ำ,ลูกจะนำ,ไปพลับพลา,ที่อาศัย,ถึงจะกริ้ว,โกรธว่า,ลูกพาไป,จะแก้ไข,ขอโทษ,คงโปรดปราน
