w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพระหน่อ,บดินทร์,ปิ่นกษัตริย์,ยังข้องขัด,ไม่สมอา,รมณ์ประสงค์,ครั้นเวลา,สายัณห์,พยับลง,พระจันทร์ส่ง,แสงสว่าง,ดังกลางวัน,คิดคะนึง,ถึงนุช,สุดสวาท,ค่อยเคลื่อนคลาด,คลายโรค,ที่โศกศัลย์,จะไปชวน,ชื่นอารมณ์,ให้ชมจันทร์,จึงผ่อนผัน,พาที,กับพี่พราหมณ์
คิดคะนึง,ถึงนุช,สุดสวาท,ค่อยเคลื่อนคลาด,คลายโรค,ที่โศกศัลย์,จะไปชวน,ชื่นอารมณ์,ให้ชมจันทร์,จึงผ่อนผัน,พาที,กับพี่พราหมณ์,เราเปลี่ยนพาย,สายน้ำ,ค่ำวันนี้,อย่าให้มี,กีดขวาง,ระคางขาม,อันตัวน้อง,จะไปหา,พะงางาม,พี่เชิญสาม,พี่เลี้ยง,มาเตียงเรา
พราหมณ์หัวร่อ,ถ่อเวียน,เปลี่ยนสายน้ำ,จะทำตาม,สารพัด,ไม่ขัดแข็ง,พ่อดวงจิต,คิดดี,มิเสียแรง,จะจัดแจง,เสียให้เสร็จ,สำเร็จการ,พอย่ำยาม,สามนาย,ชายฉลาด,ลงจากอาสน์,ออกไปเพียง,เตียงสนาน,ค่อยสั่งเหล่า,สาวสรรค์,ว่าฉันวาน,ช่วยเชิญท่าน,พี่เลี้ยง,มาเพียงนี้
พอย่ำยาม,สามนาย,ชายฉลาด,ลงจากอาสน์,ออกไปเพียง,เตียงสนาน,ค่อยสั่งเหล่า,สาวสรรค์,ว่าฉันวาน,ช่วยเชิญท่าน,พี่เลี้ยง,มาเพียงนี้,นางสาวใช้,ไปบอก,ออกมาพร้อม,แต่ว่าหม่อม,ศรีสุดา,ผินหน้าหนี,ทั้งสามนาง,ต่างนั่ง,บังอัคคี,ทำท่วงที,ไต่ถาม,ตามธรรมเนียม
นางสาวใช้,ไปบอก,ออกมาพร้อม,แต่ว่าหม่อม,ศรีสุดา,ผินหน้าหนี,ทั้งสามนาง,ต่างนั่ง,บังอัคคี,ทำท่วงที,ไต่ถาม,ตามธรรมเนียม,ว่ากระไร,ไม่ว่า,เล่าขาทั่น,พลางทำชั้น,เชิงชม้าย,ทำอายเหนียม,ทั้งสามพราหมณ์,ทรามคะนอง,ประคองเลียม,ไม่มาเยี่ยม,กันเลยแม่,แต่ประชวร
หน่อกษัตริย์,สอดมอง,ตามช่องฉาก,เห็นเขาฝาก,รักใคร่,ก็ใจหาย,คิดถึงแก้ว,เกษรา,เอกากาย,ค่อยแหวะชาย,ม่านย่อง,เข้าห้องนาง,เห็นโฉมยง,ทรงเลือก,มาลัยเล่น,มิได้เห็น,องค์แอบ,เข้าแนบข้าง,ค่อยเชยโฉม,โลมลูบพระ,ปฤษฎางค์,นางหวีดวาง,ดอกจำปา,ประหม่าใจ
นางโฉมฉาย,อายองค์,พระทรงโฉม,มาลอบโลม,เลียมรัก,สมัครสมาน,นางผลักพลิก,หยิกพระหัตถ์,ทำทัดทาน,ทูลอาการ,ป่วยไข้,ยังไม่คลาย,ขืนหยอกเย้า,เฝ้าเล่น,อยู่เช่นนี้,สักแปดปี,เห็นไข้,จะไม่หาย,เวียนมาไย,ในห้อง,ให้น้องอาย,คนทั้งหลาย,รู้เรื่อง,จะเลื่องลือ
ขืนหยอกเย้า,เฝ้าเล่น,อยู่เช่นนี้,สักแปดปี,เห็นไข้,จะไม่หาย,เวียนมาไย,ในห้อง,ให้น้องอาย,คนทั้งหลาย,รู้เรื่อง,จะเลื่องลือ,น้องจะไป,ไหนพ้น,พระผ่านเกล้า,ขอทุเลา,แล้วก็ยัง,ไม่ฟังหรือ,อย่าลูบต้อง,น้องจะกรม,ระบมมือ,โรคจะรื้อ,ร่ำทำ,ให้รำคาญ
แล้วมิหนำ,ซ้ำมา,รักษาอยู่,เขาก็รู้,เฟื่องฟุ้ง,ทั้งกรุงศรี,ครั้นหายไข้,ใกล้เคียง,กันเพียงนี้,ว่าจู้จี้,เสียใจ,กระไรเลย,รำลึกถึง,จึงอุตส่าห์,มาหาน้อง,จะถูกต้อง,ก็ต้องว่า,นิจจาเอ๋ย,แต่เพียงนี้,นี่มิใช่,ว่าไม่เคย,ไม่เคยเลย,หรือเมื่อหนาว,คราวประชวร
นางฟังคำ,ซ้ำแสน,สวาทรัก,แกล้งหน่วงหนัก,ตามทำนอง,ของสงวน,ประณตนอบ,ตอบคำ,ให้น้ำนวล,พระไม่ควร,ที่เคือง,ในเรื่องความ,ครั้นบอกป่วย,เล่าก็เห็น,ว่าเป็นปด,ตรัสประชด,ช้ำเจ็บ,ดังเหน็บหนาม,เมื่อไข้หนัก,รักษา,พยายาม,น้องก็ตาม,ใจบ้าง,แต่อย่างนั้น
ครั้นบอกป่วย,เล่าก็เห็น,ว่าเป็นปด,ตรัสประชด,ช้ำเจ็บ,ดังเหน็บหนาม,เมื่อไข้หนัก,รักษา,พยายาม,น้องก็ตาม,ใจบ้าง,แต่อย่างนั้น,พอโรคถอย,ค่อยคลาย,ไม่หายขาด,สิหมายมาด,จะมาฆ่า,ชีวาฉัน,จึงผันผ่อน,งอนง้อ,ขอชีวัน,ไม่หวงกัน,ดอกที่ตรง,จะทรงชม
นางฉวยยุด,ฉุดข้อ,พระบาทไว้,จะไปไหน,น่าสมเพช,พระเชษฐา,จงหยุดหย่อน,ก่อนน้อง,จะพูดจา,เฝ้าโกรธา,น้ำพระทัย,ดังไฟฮือ,สารพัด,ตัดพ้อ,ไม่รอรั้ง,จะจากวัง,ไปผนวช,บวชแล้วหรือ,น้องจะหย่อน,ผ่อนให้,แต่ไม้มือ,แต่สัตย์ซื่อ,สิ่งหนึ่ง,อย่าพึงคิด
พระทรงโฉม,โลมเล้า,ว่าเจ้าพี่,ไม่หน่ายหนี,นวลอนงค์,อย่าสงสัย,พี่ว่าหยอก,ดอกน้อง,อย่าหมองใจ,จะรักใคร่,ครองกัน,จนวันตาย,แม่เนื้อหอม,จอมนาง,สำอางโฉม,งามประโลม,เหลือจะหัก,ให้รักหาย,อย่าหน่วงเหนี่ยว,หวงห้าม,ความสบาย,จะฟังสาย,สวาทว่า,อย่าอาวรณ์
พระเล้าโลม,โฉมยง,ทรงกระซิบ,ถึงเครื่องทิพย์,จะมาเปรียบ,ไม่เทียบถึง,อย่าข้องขัด,ปัดมือ,ทำดื้อดึง,จะเสียซึ่ง,สัจจัง,ไม่บังควร,พลางประคอง,ต้องเต้า,เต็มพระหัตถ์,นางปิดปัด,ปกป้อง,ของสงวน,พระอิงแอบ,แนบชิด,สะกิดกวน,แต่เย้ายวน,หยอกหยิก,กันซิกซี้
ฝ่ายพี่เลี้ยง,เคียงนั่ง,เป็นคู่คู่,แยกกันอยู่,ห่างห่าง,ในปรางค์ศรี,ต่างพูดเล่น,เจรา,กับนารี,สูบบุหรี่,กินหมาก,จนปากเกรียม,นางผู้หญิง,พิงทับ,อยู่กับตัก,กำเริบรัก,รูปชาย,ไม่อายเหนียม,ชายก็กอด,สอดต้อง,ประลองเลียม,ตามธรรมเนียม,นั่งแนบ,แอบอุรา
ศรีสุดา,เดินไขว่,นอนไม่หลับ,เห็นเขาจับ,คู่คิด,ริษยา,ให้หมกมุ่น,ขุ่นคิ่นใน,วิญญาณ์,จะดูหน้า,นางงาม,ทั้งสามคน,ค่อยแฝงเงา,เข้าไปฟัง,เขานั่งพูด,เสียงสูดสูด,สอดมอง,สยองขน,ให้เสียวทรวง,ง่วงเหงา,เศร้าสกนธ์,สุดจะทน,ถอยมา,เที่ยวหาเทียน
ค่อยแฝงเงา,เข้าไปฟัง,เขานั่งพูด,เสียงสูดสูด,สอดมอง,สยองขน,ให้เสียวทรวง,ง่วงเหงา,เศร้าสกนธ์,สุดจะทน,ถอยมา,เที่ยวหาเทียน,แล้วจุดไฟ,ไปส่อง,ทุกช่องฉาก,ต่างกระดาก,เดินลัด,ฉวัดเฉวียน,ศรีสุดา,บ้าบ่น,เดินวนเวียน,ไม่ดับเทียน,ถือป้อง,ประคองมา
