w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
นี่แน่ท่าน,ยกมา,เป็นข้าศึก,อันตื้นลึก,เล่าให้ฟัง,ที่กังขา,เราเป็นพวก,ด่านนอก,จงบอกมา,แจ้งกิจจา,จะให้ไป,ในบุรินทร์,ขุนนางแขก,ให้ล่าม,มาถามซัก,รู้ประจักษ์,ชื่นชม,สมถวิล,จึงบอกกล่าว,เล่าความ,ตามกระบิล,มาแต่ถิ่น,ปตาหวี,บุรีราม
ขุนนางแขก,ให้ล่าม,มาถามซัก,รู้ประจักษ์,ชื่นชม,สมถวิล,จึงบอกกล่าว,เล่าความ,ตามกระบิล,มาแต่ถิ่น,ปตาหวี,บุรีราม,ขอท่านจง,รออยู่,สักครู่หนัก,คงประจักษ์,แจ้งใจ,ที่ไต่ถาม,พระบาทหลวง,แกคิด,มาติดตาม,ไม่แจ้งความ,ที่ในการ,สถานใด
ขอท่านจง,รออยู่,สักครู่หนัก,คงประจักษ์,แจ้งใจ,ที่ไต่ถาม,พระบาทหลวง,แกคิด,มาติดตาม,ไม่แจ้งความ,ที่ในการ,สถานใด,ท่านสั่งว่า,ใครมา,ให้ไปบอก,แกจะออก,มาแจ้ง,แถลงไข,พลางลงเรือ,บดพลัน,ด้วยทันใด,แล้วรีบไป,เล่าแจ้ง,แห่งคดี
บอกว่า,กูมาตาม,เพราะความรัก,ด้วยทุกข์หนัก,พลัดกันไป,ใจถวิล,จะเป็นตาย,หมายมา,จากธานินทร์,ประเทศถิ่น,ลังกา,คิดปรารมภ์,เองรีบไป,แจ้งข่าว,แล้วเล่าเรื่อง,ที่บทเบื้อง,โดยอย่าง,ปางปฐม,กองตระเวน,ลาไป,พอได้ลม,แล่นระดม,ไปถึงด่าน,ชานบุรี
เองรีบไป,แจ้งข่าว,แล้วเล่าเรื่อง,ที่บทเบื้อง,โดยอย่าง,ปางปฐม,กองตระเวน,ลาไป,พอได้ลม,แล่นระดม,ไปถึงด่าน,ชานบุรี,แล้วหยิบ,หนังสือให้,กับนายใหญ่,เสนาใน,รีบเข้าเฝ้า,เจ้ากรุงศรี,ทูลแถลง,แจ้งความ,ตามคดี,ว่ายังมี,กำปั่น,สักพันลำ
แล้วหยิบ,หนังสือให้,กับนายใหญ่,เสนาใน,รีบเข้าเฝ้า,เจ้ากรุงศรี,ทูลแถลง,แจ้งความ,ตามคดี,ว่ายังมี,กำปั่น,สักพันลำ,ทั้งเรือรบ,เรือใบ,อยู่ชายหาด,แลออกกลาด,ใส่หมวก,พวกไหหลำ,แต่ลางพวก,หน้าแปลก,ล้วนแขกดำ,นั่งประจำ,อยู่ในเรือ,ใส่เสื้อแดง
ทั้งเรือรบ,เรือใบ,อยู่ชายหาด,แลออกกลาด,ใส่หมวก,พวกไหหลำ,แต่ลางพวก,หน้าแปลก,ล้วนแขกดำ,นั่งประจำ,อยู่ในเรือ,ใส่เสื้อแดง,แต่บาทหลวง,มาด้วย,ช่วยกำกับ,แขกคำนับ,กลัวนัก,เป็นศักดิ์แสง,ถือกระบี่,ฝักเขียว,ดูเรี่ยวแรง,กับธงแดง,อาญาสิทธิ์,ถือติดมือ
เราเหลือทน,จนใจ,เพราะไกแช่ง,แล้วก็แกล้ง,ทรมา,จนตาเหลือง,จนชั้นพวก,พหล,พลเมือง,ก็รู้เรื่อง,อยู่ทุกคน,ด้วยจนใจ,พลางสั่งให้,คลี่สาร,อ่านอักษร,ในบทกลอน,จะว่าขาน,สถานไหน,ขุนเสนา,รับสาร,แล้วอ่านไป,ตามที่ใน,ศุภลักษณ์,อักขรา
หนังสือครู,ผู้เป็น,สังฆราช,ได้ชี้ขาด,ในเรื่อง,ศาสนา,ขอแจ้งจิต,มาถึง,ศิษย์มังคลา,เพราะความปรา,นีเหลือ,ในเชื้อวงศ์,ด้วยเป็นหลาน,เจ้าลังกา,อาณาจักร,ประเสริฐศักดิ์,เหมือนหนึ่ง,ชาติราชหงส์,มาตกไร้,ได้ยาก,ลำบากองค์,ครูนี้สง,สารคิด,มาติดตาม
ด้วยเป็นหลาน,เจ้าลังกา,อาณาจักร,ประเสริฐศักดิ์,เหมือนหนึ่ง,ชาติราชหงส์,มาตกไร้,ได้ยาก,ลำบากองค์,ครูนี้สง,สารคิด,มาติดตาม,ด้วยพลัดพราก,จากกัน,คิดมั่นหมาย,จะเป็นตาย,หรือไฉน,เที่ยวไต่ถาม,ตั้งแต่พราก,จากกัน,วันสงคราม,พอได้ความ,จึ่งรีบมา,เห็นหน้ากัน
ด้วยพลัดพราก,จากกัน,คิดมั่นหมาย,จะเป็นตาย,หรือไฉน,เที่ยวไต่ถาม,ตั้งแต่พราก,จากกัน,วันสงคราม,พอได้ความ,จึ่งรีบมา,เห็นหน้ากัน,พรุ่งนี้เช้า,เจ้าจงมา,ที่หน้าด่าน,ตัวอาจารย์,แสนวิโยค,ทั้งโศกศัลย์,ทั้งผัวเมีย,รีบลงมา,เห็นหน้ากัน,กูผูกพัน,ท้าวแขก,แปลกตระกูล
พรุ่งนี้เช้า,เจ้าจงมา,ที่หน้าด่าน,ตัวอาจารย์,แสนวิโยค,ทั้งโศกศัลย์,ทั้งผัวเมีย,รีบลงมา,เห็นหน้ากัน,กูผูกพัน,ท้าวแขก,แปลกตระกูล,คบเป็นมิตร,ของเรา,เขาคนซื่อ,ทั้งฝีมือ,คบไว้,เห็นไม่สูญ,มาเกลี้ยกล่อม,ไว้เป็นวงศ์,พงศ์ประยูร,คงเพิ่มพูน,ได้ไปตี,บุรีคืน
ขุนเสนา,รับรส,พจนารถ,มาหมายบาด,สั่งเวน,เกณฑ์ทหาร,ทุกหมู่หมวด,ตรวจตรา,บัญชาการ,ราชยาน,รถที่นั่ง,บัลลังก์ทอง,กระบวนแห่,แตรฝรั่ง,หมายสั่งเสร็จ,รับเสด็จ,พลขันธ์,เจ็ดพันสอง,ให้เร่งกัน,มาจำเพาะ,แต่เคาะกลอง,ตามทำนอง,บาดหมายราย,บาญชี
เกิดนิมิต,ว่าอาทิตย์,บนเวหน,เป็นหมอกมน,มืดมิด,ทิศอิสาน,เข้าบังดวง,สุริยน,อนธการ,ไม่เบิกบาน,แจ่มแจ้ง,แสงอุทัย,แล้วเกิดเป็น,พายุระ,บุระบัด,มาหอบพัด,เอาปราสาท,ไม่หวาดไหว,ในฝันว่า,บุษบง,องค์อรไท,ติดขึ้นไป,บนปราสาท,ประหลาดลอย
