w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พอเดือนหก,ตกแรม,ดำรัสสั่ง,ให้แต่งวัง,ที่ประทับ,รับวงศา,เป็นสามแห่ง,แต่งไว้,ใกล้คงคา,เสร็จคอยท่า,เกี่ยวดอง,ทั้งสองเมือง,หน่อกษัตริย์,หัสไชย,ไปกำกับ,ทำวังรับ,เมืองผลึก,ตึกฝาเฝือง,ล้วนก่ออิฐ,ปิดทอง,ดูรองเรือง,มุงกระเบื้อง,โบกปูน,ทั้งพูนดิน
ครั้นจะอยู่,สู้ดื้อ,ด้วยถือสัตย์,สุดจะขัด,บิตุรงค์,พระวงศา,วิบากกรรม,จำหนี,พระพี่ยา,นางตรึกตรา,เตรียมการ,มานานครัน,คิดความลับ,กับกะเทย,ที่เคยใช้,ชื่อมาลัย,มาลาปัญ,ญาขยัน,อยู่ในวัง,ทั้งสอง,พี่น้องกัน,เลี้ยงเป็นชั้น,คนสนิท,ช่วยคิดการ
คิดความลับ,กับกะเทย,ที่เคยใช้,ชื่อมาลัย,มาลาปัญ,ญาขยัน,อยู่ในวัง,ทั้งสอง,พี่น้องกัน,เลี้ยงเป็นชั้น,คนสนิท,ช่วยคิดการ,ให้ลอบทำ,สำเภา,ยาวเก้าเส้น,สำหรับเล่น,ทะเลลึก,ฝึกทหาร,เลือกล้าต้า,ต้นหน,พวกคนงาน,ล้วนชำนาญ,นาวาใน,สาชล
ให้ลอบทำ,สำเภา,ยาวเก้าเส้น,สำหรับเล่น,ทะเลลึก,ฝึกทหาร,เลือกล้าต้า,ต้นหน,พวกคนงาน,ล้วนชำนาญ,นาวาใน,สาชล,พวกนารี,ที่เป็นข้า,ทั้งห้าร้อย,เคยใช้สอย,การศึก,ได้ฝึกฝน,จะไปด้วย,ช่วยเจ้า,เมื่อคราวจน,ทั้งพวกพล,ขอเฝ้า,ตามเจ้านาย
พวกนารี,ที่เป็นข้า,ทั้งห้าร้อย,เคยใช้สอย,การศึก,ได้ฝึกฝน,จะไปด้วย,ช่วยเจ้า,เมื่อคราวจน,ทั้งพวกพล,ขอเฝ้า,ตามเจ้านาย,ขนข้าวน้ำ,ลำเลียง,เสบียงไพร่,บรรทุกไว้,ในเรือ,นั้นเหลือหลาย,กำหนดนัด,จัดแจง,ไม่แพร่งพราย,ทั้งไพร่นาย,พันร้อย,รอคอยฟัง
ฝ่ายองค์พระ,อภัย,ใช้ใบแล่น,เรือแห่แหน,ซ้ายขวา,ทั้งหน้าหลัง,ทั้งทัพพระ,อนุชา,ดาประดัง,ลำที่นั่ง,สินสมุทร,อยู่สุดท้าย,ได้เดือนหนึ่ง,ถึงพารา,การะเวก,ต้นหนเอก,หยั่งดิ่ง,ให้ทิ้งสาย,ทอดสมอ,รอเคียง,อยู่เรียงราย,เสนานาย,นำข่าว,ทูลท้าวไท
ฝ่ายขุนนาง,ต่างตำแหน่ง,จัดแจงเสร็จ,พระเสด็จ,จรลี,เข้าที่สรง,ครั้นเสร็จสรรพ,กับโอ,รสยศยง,ต่างลงทรง,เรือที่นั่ง,บัลลังก์ทอง,ไปเชิญพระ,อภัย,เจ้าไตรจักร,เรือคู่ชัก,ดั้งกัน,ผันผยอง,ประโคมทั้ง,สังข์แตร,เสียงแซ่ซ้อง,ทั้งฆ้องกลอง,ก้องมา,ถึงธานี
ไปเชิญพระ,อภัย,เจ้าไตรจักร,เรือคู่ชัก,ดั้งกัน,ผันผยอง,ประโคมทั้ง,สังข์แตร,เสียงแซ่ซ้อง,ทั้งฆ้องกลอง,ก้องมา,ถึงธานี,ประทับท่า,หน้าแพ,เกณฑ์แห่แหน,ชุนนางแน่น,แนวทาง,กลางวิถี,เชิญเผ่าพงศ์,วงศ์กษัตริย์,สวัสดี,มาพร้อมที่,ปรางค์มาศ,ปราสาทชัย
ประทับท่า,หน้าแพ,เกณฑ์แห่แหน,ชุนนางแน่น,แนวทาง,กลางวิถี,เชิญเผ่าพงศ์,วงศ์กษัตริย์,สวัสดี,มาพร้อมที่,ปรางค์มาศ,ปราสาทชัย,เชิญนั่งที่,ยี่ภู่,ซึ่งปูลาด,ตรัสประภาษ,พูดจา,อัชฌาสัย,ทั้งเผ่าพงศ์,วงศ์พระสุ,ริโยไทย,บังคมพระ,อภัย,ศรีสุวรรณ
เจ้าพารา,การะเวก,ก็รับสัตย์,โสมนัส,ตรัสชวน,กันสรวลสันต์,ฝ่ายห้ามแหน,แสนสุรางค์,นางกำนัล,ล้วนรู้ชั้น,เชิงฉลาด,ราชการ,เวลาเลี้ยง,เมียงหมอบ,คอยนอบน้อม,เชิญเครื่องพร้อม,ทั้งพระเต้า,ของคาวหวาน,เทียบถวาย,รายองค์,พระวงศ์วาน,นางอยู่งาน,ที่เสวย,ล้วนเคยใช้
