w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
เวลาดึก,นึกถึงถิ่น,ถวิลหวัง,จะมานั่ง,เชยชิด,พิสมัย,จำทูลลา,พ่อตา,พาเมียไป,ยังกรุงไกร,นครา,ไม่ช้าวัน,จึงว่ากับ,พุ่มพวง,ดวงยิหวา,พี่จะพา,น้องไป,ไอศวรรย์,แต่มาอยู่,ในสถาน,ก็นานครัน,จะอภิ,วันท์ท้าวไท,ไปบุรินทร์
ท้าวกุลา,มาลี,ศรีสวัสดิ์,ได้ฟังอรรถ,ยิ้มย่อง,สนองไข,พรุ่งนี้เช้า,จะไปเฝ้า,พระทรงชัย,ทูลลาไป,นคเรศ,นิเวศน์วัง,พอรุ่งแจ้ง,แสงทอง,ส่องอากาศ,ภาณุมาศ,สางสม,อารมณ์หวัง,พระพลิกฟื้น,ตื่นจาก,แท่นบัลลังก์,เสด็จยัง,ไทท้าว,เจ้าพ่อตา
ไปส่งท้าว,เจ้าพารา,ปตาหวี,ให้สมที่,ยศกษัตริย์,อย่าขาดเหลือ,จัดเสบียง,เมืองเรา,ทั้งข้าวเกลือ,ให้เหลือเฟือ,ขนไป,ใส่เภตรา,ตำมะหง,งรับสั่ง,กรุงกษัตริย์,แล้วรีบรัด,จัดแจง,ตกแต่งหา,ฝ่ายท่านท้าว,เจ้านิเวศน์,เกศประชา,เสด็จมา,ปรางค์มาศ,ปราสาทชัย
ตำมะหง,งรับสั่ง,กรุงกษัตริย์,แล้วรีบรัด,จัดแจง,ตกแต่งหา,ฝ่ายท่านท้าว,เจ้านิเวศน์,เกศประชา,เสด็จมา,ปรางค์มาศ,ปราสาทชัย,ท้าวกุลา,พาอนงค์,ตรงไปหา,คำนับอา,จารย์แจ้ง,แถลงไข,ที่สำนัก,พระอาจารย์,อันชาญชัย,แล้วพิไร,อำลา,ด้วยอาวรณ์
ท้าวกุลา,พาอนงค์,ตรงไปหา,คำนับอา,จารย์แจ้ง,แถลงไข,ที่สำนัก,พระอาจารย์,อันชาญชัย,แล้วพิไร,อำลา,ด้วยอาวรณ์,เชิญใต้เท้า,ไปพารา,ปตาหวี,ให้เปรมปรีดิ์,ภิญโญ,สโมสร,บาทหลวงว่า,รับแก่เขา,เจ้านคร,ต้องอยู่สอน,วิทยา,แลอาคม
เชิญใต้เท้า,ไปพารา,ปตาหวี,ให้เปรมปรีดิ์,ภิญโญ,สโมสร,บาทหลวงว่า,รับแก่เขา,เจ้านคร,ต้องอยู่สอน,วิทยา,แลอาคม,ให้เขารู้,แล้วกูจึง,จะกลับ,เสียงแรงรับ,คำเขาไว้,ให้ได้สม,เองไปก่อน,กูเถิดหวา,อย่าปรารมภ์,ไปสะสม,พวกทหาร,การโยธา
ท้าวกุลา,มาลี,ศรีสวัสดิ์,ประสานหัตถ์,แล้วประนม,ก้มเกศา,บาทหลวงเฒ่า,เข้าใจ,ในตำรา,แกสั่งว่า,รีบร้อน,อย่านอนใจ,ถิ่นประเทศ,เขตนี้,พวกปีศาจ,มันร้ายกาจ,หลายอย่าง,ต่างนิสัย,แม้นฝนตก,ลงมา,แล้วอย่าไป,หาฟืนไฟ,จุดให้รอบ,ตามขอบเรือ
ถิ่นประเทศ,เขตนี้,พวกปีศาจ,มันร้ายกาจ,หลายอย่าง,ต่างนิสัย,แม้นฝนตก,ลงมา,แล้วอย่าไป,หาฟืนไฟ,จุดให้รอบ,ตามขอบเรือ,มันไม่ชอบ,สตรี,พวกผีดิบ,เห็นเกาะลิบ,แล่นไปเสีย,ฝ่ายเหนือ,เผาขนไก่,ให้สว่าง,ในกลางเรือ,ข้าวสารเกลือ,เทใส่,ลงในเตา
มันไม่ชอบ,สตรี,พวกผีดิบ,เห็นเกาะลิบ,แล่นไปเสีย,ฝ่ายเหนือ,เผาขนไก่,ให้สว่าง,ในกลางเรือ,ข้าวสารเกลือ,เทใส่,ลงในเตา,อย่าไว้ใจ,ในตำรา,เขาว่ากล่าว,เป็นเรื่องราว,ว่ามันตาย,เพราะไฟเผา,ถ้าแม้นเห็น,แสงอัคคี,ที่สำเภา,ไม่อาจเข้า,กลัวเพลิง,อันเริงแรง
อย่าไว้ใจ,ในตำรา,เขาว่ากล่าว,เป็นเรื่องราว,ว่ามันตาย,เพราะไฟเผา,ถ้าแม้นเห็น,แสงอัคคี,ที่สำเภา,ไม่อาจเข้า,กลัวเพลิง,อันเริงแรง,แล้วแกส่ง,แผนที่,คลี่ให้อ่าน,ของบุราณ,มีไว้สิ้น,อย่ากินแหนง,ถ้าแม้นใคร,ไม่สันทัด,ฉวยพลัดแพลง,ตายที่แก่ง,เกาะขวาง,กลางทะเล
