w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายพระจอม,ภพไกร,ยังไม่หวัง,จึ่งตรัสสั่ง,สามนต์,คนทั้งหลาย,ให้ไปหา,มดท้าว,ลงเจ้านาย,จะได้ทาย,ให้ตระหนัก,ประจักษ์ความ,เสนารับ,อภิวาท,จอมกษัตริย์,ต่างเดินลัด,เลี้ยวไป,เที่ยวไต่ถาม,หาอีเฒ่า,เจ้ามารยา,พวกบ้ากาม,จะได้ถาม,เรื่องราว,ให้เข้าใจ
จะกล่าวสาม,กำปั่น,ที่พรายพลัด,ระลอกซัด,ไปตาม,สายน้ำไหล,สิบสามวัน,ถึงนิเวศน์,เขตกรุงไกร,สุลาลัย,เมืองด่าน,ชานบุรินทร์,แวะเข้าซื้อ,ข้าวปลา,กระยาหาร,ที่ชาวบ้าน,ริมท่า,ชลาสินธุ์,พอเบียดเบี่ยง,เลี้ยงดู,สู่กันกิน,ออกจากถิ่น,สุลาลัย,ใช้ใบมา
แวะเข้าซื้อ,ข้าวปลา,กระยาหาร,ที่ชาวบ้าน,ริมท่า,ชลาสินธุ์,พอเบียดเบี่ยง,เลี้ยงดู,สู่กันกิน,ออกจากถิ่น,สุลาลัย,ใช้ใบมา,เที่ยวแวะตาม,เกาะแก่ง,ทุกแห่งหน,ขึ้นไปค้น,ทุกตำแหน่ง,แสวงหา,ไม่ได้ข่าว,เจ้านาย,หลายทิวา,ก็แล่นมา,ตามทาง,กลางนที
เที่ยวแวะตาม,เกาะแก่ง,ทุกแห่งหน,ขึ้นไปค้น,ทุกตำแหน่ง,แสวงหา,ไม่ได้ข่าว,เจ้านาย,หลายทิวา,ก็แล่นมา,ตามทาง,กลางนที,พอแลเห็น,เกาะใหญ่,อยู่ในน้ำ,จวนจะค่ำ,ดูแดง,เป็นแสงสี,ดอกไม้เพลิง,ส่องสว่าง,กลางคิรี,เสียงดนตรี,อื้ออึง,คะนึงใน
พอแลเห็น,เกาะใหญ่,อยู่ในน้ำ,จวนจะค่ำ,ดูแดง,เป็นแสงสี,ดอกไม้เพลิง,ส่องสว่าง,กลางคิรี,เสียงดนตรี,อื้ออึง,คะนึงใน,ลมก็เงียบ,เรียบคลื่น,พื้นสมุทร,จะแล่นรุด,รีบไป,ก็ไม่ไหว,ต้องรอรา,หน้าหาด,ประหลาดใจ,เหมือนคน,ฉุดยุดไว้,ทั้งสามลำ
แล้วแลเห็น,เป็นรูป,เทพารักษ์,ถือตรีจักร,รัศมี,เป็นสีขาว,ทั้งกาหล,ดนตรี,เสียงตีกราว,พวกคนเหล่า,นั้นขึงตะ,ลึงตะไล,แต่เสนี,ที่เป็นนาย,เรือกำปั่น,ดูเชิงชั้น,มั่นคง,ไม่สงสัย,เห็นจะเป็น,เทวา,สุลาลัย,อยู่ที่ใน,เกาะขวาง,กลางนที
ฝ่ายเทพา,อารักษ์,ลักษมี,ยกหัตถ์ชี้,บอกให้,ดั่งไต่ถาม,รีบไปทาง,ทิศใต้,จะได้ความ,ไปอีกสาม,วันจะพบ,ประสบกัน,อย่ารอรา,ช้าอยู่,ในที่นี่,ภัยจะมี,พวกยักษ์,มักกะสัน,มันกินคน,หลงมาเสีย,กว่าพัน,รีบผายผัน,ไปให้พ้น,ตามหนทาง
จะกล่าวข้าง,กำปั่น,สุวรรณหงส์,ใช้ใบตรง,ออกชะวาก,จากสิงขร,พอรุ่งราง,สว่างสี,รวีวร,ก็รีบจร,ลมจัด,สนัดใบ,ข้ามละเมาะ,เกาะแก่ง,ทุกแห่งหน,ทั้งผู้คน,ยินดี,จะมีไหน,ต่างแล่นล่อง,มาในท้อง,สมุทรไท,กำหนดได้,เจ็ดวัน,ดั่งสัญญา
ข้ามละเมาะ,เกาะแก่ง,ทุกแห่งหน,ทั้งผู้คน,ยินดี,จะมีไหน,ต่างแล่นล่อง,มาในท้อง,สมุทรไท,กำหนดได้,เจ็ดวัน,ดั่งสัญญา,พอพบลำ,กำปั่น,มาทันเข้า,แถลงเล่า,เรื่องความ,ที่ตามหา,ได้ประสบ,พบเพราะ,เทวดา,ท่านชี้มา,ตามห้อง,ท้องนที
ฝ่ายพระหน่อ,ภัทวงศ์,พงศ์กษัตริย์,โทมนัส,มาในทาง,หว่างวิถี,พอโพล้เพล้,เวลา,ในราตรี,พระภูมี,สถิตนั่ง,บัลลังก์ทอง,เผยพระแกล,แลดู,จันทร์กระจ่าง,ช่วงสว่าง,แจ่มศรี,ไม่มีหมอง,คะนึงนุช,สุดขืน,อารมณ์ปอง,พระทัยหมอง,หมางซ้ำ,ระกำตรม
