w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
เชิญลงลำ,กำปั่น,สุวรรณหงส์,เป็นลำทรง,ราชสาร,ไปขานไข,พอลมดี,คลี่คลาย,ขยายใบ,แล่นไปใน,แถวทาง,กลางทะเล,ระลอกคลื่น,ครื้นครึก,เสียงกึกก้อง,กระทบท้อง,กำปั่น,ให้หันเห,นายท้ายบ่าย,หัวทิศา,อาคเนย์,ข้ามทะเล,ลอยแล่น,แสนสำราญ
ในสารทรง,องค์อภัย,มณีนาถ,บรมบาท,บพิตร,อดิศร,มาถึงพระ,อนุชา,สถาวร,เจริญพร,พูนสวัสดิ์,ปถพี,ด้วยเยี่ยงอย่าง,ปางก่อน,บวรนาถ,เสวยราชย์,ร่วมรัก,เป็นศักดิ์ศรี,ย่อมสู่ขอ,หน่อนาถ,ราชบุตรี,ตั้งพิธี,ทำงาน,การวิวาห์
พระทรงฟัง,สั่งทูต,ให้หยุดพัก,ตึกตำหนัก,นอกประตู,บูรีศรี,แล้วหยิบ,สารลานทอง,กล่องมณี,จรลี,ไปประณต,ท้าวทศวงศ์,ถวายสาร,อ่านจบ,แล้วนบนอบ,ท้าวเธอชอบ,ชื่นอารมณ์,สมประสงค์,ว่าควรแล้ว,พี่น้อง,ทั้งสององค์,จะดำรง,ร่วมคู่,ตามบุราณ
ถวายสาร,อ่านจบ,แล้วนบนอบ,ท้าวเธอชอบ,ชื่นอารมณ์,สมประสงค์,ว่าควรแล้ว,พี่น้อง,ทั้งสององค์,จะดำรง,ร่วมคู่,ตามบุราณ,มเหสี,ดีใจ,ดังได้แก้ว,เป็นรู้แล้ว,พ้นทุกข์,ทั้งลูกหลาน,แล้วสั่งเหล่า,สาวสรรค์,พนักงาน,ตระเตรียมการ,ไว้เสียเจียว,ประเดี๋ยวนี้
ศรีสุวรรณ,ทูลลา,ออกมาสั่ง,ให้ตอบทั้ง,บรรณาการ,ตอบสารศรี,ทั้งข้าวเกลือ,เสื้อผ้า,บรรดามี,ประทานสี่,ทูตถือ,หนังสือมา,ทูตคำนับ,รับสาร,ก้มกรานกราบ,ต่างได้ลาภ,ทั่วกัน,ก็หรรษา,ลงเรือใช้,ใบขึง,ตะบึงมา,ไปกรุงกา,ระเวกถึง,ทางครึ่งเดือน
ทูตคำนับ,รับสาร,ก้มกรานกราบ,ต่างได้ลาภ,ทั่วกัน,ก็หรรษา,ลงเรือใช้,ใบขึง,ตะบึงมา,ไปกรุงกา,ระเวกถึง,ทางครึ่งเดือน,ประทับทอด,จอดท่า,ขึ้นหาล่าม,ต่างแจ้งความ,ดีใจใคร,จะเหมือน,บ้างทักถาม,ตามธรรมเนียม,มาเยี่ยมเยือน,เคยเป็นเพื่อน,กันเมื่อครั้ง,รบลังกา
ในลักษณ์อัก,ษรสาร,ศรีสวัสดิ์,ปิ่นกษัตริย์,ทรงเดช,พระเชษฐา,เจริญราช,ไมตรี,ด้วยปรีดา,มาถึงพระ,อนุชา,ให้ถาวร,เป็นปิ่นปัก,นัครา,การะเวก,อดิเรก,เรืองฤทธิ์,อดิศร,พระทรงธรรม์,กรุณา,สุดสาคร,เหมือนบิ,ดรเลี้ยงดู,ให้อยู่เย็น
เป็นปิ่นปัก,นัครา,การะเวก,อดิเรก,เรืองฤทธิ์,อดิศร,พระทรงธรรม์,กรุณา,สุดสาคร,เหมือนบิ,ดรเลี้ยงดู,ให้อยู่เย็น,ทั้งนงเยาว์,เสาวคนธ์,คุมพลรบ,ไปสมทบ,ช่วยทุกข์,เมื่อยุคเข็ญ,เหมือนหนึ่ง,ญาติมาดหมาย,ไม่วายเว้น,ขอไว้เป็น,ธิดา,ด้วยอาลัย
อภิเษก,สินสมุทร,กับบุตรน้อง,เป็นคู่ครอง,นคเรศ,แทนเชษฐา,แล้วเผ่าพงศ์,วงศ์กษัตริย์,ขัตติยา,จึงจะมา,เมืองพระน้อง,ครองไมตรี,จนตราบสิ้น,ดินฟ้า,สุทธาวาส,ดำรงราชย์,ร่วมบำรุง,ซึ่งกรุงศรี,ได้ดับเข็ญ,เช่นฉัตรชาว,ปถพี,จะเป็นที่,พึ่งจบ,ทั้งภพไตร
ฝ่ายเสนี,สี่ทูต,พูดฉลาด,อภิวาท,ทูลความ,ตามประสงค์,พระเดชา,อานุภาพ,ปราบณรงค์,เสมอองค์,อวตาร,ผลาญไพริน,ให้ราบเรียบ,เงียบสงบ,ที่รบพุ่ง,ทรงบำรุง,ศาสนา,รักษาศิล,เสนาใน,ไพร่ฟ้า,ข้าแผ่นดิน,ได้ทำกิน,ค้าขาย,สบายใจ
