w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายทหาร,พลเรือน,ได้เลื่อนที่,เจียดกระบี่,ยศศักดิ์,เครื่องปักขาว,เงินภาษี,ปีละแสน,ทั้งแดนดาว,ให้ยกคราว,เมื่อศึกมา,ถึงธานี,ถึงโยธา,การะเวก,เมืองรมจักร,ได้เงินทอง,ของรัก,เป็นศักดิ์ศรี,พลทมิฬ,สินสมุทร,ฝีมือดี,ได้ของที่,ต้องใจ,ทั้งไพร่นาย
แม้นแล้งลง,คงจะมา,ไม่ช้านัก,ให้ทรงศักดิ์,ทราบกระแส,คิดแก้ไข,พระฟังข่าว,ผ่าวร้อน,ถอนฤทัย,นึกสงสัย,ไต่ถาม,พราหมณ์พฤฒา,เมืองทมิฬ,ถิ่นประเทศ,ทุกเขตแคว้น,ในภูมิแผน,ที่มี,กี่ภาษา,ได้ฟังถาม,พราหมณ์เฒ่า,เจ้าตำรา,จึงวันทา,ทูลความ,ตามโบราณ
เมืองทมิฬ,ถิ่นประเทศ,ทุกเขตแคว้น,ในภูมิแผน,ที่มี,กี่ภาษา,ได้ฟังถาม,พราหมณ์เฒ่า,เจ้าตำรา,จึงวันทา,ทูลความ,ตามโบราณ,อันวิสัย,ไตรเพท,ประเทศถิ่น,บูรพ์ทักษิณ,ปัจจิมทิศ,และอิสาน,แผ่นดินงอก,ออกทุกวัน,เป็นสันดาน,เขาสร้างบ้าน,สร้างเมือง,เนื่องกันไป
จะขัดขวาง,อย่างไร,ก็ไม่ชอบ,ด้วยเธอมอบ,รักใคร่,มาใหญ่หลวง,มิให้ไป,ไพร่พล,คนทั้งปวง,จะลามล่วง,ติโทษ,ว่าโหดไร้,จึงจำส่ง,องค์เจ้า,เพราะเท่านั้น,โอ้มิ่งขวัญ,พ่ออย่าหมอง,จงผ่องใส,พลางสวมสอด,กอดโอรส,ระทดใจ,สะอื้นให้,อยู่บนที่,ศรีไสยา
สุดสาคร,อ่อนองค์ลง,อภิวาท,จับพระบาท,ภูวไนย,ใส่เกศา,พระปิ่นเกล้า,เจ้าประคุณ,กรุณา,มิใช่ว่า,ลูกนี้,จะลืมคุณ,แต่พ่อเลี้ยง,เที่ยงธรรม์,ได้พันผูก,เหมือนพ่อ,ลูกล้นเหลือ,ที่เกื้อหนุน,อันหนึ่งน้อง,สองรา,ก็การุญ,ได้ทำบุญ,ร่วมกัน,มามั่นคง
พระอภัย,ได้สดับ,ก็รับขวัญ,เห็นกตัญ,ญูจิต,คิดถวิล,ยิ่งรำพึง,ถึงมัจฉา,ยุพาพิน,มิรู้สิ้น,รักใคร่,อาลัยลาน,แล้วจึงว่า,ถ้าแม้พบ,กับแม่เจ้า,จงบอกเล่า,ว่าพ่อคิด,พิษฐาน,ไปชาติหน้า,ขอให้พบ,ยุพาพาล,กับประการ,หนึ่งนั้น,ทุกวันนี้
แล้วจึงว่า,ถ้าแม้พบ,กับแม่เจ้า,จงบอกเล่า,ว่าพ่อคิด,พิษฐาน,ไปชาติหน้า,ขอให้พบ,ยุพาพาล,กับประการ,หนึ่งนั้น,ทุกวันนี้,แม้นมิตาย,หมายใจ,จะได้พบ,ไม่ล้างลบ,ลืมมัจฉา,มารศรี,สั่งโอรส,พจนา,ในราตรี,จนรวี,วรรณสว่าง,สำอางองค์
แม้นมิตาย,หมายใจ,จะได้พบ,ไม่ล้างลบ,ลืมมัจฉา,มารศรี,สั่งโอรส,พจนา,ในราตรี,จนรวี,วรรณสว่าง,สำอางองค์,แล้วจัดเครื่อง,เรืองระยับ,ประดับเพชร,มงกุฎเก็จ,เกี้ยวกระหนก,วิหคหงส์,ทั้งภูษา,ค่าเมือง,เครื่องณรงค์,ประทานองค์,พระพี่น้อง,สองกุมาร
แล้วจัดเครื่อง,เรืองระยับ,ประดับเพชร,มงกุฎเก็จ,เกี้ยวกระหนก,วิหคหงส์,ทั้งภูษา,ค่าเมือง,เครื่องณรงค์,ประทานองค์,พระพี่น้อง,สองกุมาร,แล้วโลมลูบ,จูบพักตร์รัก,เหมือนบุตร,ล้วนแสนสุด,ซื่อตรง,น่าสงสาร,เมื่อเติบใหญ่,ไหนก็คง,เป็นวงศ์วาน,กอดกุมาร,รับขวัญ,กลั้นโศกา
แล้วคลานเข้า,เฝ้าอาขอ,ลากลับ,พระอารับ,ขวัญจูบ,โลมลูบหลาน,ธำมรงค์,วงละแสน,แหวนโบราณ,ถอนประทาน,ให้ทั้งสาม,ตามอาลัย,แล้วคลานมา,หาสิน,สมุทรพี่,อัญชลี,อำลา,น้ำตาไหล,สินสมุทร,สุดสวาท,เพียงขาดใจ,จึงว่าพี่,นี้อะไร,ก็ไม่มี
แล้วคลานมา,หาสิน,สมุทรพี่,อัญชลี,อำลา,น้ำตาไหล,สินสมุทร,สุดสวาท,เพียงขาดใจ,จึงว่าพี่,นี้อะไร,ก็ไม่มี,แต่จะผูก,ลูกสิงโต,สองตัวนั้น,ช่วยทำขวัญ,ให้พระน้อง,ทั้งสองศรี,มันหนังเหนียว,เขี้ยวทองแดง,เรี่ยวแรงดี,จะได้ขี่,เข้าณรงค์,ทำสงคราม
แต่จะผูก,ลูกสิงโต,สองตัวนั้น,ช่วยทำขวัญ,ให้พระน้อง,ทั้งสองศรี,มันหนังเหนียว,เขี้ยวทองแดง,เรี่ยวแรงดี,จะได้ขี่,เข้าณรงค์,ทำสงคราม,สุดสาคร,สอนให้น้อง,สองคำนับ,เคารพรับ,เรียบราบ,ไม่หยาบหยาม,จะครวญคร่ำ,ร่ำว่า,จะช้าความ,ครั้นเสร็จสาม,กุมารา,ก็คลาไคล
สุดสาคร,สอนให้น้อง,สองคำนับ,เคารพรับ,เรียบราบ,ไม่หยาบหยาม,จะครวญคร่ำ,ร่ำว่า,จะช้าความ,ครั้นเสร็จสาม,กุมารา,ก็คลาไคล,มาลงลำ,กำปั่น,สุวรรณมาศ,ออกเกลื่อนกลาด,ตามมหา,ชลาไหล,พอลมดี,คลี่สาย,ระบายใบ,แล่นไปใน,แดนน้ำ,ทุกค่ำคืน
พราหมณ์วิเชียร,เรียนรู้,ธนูแม่น,คุมเรือแล่น,เรียงหลีก,เป็นปีกขวา,ข้างปีกซ้าย,ฝ่ายพราหมณ์,นามโมรา,คุมโยธา,เสียดข้าม,ไปตามทาง,เจ้าสานน,มนต์ขลัง,อยู่รั้งท้าย,เรียกพระพาย,ผาดพัด,ไม่ขัดขวาง,ได้ลมคล่อง,ล่องน้ำ,ออกท่ามกลาง,ไปตามทาง,ถึงสิบห้า,ทิวาวัน
ฝ่ายฝรั่ง,ลังกา,รักษาด่าน,สังเกตการ,กองทัพ,เห็นขับขัน,จึงรีบใช้,ใบกลับ,มาฉับพลัน,แล้วพากัน,ขึ้นไปเฝ้า,ทูลเจ้านาย,เห็นเรือเหล่า,ชาวผลึก,มาคึกคัก,มีธงปัก,หน้าเรือ,ดูเหลือหลาย,ยังแลหลาม,ข้ามเคียง,มาเรียงราย,ตะวันบ่าย,เห็นจะมา,ถึงหน้าเมือง
ฝ่ายลูกสาว,เจ้าลังกา,วัณฬาน้อย,นางเศร้าสร้อย,ซูบศรี,ฉวีเหลือง,แต่เสียท้าว,เจ้าละมาน,รำคาญเคือง,ทั้งเสียเมือง,อื่นซ้ำ,ระยำยับ,ใครยกไป,ไพรี,ก็ตีแตก,ช่างเหลวแหลก,หลายหมื่นไม่,คืนกลับ,สิบเก้าเมือง,เปลื้องปลด,กำหนดนับ,เดี๋ยวนี้ทัพ,ข้ามมา,ถึงธานี
ใครยกไป,ไพรี,ก็ตีแตก,ช่างเหลวแหลก,หลายหมื่นไม่,คืนกลับ,สิบเก้าเมือง,เปลื้องปลด,กำหนดนับ,เดี๋ยวนี้ทัพ,ข้ามมา,ถึงธานี,อันไพร่นาย,ฝ่ายเขา,ชาวผลึก,ชำนาญศึก,สามารถ,ดังราชสีห์,เราชิงชัย,ไม่สันทัด,เป็นสตรี,จะต่อตี,ต้านทาน,ประการใด
อันไพร่นาย,ฝ่ายเขา,ชาวผลึก,ชำนาญศึก,สามารถ,ดังราชสีห์,เราชิงชัย,ไม่สันทัด,เป็นสตรี,จะต่อตี,ต้านทาน,ประการใด,แล้วนิ่งนึก,ตรึกตรอง,ว่าสองทัพ,จะรบรับ,หรือว่าจิต,คิดไฉน,มาหึงหวง,หน่วงนาน,รำคาญใจ,จะยุให้,สององค์,ออกสงคราม
แล้วนิ่งนึก,ตรึกตรอง,ว่าสองทัพ,จะรบรับ,หรือว่าจิต,คิดไฉน,มาหึงหวง,หน่วงนาน,รำคาญใจ,จะยุให้,สององค์,ออกสงคราม,ดำริพลาง,นางสั่ง,ฝรั่งเศส,กับแขกเทศ,พวกระเด่น,ที่เป็นล่าม,ไปทูลสอง,กองทัพ,ให้ทราบความ,ว่าศึกข้าม,ฟากมา,ถึงธานี
ดำริพลาง,นางสั่ง,ฝรั่งเศส,กับแขกเทศ,พวกระเด่น,ที่เป็นล่าม,ไปทูลสอง,กองทัพ,ให้ทราบความ,ว่าศึกข้าม,ฟากมา,ถึงธานี,จะเอ็นดู,อยู่ด้วย,ช่วยกันรบ,หรือจะหลบ,หลีกไฉน,ก็ให้หนี,เราจะได้,ให้ทหาร,ออกต้านตี,อยู่ที่นี่,ก็จะพลอย,ยับย่อยไป
จะเอ็นดู,อยู่ด้วย,ช่วยกันรบ,หรือจะหลบ,หลีกไฉน,ก็ให้หนี,เราจะได้,ให้ทหาร,ออกต้านตี,อยู่ที่นี่,ก็จะพลอย,ยับย่อยไป,แขกฝรั่ง,ฟังนาง,ต่างคำนับ,มากองทัพ,ที่ริมท่า,ชลาไหล,ทูลฉลอง,สองโอ,รสยศไกร,เหมือนทราม,วัยว่ามา,สารพัน
แน่อำมาตย์,ชาติเรา,เหล่าระเด่น,ถึงป่นเป็น,ภัศม์ธุลี,ไม่หนีหาย,นี่หากเคราะห์,เพราะมาพ้อง,กันสองราย,หาไม่นาย,เสร็จการ,แล้วป่านนี้,จะเข้าไป,ในวัง,ฟังให้แน่,สุดแล้วแต่,พระธิดา,มารศรี,แม้นให้เรา,เข้าหน้า,จะราวี,ให้ไพรี,หายฉิบ,ในพริบตา
ฝ่ายมะ,หุดบุตรท้าว,เจ้าฝรั่ง,เมื่อได้ฟัง,ฝีปาก,เขาถากถาง,ยิ่งเหิมฮึก,นึกมานะ,ไม่ละวาง,ไฉนนาง,ทรงสั่ง,มาดังนี้,จะยกไป,หลายครั้ง,ฝรั่งห้าม,จนศึกข้าม,เขตคุ้ง,มากรุงศรี,จะต่อว่า,ถ้ามิให้,รบไพรี,จะพลอยตี,เมืองลังกา,ให้สาใจ
