w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ส่วนกษัตริย์,หัสไชย,มิได้หยุด,ขับสิงห์รุด,เร่งไพร่,เดินไพรสณฑ์,ออกทุ่งกว้าง,ทางเตียน,ไม่เวียนวน,ถึงสิงหล,ลังกา,ไปหน้าวัง,พบหนุ่มสาว,ชาวผลึก,อยู่ตึกนอก,ถามเขาบอก,เรื่องต้น,จนหนหลัง,หาท้าวนาง,พวกข้างใน,เล่าให้ฟัง,ตามรับสั่ง,สารศรี,ที่มีมา
ส่วนสุวรรณ,มาลี,ศรีสวัสดิ์,เข้ากอดหัส,ไชยชิด,พิศวง,มเหสี,ทรงยศ,ท้าวทศวงศ์,ต่างองค์ทรง,โศกา,ด้วยอาลัย,นางละเวง,เร่งรำภา,ให้หาหมอ,วิ่งสอสอ,เซ็งแซ่,มาแก้ไข,บ้างโบกลม,พรมพร่ำ,น้ำดอกไม้,ค่อยชื่นใจ,ได้อารมณ์,สมประดี
นางละเวง,เร่งรำภา,ให้หาหมอ,วิ่งสอสอ,เซ็งแซ่,มาแก้ไข,บ้างโบกลม,พรมพร่ำ,น้ำดอกไม้,ค่อยชื่นใจ,ได้อารมณ์,สมประดี,ต่างเล่าความ,ตามเรื่อง,ที่เคืองขัด,ให้พระหัส,ไชยอ่าน,เรื่องสารศรี,ในสารา,ว่าพระ,อภัยมณี,จอมโมลี,โลกา,สถาวร
ต่างเล่าความ,ตามเรื่อง,ที่เคืองขัด,ให้พระหัส,ไชยอ่าน,เรื่องสารศรี,ในสารา,ว่าพระ,อภัยมณี,จอมโมลี,โลกา,สถาวร,เมื่อครองวัง,ลังกา,วัณฬาราช,พระวรนาถ,ร่วมสุวรรณ,บรรจถรณ์,ทรงทศธรรม์,กรุณา,ประชากร,ราษฎร,ได้เป็นสุข,ทุกตำบล
แล้วซ้ำเผา,ข้าวปลา,กระยาหาร,ให้เกิดการ,โกลา,ท้องฟ้าเหลือง,ให้ผู้อื่น,หมื่นแสน,ได้แค้นเคือง,จับสามเมือง,มาขัง,ไว้ลังกา,หากพระน้อง,ครองสัตย์,บรรทัดเที่ยง,ไม่รักเลี้ยง,ลูกจระ,เข้เสนหา,จึงเชิญองค์,พงศ์กษัตริย์,ขัตติยา,ไปไว้วัง,ลังกา,พยาบาล
หากพระน้อง,ครองสัตย์,บรรทัดเที่ยง,ไม่รักเลี้ยง,ลูกจระ,เข้เสนหา,จึงเชิญองค์,พงศ์กษัตริย์,ขัตติยา,ไปไว้วัง,ลังกา,พยาบาล,ถึงโทษบุตร,ทุจริต,ทำผิดเหลือ,เป็นหน่อเนื้อ,นวลหง,ก็สงสาร,ช่วยว่ากล่าว,น้าวโน้ม,ประโลมลาน,ให้ลูกหลาน,คิดคง,เป็นพงศ์พันธุ์
สั่งให้หา,พวกฝรั่ง,สิ้นทั้งหลาย,ล้วนหมื่นขุน,มุลนาย,ฝ่ายทหาร,ให้ถือน้ำ,ทำสัตย์,ปฏิญาณ,คุมไพร่พร้อม,ล้อมปราการ,ทวารวัง,พระหัสไชย,ให้สำหรับ,บังคับขาด,ตามประกาศ,กฎหมาย,อยู่ภายหลัง,ใครขัดขวาง,ล้างชีวา,เสียอย่าฟัง,พลางตรัสสั่ง,หัสเกน,เวรศาลา
ครั้นเสร็จสรรพ,จับกระบี่,แล้วลีลาศ,ยุรยาตร,เยื้องย่าง,ดังนางหงส์,เห็นไพร่พร้อม,น้อมประณต,ขึ้นรถทรง,ดำเนินธง,ทัพละหมื่น,เสียงครื้นครึก,ลาลีวัน,นั้นกำกับ,กองทัพหน้า,ยกโยธา,โห่ร้อง,เสียงก้องกึก,ทัพยุพา,คลาเคลื่อนสะ,เทือนสะทึก,ทหารฮึก,โหมแห่,เซ็งแซ่ซ้อง
ทั้งหน้าหลัง,สังข์แตร,เป่าแห่โหม,กลองประโคม,ครื้นป่า,พนาสัณฑ์,ค้างคืนหนึ่ง,ถึงเขา,เจ้าประจัญ,ลาลีวัน,ทัพหน้า,ปัญญาไว,ร้องเรียกคน,บนเชิงเทิน,เนินหอรบ,มานอบนบ,อยู่ตรงหน้า,นางปราศรัย,จงเปิดรับ,ทัพเสด็จ,จะด่วนไป,ช่วยชิงชัย,ให้แผ่นดิน,สิ้นสงคราม
นางลาลี,ชี้หน้า,ด่าอำมาตย์,หัวจะขาด,ญาติเชื้อ,ไม่เหลือหลอ,แค้นลูกเต้า,เมามุ,มึงยุยอ,ให้สู้พ่อ,สู้แม่,ถือแต่ดี,ฝ่ายพระบาท,มาตุรงค์,พระทรงยศ,ถอดโอรส,รับบำรุง,ชาวกรุงศรี,ลูกเมียมึง,ซึ่งอยู่,ในบูรี,โทษจะมี,เพราะมึงขัด,พระอัชฌา
