w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
จะกล่าวถึง,สังฆราช,พระบาทหลวง,แกตีล่วง,ได้สมมาด,ปรารถนา,เข้าตั้งอยู่,เมืองด่าน,ชานชลา,เรือไปมา,เก็บเอา,ทั้งข้าวเกลือ,เป็นเสบียง,เลี้ยงคน,บนกำปั่น,เรือรบนั้น,กักไว้ทั้ง,ใต้เหนือ,พวกไปมา,ค้าขาย,ตายเป็นเบือ,เห็นลำเรือ,น้อยใหญ่,มันไล่เอา
เป็นเสบียง,เลี้ยงคน,บนกำปั่น,เรือรบนั้น,กักไว้ทั้ง,ใต้เหนือ,พวกไปมา,ค้าขาย,ตายเป็นเบือ,เห็นลำเรือ,น้อยใหญ่,มันไล่เอา,ที่หลบลี้,หนีปลอด,รอดได้มั่ง,มันแต่งตั้ง,กันเป็นโจร,คอยปล้นเขา,ทั้งมั่งมี,ดีกว่า,ค้าสำเภา,มันเก็บเอา,มิได้เหลือ,ไว้เจือจาน
พอจบเรื่อง,พระยิ่งเคือง,พระทัยแค้น,คงตอบแทน,ให้สม,อารมณ์หวัง,อย่าตอบโต้,โมหันธ์,ดันทุรัง,อุตส่าห์ตั้ง,มั่นไว้หน่อย,คอยพระอา,แล้วพระองค์,ตรัสถาม,พราหมณ์สุทัต,จะข้องขัด,อย่างไร,ไฉนหนา,เชิญท่านช่วย,จับยาม,ตามตำรา,หรือไม่มา,เป็นอย่างไร,ท่านใคร่ครวญ
แล้วพระองค์,ตรัสถาม,พราหมณ์สุทัต,จะข้องขัด,อย่างไร,ไฉนหนา,เชิญท่านช่วย,จับยาม,ตามตำรา,หรือไม่มา,เป็นอย่างไร,ท่านใคร่ครวญ,พราหมณ์สุทัต,รับสั่ง,ตั้งจิตดี,ตามคัมภีร์,โดยระบอบ,คิดสอบสวน,เห็นเที่ยงแท้,แน่ดัง,ยังคำนวณ,จึงประมวล,ทูลความ,ตามตำรา
พราหมณ์สุทัต,รับสั่ง,ตั้งจิตดี,ตามคัมภีร์,โดยระบอบ,คิดสอบสวน,เห็นเที่ยงแท้,แน่ดัง,ยังคำนวณ,จึงประมวล,ทูลความ,ตามตำรา,ศุกร์เป็นศรี,ดีแท้,ไม่แปรผัน,พุธกับจันทร์,ร่วมราศี,ดีนักหนา,สามกษัตริย์,สุริย์วงศ์,คงจะมา,ไม่เนิ่นช้า,จะได้ข่าว,ในเก้าวัน
จะกล่าวลำ,กำปั่น,ห้ากษัตริย์,แต่แล่นลัด,มาในสาย,กระสินธุ์,พวกกำพล,ทูลความ,ตามระบิล,ข้าทั้งสิ้น,ขอขึ้นเกาะ,จะเสาะไป,นำเอาข่าว,เข้าไปแจ้ง,แสดงอรรถ,พระโปรดนัด,ไปให้แจ้ง,แถลงไข,ฝ่ายพระจอม,สินสมุทร,วุฒิไกร,ให้เรือใช้,ส่งเหล่า,ชาวกำพล
นำเอาข่าว,เข้าไปแจ้ง,แสดงอรรถ,พระโปรดนัด,ไปให้แจ้ง,แถลงไข,ฝ่ายพระจอม,สินสมุทร,วุฒิไกร,ให้เรือใช้,ส่งเหล่า,ชาวกำพล,แล้วนัดวัน,สัญญา,เวลาเสร็จ,ในวันเจ็ด,จะเข้าฝั่ง,สั่งพหล,ฝ่ายพวกเหล่า,ชาวเมือง,เพชรกำพล,พากันด้น,ไปตามเขา,เข้านคร
แล้วนัดวัน,สัญญา,เวลาเสร็จ,ในวันเจ็ด,จะเข้าฝั่ง,สั่งพหล,ฝ่ายพวกเหล่า,ชาวเมือง,เพชรกำพล,พากันด้น,ไปตามเขา,เข้านคร,ล้อมไปยัง,หลังค่าย,ดั่งใจหวัง,ไปรอรั้ง,เฝ้าบพิตร,อดิศร,ทูลแถลง,แจ้งความ,สามนคร,พระภูธร,ยกมา,ห้าพระองค์
ทัพผลึก,จอมนรินทร์,สินสมุทร,กับพระสุด,สาคร,รีบผ่อนผัน,ยกพหล,พลลังกา,สิบห้าพัน,แต่งกำปั่น,รบมา,ช่วยราวี,มายับยั้ง,ตั้งราย,อยู่ชายเขา,สั่งข้าเจ้า,มาประณต,บทศรี,อีกเจ็ดวัน,จะยกมา,เข้าราวี,ในบุรี,ทัพบก,เร่งยกไป
เชิญท่านครู,ผู้เป็นปราชญ์,ฉลาดเวท,การวิเศษ,ในตำหรับ,เคยนับถือ,จงจัดแจง,การวิชา,ไปหารือ,เห็นสุดมือ,ที่จะใช้,คนไปมา,พฤฒาเฒ่า,น้อมคำนับ,ตามรับสั่ง,แล้วถอยหลัง,ไปถึงศาล,อ่านคาถา,เขียนหนังสือ,แล้วก็พับ,ประทับตรา,อ่านคาถา,ให้เป็นนก,วิหคบิน
พฤฒาเฒ่า,น้อมคำนับ,ตามรับสั่ง,แล้วถอยหลัง,ไปถึงศาล,อ่านคาถา,เขียนหนังสือ,แล้วก็พับ,ประทับตรา,อ่านคาถา,ให้เป็นนก,วิหคบิน,ปล่อยไปลำ,กำปั่น,สุวรรณหงส์,ปักษาตรง,ไประหว่าง,ทางทักษิณ,ถึงกำปั่น,ลำทรง,เรือหงส์บิน,สกุณิ,นร้องดัง,ก้องกังวาน
อีกเจ็ดวัน,เชิญพระองค์,ดำรงภพ,ตีตลบ,ข้างมหา,ชลาไหล,หม่อมฉันจึง,จะยก,ทัพบกไป,ออกชิงชัย,รับรอง,ในสองยาม,พอจบสาร,พระผู้,ผ่านรมจักร,เป็นปิ่นปัก,โลกาภา,ษาสยาม,ให้ตระเตรียม,จัตุรงค์,จะสงคราม,โดยที่ตาม,ในจังหวัด,เขานัดการ
จะกล่าวฝ่าย,สังฆราช,พระบาทหลวง,แกอิ่มทรวง,อิ่มใจ,หลายสถาน,นึกนิยม,สมใจ,เห็นได้การ,จะรอนราญ,ทัพทวี,ตีประดัง,เอาให้ได้,ธานี,บุรีรัตน์,จะคิดตัด,เข้าข้างใน,ดั่งใจหวัง,แกจึงเรียก,เสนี,มีกำลัง,เข้ามาสั่ง,ให้เที่ยวดู,สืบรู้ทาง
จะกล่าวฝ่าย,อิศโร,ท้าวโกสัย,จึงจัดให้,พวกพหล,เร่งขนของ,เครื่องเสบียง,เลี้ยงดู,ทุกหมู่กอง,ทั้งข้าวของ,จัดให้,ลงไปพลัน,บรรทุกเกวียน,ขนไป,ให้กองทัพ,ผู้กำกับ,จัดแจง,คนแข็งขัน,ถืออาวุธ,ยุทธนา,สารพัน,ขุนนางนั้น,ขี่ม้า,นำหน้าพล
บรรทุกเกวียน,ขนไป,ให้กองทัพ,ผู้กำกับ,จัดแจง,คนแข็งขัน,ถืออาวุธ,ยุทธนา,สารพัน,ขุนนางนั้น,ขี่ม้า,นำหน้าพล,ออกจากเมือง,รีบไป,มิได้หยุด,ให้เร่งรุด,พร้อมพรั่ง,ทั้งพหล,ออกทุ่งกว้าง,กลางย่าน,พ้นบ้านคน,เป็นไพรสณฑ์,ป่าไม่,ริมชายดง
คิดว่าพวก,โยธา,มาแต่ด่าน,พลางเรียกขาน,ถามความ,ตามประสงค์,มันไม่พูด,ว่ากระไร,เที่ยวไล่วง,บ้างก็ตรง,เข้าแย่ง,ทั้งแทงฟัน,พวกพหล,วนวิ่ง,ไปข้างหน้า,จนถึงม้า,นายทัพจึ่ง,กลับผัน,รีบตลบ,หลังไป,ก็ไม่ทัน,อ้ายแขกฟัน,ล้มตาย,ลงก่ายกอง
ไปกราบทูล,มูลเหตุ,ท้าวโกสัย,เธอตกใจ,เรียกโยธา,ทั้งหน้าหลัง,พลางขึ้นม้า,รีบออก,ไปนอกวัง,พร้อมสะพรั่ง,เสนา,พลากร,ยกพหล,พลม้า,ดาระดาษ,เสนามาตย์,กับทหาร,ชาญสมร,พลางรีบเร่ง,โยธา,พลากร,บทจร,ขับพระยา,อาชาไนย
ยกพหล,พลม้า,ดาระดาษ,เสนามาตย์,กับทหาร,ชาญสมร,พลางรีบเร่ง,โยธา,พลากร,บทจร,ขับพระยา,อาชาไนย,จุดคบเพลิง,เริงแรง,แสงสว่าง,มาตามทาง,ธงทิว,ปลิวไสว,พลม้า,พลปืน,ถือฟืนไฟ,เร่งกันไป,ตามทุ่ง,พลางมุ่งมอง
จุดคบเพลิง,เริงแรง,แสงสว่าง,มาตามทาง,ธงทิว,ปลิวไสว,พลม้า,พลปืน,ถือฟืนไฟ,เร่งกันไป,ตามทุ่ง,พลางมุ่งมอง,พวกพหล,พลที่แตก,เที่ยวแยกย้าย,เห็นเจ้านาย,เข้าประมูล,ทูลฉลอง,แล้วนำทัพ,กลับไป,ดังใจปอง,ไม่โห่ร้อง,สั่งให้เงียบ,เซียบสำเนียง
จะกล่าวข้าง,แขกชวา,ที่มาปล้น,เข้าไปค้น,กันอยู่มาก,ห้ามปากเสียง,ไม่พูดดัง,ตั้งชุมนุม,คุมเสบียง,เช้าจะเลี่ยง,ลัดป่า,พากันไป,พอเห็นแสง,เพลิงสว่าง,มาทางเก่า,ร้องเรียกเหล่า,พลทั้งหมื่น,ยืนไสว,ถืออาวุธ,หลาวแหลน,ออกแน่นไป,ทั้งนายไพร่,พร้อมพรั่ง,ตั้งกระบวน
พอเห็นแสง,เพลิงสว่าง,มาทางเก่า,ร้องเรียกเหล่า,พลทั้งหมื่น,ยืนไสว,ถืออาวุธ,หลาวแหลน,ออกแน่นไป,ทั้งนายไพร่,พร้อมพรั่ง,ตั้งกระบวน,ลากเอาเกวียน,ใส่เสบียง,เรียงเป็นค่าย,อ้ายนายใหญ่,วิ่งกลม,ดังลมหวน,ออกสกัด,ราวี,ตีกระบวน,ถือง้าวทวน,กริชตรี,ตีประดา
ลากเอาเกวียน,ใส่เสบียง,เรียงเป็นค่าย,อ้ายนายใหญ่,วิ่งกลม,ดังลมหวน,ออกสกัด,ราวี,ตีกระบวน,ถือง้าวทวน,กริชตรี,ตีประดา,ท้าวโกสัย,ไล่พหล,พลทหาร,ออกต่อต้าน,นับหมื่น,ยิงปืนผา,พลเสน่า,หล่าวโล่,โตมรา,ดาษดา,รบรับ,ทั้งทัพชัย
ท้าวโกสัย,ไล่พหล,พลทหาร,ออกต่อต้าน,นับหมื่น,ยิงปืนผา,พลเสน่า,หล่าวโล่,โตมรา,ดาษดา,รบรับ,ทั้งทัพชัย,ยิงปืนผึง,ตึงตัง,ประดังเสียง,ก้องสำเนียง,โกลา,สุธาไหว,ถูกพวกแขก,แตกตาย,กระจายไป,เข้าลุยไล่,แทงฟัน,ประจัญบาน
ยิงปืนผึง,ตึงตัง,ประดังเสียง,ก้องสำเนียง,โกลา,สุธาไหว,ถูกพวกแขก,แตกตาย,กระจายไป,เข้าลุยไล่,แทงฟัน,ประจัญบาน,ท้าวโกสัย,ขับพระยา,ม้าที่นั่ง,ตีประดัง,ชิงชัย,ไล่ทหาร,เข้าโอบอ้อม,ล้อมไว้,เห็นได้การ,สั่งทหาร,รวบรับ,ให้จับเป็น
ฝ่ายเสนี,สี่นาย,ไพร่ทั้งหลาย,ต่างวุ่นวาย,เซ็งแซ่,ต่างแลเห็น,เข้าโอบอ้อม,ล้อมไว้มิ,ให้กระเด็น,จะหนีเร้น,ออกทางไหน,ก็ไม่มี,ถ้าขืนรบ,กับเขา,เราก็น้อย,ครั้นจะถอย,ไม่มีทาง,หว่างวิถี,เราจะคิด,ฉันใด,ไฉนดี,จะพ้นที่,ความตาย,วายชีวา
พวกเสนา,ว่าสุดแท้,แต่นายท่าน,จะผ่อนผัน,ตามชอบ,อัชฌาสัย,สุดแต่รอด,ชีวัน,ไม่บรรลัย,ทั้งนายไพร่,ยินยอม,พร้อมทุกคน,เก็บอาวุธ,สาตรา,เอามามัด,แล้วรีบรัด,พร้อมพรั่ง,ทั้งพหล,ตรงเข้าหา,ท้าวไท,ผู้นายพล,แจ้งยุบล,งอนง้อ,ขอชีวัง
ฝ่ายทรงฤทธิ์,อิศโร,ท้าวโกสัย,เธอถามไต่,ความต้น,แต่หนหลัง,จงให้การ,ทุกสิ่ง,แต่จริงจัง,ใครแต่งตั้ง,ใช้เองมา,คอยราวี,ตัดเสบียง,ปล้นของ,ส่งกองทัพ,จนแตกยับ,วุ่นวาย,กระจายหนี,ให้การไป,เราจะนั่ง,ฟังคดี,สี่เสนี,แจ้งความ,ไปตามตรง
ฝ่ายไทท้าว,แม่ทัพ,สดับอรรถ,จึ่งให้จัด,พวกเสนา,อัชฌาสัย,จำตะโหงก,มันหวา,พาเอาไป,จำไว้ใน,คุกก่อน,จึงผ่อนปรน,แต่ตัวนาย,ที่ประสงค์,ทำกรงใส่,จะเอาไป,รีบรัด,จัดพหล,ท้าวโกสัย,เร่งให้เดิน,ดำเนินพล,รีบไปจน,รุ่งสาง,สว่างตา
แต่ตัวนาย,ที่ประสงค์,ทำกรงใส่,จะเอาไป,รีบรัด,จัดพหล,ท้าวโกสัย,เร่งให้เดิน,ดำเนินพล,รีบไปจน,รุ่งสาง,สว่างตา,พอถึงที่,มังคลา,เธอมาอยู่,บอกให้รู้,ทูลไข,ไวไวหวา,ฝ่ายพระปิ่น,นคเรศ,เกศประชา,เสด็จมา,ต้อนรับ,คำนับพลาง
พอถึงที่,มังคลา,เธอมาอยู่,บอกให้รู้,ทูลไข,ไวไวหวา,ฝ่ายพระปิ่น,นคเรศ,เกศประชา,เสด็จมา,ต้อนรับ,คำนับพลาง,แล้วทูลถาม,ว่าพระองค์,ลงมานี้,ธุระมี,ในจังหวัด,หรือขัดขวาง,ท้าวโกสัย,เล่าแถลง,แสดงพลาง,เอาขุนนาง,แขกที่ใส่,มาในกรง
แล้วทูลถาม,ว่าพระองค์,ลงมานี้,ธุระมี,ในจังหวัด,หรือขัดขวาง,ท้าวโกสัย,เล่าแถลง,แสดงพลาง,เอาขุนนาง,แขกที่ใส่,มาในกรง,ให้พระจอม,มังคลา,นราราช,จะพิฆาต,ตามใน,ใจประสงค์,ป่างประจอม,นครา,นราพงศ์,เสด็จตรง,ไปประทับ,ในพลับพลา
ให้พระจอม,มังคลา,นราราช,จะพิฆาต,ตามใน,ใจประสงค์,ป่างประจอม,นครา,นราพงศ์,เสด็จตรง,ไปประทับ,ในพลับพลา,กับท่านท้าว,โกสัย,ในพระแท่น,ให้เคืองแค้น,ในพระทัย,จึ่งให้หา,พราหมณ์สุทัต,ผู้ประสิทธิ์,วิทยา,มีชงคา,ตรัสเล่า,ให้เข้าใจ
กับท่านท้าว,โกสัย,ในพระแท่น,ให้เคืองแค้น,ในพระทัย,จึ่งให้หา,พราหมณ์สุทัต,ผู้ประสิทธิ์,วิทยา,มีชงคา,ตรัสเล่า,ให้เข้าใจ,ว่าบาทหลวง,คิดอุบาย,ใช้ทหาร,ไปรอนราญ,ตัดทาง,หว่างไศล,ตีเสบียง,ฆ่าคน,สกลไกร,จนท้าวไท,จับส่ง,ใส่กรงพลัน
