w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายบาทหลวง,กลับไป,ให้ระทด,เศร้าสลด,ดังใครเอา,ภูเขาถม,เพราะเมียศิษย์,เจ็บไข้,ใจระบม,ในอารมณ์,แกสิมุ่ง,กรุงลังกา,หมายจะไป,แก้แค้น,คิดแทนทด,ได้ไว้ยศ,แผ่ไป,ในทิศา,มาเกิดเรื่อง,ป่วยไข้,ให้ระอา,อ้ายมังคลา,ไหนจะไป,ให้ไกลเมีย
หมายจะไป,แก้แค้น,คิดแทนทด,ได้ไว้ยศ,แผ่ไป,ในทิศา,มาเกิดเรื่อง,ป่วยไข้,ให้ระอา,อ้ายมังคลา,ไหนจะไป,ให้ไกลเมีย,กำลังหลง,งงงวย,ด้วยอีสาว,เปรียบเหมือนกาว,แน่นหนา,ประดาเสีย,แล้วป่วยไข้,ไหนจะร้าง,จะห่างเมีย,ดูมันเคลีย,คลอกัน,ทุกวันคืน
กำลังหลง,งงงวย,ด้วยอีสาว,เปรียบเหมือนกาว,แน่นหนา,ประดาเสีย,แล้วป่วยไข้,ไหนจะร้าง,จะห่างเมีย,ดูมันเคลีย,คลอกัน,ทุกวันคืน,ทั้งพ่อตา,แม่ยาย,มันให้ยศ,มอบให้หมด,ทั้งพารา,ไม่ฝ่าฝืน,มันปลื้มเปรม,เกษมสันต์,ทุกวันคืน,ไหนจะฟื้น,กลับหลัง,ไปลังกา
ทั้งพ่อตา,แม่ยาย,มันให้ยศ,มอบให้หมด,ทั้งพารา,ไม่ฝ่าฝืน,มันปลื้มเปรม,เกษมสันต์,ทุกวันคืน,ไหนจะฟื้น,กลับหลัง,ไปลังกา,จำจะคิด,ถ่ายเท,ด้วยเล่ห์หลอก,ขู่ตะคอก,เข้าไป,ให้มาหา,จึงจะคิด,ผ่อนผัน,ด้วยปัญญา,ให้เหมือน,ปลาติดลอบ,ค่อยปลอบโยน
ธรรมดา,ค้าขาย,หมายเอามาก,สู้เหนื่อยยาก,หากำไร,มิใช่หรือ,เปรียบเหมือนคน,ขายดี,มีฝีมือ,เอาให้ลือ,ความเพียร,ดั่งเรียนมนต์,แกตรองพลาง,เรียกเสมียน,เขียนอักษร,เป็นการร้อน,โดยความตา,มนุสนธิ์,ด้วยถ้อยคำ,หารือ,รื้อกังวล,ใช้ให้คน,ถือไปแจ้ง,แห่งคดี
แล้วคลี่สาร,อ่านดู,ครูบาทหลวง,สำนวนลวง,แกมาแกล้ง,แถลงไข,เป็นใจความ,ถามซัก,ด้วยหนักใจ,ที่เรื่องไข้,เรื่องเจ็บ,ที่เหน็บชา,ค่อยเสื่อมคลาย,หายแล้ว,หรือยังเจ็บ,หรือเมื่อยเหน็บ,เป็นไฉน,อย่างไรหวา,แม้นค่อยคลาย,หายป่วย,ด้วยโรคา,เร่งออกมา,คิคอ่านกา,รณรงค์
พอจบเรื่อง,เบื้องหลัง,ในหนังสือ,พระยิ่งรื้อ,ทุกข์ร้อน,จนอ่อนหู,ครั้นจะมิ,ออกไป,ได้เป็นครู,ก็จะจู้,จี้ไป,ให้รำคาญ,จึงเรียกนุช,บุษบง,อนงค์นาฏ,มาร่วมอาสน์,เอื้อนสุนทร,ด้วยอ่อนหวาน,พี่จะต้อง,ออกไปหา,พระอาจารย์,ความรำคาญ,ด้วยจะไป,ไกลยุพิน
จึงเรียกนุช,บุษบง,อนงค์นาฏ,มาร่วมอาสน์,เอื้อนสุนทร,ด้วยอ่อนหวาน,พี่จะต้อง,ออกไปหา,พระอาจารย์,ความรำคาญ,ด้วยจะไป,ไกลยุพิน,พี่ออกไป,ไม่ช้าจะ,ลากลับ,พระกำชับ,น้องนุช,สุดถวิล,แล้วจากปรางค์,พระธิดา,ยุพาพิน,แสนถวิล,เทวษหวัง,เป็นกังวล
พระโฉมยง,ลงจาก,ที่นั่งรัตน์,หน่อกษัตริย์,ออกจาก,บุรีศรี,เสด็จไป,ถึงด่าน,ชานบุรี,ขึ้นนั่งที่,ตึกขวาง,กลางนคร,บาทหลวงเห็น,มังคลา,จึงปราศรัย,เมียเจ็บไข้,เบาทรวง,ดวงสมร,หรือว่าค่อย,เหือดหาย,วายอาวรณ์,เองจึงจร,ออกมาได้,ทั้งไพร่นาย
ฝ่ายพระจอม,มังคลาปรี,ชาฉลาด,เล่าให้บาท,หลวงฟัง,ยังไม่หาย,เวลาเย็น,เจ็บไข้,ไม่สบาย,ต้องวุ่นวาย,นั่งระวัง,เป็นกังวล,แต่เจ้าคุณ,ให้หา,ต้องมาก่อน,ว่าการร้อน,จะใคร่แจ้ง,แห่งนุสนธิ์,กลัวจะ,เคืองเรื่องหลัง,เป็นกังวล,ด้วยเป็นคน,บอบบาง,ไม่วางใจ
บาทหลวงว่า,ชะเจ้าคน,ปรนนิบัติ,จะต้องจัด,หยูกยา,หาขนม,ไว้ป้อนเมีย,หนุนหลัง,ระวังลม,มึงนิยม,หม่อมเมีย,จะเสียการ,ไม่คิดเอา,บ้านเมือง,ค่อยเปลื้องปลด,พวกขบถ,วงศ์ญาติ,จึงอาจหาญ,ไม่คิดตัด,ศัตรู,พวกหมู่มาร,ที่ไหนการ,ศาสนา,จะถาวร
ฝ่ายพระมิ่ง,มังคลา,นราราช,ฟังพระบาท,หลวงคิด,ดั่งพิษศร,มาเสียบทรวง,อาตมา,ให้อาวรณ์,ทั้งแสนร้อน,ในอุรา,ให้อาดูร,แกจะพราก,ไปให้จาก,สมรมิตร,ดั่งชีวิต,แทบจะขาด,สวาทสูญ,เสียดายมิตร,คิดขึ้นมา,ให้อาดูร,พระเพิ่มพูน,ร้อนรัก,ให้หนักทรวง
แกจะพราก,ไปให้จาก,สมรมิตร,ดั่งชีวิต,แทบจะขาด,สวาทสูญ,เสียดายมิตร,คิดขึ้นมา,ให้อาดูร,พระเพิ่มพูน,ร้อนรัก,ให้หนักทรวง,จึงวอนว่า,เจ้าประคุณ,การุญรัก,ก็ประจักษ์,แจ้งใจ,เป็นใหญ่หลวง,ขอลาไป,แต่พอไข้,บรรเทาทรวง,ไม่หนักหน่วง,เนิ่นช้า,จะมาพลัน
บาทหลวงเฒ่า,เอาสัญญา,ว่าให้แน่,กูจะแก้,ทุกข์ร้อน,จะผ่อนผัน,จงไปเถิด,กลับมา,ในห้าวัน,กูผ่อนผัน,ให้ไปหา,รักษาเมีย,แม้นช้าไป,กูจะให้,พระเป็นเจ้า,ให้เธอเอา,ไฟนรก,เผาอกเสีย,เพราะมึงละ,ศาสนา,มาหลงเมีย,เฝ้าเคล้าเคลีย,คลึงรส,จนหมดแรง
พระมังคลา,ลาลุก,ออกจากตึก,อนาถนึก,ที่ในจิต,คิดสงสัย,ตั้งแต่แก,ฝึกสอน,แต่ก่อนไร,ดูก็ไม่,เห็นจริง,สักสิ่งเดียว,มีแต่ต้อง,อัปรา,แก่ข้าศึก,ยิ่งตรองตรึก,หมกหมุ่น,ยิ่งฉุนเฉียว,แต่จนใจ,แกเป็นครู,อยู่ผู้เดียว,จะเลี่ยงเลี้ยว,หลีกไป,ก็ไม่ดี
มีแต่ต้อง,อัปรา,แก่ข้าศึก,ยิ่งตรองตรึก,หมกหมุ่น,ยิ่งฉุนเฉียว,แต่จนใจ,แกเป็นครู,อยู่ผู้เดียว,จะเลี่ยงเลี้ยว,หลีกไป,ก็ไม่ดี,มาขึ้นรถ,กลับหลัง,เข้าวังราช,พระหน่อนาถ,ขุ่นข้อง,ให้หมองศรี,พอพลบค่ำ,คล้ำฟ้า,ในราตรี,พระภูมี,เยื้องย่าง,เข้าปรางค์ทอง
ฝ่ายพระจอม,มังคลา,นราราช,แสนสวาท,นุชน้อง,ประคองขวัญ,แถลงเล่า,ความจริง,ทุกสิ่งอัน,พระโศกศัลย์,แสนสลด,ระทดทรวง,อาจารย์เรา,แกแช่ง,ว่าแกล้งบิด,พี่สุดคิด,สุดอาลัย,เป็นใหญ่หลวง,จะจำพราก,จากสมร,ให้ร้อนทรวง,สุดจะหน่วง,เนิ่นนาน,รำคาญจริง
