w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
สงสารองค์,พระอภัย,เมื่อใกล้ค่ำ,ยิ่งร้อนรำ,จวนใจ,ให้ละห้อย,คิดคะนึง,ถึงนาง,เงือกน้ำน้อย,จะจากกลอย,สวาทไป,เสียไกลกัน,นิจจาเอ๋ย,เคยเห็น,อยู่เย็นเช้า,จะแลเปล่า,เปลี่ยวใจ,เมื่อผายผัน,สงสารแก้ว,แววตา,วิลาวัณย์,จะโศกศัลย์,เสียใจ,อาลัยลาน
นิจจาเอ๋ย,เคยเห็น,อยู่เย็นเช้า,จะแลเปล่า,เปลี่ยวใจ,เมื่อผายผัน,สงสารแก้ว,แววตา,วิลาวัณย์,จะโศกศัลย์,เสียใจ,อาลัยลาน,จำจะสั่ง,บังอร,สมรมิ่ง,ครั้นจะนิ่ง,หนีอนงค์,ก็สงสาร,รำพึงพลาง,ทางลา,พระอาจารย์,จากสถาน,เลียบเดินเนิน,คิรินทร์
จำจะสั่ง,บังอร,สมรมิ่ง,ครั้นจะนิ่ง,หนีอนงค์,ก็สงสาร,รำพึงพลาง,ทางลา,พระอาจารย์,จากสถาน,เลียบเดินเนิน,คิรินทร์,ถึงข้างเขา,เสาโคม,ที่โยมเงือก,พระถอดเกือก,ก้าวขึ้นนั่ง,บัลลังก์หิน,เคาะระฆัง,ดังหง่าง,นางได้ยิน,แหวกวาริน,รีบรุด,ผุดขึ้นมา
ถึงข้างเขา,เสาโคม,ที่โยมเงือก,พระถอดเกือก,ก้าวขึ้นนั่ง,บัลลังก์หิน,เคาะระฆัง,ดังหง่าง,นางได้ยิน,แหวกวาริน,รีบรุด,ผุดขึ้นมา,เห็นพระองค์,ทรงโฉม,โสมนัส,ค่อยถดถัด,ขึ้นบนแท่น,ที่แผ่นผา,น้อมคำนับ,อภิวันท์,จำนรรจา,เสด็จมา,มืดค่ำ,ทำอะไร
นางเงือกน้ำ,ซ้ำถาม,ถึงสามครั้ง,ไม่ปิดบัง,บอกแจ้ง,แห่งมัจฉา,เมื่อวานนี้,มีสำเภา,เขาแวะมา,พี่จะลา,โดยสาร,ไปบ้านเมือง,คิดถึงสอง,พระชนก,ที่ปกเกล้า,จะสร้อยเศร้า,ทุกข์ตรอม,จนผอมเหลือง,แม้นไปถึง,ธานี,บุรีเรือง,พอแจ้งเรื่อง,ทุกข์ร้อน,ไม่นอนใจ
ว่าน้องนี้,มีครรภ์,ให้หวั่นหวาด,ไม่มีญาติ,ยามยาก,จากสถาน,เห็นแต่องค์,ทรงธรรม์,เมื่อกันดาร,ไม่สงสาร,ซัดเสีย,ให้เมียม้วย,ถึงอยู่ไป,ไหนเลย,จะผาสุก,ถ้าเฉินฉุก,ฉวยกระไร,ใครจะช่วย,พิไรร่ำ,กำสรด,ระทดระทวย,ดังจะม้วย,มรณา,ด้วยอาลัย
ซึ่งทรงครรภ์,นั้นอย่า,ได้ปรารภ,จงนอบนบ,นับถือ,พระฤๅษี,จะฝากฝัง,สั่งไว้,ด้วยไมตรี,ให้เป็นที่,พึ่งพา,สีกาโยม,อย่าครวญคร่ำ,กำสรด,สลดนัก,วิมลพักตร์,ผิวน้อง,จะหมองโฉม,ถึงตัวไป,ใจเฝ้า,อยู่เล้าโลม,จริงนะโยม,เงือกน้อย,กลอยฤทัย
นางเงือกน้อย,สร้อยเศร้าให้,เหงาหงิม,น้ำตาปริ่ม,เปี่ยมตา,มารศรี,สะอื้นอ้อน,วอนว่า,กับสามี,ว่าน้องนี้,ไม่ห้าม,ตามพระทัย,ด้วยธุระ,พระก็มี,เป็นที่ยิ่ง,น้องเห็นจริง,ของพระองค์,ไม่สงสัย,แต่จะห้าม,ความรัก,หักอาลัย,มิใคร่ได้,ด้วยจะลับ,ไปนับนาน
ด้วยธุระ,พระก็มี,เป็นที่ยิ่ง,น้องเห็นจริง,ของพระองค์,ไม่สงสัย,แต่จะห้าม,ความรัก,หักอาลัย,มิใคร่ได้,ด้วยจะลับ,ไปนับนาน,ถึงใครอื่น,หมื่นแสนไม่,แม้นเหมือน,พระผู้เพื่อน,ยากไร้,ไกลสถาน,เคยปกเกล้า,เช้าค่ำ,ได้สำราญ,แต่นี้นาน,จะได้มา,เห็นหน้ากัน
ถึงใครอื่น,หมื่นแสนไม่,แม้นเหมือน,พระผู้เพื่อน,ยากไร้,ไกลสถาน,เคยปกเกล้า,เช้าค่ำ,ได้สำราญ,แต่นี้นาน,จะได้มา,เห็นหน้ากัน,ในทรวงของ,น้องนี้,มีแต่โศก,แสนวิโยค,ญาติกา,ก็อาสัญ,เป็นสองทุกข์,ทั้งที่,มามีครรภ์,จะเป็นฉัน,ใดไป,ก็ไม่รู้
