w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
พระแว่วเสียง,เคียงน้อง,ประคองกอด,ระทวยทอด,ประทับทรวง,ดวงสมร,แม่เป็นไร,ไหวหวั่น,ขวัญบังอร,อย่าอาวรณ์,เชิญแถลง,ให้แจ้งการ,นางก้มเกล้า,เล่าตาม,เนื้อความฝัน,ยังหวาดหวั่น,วรองค์,น่าสงสาร,พระแย้มสรวล,ชวนชื่น,รื่นสำราญ,เยาวมาลย์,มีท้อง,แล้วน้องรัก
นางก้มเกล้า,เล่าตาม,เนื้อความฝัน,ยังหวาดหวั่น,วรองค์,น่าสงสาร,พระแย้มสรวล,ชวนชื่น,รื่นสำราญ,เยาวมาลย์,มีท้อง,แล้วน้องรัก,เตรียมยี่ภู่,อู่ทอง,ไว้เถิดเจ้า,พี่เลี้ยงเหล่า,นางนม,ให้สมศักดิ์,ลูกผู้ชาย,สายใจ,วิไลลักษณ์,อย่าเมินพักตร์,ผินหน้า,พูดจากัน
เตรียมยี่ภู่,อู่ทอง,ไว้เถิดเจ้า,พี่เลี้ยงเหล่า,นางนม,ให้สมศักดิ์,ลูกผู้ชาย,สายใจ,วิไลลักษณ์,อย่าเมินพักตร์,ผินหน้า,พูดจากัน,เห็นแล้วหรือ,มือเก่า,นะเจ้าพี่,ไม่ถึงปี,ก็ได้เชื้อ,เหลือขยัน,ไม่นับถือ,หรือจะว่า,เล่นพนัน,คนละปี,มิให้คั่น,จนวันตาย
พระสวมสอด,กอดประทับ,แล้วรับขวัญ,อย่าหวาดหวั่น,พรั่นจิต,กนิษฐา,จะช่วยคราง,บ้างให้เจ้า,เบาโรคา,แม้กินยา,ขมขื่น,จะกลืนแทน,พลางแย้มสรวล,ชวนชิด,พิศวาส,พี่ผูกขาด,ของหลวง,อย่าหวงแหน,นางว่าเบื่อ,เหลือระอา,ช่างน่าแค้น,ยังขืนแค่น,ไค้แคะ,เฝ้าและเลียม
พลางแย้มสรวล,ชวนชิด,พิศวาส,พี่ผูกขาด,ของหลวง,อย่าหวงแหน,นางว่าเบื่อ,เหลือระอา,ช่างน่าแค้น,ยังขืนแค่น,ไค้แคะ,เฝ้าและเลียม,แต่ตรงที่,มีท้อง,น้องเป็นทุกข์,จะต้องซุก,ซ่อนกาย,เพราะอายเหนียม,ยิ่งตรึกตรา,ปรารมภ์,ให้ตรมเกรียม,อย่าและเลียม,เลยมิได้,แล้วไม่ยอม
แต่ตรงที่,มีท้อง,น้องเป็นทุกข์,จะต้องซุก,ซ่อนกาย,เพราะอายเหนียม,ยิ่งตรึกตรา,ปรารมภ์,ให้ตรมเกรียม,อย่าและเลียม,เลยมิได้,แล้วไม่ยอม,จะเหมือน,นางมาลี,มีฝาแฝด,จนแก่แรด,โรครูป,ก็ซูบผอม,เป็นสตรี,มีลูก,ต้องทุกข์ตรอม,ทูลกระหม่อม,เป็นผู้ชาย,สบายใจ
นางฟังคำ,ทำนาย,ใจหายวับ,เคยได้นับ,ถือแน่,เชิงแก้ฝัน,จึงตรัสว่า,ถ้าจะเป็น,ไปเช่นนั้น,จะผันแปร,แก้กัน,ทำฉันใด,นางยุพา,ผกา,ทูลแถลง,จะต้องแต่ง,บัตรพลี,คัมภีร์ไสย,ประตูทั้ง,แปดทิศ,ให้ปิดไว้,อย่าให้ใคร,เข้าออก,บอกกิจจา
นางยุพา,ว่าหม่อมฉัน,ก็ฝันเห็น,ว่าเมฆเป็น,เกลียวกลีบ,มีครีบหงอน,เหมือนสาย,รุ้งพุ่งลง,ตรงอุทร,พอตื่นนอน,นึกอนาถ,ประหลาดใจ,สุลาลี,ว่าหม่อมฉัน,ก็ฝันหลาก,ว่าอ้าปาก,กลืนแผ่นดิน,กินเสียได้,ต้องว่ายน้ำ,สำลัก,กระอักกระไอ,ตื่นตกใจ,ก็พอแจ้ง,แสงตะวัน
ฝ่ายละเวง,วัณฬาสุ,ดาสดับ,ดำรัสรับ,ตามคำ,แล้วร่ำสอน,ทั้งสามเจ้า,เหล่านี้,มีอุทร,ที่เผ็ดร้อน,สิ่งไร,อย่าได้กิน,จะคลอดบุตร,สุดลำบาก,ยากสาหัส,จงถือสัตย์,สุจริต,เป็นนิจสิน,ไปด้วยกัน,วันทา,เจ้าฟ้าดิน,จะได้สิ้น,ทุกข์โศก,ทั้งโรคภัย
แต่ตรอมจิต,คิดอาย,ไม่หายเหือด,เจียนจะเชือด,คอตาย,เสียหลายหน,สำคัญว่า,ข้าศึก,ทำซ้อนกล,ที่แยบยล,หญิงลวง,ไม่ล่วงรู้,ให้คนใช้,ไปลอบ,คอยฟังข่าว,ได้เรื่องราว,จริงหมด,คิดอดสู,พระอภัย,ไม่ตาย,กลายเป็นชู้,เข้าไปอยู่,กับลูกสาว,เจ้าลังกา
ให้คนใช้,ไปลอบ,คอยฟังข่าว,ได้เรื่องราว,จริงหมด,คิดอดสู,พระอภัย,ไม่ตาย,กลายเป็นชู้,เข้าไปอยู่,กับลูกสาว,เจ้าลังกา,แขกฝรั่ง,ทั้งหลาย,พวกนายไพร่,ก็พร้อมใจ,กันให้ขาด,ศาสนา,ยิ่งแค้นขัด,อัดอั้น,ตันอุรา,ดังเลือดตา,แกจะตก,ตีอกตึง
จึงบอกเหล่า,ชาวบ้าน,ทหารศิษย์,เดิมกูคิด,กลศึก,ลึกหนักหนา,แนะความใน,ให้มัน,อีวัณฬา,เจียนจะฆ่า,พระอภัย,ได้หลายครั้ง,มันสับปลับ,กลับเอา,เขาเป็นผัว,ช่างชาติชั่ว,ผิดคน,แต่หนหลัง,ถึงฆ่าฟัน,ฉันใด,กูไม่ฟัง,จะไปวัง,ด่าว่า,ให้สาใจ
บาทหลวงดู,รู้การ,ว่าศาลนี้,ชื่อพลีโล,กาบู,ชาขยัน,นางวัณฬา,น่าที่,จะมีครรภ์,คงพบกัน,แล้วสินะ,กูจะคอย,ถึงจะมา,ฆ่าตี,เอาชีวิต,กูไม่คิด,แล้วกูแค้น,แน่นคอหอย,แล้วหยุดยั้ง,นั่งหน้า,ศาลาน้อย,ให้ศิษย์คอย,นั่งดู,ประตูกลาง
ขึ้นเชิงเทิน,เดินเรียง,เคียงเคียงคู่,ข้าหลวงหมู่,นางห้าม,ตามสลอน,ต่างเดินดู,หมู่พหล,พลนิกร,ที่สัญจร,เดินทาง,ข้างกำแพง,แล้วดูพล,บนปราการ,ข้างด่านนอก,ถือดาบหอก,ปืนประจำ,ล้วนกำแหง,ตั้งรายรอบ,ขอบเมือง,เขียวเหลืองแดง,เลียบกำแพง,วังสูง,ดูฝูงคน
ถึงประตู,บูรพา,ตรงหน้าศาล,สมมติท่าน,เทวา,สถาผล,นางยั้งหยุด,จุดเทียน,เวียนมณฑล,เจิมสุคนธ์,จวงจันทน์,แล้ววันทา,บรรดาสัตว์,มัดเชือด,เอาเลือดสด,สุรารด,เซ่นถวาย,ทั้งซ้ายขวา,ขอสังเวย,เนยนม,ทั้งถั่วงา,สวดมนตรา,สะเดาะ,พระเคราะห์นาม
บรรดาสัตว์,มัดเชือด,เอาเลือดสด,สุรารด,เซ่นถวาย,ทั้งซ้ายขวา,ขอสังเวย,เนยนม,ทั้งถั่วงา,สวดมนตรา,สะเดาะ,พระเคราะห์นาม,ครั้นสรรพเสร็จ,เสด็จมา,บูชาศาล,ทุกทวาร,ถวายของ,ที่สองสาม,อร่ามเรือง,เครื่องบูชา,สง่างาม,แล้วเลียบตาม,เชิงเทิน,ดำเนินมา
พลางเดินมา,หน้าประตู,ร้องอุเหม่,อีเจ้าเล่ห์,ลวงกู,ไม่รู้ถึง,กูเจ็บแค้น,แทนด้วย,จึงช่วยมึง,เพราะคิดถึง,คุณท้าว,เจ้าลังกา,ยังลวงหลอก,กลอกกลับ,ไปรับชู้,มาเป็นคู่,หลู่ขาด,พระศาสนา,มึงผ่าเหล่า,เผ่าพันธุ์,อีวัณฬา,คบขี้ข้า,เข้ามาเลี้ยง,ไว้เคียงตัว
จนฝรั่ง,ลังกา,เป็นข้าเขา,เพราะมึงเข้า,เพศภา,ษาสยาม,เป็นเมียน้อย,ช้อยชด,ช่างงดงาม,เมียหลวงตาม,เข้ามาหึง,ถึงประตู,กูรักใคร่,ให้วิชา,สารพัด,ไม่ซื่อสัตย์,ซ้ำปด,ให้อดสู,แกล้งคิดอ่าน,พาลโกรธ,ยกโทษกู,เมื่อจืดแล้ว,จึงจะรู้,จักคุณเกลือ
