w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ฝ่ายหน่อนาถ,ราธนา,พระดาบส,ขึ้นทรงรถ,เนาวรัตน์,ประภัสสร,เข้าดงเดิน,เนินผา,พนาดร,ประทับรอน,แรมทาง,มากลางดง,ไม่เข้าวัง,ลังกา,ไปท่าน้ำ,แล้วลงลำ,กำปั่น,สุวรรณหงส์,ออกร่องน้ำ,ท่ามกลาง,ตัดทางตรง,พอพลบลง,ลมแดง,ดั่งแสงเพลิง
คนจะยืน,ขึ้นก็ล้ม,ด้วยลมคลื่น,เหลือจะฝืน,ฝ่าข้าม,ไปตามเข็ม,สุดสังเกต,เขตแดน,จะแล่นเล็ม,ด้วยลมเค็ม,ตึงใบ,ลดไม่ทัน,ต้องเอามีด,กรีดแหวะ,แฉละโล่ง,ให้เปล่าโปร่ง,ปลดห่วง,ที่ควงขัน,ไม่เห็นหน,มนมืด,เป็นหมอกควัน,ตีกำปั่น,ไปทิศ,อาคเนย์
บ้างลงน้ำ,ดำหา,กุ้งปลาได้,เอาเผาไฟ,กินอยู่,ทั้งปูหอย,มีลูกเต้า,เหล่าเด็ก,เล็กเล็กน้อย,ลงว่ายลอย,เล่นน้ำ,ด้วยชำนาญ,แขกฝรั่ง,ทั้งพราหมณ์,อยู่ตามเพื่อน,ปลูกเหย้าเรือน,ตามทะ,เลเทวฐาน,ด้วยกว้างขวาง,อยู่หว่าง,จักรวาล,เป็นกิ่งก้าน,ซ้อนซับ,สลับกัน
รู้ภาษา,มนุษย์,สุดประเทศ,ด้วยเทเวศร์,แกมกับคน,มนต์ดลขลัง,รู้สึกลับ,คลับคล้าย,กายกำบัง,นุ่งห่มหนัง,นาคราช,ผุดผาดงาม,วันนั้นออก,จากถ้ำ,ว่ายน้ำเล่น,เห็นปลาเผ่น,ขึ้นหลัง,ได้ทั้งสาม,จะขับซ้าย,ย้ายขวา,ปลาไปตาม,ด้วยมีความ,รู้ฤทธิ์,วิทยา
เสียงฉอดฉ่ำ,ร่ำว่า,เทพารักษ์,ซึ่งสำนัก,เนินผา,ชลาไหล,ขอเชิญช่วย,ด้วยเถิด,พระเลิศไกร,ให้พ้นภัย,ฝูงปลา,ในวารี,แล้วเป่าบวง,สรวงถวาย,ฉุยฉายเอ๋ย,เชิญชมเชย,จันทร์จำรัส,รัศมี,ดารากร,ร่อนเร่,ในเมฆี,จะช่วยชี้,ชมดาว,สาวสาวเอย
เห็นกำปั่น,นั้นแล้ว,แจ้วแจ้วจอด,เสียงฉอดฉอด,พลอดสัมผัส,ประหวัดหวัง,จึงขับปลา,มาในน้ำ,ด้วยกำลัง,พูดภาษา,ฝรั่ง,ร้องถามไป,นี่แน่คน,บนลำ,เรือกำปั่น,ท่านพากัน,มาแต่หน,ตำบลไหน,เมื่อตะกี้,นี้สำเนียง,เสียงอะไร,ใครทำไม,ไพเราะ,เสนาะดี
อันตัวเรา,เจ้านาย,ฝ่ายฝรั่ง,ครองเมืองลัง,กาจิต,คิดเลื่อมใส,ละสมบัติ,วัตถา,ไม่อาลัย,ไปอยู่ไพร,สร้างสม,พรหมจรรย์,เป็นฤๅษี,มีศีล,ทั้งกินบวช,จะไปสวด,ศพเขาให้,ไปสวรรค์,ออกจากฝั่ง,ลังกา,สลาตัน,ตีกำปั่น,มาในน้ำ,ถึงสามเดือน
เป็นฤๅษี,มีศีล,ทั้งกินบวช,จะไปสวด,ศพเขาให้,ไปสวรรค์,ออกจากฝั่ง,ลังกา,สลาตัน,ตีกำปั่น,มาในน้ำ,ถึงสามเดือน,ทั้งเชือกเสา,เพลาใบ,ตีไปหมด,ทุกข์ระทด,ท้อใจใคร,จะเหมือน,ถิ่นประเทศ,เขตขัณฑ์,ก็ฟั่นเฟือน,มาลอยเลื่อน,กลางทะเล,ว้าเหว่ใจ
จงเลื่อนลา,กำปั่น,ไปวันนี้,ริมคีรี,ที่บิดา,ได้อาศัย,ไปหรือจ๊ะ,พระฤๅษี,หรือมิไป,พระอภัย,ภิญโญ,โมทนา,ทั้งสามองค์,ทรงช่วย,ฉันด้วยเถิด,จะได้เกิด,การบุญ,คุณหนักหนา,ทั้งสามรับ,กลับนั่ง,บนหลังปลา,รุนกำปั่น,เข้ามา,หน้าคีรี
ทั้งสามองค์,ทรงช่วย,ฉันด้วยเถิด,จะได้เกิด,การบุญ,คุณหนักหนา,ทั้งสามรับ,กลับนั่ง,บนหลังปลา,รุนกำปั่น,เข้ามา,หน้าคีรี,แกล้งขึ้นเขา,เข้าในห้อง,ช่องสิงขร,บอกบิดร,ดั่งได้ถาม,สามฤๅษี,ฝ่ายเทพไท,ให้เห็น,เป็นอินทรีย์,เรียกมุนี,ขึ้นมานั่ง,หลังบรรพต
แกล้งขึ้นเขา,เข้าในห้อง,ช่องสิงขร,บอกบิดร,ดั่งได้ถาม,สามฤๅษี,ฝ่ายเทพไท,ให้เห็น,เป็นอินทรีย์,เรียกมุนี,ขึ้นมานั่ง,หลังบรรพต,แล้วปราศรัย,ไต่ถาม,สามมนุษย์,ซึ่งบอกบุตร,ของเราว่า,เป็นดาบส,เหาะเหินได้,ไปสวรรค์,ชั้นโสฬส,หรือปรากฏ,ยศถา,ในสามัญ
ลางแห่งเห็น,เย็นเยียบ,เงียบสงัด,เป็นน้ำหยัด,หยดเหยาะ,เผาะเผาะผอย,มีต้นไม้,ใหญ่ยิ่ง,ก้านกิ่งช้อย,ฝักเหมือน,นกหกห้อย,ย้อยระย้า,เป็นรอกแต,แลเห็น,เป็นต่างต่าง,มีทุกอย่าง,สารพัด,สัตว์ปักษา,โตสักร้อย,อ้อมเศษ,สังเกตตา,สูงสักห้า,สิบเส้น,พึ่งเห็นมี
ปุ่มเปลือกแตก,แยกแยะแพะ,แกะกระโดด,เขย่งโข,ยดโดนกัน,มันคันหัว,ทั้งสิงห์เสือ,เนื้อทราย,แรดควายวัว,เที่ยวไปทั่ว,เขตป่า,พนาดร,แล้วพาเดิน,เนินโขด,ขึ้นโสดสุด,ยืนยั้งหยุด,ยอดกิ่ง,บนสิงขร,ชมมหา,สาคโร,ชโลธร,ล้วนนาคี,มีหงอน,สลอนลอย
แล้วพาเดิน,เนินโขด,ขึ้นโสดสุด,ยืนยั้งหยุด,ยอดกิ่ง,บนสิงขร,ชมมหา,สาคโร,ชโลธร,ล้วนนาคี,มีหงอน,สลอนลอย,เป็นปล่องนาค,มากมาย,ขึ้นว่ายคล่ำ,บางพ่นน้ำ,พลุ่งพลุ่ง,ฟูฟุ้งฝอย,ล้วนยาวเฟื้อย,เลื้อยลายเลื่อม,พรายพรอย,ทั้งใหญ่น้อย,ลอยเลี้ยว,กอดเกี่ยวพัน
เป็นปล่องนาค,มากมาย,ขึ้นว่ายคล่ำ,บางพ่นน้ำ,พลุ่งพลุ่ง,ฟูฟุ้งฝอย,ล้วนยาวเฟื้อย,เลื้อยลายเลื่อม,พรายพรอย,ทั้งใหญ่น้อย,ลอยเลี้ยว,กอดเกี่ยวพัน,อินทรีฉาบ,ถาบถา,ร่อนราปีก,ฉวยโฉบฉีก,นาคราช,เผ่นผาดผัน,ครุฑก็ลาก,นาคจิก,เหยียบหยิกยัน,เวียระวัน,ว้าว่อน,ราร่อนลอย
อินทรีฉาบ,ถาบถา,ร่อนราปีก,ฉวยโฉบฉีก,นาคราช,เผ่นผาดผัน,ครุฑก็ลาก,นาคจิก,เหยียบหยิกยัน,เวียระวัน,ว้าว่อน,ราร่อนลอย,แลบนสูง,ฝูงคน,ทะเลเล่า,เล็กเล็กเท่า,มดไร,ไต่ร่อยร่อย,กำปั่นยาว,เก้าเส้น,เห็นน้อยน้อย,เท่ากิ่งก้อย,ลอยอยู่ท่า,หน้าคีรี
ลมไม่มี,ตีกระเชียง,เสบียงให้,จะได้ใช้,ตักน้ำท่า,มาถวาย,สามกุมาร,ท่านฤๅษี,อยู่ที่ท้าย,แสนสบาย,บัลลังก์,ที่นั่งนอน,จะออกลำ,กำปั่น,กัลปังหา,เป่าปี่ลา,เทพเจ้า,เขาสิงขร,สั่งสำเนียง,เสียงเอก,วิเวกวอน,เจริญพร,ภูมิทะเล,ทุกเทวา
ทั้งสามองค์,ทรงนั่ง,ให้วังเวก,เอกเขนก,แหงนนิ่ง,อิงเขนย,ขอเดชะ,พระพาย,ช่วยชายเชย,มารำเพย,พัดส่ง,ให้ตรงไป,เป่าทุ้มปี่,มิให้คน,ไพร่พลหลับ,พอให้จับ,จำเรียง,ส่งเสียงใส,กำปั่นทรง,หงส์บัลลังก์,ทั้งเรือใช้,สำราญใจ,ไปด้วยกัน,ทุกวันคืน
เป่าทุ้มปี่,มิให้คน,ไพร่พลหลับ,พอให้จับ,จำเรียง,ส่งเสียงใส,กำปั่นทรง,หงส์บัลลังก์,ทั้งเรือใช้,สำราญใจ,ไปด้วยกัน,ทุกวันคืน,พระคงคา,สาธุ,พายุเงียบ,คลื่นราบเรียบ,ลมเรื่อย,แล่นเฉื่อยชื่น,มาเดือนหนึ่ง,จึงค่อยสร่าง,นภางค์พื้น,ในกลางคืน,แลเขม้น,พอเห็นดาว
แต่พวกพล,คนทะเล,ที่เรือใช้,ไม่ตกใจ,โจนลงน้ำ,ลงปล้ำผี,ถือสาตรา,พร้ามีด,ทั้งกริชตรี,ไล่ฆ่าผี,ปีศาจ,เที่ยวฟาดฟัน,พวกลำทรง,หงส์ที่นั่ง,คนทั้งหลาย,ช่วยรบราย,ยิงปืน,เสียงครื้นครั่น,ปีศาจสาง,ต่างมัวด้วย,กลัวควัน,ก็กลับ,อันตรธาน,หนีพล่านไป
บ้างอกฉีก,ปีกขาด,ตายกลาดเกลื่อน,ยังพวกเพื่อน,มาเป็นยืด,มืดเวหา,เหลือสู้รบ,หลบลงไป,ในดาดฟ้า,บ้างเข้าฝา,ท้ายบัง,นั่งประชุม,ทั้งพวกพล,คนทะเล,ลงในน้ำ,ป้างแอบกำ,ปั่นไป,ไม้กระทุ่ม,ล่มเรือใช้,ไม้ระกำ,ลงคว่ำคลุม,คนเข้าซุ้ม,เสียทั้งสิ้น,มันบินคอย
ถึงเจ็ดเดือน,เฟือนแดน,ดูแผนที่,ก็ไม่มี,ที่จะหวัง,เห็นฝั่งฝา,ไม่มีเรือ,เหนือใต้,ในคงคา,ทุกเช้าเย็น,เห็นแต่ฟ้า,ปลากับน้ำ,พระอภัย,ได้สาม,กุมารน้อย,อยู่ใช้สอย,ค่อยชื่น,ทุกคืนค่ำ,สอนเทพิน,นิลกัณ,ฐีตรีพลำ,ให้รู้ธรรม,ทศพิธ,ไม่ปิดบัง
พระอภัย,ได้สาม,กุมารน้อย,อยู่ใช้สอย,ค่อยชื่น,ทุกคืนค่ำ,สอนเทพิน,นิลกัณ,ฐีตรีพลำ,ให้รู้ธรรม,ทศพิธ,ไม่ปิดบัง,สามพระองค์,ทรงรัก,พระนักสิทธ์,อยู่ใกล้ชิด,ชื่นชม,ด้วยสมหวัง,เมื่อเข้าที่,ศรีสุ,วรรณบัลลังก์,อุตส่าห์นั่ง,นวดฟั้น,ให้บรรทม
จะกล่าวถึง,สินสมุทร,สุดสงสัย,ตั้งแต่ใช้,ให้อำมาตย์,ถือราชสาร,ไปฟากฝั่ง,ลังกา,ก็ช้านาน,คอยประมาณ,สามเดือน,ไม่เคลื่อนคลา,จึงแต่งเรือ,เร็วใช้,ไปไต่ถาม,ก็ว่าสาม,พระองค์,ทรงสิกขา,เสด็จจาก,ฟากฝั่ง,เกาะลังกา,ไม่รู้ว่า,จะไปหน,ตำบลใด
โหรชำ,ระพระเคราะห์,เฉพาะร้าย,แต่ข้างปลาย,ลาภเลิศ,ประเสริฐศรี,จะกราบทูล,มูลความ,ตามคดี,พระตกที่,พิเภก,อสุรา,ต้องขับไล่,ได้พระราม,เป็นที่พึ่ง,ยังไม่ถึง,ชีวัง,สิ้นสังขาร์,เมื่อปลายมือ,รื้อสำราญ,ผ่านลังกา,สามปีครึ่ง,จึ่งจะมา,ถึงธานี
มีเรือตาม,สามร้อย,เที่ยวลอยล่อง,จับพวกพ้อง,เภตรา,เที่ยวค้าขาย,ได้ข้าวของ,ทองนาก,มีมากมาย,อยู่สุดปราย,แดนจีน,มีสินทรัพย์,พอเห็นเรือ,พระอภัย,ในสมุทร,ทั้งเรือครุฑ,เรือหงส์,ธงสำหรับ,เรือเล็กมี,ยี่สิบลำ,สองสำรับ,ให้หยุดยับ,ยั้งอยู่,จะดูเรือ
ฝ่ายพระองค์,ทรงสวัสดิ์,ถือสัตย์ศีล,เห็นโจรจีน,ล้อมสกัด,คิดขัดสน,จะหลบหลีก,แล่นไป,เห็นไม่พ้น,จึงขึ้นบน,ครุฑา,ร้องพาที,ท่านทั้งหลาย,นายไพร่,ผู้ใหญ่น้อย,จงโปรดปล่อย,เรานี้ถือ,เป็นฤๅษี,พวกเรือแตก,แขกฝรั่ง,ไม่มั่งมี,มาทั้งนี้,แต่ล้วนจน,คนเข็ญใจ
ท่านทั้งหลาย,นายไพร่,ผู้ใหญ่น้อย,จงโปรดปล่อย,เรานี้ถือ,เป็นฤๅษี,พวกเรือแตก,แขกฝรั่ง,ไม่มั่งมี,มาทั้งนี้,แต่ล้วนจน,คนเข็ญใจ,จงเอาบุญ,คุณพระ,จะได้ลุ,สืบอายุ,ยืนยง,อสงไขย,รูปบิณฑ,บาตญาติโยม,ทั้งปวงไป,จงโปรดให้,หนทาง,อย่าขวางเรือ
จงเอาบุญ,คุณพระ,จะได้ลุ,สืบอายุ,ยืนยง,อสงไขย,รูปบิณฑ,บาตญาติโยม,ทั้งปวงไป,จงโปรดให้,หนทาง,อย่าขวางเรือ,เจเจี๋ยวอ้าย,นายใหญ่,ร้องไอย่า,สั่งโยธา,ถือขวาน,ทหารเสือ,ไม่มีทรัพย์,จับเอา,ของข้าวเกลือ,ต่างเงือดเงื้อ,ง้าวขวาน,ทะยานยืน
พอเรือโดน,โจรจีน,ปีนกำปั่น,ถูกแทงฟัน,หันหก,ตกผอยผอย,ยิงปืนราย,หลายตับ,ตายนับร้อย,ต่างราถอย,หลีกทาง,ออกห่างกัน,เรือครุฑทรง,ตรงเรียง,เข้าเคียงชิด,ผูกพวนติด,แปดเปลาะ,ชะเนาะขัน,เรือเล็กพร้อม,ล้อมรอบ,เป็นขอบคัน,คอยช่วยกัน,รบรับ,สู้กับโจร
ที่ยังเหลือ,เรือตาม,มาหลามหลัง,เสียงตึงตัง,ตามปืน,เสียงครื้นครั่น,ด้วยเดชะ,พระกุมาร,เชี่ยวชาญครัน,เป่าลมกัน,ปืนลูก,ไม่ถูกคน,ถึงสิบวัน,สิบคืน,เกิดคลื่นกล้า,พัดเภตรา,กลอกกลับ,อยู่สับสน,เรือโจรแตก,แยกย้าย,ตามสายชล,ทั้งเรือคน,ทะเลหาย,ไปหลายลำ
ถึงสิบวัน,สิบคืน,เกิดคลื่นกล้า,พัดเภตรา,กลอกกลับ,อยู่สับสน,เรือโจรแตก,แยกย้าย,ตามสายชล,ทั้งเรือคน,ทะเลหาย,ไปหลายลำ,แต่ลำทรง,หงส์ทอง,ฟูฟ่องคลื่น,สิ้นเสียงปืน,เงียบสงบ,พอพลบค่ำ,เป็นลมกล้า,มาทางบูรพ์,พัดหนุนน้ำ,ทั้งคลื่นซ้ำ,ส่งมา,เจ็ดราตรี
แต่ลำทรง,หงส์ทอง,ฟูฟ่องคลื่น,สิ้นเสียงปืน,เงียบสงบ,พอพลบค่ำ,เป็นลมกล้า,มาทางบูรพ์,พัดหนุนน้ำ,ทั้งคลื่นซ้ำ,ส่งมา,เจ็ดราตรี,ยิ่งเร็วรี่,รีบแล่น,เข้าแดนเทศ,เป็นขอบเขต,กะเลหวัง,รุ่งรังสี,เห็นเขาเอก,เมฆพัด,ในนัทที,ดูแผนที่,มีแจ้ง,ตำแหน่งทาง
พวกต้นหน,คนท้าย,สบายจิต,สังเกตทิศ,ทางสันทัด,ไปขัดขวาง,ไม่เข้าแดน,แล่นร่ำ,มาท่ามกลาง,พบขุนนาง,พวกตาม,สามพารา,ต่างปราศรัย,ไต่ถาม,ไปตามเรื่อง,ทั้งสามเมือง,เศร้าสร้อย,ละห้อยหา,ต่างได้ความ,สามฤๅษี,ชุลีลา,ไปพารา,แจ้งข่าว,ทูลเจ้านาย
ต่างปราศรัย,ไต่ถาม,ไปตามเรื่อง,ทั้งสามเมือง,เศร้าสร้อย,ละห้อยหา,ต่างได้ความ,สามฤๅษี,ชุลีลา,ไปพารา,แจ้งข่าว,ทูลเจ้านาย,แต่ลำทรง,ตรงเข้า,อ่าวผลึก,อึกทึกชื่น,ชมด้วย,สมหมาย,หน่อนรินทร์,สินสมุทร,สุดสบาย,มาถวาย,บังคม,ก้มกราบกราน
แต่ลำทรง,ตรงเข้า,อ่าวผลึก,อึกทึกชื่น,ชมด้วย,สมหมาย,หน่อนรินทร์,สินสมุทร,สุดสบาย,มาถวาย,บังคม,ก้มกราบกราน,ทางปราศรัย,ไต่ถาม,ได้ความเสร็จ,เชิญเสด็จ,ขึ้นปราสาท,ราชฐาน,บรรดาเหล่า,เผ่าพงศ์,พระวงศ์วาน,มากราบกราน,พร้อมสิ้น,ด้วยยินดี
พวกวงศา,ข้าเฝ้า,สาวสนม,ชวนกันชม,พระพี่น้อง,ผุดผ่องใส,ดำก็จริง,พริ้งพร้อมละ,ม่อมละไม,ต่างกราบไหว้,นับถือ,เลื่องลือชา,พวกชาวบ้าน,ร้านถิ่น,สิ้นทั้งนั้น,มาชมรำ,กำปั่น,กัลปังหา,เป็นแท่งเดียว,เจียวดั่ง,นิลจินดา,ต่างซ้องสา,ธุทั่ว,ทุกตัวคน
พวกชาวบ้าน,ร้านถิ่น,สิ้นทั้งนั้น,มาชมรำ,กำปั่น,กัลปังหา,เป็นแท่งเดียว,เจียวดั่ง,นิลจินดา,ต่างซ้องสา,ธุทั่ว,ทุกตัวคน,บรรดาเหล่า,ชาวทะเล,พลัดเผลไพล่,ต่างพลัดไป,เขตแขวง,ทุกแห่งหน,ทั้งทิศใต้,ชายน้ำ,ทุกตำบล,จึ่งมีคน,ทะเลอยู่,ทุกบูรี
ซึ่งกล่าวความ,สามเมือง,มาช่วยศพ,ต่างนอบนบ,นับถือ,พระฤๅษี,ต่างคำนับ,รับกัน,อัญชุลี,ต่างน้องพี่,เผ่าพงศ์,พวกวงศ์วาน,ด้วยมากมาย,หลายองค์,วงศ์กษัตริย์,สถิตรัตน์,ปรางค์ปราสาท,ราชฐาน,หน่อนรินทร์,สินสมุทร,เป็นแม่งาน,คิดทำเมรุ,เกณฑ์งาน,การระดม
