w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
กองอัคคี,ตีระฆัง,แล้วตั้งสวด,พวกที่บวช,ถือธรรม,กรรมฐาน,ไม่โลภหลง,ปลงใจ,ในสันดาน,หมายนิพพาน,ภายหน้า,สถาวร,แต่องค์พระ,กฤษณา,ยังว้าวุ่น,ให้เฉียวฉุน,มิใคร่ร้าง,ห่างสมร,เห็นเทพิน,ยินดี,มีสุนทร,เฝ้าวิงวอน,จะให้สึก,นึกรัญจวน
แต่องค์พระ,กฤษณา,ยังว้าวุ่น,ให้เฉียวฉุน,มิใคร่ร้าง,ห่างสมร,เห็นเทพิน,ยินดี,มีสุนทร,เฝ้าวิงวอน,จะให้สึก,นึกรัญจวน,นี่จะบวช,ไปถึงไหน,จะใคร่รู้,ไม่เอนดู,ศิษย์หา,มันน่าสรวล,มิโปรดมั่ง,ก็จะตั้ง,แต่รบกวน,เฝ้ายียวน,นางชี,พิรี้พิไร
จะไปเบียด,เยียดยัด,กันสับสน,แต่ล้วนคน,ตัดขาด,สวาทหวัง,วิมานแมน,เห็นจะแน่น,เหลือกำลัง,จงยับยั้ง,ช้าช้า,ให้ถาวร,ฉันจะได้,อยู่เป็นศิษย์,กนิษฐ์นาฏ,จะรับราช,เสาวนัง,ช่วยสั่งสอน,พลางอิงแอบ,แนบชิด,สะกิดกร,ประคองช้อน,เชยปราง,ทางประโลม
ฉันจะได้,อยู่เป็นศิษย์,กนิษฐ์นาฏ,จะรับราช,เสาวนัง,ช่วยสั่งสอน,พลางอิงแอบ,แนบชิด,สะกิดกร,ประคองช้อน,เชยปราง,ทางประโลม,แล้วว่าถึง,บาปกรรม,ก็ตามเถิด,ไม่ขอเริศ,ร้างไป,ให้ไกลโฉม,พลางคลึงเคล้า,เย้ายวน,ชวนประโลม,ขอเชิญโฉม,ลาพรต,ดาบสินี
ฝ่ายเทพิน,ผินพักตร์,มาซักถาม,ไม่กลัว,ความดอกหรือ,เกี้ยวฤๅษี,แม้นทราบถึง,ทูลกระหม่อม,จอมโมลี,ก็จะตรี,ชาชั่ว,ให้ตัวตรอม,จะสึกหา,ลาศีล,เห็นสิ้นคิด,ก็อายจิต,ไม่รู้หาย,จะผ่ายผอม,แม้นจะขืน,ใจน้อง,ให้หมองมอม,ที่จะยอม,ด้วยพระองค์,อย่าสงกา
จะสึกหา,ลาศีล,เห็นสิ้นคิด,ก็อายจิต,ไม่รู้หาย,จะผ่ายผอม,แม้นจะขืน,ใจน้อง,ให้หมองมอม,ที่จะยอม,ด้วยพระองค์,อย่าสงกา,เห็นเป็นหญิง,พระยิ่งทำ,เอาตามจิต,พระไม่คิด,หน้าหลัง,มั่งหรือจ๋า,น้องมิใช่,ข้าสนอง,รองบาทา,จะได้มา,ลวนลาม,เอาตามใจ
เห็นเป็นหญิง,พระยิ่งทำ,เอาตามจิต,พระไม่คิด,หน้าหลัง,มั่งหรือจ๋า,น้องมิใช่,ข้าสนอง,รองบาทา,จะได้มา,ลวนลาม,เอาตามใจ,แล้วนงลักษณ์,ผลักหัตถ์,สะบัดค้อน,เพราะแสนงอน,ดูก็งาม,ตามวิสัย,พระนิ่งนึก,ตรึกตรอง,ทำลองใจ,น้องมิได้,เมตตา,ขอลาตาย
แม้นอยู่ไป,อายเขา,ชาวสิงหล,นฤมล,นุชน้อง,อย่าหมองหมาง,แล้วจับเชือก,พันพระศอ,พอให้นาง,เห็นแล้ววาง,หัตถ์นิ่ง,ไม่ติงกาย,นางโฉมยง,องค์สั่น,ให้หวั่นหวาด,ร้องกรีดกราด,วิ่งไป,ดั่งใจหมาย,เข้าแก้ศอ,หน่อนาถ,ให้คลาดคลาย,นางโฉมฉาย,องค์สั่น,ให้รัญจวน
นางโฉมยง,องค์สั่น,ให้หวั่นหวาด,ร้องกรีดกราด,วิ่งไป,ดั่งใจหมาย,เข้าแก้ศอ,หน่อนาถ,ให้คลาดคลาย,นางโฉมฉาย,องค์สั่น,ให้รัญจวน,แล้วจูงหัตถ์,ตรัสถาม,ด้วยความรัก,ไม่หน่วงหนัก,เลยพ่อคุณ,มาหุนหวน,น้องจะคิด,ผ่อนผัน,อย่ารัญจวน,แต่พอควร,อย่าให้น้อง,นี้ต้องอาย
ค่อยเชยปราง,ทางว่า,นิจจาน้อง,แต่เจ้าของ,นี้ก็ล่วง,มาหวงเขา,เอ็นดูพี่,เถิดแม่ตี,แต่เบาเบา,พระโลมเล้า,สายสมร,กรประคอง,นางฟังคำ,ทำเป็นว่า,ชะพระพี่,มานั่งชี้,นิ้วเอา,เป็นเจ้าของ,ใครยกยอ,ขอให้,ดั่งใจปอง,หรือว่าน้อง,นี้เป็นเมีย,มาเคลียคลอ
พระปลอบพลาง,ทางว่า,นิจจาน้อง,ทำหอห้อง,วุ่นวาย,นึกอายเหนียม,แม่รู้เห็น,เป็นอย่างไร,ในธรรมเนียม,เอามาเทียม,วงศ์กษัตริย์,ขัตติยา,ใครปลูกหอ,ขอสู่,แม่รู้มั่ง,จะให้ตั้ง,ปึกแผ่น,ให้แน่นหนา,ตามเยี่ยงอย่าง,จักรพรรดิ,กษัตรา,แม้นมีมา,จะได้ทำ,ตามบุราณ
แล้วอิงแอบ,แนบน้อง,ประคองเคล้า,ค่อยต้องเต้า,เต่งทรวง,ดวงสมร,จุมพิตพักตร์,เทพิน,กลิ่นขจร,ดั่งเกสร,เสาวรส,มาชดเชย,ละอองอาบ,ซาบซ่าน,สำราญรื่น,ทั้งชุ่มชื่น,น้ำนวล,หวนระเหย,เหมือนมา,ลีคลี่คลาย,พระพายเชย,หวนระเหย,แย้มผกา,สุมาลัย
ละอองอาบ,ซาบซ่าน,สำราญรื่น,ทั้งชุ่มชื่น,น้ำนวล,หวนระเหย,เหมือนมา,ลีคลี่คลาย,พระพายเชย,หวนระเหย,แย้มผกา,สุมาลัย,พยุหวน,ป่วนปั่น,สนั่นก้อง,สะเทือนท้อง,ธรณิน,แผ่นดินไหว,ทะเลลม,ยมนา,คงคาลัย,เป็นคลื่นใหญ่,กึกก้อง,ท้องสินธู
พยุหวน,ป่วนปั่น,สนั่นก้อง,สะเทือนท้อง,ธรณิน,แผ่นดินไหว,ทะเลลม,ยมนา,คงคาลัย,เป็นคลื่นใหญ่,กึกก้อง,ท้องสินธู,พิรุณโรย,โปรยปราย,เป็นสายสาด,สุนีฟาด,เปรี้ยงลั่น,สนั่นหู,คำรนร้อง,ก้องกระทั่ง,ฝั่งสินธู,ทั้งราหู,จับจันทร์,ดังสัญญา
พิรุณโรย,โปรยปราย,เป็นสายสาด,สุนีฟาด,เปรี้ยงลั่น,สนั่นหู,คำรนร้อง,ก้องกระทั่ง,ฝั่งสินธู,ทั้งราหู,จับจันทร์,ดังสัญญา,เมขลา,แบแก้ว,อยู่แวววับ,กระจ่างจับ,ท้องทะเล,แลเวหา,รามสูร,ไล่โลด,กระโดดมา,โถมถลา,ชิงแก้ว,เห็นแวววาว
พระรับขวัญ,ขวัญตา,นิจจาเอ๋ย,ไม่ละเลย,นุชน้อง,อย่าหมองหมาง,จนสิ้นแดน,แผ่นฟ้า,นภาภางค์,พี่ไม่ร้าง,รักแม่,จนแดดาล,จะถนอม,กล่อมขวัญ,อย่ารันทด,ไม่เปลื้องปลด,ความรัก,สมัครสมาน,พี่จะลา,โฉมเฉลา,เยาวมาลย์,ไปทูลสาร,ทรงฤทธิ์พระ,ปิตุลา
พระอภัย,ได้สดับ,ใจวับหาย,เอะวุ่นวาย,ไข้จับ,จะดับสูญ,หรือจะเป็น,เทพเจ้า,เข้าประมูล,มาเพิ่มพูน,แทรกซ้ำ,จึ่งจำเป็น,หรือทับลัคน์,เล็งจันทร์,เป็นวันเคราะห์,มาจำเพาะ,เป็นไข้,พอได้เห็น,จำจะไป,ดับร้อน,ให้หย่อนเย็น,จะได้เห็น,หลานลูกวาง,หยูกยา
หรือทับลัคน์,เล็งจันทร์,เป็นวันเคราะห์,มาจำเพาะ,เป็นไข้,พอได้เห็น,จำจะไป,ดับร้อน,ให้หย่อนเย็น,จะได้เห็น,หลานลูกวาง,หยูกยา,แม่วัณฬา,มาลี,ศรีสวัสดิ์,มาไปด้วย,ช่วยจัด,หมอรักษา,แล้วตรัสสั่ง,ข้าเฝ้า,เหล่าเสนา,แต่บรรดา,แวดล้อม,อยู่พร้อมเพรียง
แม่วัณฬา,มาลี,ศรีสวัสดิ์,มาไปด้วย,ช่วยจัด,หมอรักษา,แล้วตรัสสั่ง,ข้าเฝ้า,เหล่าเสนา,แต่บรรดา,แวดล้อม,อยู่พร้อมเพรียง,แล้วให้เตรียม,รถที่นั่ง,บัลลังก์รัตน์,นางกษัตริย์,ห่มดอง,ครองเฉวียง,โขมพัตถ์,จัดจีบให้,กลีบเรียง,เข้านั่งเคียง,ข้างองค์,พระทรงธรรม์
