w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ชันษาได้,สิบห้า,พอแรกรุ่น,ประชาชื่น,ชมบุญ,เป็นใหญ่หลวง,ทั่วพิภพ,ธรณินทร์,สิ้นทั้งปวง,ทุกกระทรวง,สรรเสริญ,เจริญพร,สมเด็จท้าว,เจ้าบุรินทร์,ปิ่นพิภพ,เธอปรารภ,ที่จะให้,ไปสิงขร,ไหว้พระรูป,เทวฤทธิ์,ประสิทธิ์พร,ในนคร,รามราช,ประพาสชม
สมเด็จท้าว,เจ้าบุรินทร์,ปิ่นพิภพ,เธอปรารภ,ที่จะให้,ไปสิงขร,ไหว้พระรูป,เทวฤทธิ์,ประสิทธิ์พร,ในนคร,รามราช,ประพาสชม,ด้วยเป็นเชื้อ,พราหมณ์พรหม,อุดมเดช,ต้องไปไหว้,อมเรศ,อิสยมภู์,สมมุติว่า,เชื้อวงศ์,เป็นพงศ์พรหม,ต้องไปไหว้,อินยมภู์,ต่อต่อมา
กุมารา,บังคมประ,นมสนอง,ไม่ขัดข้อง,บพิตร,อดิศร,พระจอมวัง,ให้จัด,เภตราจร,พวกนิกร,สำหรับลำ,ประจำงาน,ทั้งเรือรบ,เรือใช้,ไปทุกหมู่,กันศัตรู,จัดใส่,นายทหาร,ทั้งปืนยา,หน้าไม้,เครื่องใช้การ,กับอาหาร,ของเสบียง,เลี้ยงโยธี
ให้ไปกับ,พระกุมาร,ชาญสมร,ทั้งผ้าผ่อน,โขมพัตถ์,ให้จัดสรร,เครื่องสำหรับ,บูชา,สารพัน,เธอจัดสรร,ตามอย่าง,ต่างต่างเคย,ใส่พานทอง,ของสำหรับ,คำนับน้อม,สำเร็จพร้อม,สารพัด,ตรัสเฉลย,มอบให้พราหมณ์,ทิพมนต์,เป็นคนเคย,อย่าช้าเลย,พาโอ,รสยศไกร
พอฤกษ์ดี,คลี่ใบ,ขึ้นใส่รอก,ให้แล่นออก,ชักใบไป,ข้างเหนือ,ทหารยิง,ปืนประจำ,ทุกลำเรือ,คัดหางเสือ,ตามกัน,ข้ามสันดอน,ลมก็ส่ง,ตรงไป,มิได้หยุด,ต่างรีบรุด,เลียบละเมาะ,เกาะสิงขร,พระสถิต,ท้ายเภตรา,ชมสาคร,มัจฉาจร,แถกถา,ในวาริน
ลมก็ส่ง,ตรงไป,มิได้หยุด,ต่างรีบรุด,เลียบละเมาะ,เกาะสิงขร,พระสถิต,ท้ายเภตรา,ชมสาคร,มัจฉาจร,แถกถา,ในวาริน,ฝูงฉลาม,ล้วนฉลาม,ไม่จากคู่,เป็นหมู่หมู่,กลางมหา,ชลาสินธุ์,เหล่าพิมพา,พาพวก,เที่ยวหากิน,กระเบนบิน,บินวน,ปนมังกง
ฝูงฉลาม,ล้วนฉลาม,ไม่จากคู่,เป็นหมู่หมู่,กลางมหา,ชลาสินธุ์,เหล่าพิมพา,พาพวก,เที่ยวหากิน,กระเบนบิน,บินวน,ปนมังกง,ฝูงฉนาก,ล้วนฉนาก,ปากเป็นเลื่อย,ดูยาวเฟื้อย,ว่ายเปิด,เตลิดหลง,ปลาโลมา,มาว่าย,เป็นวนวง,ตะเพียนทอง,ท่องหลง,ตะเพียนทอง
ฝูงม้าน้ำ,ดำน้ำ,แล้วผุดโผน,กระโจมโจน,จับมัจฉา,เป็นอาหาร,เหล่าช้างน้ำ,เหมือนช้าง,เที่ยวรางควาน,ลอยขนาน,เคียงกัน,เป็นหลั่นไป,ฝูงเงือกงู,หมู่เงือก,ว่ายเสือกสน,ขึ้นว่ายวน,วารินกระ,สินธุ์ใส,ทั้งเงือกงู,เงือกคน,ปนกันไป,แลละไม,ดูละม้าย,คล้ายกับคน
เรือก็แล่น,เลยลัด,ตัดละเมาะ,ตามแก่งเกาะ,สัตว์หลายอย่าง,ต่างภาษา,ตัวเป็นหอย,หน้าเป็นเนื้อ,เป็นเสือปลา,หัวเป็นลา,ตัวเป็นปู,ดูพิกล,หางเป็นปลา,หน้าเป็นแกะ,เป็นแพะบ้าง,ตัวเป็นกั้ง,หัวเป็นหมู,ดูฉงน,อันฝูงสัตว์,มัจฉาใน,สาชล,เอาปฏิ,สนธิ์ต่างต่าง,ทางทะเล
หางเป็นปลา,หน้าเป็นแกะ,เป็นแพะบ้าง,ตัวเป็นกั้ง,หัวเป็นหมู,ดูฉงน,อันฝูงสัตว์,มัจฉาใน,สาชล,เอาปฏิ,สนธิ์ต่างต่าง,ทางทะเล,ข้ามชะวาก,ปากอ่าว,กบิลพัสดุ์,ระลอกซัด,เรือกำปั่น,ใบหันเห,พวกต้นหน,คนชำนาญ,การทะเล,ก็บ่ายเภ,ตราตาม,ข้ามสันดอน
ข้ามชะวาก,ปากอ่าว,กบิลพัสดุ์,ระลอกซัด,เรือกำปั่น,ใบหันเห,พวกต้นหน,คนชำนาญ,การทะเล,ก็บ่ายเภ,ตราตาม,ข้ามสันดอน,สุริยง,ลงลับ,พยับฟ้า,พระจันทรา,แจ่มจำรัส,ประภัสสร,น้ำค้างย้อย,พรอยพร่าง,กลางอัมพร,ดารากร,เปล่งสี,มณีพราย
