w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
แล้วรางวัล,บรรดา,สานุศิษย์,ซึ่งตามติด,ปรนนิบัติ,เมื่อขัดสน,ล้วนจีนจาม,พราหมณ์แขก,ฝรั่งปน,ทั้งร้อยคน,คู่ยาก,ลำบากมา,ประทานเมีย,สาวสาว,ขาวน้อยน้อย,ถ้วนทั้งร้อย,รูปงาม,ตามภาษา,กับกำปั่น,บรรทุก,เกลือข้าวปลา,ทั้งเงินห้า,ร้อยทั่ว,ทุกตัวคน
ประทานเมีย,สาวสาว,ขาวน้อยน้อย,ถ้วนทั้งร้อย,รูปงาม,ตามภาษา,กับกำปั่น,บรรทุก,เกลือข้าวปลา,ทั้งเงินห้า,ร้อยทั่ว,ทุกตัวคน,ให้ไปอยู่,บูรีรอบ,ขอบประเทศ,คอยแจ้งเหตุ,ตื้นลึก,ศึกสิงหล,ให้มีไพร่,ไว้สำหรับ,อยู่กับตน,ทั้งร้อยคน,คนละร้อย,ไม่น้อยใจ
ฝ่ายจีนจาม,พราหมณ์ฝรั่ง,แขกอังกฤษ,สุจริต,รักพระองค์,ไม่สงสัย,ได้กำปั่น,ภรรยา,ทั้งข้าไท,เหมือนเกิด,ใหม่มั่งมี,ยินดีนัก,ต่างทูลว่า,ถ้าแม้น,เมืองผลึก,ต้องทำศึก,กับลังกา,อาณาจักร,จะเจ็บแค้น,แทนพระคุณ,การุญรัก,สาพิภักดิ์,ต่อเจ้า,กินข้าวเกลือ
ต่างทูลว่า,ถ้าแม้น,เมืองผลึก,ต้องทำศึก,กับลังกา,อาณาจักร,จะเจ็บแค้น,แทนพระคุณ,การุญรัก,สาพิภักดิ์,ต่อเจ้า,กินข้าวเกลือ,แล้วทูลลา,พาอนงค์,ลงกำปั่น,อยู่ห้องกั้น,เก๋งท้าย,สบายเหลือ,ทั้งไพร่พล,คนใช้,ที่ในเรือ,มีห้องนอน,หมอนเสื่อ,สบายใจ
แล้วทูลลา,พาอนงค์,ลงกำปั่น,อยู่ห้องกั้น,เก๋งท้าย,สบายเหลือ,ทั้งไพร่พล,คนใช้,ที่ในเรือ,มีห้องนอน,หมอนเสื่อ,สบายใจ,พอลมดี,คลี่ใบ,ขึ้นใส่รอก,ต่างแล่นออก,อ่าวมหา,ชลาไหล,ด้วยเจนทาง,กลางคงคา,เคยมาไป,ต่างใช้ใบ,แยกย้าย,ไปรายเรียง
พอลมดี,คลี่ใบ,ขึ้นใส่รอก,ต่างแล่นออก,อ่าวมหา,ชลาไหล,ด้วยเจนทาง,กลางคงคา,เคยมาไป,ต่างใช้ใบ,แยกย้าย,ไปรายเรียง,พวกจีนแล่น,แผนที่,ตะวันออก,ออกเส้นนอก,แหลมเรียว,เลี้ยวเฉลียง,ไปกึงตั๋ง,กังจิ๋ว,จุนติ๋วเซียง,เข้าลัดเลี่ยง,อ้ายมุ้ย,แล่นฉุยมา
เห็นหลานมาก,อยากเลี้ยง,เข้าเคียงข้าง,พระทัยนาง,นึกนิยม,ชมลูกเขย,แล้วว่าดี,มีถม,ดอกนมเนย,ขอให้เคย,คู่แฝด,สักแปดคราว,แล้วเลือกสรร,บรรดา,นางข้าหลวง,ดูงามท่วง,ทีละมุน,พึ่งรุ่นสาว,ให้เห่เรื่อย,เฉื่อยฉ่ำ,ทุกค่ำเช้า,สำเนียงราว,เรไร,ในไพรวัน
แล้วเลือกสรร,บรรดา,นางข้าหลวง,ดูงามท่วง,ทีละมุน,พึ่งรุ่นสาว,ให้เห่เรื่อย,เฉื่อยฉ่ำ,ทุกค่ำเช้า,สำเนียงราว,เรไร,ในไพรวัน,ทั้งพี่เลี้ยง,นางนม,ล้วนสมศักดิ์,บำรุงรัก,ตื่นหลับ,เฝ้ารับขวัญ,พระอู่ทอง,สองอู่,เป็นคู่กัน,ทุกคืนวัน,เวียนระวัง,เป็นกังวล
ให้พอประ,ทังยังชั่ว,ตั้งตัวได้,หมายจะไป,ทำศึก,ไม่นึกหนี,ให้เกณฑ์คน,พลเมือง,เอกโทตรี,บรรดามี,มาระดม,เข้าสมทบ,แต่ทัพหน้า,ห้าแสน,ถือแหลนหลาว,ทั้งปืนยาว,ปืนสั้น,เข้าบรรจบ,ยังปีกป้อง,กองหลวง,ควงเข้างบ,ทหารรบ,ห้าหมื่น,พื้นฉกรรจ์
แต่ทัพหน้า,ห้าแสน,ถือแหลนหลาว,ทั้งปืนยาว,ปืนสั้น,เข้าบรรจบ,ยังปีกป้อง,กองหลวง,ควงเข้างบ,ทหารรบ,ห้าหมื่น,พื้นฉกรรจ์,ทั้งกองหลัง,รั้งท้าย,ก็หลายแสน,ล้วนปืนแม่น,มีแรง,แข็งขยัน,มารวมรอม,พร้อมหมด,กำหนดวัน,ใครไม่ทัน,โทษา,ถึงผ่าทรวง
