w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
กับด้วยนาง,อสุรี,นีรมิต,เป็นคู่ชิด,เชยชม,สมสมาน,ต้องรักใคร่,ไปตาม,ยามกันดาร,จนนางมาร,มีบุตร,บุรุษชาย,ไม่คลาดเคลื่อน,เหมือนองค์,พระทรงเดช,แต่ดวงเนตร,แดงดูดัง,สุริย์ฉาย,ทรงกำลัง,ดังพระยา,คชาพลาย,มีเขี้ยวคล้าย,ชนนี,มีศักดา
ไม่คลาดเคลื่อน,เหมือนองค์,พระทรงเดช,แต่ดวงเนตร,แดงดูดัง,สุริย์ฉาย,ทรงกำลัง,ดังพระยา,คชาพลาย,มีเขี้ยวคล้าย,ชนนี,มีศักดา,พระบิตุ,รงค์ทรงศักดิ์,ก็รักใคร่,ด้วยเนื้อไข,มิได้คิด,ริษยา,เฝ้าเลี้ยงลูก,ผูกเปล,แล้วเห่ช้า,จนใหญ่กล้า,อายุ,ได้แปดปี
เจียระบาด,คาดองค์,ก็ทรงเปลื้อง,ให้เป็นเครื่อง,นุ่งห่ม,โอรสา,สอนให้เจ้า,เป่าปี่,มีวิชา,เพลงสาตรา,สารพัด,หัดชำนาญ,วันหนึ่งนาง,อสุรี,ผีเสื้อน้ำ,ออกจากถ้ำ,เที่ยวหา,ภักษาหาร,จับกระโห้,โลมา,กุมภาพาล,กินสำราญ,รื่นเริง,บันเทิงใจ
ฝ่ายกุมาร,สินสมุทร,สุดสวาท,ไม่ห่างบาท,บิดา,อัชฌาสัย,ความรักพ่อ,ยิ่งกว่าแม่,มาแต่ไร,ด้วยมิได้,ขู่เข็ญ,เช่นมารดา,เห็นทรงธรรม์,บรรทม,สนิทนิ่ง,หนีไปวิ่ง,เล่นอยู่,ในคูหา,โลดลำพอง,ลองเชิง,ละเลิงมา,เห็นแผ่นผา,พิงผนิด,ปิดหนทาง
เห็นทรงธรรม์,บรรทม,สนิทนิ่ง,หนีไปวิ่ง,เล่นอยู่,ในคูหา,โลดลำพอง,ลองเชิง,ละเลิงมา,เห็นแผ่นผา,พิงผนิด,ปิดหนทาง,หนักหรือเบา,เยาว์อยู่,ไม่รู้จัก,เข้าลองผลัก,ด้วยกำลัง,ก็พังผาง,เห็นหาดทราย,พรายงาม,เป็นเงินราง,ทะเลกว้าง,ข้างขวา,ล้วนป่าดง
หนักหรือเบา,เยาว์อยู่,ไม่รู้จัก,เข้าลองผลัก,ด้วยกำลัง,ก็พังผาง,เห็นหาดทราย,พรายงาม,เป็นเงินราง,ทะเลกว้าง,ข้างขวา,ล้วนป่าดง,ไม่เคยเห็น,เป็นน่า,สนุกสนาน,พระกุมาร,เพลินจิต,พิศวง,ออกวิ่งเต้น,เล่นทราย,สบายองค์,แล้วโดดลง,เล่นมหา,ชลาลัย
ไม่เคยเห็น,เป็นน่า,สนุกสนาน,พระกุมาร,เพลินจิต,พิศวง,ออกวิ่งเต้น,เล่นทราย,สบายองค์,แล้วโดดลง,เล่นมหา,ชลาลัย,ด้วยหน่อนาถ,ชาติเชื้อ,ผีเสื้อสมุทร,ดำไม่ผุด,เลยทั้งวัน,ก็กลั้นได้,ยิ่งถูกน้ำ,กำลัง,ยิ่งเกรียงไกร,เที่ยวเลี้ยวไล่,ขี่ปลาใน,สาชล
ฉุดกระชาก,ลากหาง,ขึ้นกลางหาด,แลประหลาด,ลักษณา,มีตาหู,จะเอาไป,ให้พระ,บิดาดู,แล้วลากลู่,เข้าในถ้ำ,ด้วยกำลัง,ถึงหุบห้อง,ร้องบอก,บิตุเรศ,พระลืมเนตร,เหลียวหา,ทั้งหน้าหลัง,เห็นลูกลาก,เงือกน้ำ,แต่ลำพัง,จากบัลลังก์,มาห้าม,แล้วถามไป
ถึงหุบห้อง,ร้องบอก,บิตุเรศ,พระลืมเนตร,เหลียวหา,ทั้งหน้าหลัง,เห็นลูกลาก,เงือกน้ำ,แต่ลำพัง,จากบัลลังก์,มาห้าม,แล้วถามไป,เมื่อกี้เห็น,เล่นอยู่,ในคูหา,เงือกนี้เจ้า,เอามา,แต่ข้างไหน,พระลูกเล่า,ตามจริง,ทุกสิ่งไป,พระตกใจ,จึงว่า,ด้วยปรานี
เมื่อกี้เห็น,เล่นอยู่,ในคูหา,เงือกนี้เจ้า,เอามา,แต่ข้างไหน,พระลูกเล่า,ตามจริง,ทุกสิ่งไป,พระตกใจ,จึงว่า,ด้วยปรานี,แม้นแม่เจ้า,เขารู้,ว่าแรงนัก,กลัวจะ,ลักลอบพา,บิดาหนี,จะโกรธเกรี้ยว,เคี้ยวเล่น,เป็นธุลี,ไม่พอที่,ชีวัน,จะบรรลัย
ฝ่ายเงือกน้ำ,นอนกลิ้ง,นิ่งสดับ,กิตติศัพท์,สองแจ้ง,แถลงไข,รู้ภาษา,มนุษย์,แน่ในใจ,จะกราบไหว้,วอนว่า,ให้ปรานี,ค่อนเขยื้อน,เลื่อนลุก,ขึ้นทั้งเจ็บ,ยังมึนเหน็บ,น้อมประณต,บทศรี,พระผ่านเกล้า,เจ้าฟ้า,ในธาตรี,ข้าขอชี,วิตไว้,อย่าให้ตาย
ซึ่งปากถ้ำ,ทำลาย,ลงเสียหมด,ให้โอรส,ยกตั้ง,บังคูหา,ข้าเห็นอย่าง,นางมาร,จะนานมา,จะอาสา,เกลี่ยทราย,เสียให้ดี,หนึ่งพวกพ้อง,ของข้า,คณาญาติ,ขอรองบาท,บงกช,บทศรี,แม้นประสงค์,สิ่งไร,ในนที,ที่สิ่งมี,จะเอามา,สารพัน
ไปกลางย่าน,บ้านเรือน,หามีไม่,สมุทรไท,ซึ้งซึก,ลึกหนักหนา,แต่สำเภา,ชาวเกาะ,เมืองลังกา,เขาแล่นมา,มีบ้าง,อยู่ลางปี,ถ้าเสียเรือ,เหลือคน,แล้วนางเงือก,ขึ้นมาเลือก,เอาไปชม,ประสมศรี,เหมือนพวก,พ้องของข้า,รู้พาที,ด้วยเดิมที,ปู่ย่า,เป็นมนุษย์
ถ้าเสียเรือ,เหลือคน,แล้วนางเงือก,ขึ้นมาเลือก,เอาไปชม,ประสมศรี,เหมือนพวก,พ้องของข้า,รู้พาที,ด้วยเดิมที,ปู่ย่า,เป็นมนุษย์,อายุข้า,ห้าร้อย,แปดสิบเศษ,จึงแจ้งเหตุ,แถวทาง,กลางสมุทร,แม้นจะหนี,ผีเสื้อด้วย,แรงรุทร,เห็นไม่สุด,สิ้นแดน,ด้วยแสนไกล
พวกเรือแตก,แขกฝรั่ง,แลอังกฤษ,ขึ้นเป็นศิษย์,อยู่สำนัก,นั้นหนักหนา,ด้วยโยคี,มีมนต์,ดลวิชา,ปราบบรรดา,ภูตพราย,ไม่กรายไป,แม้นพระองค์,ทรงฤทธิ์,จะคิดหนี,ถึงโยคี,เข้าสำนัก,ไม่ตักษัย,เผื่อสำเภา,เขาซัด,พลัดเข้าไป,ก็จะได้,โดยสาร,ไปบ้านเมือง
แม้นพระองค์,ทรงฤทธิ์,จะคิดหนี,ถึงโยคี,เข้าสำนัก,ไม่ตักษัย,เผื่อสำเภา,เขาซัด,พลัดเข้าไป,ก็จะได้,โดยสาร,ไปบ้านเมือง,แต่ทางไกล,ไม่น้อย,ถึงร้อยโยชน์,ล้วนเขาโขด,คีรีรัตน์,ขนัดเนื่อง,กลางคงคา,สารพัด,จะขัดเคือง,จงทราบเบื้อง,บงกช,บทมาลย์
