w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ได้สินทรัพย์,นับถัง,สร้างกำปั่น,แล้วชวนกัน,แล่นไปข้าง,ใต้เหนือ,มีปืนใหญ่,ไว้ประจำ,ทุกลำเรือ,ทหารเสือ,เล่าก็มี,ถึงสี่พัน,แต่กำปั่น,นั้นมี,ถึงสี่ร้อย,เที่ยวแล่นลอย,ไปทุกแห่ง,เพราะแข็งขัน,แต่ล้วนพวก,แขกดำ,ทุกลำมัน,ตัวนายนั้น,ชื่อคุลา,ปะตาวี
แต่กำปั่น,นั้นมี,ถึงสี่ร้อย,เที่ยวแล่นลอย,ไปทุกแห่ง,เพราะแข็งขัน,แต่ล้วนพวก,แขกดำ,ทุกลำมัน,ตัวนายนั้น,ชื่อคุลา,ปะตาวี,ปะสำเภก,เภตรา,เที่ยวค้าขาย,มันแล่นราย,ล้อมไว้,มิให้หนี,ขึ้นเก็บเอา,สินค้า,บรรดามี,แม้นต่อตี,มันก็ฆ่า,ชีวาวาย
ปะสำเภก,เภตรา,เที่ยวค้าขาย,มันแล่นราย,ล้อมไว้,มิให้หนี,ขึ้นเก็บเอา,สินค้า,บรรดามี,แม้นต่อตี,มันก็ฆ่า,ชีวาวาย,กำเริบจิต,คิดเข้าตี,ตามเมืองเกาะ,ทุกละเมาะ,มันเที่ยวริบ,เอาฉิบหาย,เป็นโจรใหญ่,อยู่ในน้ำ,ตามสบาย,เที่ยวแล่นราย,สืบข่าว,ทุกอ่าวไป
เมื่อวันหนึ่ง,นายโจร,เผอิญเจ็บ,ให้เมื่อยเหน็บ,จับสั่น,จิตหวั่นไหว,โภชนา,อาหาร,ประการใด,กินไม่ได้,ข้าวปลา,สารพัน,หมอให้กิน,หยูกยา,สารพัด,ไม่บำบัด,โรคา,ก็อาสัญ,ฝ่ายพวกโจร,แต่บรรดา,ทั้งห้าพัน,มาพร้อมกัน,ถ้วนทั่ว,ทุกตัวนาย
แต่บรรดา,มาพร้อม,อยู่ที่นี่,ใครจะมี,ปัญญา,อัชฌาสัย,เราเห็นอยู่,แต่มะหุด,วุฒิไกร,ควรจะให้,เป็นใหญ่,ด้วยใจดี,ทั้งแกล้วกล้า,สามารถ,ฉลาดเฉลียว,เคยท่องเที่ยว,รู้หนทาง,กลางวิถี,แล้วเป็นผู้,รู้วิชา,ปัญญาดี,ควรเป็นที่,นายใหญ่,ได้ใช้การ
ทั้งแกล้วกล้า,สามารถ,ฉลาดเฉลียว,เคยท่องเที่ยว,รู้หนทาง,กลางวิถี,แล้วเป็นผู้,รู้วิชา,ปัญญาดี,ควรเป็นที่,นายใหญ่,ได้ใช้การ,ท่านจะเห็น,เป็นอย่างไร,อย่าได้นิ่ง,ไม่เห็นจริง,อย่างไร,เร่งไขขาน,แม้นเห็นชอบ,แล้วคำนับ,เร่งกราบกราน,อย่านิ่งนาน,จะได้สั่ง,ให้ตั้งพลัน
พอฤกษ์ดี,คลี่ใบ,ขึ้นใส่รอก,ให้เร่งออก,รีบไปข้าง,ฝ่ายเหนือ,เครื่องอาวุธ,เตรียมประจำ,ทุกลำเรือ,ทหารเสือ,โห่เร้า,จะเอาชัย,แต่แล่นมา,ห้าเดือน,ไม่หยุดยั้ง,ดูเกาะฝั่ง,ตามมหา,ชลาไหล,ต้นหนส่อง,กล้องสว่าง,ดูทางไป,จนเกือบใกล้,รมจักร,นัครินทร์
แต่แล่นมา,ห้าเดือน,ไม่หยุดยั้ง,ดูเกาะฝั่ง,ตามมหา,ชลาไหล,ต้นหนส่อง,กล้องสว่าง,ดูทางไป,จนเกือบใกล้,รมจักร,นัครินทร์,พอขาดข้าว,เครื่องเสบียง,เลี้ยงทหาร,เห็นถิ่นฐาน,สมจิต,คิดถวิล,จำจะเข้า,รบรา,เอาธานินทร์,ตีแต่ถิ่น,ปากน้ำ,ทำเสบียง
พอขาดข้าว,เครื่องเสบียง,เลี้ยงทหาร,เห็นถิ่นฐาน,สมจิต,คิดถวิล,จำจะเข้า,รบรา,เอาธานินทร์,ตีแต่ถิ่น,ปากน้ำ,ทำเสบียง,ถึงปากอ่าว,เราไป,รายกันทอด,เมื่อเรือจอด,ด้วยกันมาก,ห้ามปากเสียง,ไม่อื้ออึง,ปราบปราม,ห้ามสำเนียง,คอยฟังเสียง,เล่าลือ,อย่าอื้ออึง
จะกล่าวฝ่าย,นายด่าน,เมืองปากน้ำ,เวลาค่ำ,ใช้ใบ,แล่นไปถึง,พบกำปั่น,จอดสล้าง,พลางรำพึง,แล่นไปถึง,สั่งล่าม,ให้ถามพลัน,ว่าเรือมา,ทอดอยู่นี่,ดีหรือร้าย,จงภิปราย,ตามจริง,ทุกสิ่งสรรพ์,โจรได้ฟัง,คั่งใจ,ร้องไปพลัน,มาถามกัน,ว่ากระไร,ไม่ใช่นาย
ว่าเรือมา,ทอดอยู่นี่,ดีหรือร้าย,จงภิปราย,ตามจริง,ทุกสิ่งสรรพ์,โจรได้ฟัง,คั่งใจ,ร้องไปพลัน,มาถามกัน,ว่ากระไร,ไม่ใช่นาย,เร่งกลับ,ไปรักษา,อาณาเขต,ถิ่นประเทศ,กูจะริบ,ให้ฉิบหาย,อย่าอยู่ช้า,ถ้ารู้,ถึงตัวนาย,เองจะตาย,เสียเปล่าเปล่า,ไม่เข้ายา
เร่งกลับ,ไปรักษา,อาณาเขต,ถิ่นประเทศ,กูจะริบ,ให้ฉิบหาย,อย่าอยู่ช้า,ถ้ารู้,ถึงตัวนาย,เองจะตาย,เสียเปล่าเปล่า,ไม่เข้ายา,เรือตระเวน,รีบมา,หานายด่าน,จึ่งแจ้งการ,สิ้นฟัง,ไม่กังขา,มันท้าทาย,หลายลิ้น,สิ้นตำรา,ฟังพูดจา,หยาบคาย,หลายประการ
