w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ครั้นซักไซ้,ให้สบถ,ปดไม่ได้,ทราบว่าไป,รบพุ่ง,สามกรุงศรี,ท้าวทศวงศ์,พงศา,สุมาลี,ทั้งบุตรี,กวาดมา,ไว้ป่าตาล,นางตีอก,ตกใจ,ด้วยไม่ทราบ,ช่างหยามหยาบ,ยิ่งนัก,ทำหักหาญ,ข่มเหงเหล่า,เผ่าพงศ์,พวกวงศ์วาน,แสนสงสาร,สองธิดา,สุมาลี
ฝ่ายโฉมยง,องค์วัณฬา,รำภานาฏ,สำอางอาตม์,อ่าองค์,สรงสนาน,ประดับเครื่อง,เรืองจำรัส,ชัชวาล,พนักงาน,พัชนี,พัดวีลม,ทรงเกือกทอง,รองบาท,ต่างยาตรเยื้อง,นางเชิญเครื่อง,เนื่องตาม,ล้วนงามสม,ขุนหมื่นหมอ,ขอเฝ้า,ทั้งเจ้ากรม,กราบบังคม,คอยตาม,กันหลามไป
ทรงเกือกทอง,รองบาท,ต่างยาตรเยื้อง,นางเชิญเครื่อง,เนื่องตาม,ล้วนงามสม,ขุนหมื่นหมอ,ขอเฝ้า,ทั้งเจ้ากรม,กราบบังคม,คอยตาม,กันหลามไป,ทั้งสององค์,ทรงรถ,พระกลดกั้น,รถกำนัล,นั่งเคียง,เรียงไสว,สารถี,ตีม้า,เคลื่อนคลาไคล,ปี่ไฉน,กลองชนะ,ตีประโคม
ทั้งสององค์,ทรงรถ,พระกลดกั้น,รถกำนัล,นั่งเคียง,เรียงไสว,สารถี,ตีม้า,เคลื่อนคลาไคล,ปี่ไฉน,กลองชนะ,ตีประโคม,ขนัดนอก,หอกดาบกำ,ซาบสะพรั่ง,ทั้งหน้าหลัง,สังข์แตร,เป่าแห่โหม,อภิรุม,ชุมสาย,พรายโพยม,ครั้นค่ำโคม,คบสว่าง,ตามทางไป
ขนัดนอก,หอกดาบกำ,ซาบสะพรั่ง,ทั้งหน้าหลัง,สังข์แตร,เป่าแห่โหม,อภิรุม,ชุมสาย,พรายโพยม,ครั้นค่ำโคม,คบสว่าง,ตามทางไป,ต่อย่ำฆ้อง,สองยาม,หยุดประทับ,ครั้นรุ่งขับ,คนเดิน,เนินไศล,กำลังทุกข์,ยุคเข็ญ,เห็นสิ่งใด,นางมิได้,ชื่นชม,ด้วยตรมทรวง
ต่อย่ำฆ้อง,สองยาม,หยุดประทับ,ครั้นรุ่งขับ,คนเดิน,เนินไศล,กำลังทุกข์,ยุคเข็ญ,เห็นสิ่งใด,นางมิได้,ชื่นชม,ด้วยตรมทรวง,แต่ขอเฝ้า,เจ้าชู้,ไม่รู้ทุกข์,แสนสนุก,เสนหา,นางข้าหลวง,เก็บดอกไม้,ในป่า,บุปผาพวง,ทั้งมะม่วง,มะปราง,ให้นางใน
แต่ขอเฝ้า,เจ้าชู้,ไม่รู้ทุกข์,แสนสนุก,เสนหา,นางข้าหลวง,เก็บดอกไม้,ในป่า,บุปผาพวง,ทั้งมะม่วง,มะปราง,ให้นางใน,นางสาวสาว,น้าวกิ่ง,ชิงกันเก็บ,จนเสียเล็บ,แลหา,น้ำตาไหล,บ้างท้าวแขน,แหงนชม,พนมไพร,ดูนกไม้,ต่างต่าง,ตามทางมา
ฝ่ายเอกองค์,ทรงยศ,โอรสราช,ฟังประหลาด,หลากจิต,คิดสงสัย,ปรึกษาน้อง,สองหลาน,รำคาญใจ,หรือใครไป,เพ็ดทูล,จึงวุ่นวาย,พระอนุ,ชาว่าเห็น,จะเป็นแน่,จะคิดแก้,อย่างไร,เห็นไม่หาย,อย่าให้พบ,หลบลี้,ดูดีร้าย,ให้แต่ฝ่าย,ผู้เฒ่า,อยู่เฝ้าฟัง
พวกผู้เฒ่า,เฝ้าฟัง,รับสั่งถาม,จึงทูลความ,เคลือบแฝง,แถลงไข,พระหน่อนาถ,ราชโอ,รสยศไกร,เสด็จไป,ลังกา,ได้ห้าวัน,ปิดประตู,ผู้ใด,เข้าในด่าน,จะประหาร,ชีวา,ให้อาสัญ,ข้าพเจ้า,เข้ามา,แต่อารัญ,ต้องพากัน,ขัดค้าง,อยู่อย่างนี้
นางดำริ,ตริตรึก,นิ่งนึกแหนง,เห็นจะแกล้ง,ไม่ให้พบ,คิดหลบหนี,จึงซักไซ้,ใครเล่า,เฝ้าบุรี,หรือไม่มี,ตัวทหาร,ประการใด,พวกคนแก่,แก้ว่า,ข้าพเจ้า,มิได้เข้า,ไปเห็นว่า,เป็นไฉน,นางทรงฟัง,สั่งบรรดา,พวกข้าไท,จงเรียกให้,เปิดบาน,ทวารบัง
