w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
มาเดือนครึ่ง,ถึงละเมาะ,ที่เกาะขวาง,ดูใหญ่กว้าง,แลไป,ดั่งไพรสัณฑ์,มีกำแพง,ล้อมรอบ,เป็นขอบคัน,สารพัน,ตึกราม,งามวิไล,ด้วยอำนาจ,ยักขินี,มันนีมิต,เข้าดลจิต,คนหลง,ไม่สงสัย,ให้เห็นเป็น,ถิ่นฐาน,สำราญใจ,แวะเข้าไป,จับกิน,สิ้นเภตรา
ด้วยอำนาจ,ยักขินี,มันนีมิต,เข้าดลจิต,คนหลง,ไม่สงสัย,ให้เห็นเป็น,ถิ่นฐาน,สำราญใจ,แวะเข้าไป,จับกิน,สิ้นเภตรา,ฉีกขาแข้ง,แย่งชิง,กันสูบเลือด,เอามีดเชือด,กินเล่น,เป็นภักษา,ต่อนานนาน,เรือซัด,พลัดเข้ามา,มันมารยา,ทำอุบาย,ให้ตายใจ
ฉีกขาแข้ง,แย่งชิง,กันสูบเลือด,เอามีดเชือด,กินเล่น,เป็นภักษา,ต่อนานนาน,เรือซัด,พลัดเข้ามา,มันมารยา,ทำอุบาย,ให้ตายใจ,มันลงมา,เดินไขว่,อยู่ชายหาด,ใครขัดขาด,ข้าวปลา,มันหาให้,แม้นหลงอยู่,ผู้นั้น,ก็บรรลัย,มันลอบไป,หักหางเสือ,ให้เรือโคลง
ฝ่ายพระสุด,สาคร,บวรนาถ,ล่วงลีลาศ,แถวทาง,มากลางหน,เกือบจะถึง,ยักขินี,ที่ตำบล,เห็นผู้คน,ไรไร,ยังไกลตา,อัสดร,ถอนถีบ,แล้วรีบรัด,ใกล้จังหวัด,เกาะขวาง,กลางมหา,ยักขินี,ดีใจ,เห็นใกล้มา,คนกับม้า,มาให้กิน,ต่างยินดี
จำจะแวะ,เข้าไปถาม,ได้ความถ้อย,จึ่งจะค่อย,รีบไป,ในวิถี,ดูบ้านเมือง,เขามาตั้ง,ฝั่งนที,เห็นจะมี,ไทท้าว,เจ้านคร,พระตรึกพลาง,ทางชัก,ม้าที่นั่ง,ขึ้นบนฝั่ง,ชายชลา,หน้าสิงขร,ชมประเทศ,เขตแคว้น,แดนนคร,พระภูธร,ตรงเข้าไป,ในศาลา
ฝ่ายพระองค์,พงศ์กษัตริย์,ไม่สงสัย,จึ่งเล่าไป,โดยประสงค์,จำนงหวัง,เรามาจาก,นักสิทธ์,ไม่ปิดบัง,ให้มันฟัง,แต่ต้น,ไปจนปลาย,ยักขินี,ดีใจ,เห็นได้ช่อง,ตะโกนก้อง,เรียกกัน,ให้ผันผาย,หวังจะจับ,กินให้งาม,ตามสบาย,อ้ายตัวนาย,ถือพร้า,มาหน้าพล
ยักขินี,ดีใจ,เห็นได้ช่อง,ตะโกนก้อง,เรียกกัน,ให้ผันผาย,หวังจะจับ,กินให้งาม,ตามสบาย,อ้ายตัวนาย,ถือพร้า,มาหน้าพล,พวกบ่าวไพร่,ถือไม้,เหน็บพร้าโต้,แล้วร้องโห่,ขู่คำราม,ขึ้นสามหน,กรูกันเข้า,ล้อมแน่น,สักแสนคน,พวกไพร่พล,แลบลิ้น,บ้างปลิ้นตา
พวกบ่าวไพร่,ถือไม้,เหน็บพร้าโต้,แล้วร้องโห่,ขู่คำราม,ขึ้นสามหน,กรูกันเข้า,ล้อมแน่น,สักแสนคน,พวกไพร่พล,แลบลิ้น,บ้างปลิ้นตา,น้ำลายไหล,หมายจะกิน,ให้สิ้นซาก,กำลังอยาก,โลดเต้น,เผ่นถลา,กูนี้คือ,ยักขินี,มีศักดา,จะกินม้า,กินคน,หลงหนทาง
น้ำลายไหล,หมายจะกิน,ให้สิ้นซาก,กำลังอยาก,โลดเต้น,เผ่นถลา,กูนี้คือ,ยักขินี,มีศักดา,จะกินม้า,กินคน,หลงหนทาง,แม้นรักตัว,กลัวตาย,จงส่งม้า,ให้กูฆ่า,กินเล่น,อย่าขัดขวาง,ขืนดื้อดึง,จะถึง,ชีวาวาง,ทั้งคนม้า,กูจะล้าง,ไม่ฟังความ
ม้ากับมึง,หน่อยหนอ,ไม่พอเคี้ยว,อย่าบิดเบี้ยว,ยอกย้อน,พูดผ่อนผัน,เหวยอ้าย,พวกเสนา,เอาพร้าฟัน,ทั้งขามัน,ขาม้า,คร่าเอาตัว,ยักขินี,ชี้มือ,แล้วชักพร้า,วิงถลา,หลอนหลอก,บ้างกลอกหัว,อ้ายนายใหญ่,โลดเต้น,ทำเล่นตัว,ทั้งกลอกหัว,แลบลิ้น,แล้วปลิ้นตา
