w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
สงสารเจ้า,เศร้าสร้อย,มาพลอยยาก,ปราศจาก,หมอนฟูก,แล้วลูกเอ๋ย,มิเคยยาก,กรากกรำ,ก็จำเคย,มาชมเชย,น้ำค้าง,อยู่กลางไพร,เจ้าขวัญอ่อน,นอนเรียง,อยู่เคียงแม่,ไม่ห่างแห,งามสรรพ,จงหลับใหล,แม่นี้ไม่,ไสยาสน์,ประหลาดใจ,ด้วยป่าใหญ่,เย็นเยียบ,เงียบสำเนียง
เจ้าขวัญอ่อน,นอนเรียง,อยู่เคียงแม่,ไม่ห่างแห,งามสรรพ,จงหลับใหล,แม่นี้ไม่,ไสยาสน์,ประหลาดใจ,ด้วยป่าใหญ่,เย็นเยียบ,เงียบสำเนียง,แต่โพล้เพล้,เรไร,ก็ไม่ร้อง,ไม่แซ่ซ้อง,เสียงสัตว์,สงัดเสียง,ทั้งเนื้อนก,วิหคเงียบ,เซียบสำเนียง,เห็นผิดเยี่ยง,อย่างป่า,พนาลัย
ฝ่ายนารี,พี่น้อง,สองสุภาพ,ต่างก้มกราบ,บาทา,อัชฌาสัย,จึงทูลความ,ตามรู้,อยู่ในใจ,นี่มาใน,แนวป่า,ชื่อกาลวัน,ตำแหน่งนี้,มีเจ้าป่า,เทพารักษ์,สิทธิศักดิ์,รักษา,พนาสัณฑ์,เข้าสิงสู่,อยู่ในถ้ำ,กลำพัน,แสนฉกรรจ์,กินสัตว์ใน,ปัถพี
ตำแหน่งนี้,มีเจ้าป่า,เทพารักษ์,สิทธิศักดิ์,รักษา,พนาสัณฑ์,เข้าสิงสู่,อยู่ในถ้ำ,กลำพัน,แสนฉกรรจ์,กินสัตว์ใน,ปัถพี,ผู้ใดมา,อารักษ์,ลักสะกด,กินเสียหมด,มิให้พบ,ทั้งศพผี,จึงเยือกเย็น,เว้นว่าง,หนทางนี้,มิได้มี,ผู้ใด,เดินไปมา
ผู้ใดมา,อารักษ์,ลักสะกด,กินเสียหมด,มิให้พบ,ทั้งศพผี,จึงเยือกเย็น,เว้นว่าง,หนทางนี้,มิได้มี,ผู้ใด,เดินไปมา,แต่ทางตรง,ลงทุ่ง,กรุงสิงหล,ไม่แวะวน,เวียนวง,ตรงหนักหนา,แม้วันนี้,มีภัย,สิ่งไรมา,จึงทรงตรา,แก้วกัน,อันตราย
อันใจแม่,แต่ยังเยาว์,คุ้มเท่าใหญ่,เผอิญให้,พรั่นตัวนึก,กลัวผี,ถึงรบรา,ฆ่าฟัน,ทุกวันนี้,ก็สุดที่,กลัวแกล้ง,ทำแข็งใจ,เจ้าเรียนรู้,อยู่กับท่าน,อาจารย์เฒ่า,ท่านบอกเล่า,ลึกซึ้ง,ไปถึงไหน,จะต่อตี,ผีสาง,ทำอย่างไร,จงบอกให้,แจ้งจิต,ในกิจจา
ทั้งสองนาง,ต่างคำนับ,อภิวาท,อันพระบาท,บาลี,ดีหนักหนา,รู้วิสัย,ไตรเพท,เลศวิชา,เหมือนเห็น,ฟ้าดินจบ,ทั้งภพไตร,แม้นประมาณ,การอันใด,ก็ไม่ผิด,รักษากิจ,กรุณา,อัชฌาสัย,พอตาหู,รู้เห็น,เป็นอย่างไร,ในดวงใจ,คิดเสร็จ,สำเร็จการ
แม้นประมาณ,การอันใด,ก็ไม่ผิด,รักษากิจ,กรุณา,อัชฌาสัย,พอตาหู,รู้เห็น,เป็นอย่างไร,ในดวงใจ,คิดเสร็จ,สำเร็จการ,ซึ่งให้ข้า,พาพระองค์,มาตรงนี้,เหตุด้วยผี,ร้ายแรง,กำแหงหาญ,ขอบุญญา,อานุภาพ,ช่วยปราบมาร,ให้สำราญ,รัถยา,ประชาชน
ซึ่งให้ข้า,พาพระองค์,มาตรงนี้,เหตุด้วยผี,ร้ายแรง,กำแหงหาญ,ขอบุญญา,อานุภาพ,ช่วยปราบมาร,ให้สำราญ,รัถยา,ประชาชน,อันดวงตรา,ราหู,คู่กษัตริย์,คุ้มจังหวัด,แว่นแคว้น,แดนสิงหล,ถึงผีสาง,ปะรางควาน,ไม่ทานทน,ย่อมแพ้ผล,วาสนา,บารมี
อันดวงตรา,ราหู,คู่กษัตริย์,คุ้มจังหวัด,แว่นแคว้น,แดนสิงหล,ถึงผีสาง,ปะรางควาน,ไม่ทานทน,ย่อมแพ้ผล,วาสนา,บารมี,ขอพระองค์,ทรงคิด,พิษฐาน,ตามโบราณ,ท่านบำรุง,ซึ่งกรุงศรี,เดชะผล,ปรนนิบัติ,ปัถพี,คงปราบผี,พ่ายแพ้,นั้นแน่นัก
