w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
เห็นโยธา,ข้าศึก,ล้วนฮึกหาญ,เที่ยวเดินพล่าน,ยืนนั่ง,ไม่บังแฝง,ยิงปืนใหญ่,ใส่ลูกปราย,นรายณ์แรง,ถูกคนแดง,ตายตื่น,นับหมื่นพัน,ด้วยค่ายทำ,ต่ำกว่าเนิน,เชิงเทินป้อม,ยิงค่ายล้อม,แหลกทลาย,ค่ายวิหลั่น,พวกฝรั่ง,ทั้งปวง,ทะลวงฟัน,พวกคนธรรม์,กองทัพ,ออกรับรบ
ปืนหลักราย,ค่ายป้อม,ยิงพร้อมพรั่ง,ตูมตึงตัง,ทั้งโห่ร้อง,เสียงก้องกึก,ดังสนั่น,ลั่นเลื่อนสะ,เทือนสะทึก,เสียงคึกคึก,คับคั่ง,ประดังกัน,ฝ่ายองค์พระ,มังคลาทรง,ม้าที่นั่ง,คอยไล่หลัง,เหล่าพหล,พลขันธ์,ขึ้นปีนปล้น,จนสว่าง,ถึงกลางวัน,ต่างเปลี่ยนกัน,รบรุด,ไม่หยุดยั้ง
พระมังคลา,มาถึงทั้ง,สังฆราช,โกรธกริ้วกราด,รบพุ่ง,กรุงสิงหล,ข้าทั้งสาม,ห้ามไม่หยุด,ก็สุดจน,จึงพาพล,มาบรรจบ,สมทบกัน,เมื่อยังเยาว์,เบาจิต,ทำผิดพลั้ง,เพราะพระมัง,คลาได้,ไอศวรรย์,เธอใช้สอย,พลอยผิด,เข้าติดพัน,จึ่งคิคกัน,ทั้งนี้,แต่พี่น้อง
ด้วยองค์พระ,มังคลา,มีอาวุธ,ประสิทธ์สุด,ที่จะต้าน,ทานไม่ไหว,พระแสงขรรค์,ฟันลง,ที่ตรงไร,ลุกเป็นไฟ,เพลิงผลาญ,สังหารกาย,แต่วายุ,พัฒน์นัดดา,สามิภักดิ์,จะใช้ยักษ์,ลักให้ได้,ดั่งใจหมาย,หัสกันนั้น,กับข้า,อาหลานชาย,ขอขึ้นฝั่ง,ตั้งค่าย,ฝ่ายอุดร
ทั้งเห็นจริง,กริ่งใจ,สงสัยอยู่,คงจะรู้,ดีร้าย,เมื่อภายหลัง,แล้วเร่งทัพ,จับพล,ข้ามวนวัง,เสียงครึกครื้น,ขึ้นฝั่ง,ข้ามลังกา,ทั้งพระน้อง,กองการะ,เวกผลึก,ล้วนเจนศึก,เวทมนตร์,ดลคาถา,ครั้งสำเร็จ,เสร็จสรรพ,จับสาตรา,พระทรงมา,ที่นั่ง,นิลมังกร
แกว่งภุขรรค์,อันที่ได้,ไว้แต่เล็ก,ด้วยเป็นเหล็ก,เพชรพลาม,วามเวหา,ทั้งฤทธิ์แก้ว,แคล้วคลาด,เครื่องสาตรา,พระมังคลา,ฟันฟาด,ก็พลาดแพลง,พวกทหาร,ต่อทหาร,ต้านต่อสู้,หอกดาบยู่,แทงฟัน,เข้มขันแข็ง,กุมแต่ด้ำ,กำหมัด,เหวี่ยงวัดแวง,คนธรรพ์แทง,ฟันเข้า,ช่วยเจ้านาย
พวกทหาร,ต่อทหาร,ต้านต่อสู้,หอกดาบยู่,แทงฟัน,เข้มขันแข็ง,กุมแต่ด้ำ,กำหมัด,เหวี่ยงวัดแวง,คนธรรพ์แทง,ฟันเข้า,ช่วยเจ้านาย,พวกโยธา,การะ,เวกเอกระ,ชกเตะตะ,ต่อยปล้ำ,ล้มคว่ำหงาย,แย่งอาวุธ,ฉุดคร่า,ประสาชาย,บ้างล้มตาย,ตะลุมบอน,แทงฟอนฟัน
พอรำภา,มาพบ,มืดพลบค่ำ,สังเกตจำ,สำเนียง,เสียงสมร,ลงจากม้า,ค่อยตระกอง,ประคองกร,อุ้มบังอร,ขึ้นบนตัก,สะพักไว้,เสาวคนธ์,อ้นอั้น,ป่วนปั่นปวด,รำภานวด,ผันแปร,รู้แก้ไข,พอยามปลอด,คลอดโอ,รสยศไกร,รำภาใส่,หมวกประคอง,ผ้ารององค์
เสาวคนธ์,อ้นอั้น,ป่วนปั่นปวด,รำภานวด,ผันแปร,รู้แก้ไข,พอยามปลอด,คลอดโอ,รสยศไกร,รำภาใส่,หมวกประคอง,ผ้ารององค์,แล้วอุ้มนาง,ข้างขวา,ขึ้นม้าเครื่อง,ควบเข้าเมือง,ได้สมอา,รมณ์ประสงค์,เรียกให้เปิด,ประตูรับ,ขับม้าทรง,อุ้มสององค์,ตรงขึ้นบน,มนเทียรรัตน์
แล้วอุ้มนาง,ข้างขวา,ขึ้นม้าเครื่อง,ควบเข้าเมือง,ได้สมอา,รมณ์ประสงค์,เรียกให้เปิด,ประตูรับ,ขับม้าทรง,อุ้มสององค์,ตรงขึ้นบน,มนเทียรรัตน์,สว่างแจ้ง,แสงชวา,ลากระจ่าง,กำนัลนาง,เถ้าแก่,มาแออัด,เรียกภูษา,ผ้าขาว,โขมพัตถ์,เร่งให้จัด,ขันทอง,รองวารี
พระแช่มชื่น,ฝืนพักตร์,ทำรักใคร่,ตามวิสัย,ที่ในเล่ห์,เสน่หา,ครั้นอุทัย,ไขแสง,แต่งสารา,แล้วตีตรา,ประจำ,เพชรกำพล,ให้เรือใช้,ใหญ่น้อย,ไปร้อยเศษ,หาประเทศ,เขตแขวง,ทุกแห่งหน,ฝ่ายตัวนาย,หมายจำ,ที่ตำบล,ต่างรีบร้น,แล่นราย,แยกย้ายไป
ให้คอยรับ,ทัพเรือ,เมื่อขากลับ,ไม่รบรับ,รู้เห็น,เป็นไฉน,เมื่อสมทบ,รบพุ่ง,ที่กรุงไกร,ทำไมไม่,มาช่วย,รบด้วยกัน,วายุพัฒน์,ซัดเอาว่า,อากับน้อง,เขาทั้งสอง,เรรวน,ชักชวนฉัน,ให้กลับใจ,ไปเข้า,ข้างเผ่าพันธุ์,ช่วยป้องทัน,นัคเรศ,นิเวศน์วัง
จะกลับใจ,ไปเข้า,ข้างเหล่าร้าย,ก็เสียดาย,เชื้อชาติ,พระศาสนา,เขาไม่เชื่อ,เมื่อทัพยก,กลับมา,พระวลา,อากับน้อง,ไม่ป้องกัน,กลับหลีก,ทางต่างคน,ตามพลไพร่,ดูเหมือนใน,ใจหมาย,ทำร้ายฉัน,เข้าหุ้มห้อม,ล้อมรอบ,เป็นขอบคัน,กักกำปั่น,มิให้ออก,มานอกวง
กลับหลีก,ทางต่างคน,ตามพลไพร่,ดูเหมือนใน,ใจหมาย,ทำร้ายฉัน,เข้าหุ้มห้อม,ล้อมรอบ,เป็นขอบคัน,กักกำปั่น,มิให้ออก,มานอกวง,จึงช้าอยู่,ดูทำนอง,นิ่งตรองตรึก,พอยามดึก,เกิดลม,สมประสงค์,จึงหลบลี้,หนีมา,หาพระองค์,ด้วยซื่อตรง,สัจจา,สามิภักดิ์
จึงช้าอยู่,ดูทำนอง,นิ่งตรองตรึก,พอยามดึก,เกิดลม,สมประสงค์,จึงหลบลี้,หนีมา,หาพระองค์,ด้วยซื่อตรง,สัจจา,สามิภักดิ์,พระมังคลา,ว่าทั้งสอง,มันปองร้าย,เสียชาติชาย,กลายกลับ,อัปลักษณ์,เจ้ามาหา,อานี้,ยินดีนัก,จะร่วมรัก,ภักดี,ร่วมชีวา
บาทหลวงว่า,มาแต่แรก,ก็แปลกจิต,มันพูดผิด,คิดขาด,พระศาสนา,วายุพัฒน์,สัตย์ซื่อ,มันถืออา,จงอุตส่าห์,สุจริต,ร่วมจิตใจ,แล้วสอนสั่ง,มังคลา,ว่าพระขรรค์,คิดฆ่าฟัน,มันแพ้,คิดแก้ไข,ให้ตื่นแตก,แหลกเหลว,ดั่งเปลวไฟ,เราจะได้,ยกเข้าตั้ง,ในลังกา
แล้วสอนสั่ง,มังคลา,ว่าพระขรรค์,คิดฆ่าฟัน,มันแพ้,คิดแก้ไข,ให้ตื่นแตก,แหลกเหลว,ดั่งเปลวไฟ,เราจะได้,ยกเข้าตั้ง,ในลังกา,ถ้าช้าอยู่,รู้เรื่อง,เมืองผลึก,จะเหิมฮึก,คึกคัก,มาหนักหนา,แล้วลุกไป,ท้ายกำปั่น,ฉันน้ำชา,สวดภาษา,ฝรั่ง,ลำพังใจ
