w1_a,w1_b,w1_c,w2_a,w2_b,w2_c,w3_a,w3_b,w3_c,w4_a,w4_b,w4_c,w5_a,w5_b,w5_c,w6_a,w6_b,w6_c,w7_a,w7_b,w7_c,w8_a,w8_b,w8_c
ถึงน้ำเขียว,เดี่ยวโดด,โขยดคลื่น,เสียงครืนครืน,โตเท่า,ภูเขาใหญ่,ทุกเช้าเย็น,เห็นแต่เมฆ,วิเวกใจ,นางอยู่ใน,ฉากฉาย,ท้ายเภตรา,เผยพระแกล,แลเหลียว,ให้เปลี่ยวจิต,ดูทั่วทิศ,ล้วนทะเล,กับเวหา,หวนรำลึก,ตรึกตรอง,ถึงน้องยา,พระบิดา,มารดร,จะร้อนทรวง
นางโศกา,อาดูร,พูนเทวษ,ได้เดือนเศษ,โศกซูบ,จนรูปผอม,พวกพี่เลี้ยง,เคียงบัลลังก์,อยู่พรั่งพร้อม,บดยาหอม,ให้เสวย,เชยชโลม,แล้วชวนตี,ปี่พาทย์,ระนาดฆ้อง,บ้างรับร้อง,รวยรื่น,ให้ชื่นโฉม,จนเข้าเขต,พารา,วาหุโลม,ทางขึ้นโรม,วิสัย,เมืองใหญ่พราหมณ์
แล้วชวนตี,ปี่พาทย์,ระนาดฆ้อง,บ้างรับร้อง,รวยรื่น,ให้ชื่นโฉม,จนเข้าเขต,พารา,วาหุโลม,ทางขึ้นโรม,วิสัย,เมืองใหญ่พราหมณ์,เห็นเกาะเพลิง,เริงแรง,แสงสว่าง,ลุกอยู่กลาง,เกาะเอง,น่าเกรงขาม,ตีนสิงขร,ล่อนโล่ง,พลุ่งโพลงพลาม,ยาวสักสาม,สิบเส้น,ล้วนเป็นไฟ
เห็นเกาะเพลิง,เริงแรง,แสงสว่าง,ลุกอยู่กลาง,เกาะเอง,น่าเกรงขาม,ตีนสิงขร,ล่อนโล่ง,พลุ่งโพลงพลาม,ยาวสักสาม,สิบเส้น,ล้วนเป็นไฟ,จึงดูแดน,แผนที่,มีหนังสือ,ว่าเกาะชื่อ,ชุมเพลิง,เชิงไศล,มีเรื่องราว,กล่าวแถลง,ให้แจ้งใจ,ว่าเกาะใหญ่,พระยานาค,มีมากมาย
จึงดูแดน,แผนที่,มีหนังสือ,ว่าเกาะชื่อ,ชุมเพลิง,เชิงไศล,มีเรื่องราว,กล่าวแถลง,ให้แจ้งใจ,ว่าเกาะใหญ่,พระยานาค,มีมากมาย,ขึ้นพ่นพิษ,ฤทธิ์เริง,ดังเพลิงพลุ่ง,เป็นควันฟุ้ง,ฟ้าดิน,สิ้นทั้งหลาย,ถูกเทวา,สารพัด,สิงสัตว์ตาย,พระนาราย์,รู้เรื่อง,เปลื้องอาดูร
จึงแปลงองค์,ทรงหนัง,เฉียงอังสา,มุ่นชฎา,จุณเจิม,เฉลิมศรี,สมาทาน,ถือศีล,ครองอินทรีย์,เป็นฤๅษี,ทรงพรต,ดูงดงาม,เปลี่ยนชื่อพระ,อัคนี,มีสง่า,นำพวกข้า,โดยเสด็จ,ไม่เข็ดขาม,ทั้งหญิงชาย,แปลงกายเป็น,ชีพราหมณ์,ต่างเปลี่ยนนาม,บวชทั่ว,ทุกตัวมี
เปลี่ยนชื่อพระ,อัคนี,มีสง่า,นำพวกข้า,โดยเสด็จ,ไม่เข็ดขาม,ทั้งหญิงชาย,แปลงกายเป็น,ชีพราหมณ์,ต่างเปลี่ยนนาม,บวชทั่ว,ทุกตัวมี,ให้บอกกล่าวว่า,เราชาว,กบิลพัสดุ์,เที่ยวโปรดสัตว์,ตามจริต,กิจฤๅษี,แล้วนางนึก,ตรึกตรา,ถึงธานี,แม้พระพี่,รู้ความ,จะตามทัน
ให้บอกกล่าวว่า,เราชาว,กบิลพัสดุ์,เที่ยวโปรดสัตว์,ตามจริต,กิจฤๅษี,แล้วนางนึก,ตรึกตรา,ถึงธานี,แม้พระพี่,รู้ความ,จะตามทัน,จึงทำตาม,ความรู้,ของครูเฒ่า,เขียนสำเภา,อักขรา,เป็นอาถรรพณ์,บริกรรม,ซ้ำเสก,ปลุกเลขยันต์,เอาเรือนั้น,ลอยลง,ในคงคา
จึงทำตาม,ความรู้,ของครูเฒ่า,เขียนสำเภา,อักขรา,เป็นอาถรรพณ์,บริกรรม,ซ้ำเสก,ปลุกเลขยันต์,เอาเรือนั้น,ลอยลง,ในคงคา,ใครตามเห็น,เป็นสำเภา,ที่เราขี่,ให้พระพี่,ลดเลี้ยว,เที่ยวหลงหา,แล้วสั่งให้,นายท้าย,บ่ายเภตรา,เข้าอ่าววา,หุโลมแล่น,ดูแดนไตร
ใครตามเห็น,เป็นสำเภา,ที่เราขี่,ให้พระพี่,ลดเลี้ยว,เที่ยวหลงหา,แล้วสั่งให้,นายท้าย,บ่ายเภตรา,เข้าอ่าววา,หุโลมแล่น,ดูแดนไตร,เห็นปากน้ำ,ทำป้อม,คร่อมภูเขา,จำเพาะเข้า,ออกเดิน,เนินไศล,แลพิลึก,ตึกกว้าน,สำราญใจ,เข้าจอดใกล้,เมืองด่าน,ชานบุรี
เห็นปากน้ำ,ทำป้อม,คร่อมภูเขา,จำเพาะเข้า,ออกเดิน,เนินไศล,แลพิลึก,ตึกกว้าน,สำราญใจ,เข้าจอดใกล้,เมืองด่าน,ชานบุรี,สังเกตดู,ผู้คน,บนตลิ่ง,ทั้งชายหญิง,โพกผม,นุ่งห่มสี,ส่วนเครื่องขาว,เจ้านาย,ฝ่ายผู้ดี,พวกเสนี,ทุกตำแหน่ง,แต่งทั้งนั้น
สังเกตดู,ผู้คน,บนตลิ่ง,ทั้งชายหญิง,โพกผม,นุ่งห่มสี,ส่วนเครื่องขาว,เจ้านาย,ฝ่ายผู้ดี,พวกเสนี,ทุกตำแหน่ง,แต่งทั้งนั้น,แต่ไพร่นาย,ฝ่ายทหาร,ชาญกำแหง,ใส่เสื้อแสง,สีดำ,ล้วนล่ำสัน,ด้วยห้ามปราม,ตามแพนก,ให้แปลกกัน,สีหมอกนั้น,เป็นของคน,พลเรือน
นายด่านใหญ่,ให้ล่าม,ถามไปว่า,เรือนี้มา,รบหรือ,มาซื้อขาย,ฝ่ายขอเฝ้า,เหล่าข้า,บรรดาชาย,จึงอุบาย,บอกเหล่า,ชาวบุรี,อันพวกเรา,ชาวบุรินทร์,กบิลพัสดุ์,รักษาสัตย์,ศีลถือ,เป็นฤๅษี,เที่ยวประโยชน์,โปรดสัตว์ใน,ปถพี,ไม่คิดที่,รบสู้,กับผู้ใด
อันพวกเรา,ชาวบุรินทร์,กบิลพัสดุ์,รักษาสัตย์,ศีลถือ,เป็นฤๅษี,เที่ยวประโยชน์,โปรดสัตว์ใน,ปถพี,ไม่คิดที่,รบสู้,กับผู้ใด,ซึ่งมานี้,มีกิจ,คิดประสงค์,จะธุดงค์,เที่ยวไปชม,โรมวิสัย,แล้วถามล่าม,ตามประสงค์,จำนงใน,นี่เมืองใด,ใครเป็นเจ้า,ชาวพารา
ฝ่ายล่ามบอก,ออกอรรถ,กระจัดแจ้ง,อันเขตแขวง,โรมวิสัย,ไกลหนักหนา,ไปแต่นี้,ปีเศษ,เขตอาณา,ถึงเมืองวา,หุโลมนี้,สิ้นที่แดน,อันเมืองกลาง,ทางไป,ทั้งใหญ่น้อย,ก็นับร้อย,พลโจษ,นับโกฏิแสน,นับถือผู้,รู้ไตรเพท,ทุกเขตแคว้น,บูชาแทน,เทวดา,เป็นอาจารย์
อันเมืองกลาง,ทางไป,ทั้งใหญ่น้อย,ก็นับร้อย,พลโจษ,นับโกฏิแสน,นับถือผู้,รู้ไตรเพท,ทุกเขตแคว้น,บูชาแทน,เทวดา,เป็นอาจารย์,ทั้งถือพระ,อาทิตย์,อิศเรศ,เป็นดวงเนตร,ในแผ่นดิน,ทุกถิ่นฐาน,ทรงสัตย์ธรรม์,กรุณา,เวลากาล,มาโปรดปราน,ส่องแสง,ให้แรงมี
ทั้งฤกษ์พา,ฟ้าฝน,บนสวรรค์,มีสูรย์จันทร์,แจ้งสิ้น,ถิ่นวิถี,เป็นที่พึ่ง,จึงว่าครู,ความรู้ดี,ก็ฤๅษี,เชี่ยวชาญ,ประการใด,ซึ่งเที่ยวมา,ว่าประโยชน์,จะโปรดสัตว์,ให้แก้วเก้า,เนาวรัตน์,หรือไฉน,หรือจะรับ,ดับโศก,ดับโรคภัย,ซึ่งจะให้,เป็นประโยชน์,เที่ยวโปรดปราน
ทั้งเทียนธูป,บุปผา,สารพัด,มาตั้งจัด,แจงไว้,ทั้งไก่หมู,ที่พวกพ้อง,ของใคร,บอกให้รู้,ไปฟังผู้,วิเศษ,ท่านเทศน์ธรรม์,ศีลฤๅษี,ที่จะให้,ผู้ใดรับ,ดีกว่าทรัพย์,สินยิ่ง,ทุกสิ่งสรรพ์,บรรดาเหล่า,ชาวบ้าน,เมืองด่านนั้น,ต่างสำคัญ,ว่าเป็นของ,ที่ต้องการ
ฝ่ายนงลักษณ์,อัคนี,ฤๅษีเอก,อดิเรก,รู้ธรรม,คำสิกขา,คิดประโยชน์,โปรดทมิฬ,ดังจินดา,จึงครองผ้า,ผูกคาด,ราดประคต,ชฎากลีบ,จีบเวียนกระ,เสียนพระศก,พัดขนนก,ป้องหน้า,อย่างดาบส,พวกฤๅษี,พี่เลี้ยง,เคียงประณต,ขึ้นเดินทาง,กางพระกลด,ไปบดบัง
ศิษย์ฤๅษี,พี่เลี้ยงเคียง,ธรรมาสน์,ต่างตวาด,ว่าห้าม,ปรามไม่ไหว,จึงบอกความ,ตามภาษา,ว่าผู้ใด,จะใคร่ได้,ศีลมั่ง,ก็นั่งลง,แล้วองค์พระ,อัคนี,ผู้มีพรต,บอกกำหนด,ศีลห้า,อานิสงส์,ผู้ใดฟัง,ทั้งหมด,เมื่อปลดปลง,บุญจะส่ง,ไปสวรรค์,ชั้นวิมาน
แล้วองค์พระ,อัคนี,ผู้มีพรต,บอกกำหนด,ศีลห้า,อานิสงส์,ผู้ใดฟัง,ทั้งหมด,เมื่อปลดปลง,บุญจะส่ง,ไปสวรรค์,ชั้นวิมาน,ไม่มีโรค,โศกทุกข์,กินสุกดิบ,เสวยทิพย์,โอชา,กระยาหาร,อุส่าห์สร้าง,ทางกุ,ศลผลทาน,ถึงนิพพาน,ผาสุก,ไปทุกวัน
ไม่มีโรค,โศกทุกข์,กินสุกดิบ,เสวยทิพย์,โอชา,กระยาหาร,อุส่าห์สร้าง,ทางกุ,ศลผลทาน,ถึงนิพพาน,ผาสุก,ไปทุกวัน,พอจบคำ,สำเร็จ,เป็นเสร็จสิ้น,พวกทมิฬ,หัวเราะ,เยาะเย้ยหยัน,ว่าศีลมี,ขี้ปด,หมดทั้งนั้น,ลวงให้กัน,เอากระบุง,ถุงย่ามมา
พวกทมิฬ,ยินนาย,ทั้งชายหญิง,พากันวิ่ง,คึกคัก,ไล่ผลักไส,ฝ่ายฤๅษี,ที่ไม่เคร่ง,เก่งสุดใจ,ตีด้วยไม้,เท้ามัน,รุมฟันแทง,พวกโยธา,สานุศิษย์,ไม่คิดบาป,ชิงหอกดาบ,โดดฟัน,ด้วยขันแข็ง,ทมิฬตาย,วายวาง,ลงกลางแปลง,ต่างพลัดแพลง,วุ่นวิ่ง,เป็นสิงคลี
พวกโยธา,สานุศิษย์,ไม่คิดบาป,ชิงหอกดาบ,โดดฟัน,ด้วยขันแข็ง,ทมิฬตาย,วายวาง,ลงกลางแปลง,ต่างพลัดแพลง,วุ่นวิ่ง,เป็นสิงคลี,ขุนด่านไล่,ไพร่พล,ที่บนป้อม,ลงพรักพร้อม,นายไพร่,ไล่ฤๅษี,ฝ่ายโฉมยง,นงลักษณ์พระ,อัคนี,เห็นเสียที,ถอยมาริม,สาชล
ฝ่ายนายไพร่,ในสำเภา,เห็นชาวด่าน,ไล่รอนราญ,รบรับ,กันสับสน,ฉวยศัสตรา,สำหรับตัว,ทั่วทุกคน,วิ่งขึ้นบน,บกมา,ช่วยราวี,ต่างแกว่งกลอก,หอกดาบ,กำซาบศร,เข้าราญรอน,รับมือ,ทั้งฤๅษี,ฝ่ายทหาร,ด่านสมุทร,ก็สุดดี,ปะทะตี,แทงฟัน,กระชั้นชิด
ต่างแกว่งกลอก,หอกดาบ,กำซาบศร,เข้าราญรอน,รับมือ,ทั้งฤๅษี,ฝ่ายทหาร,ด่านสมุทร,ก็สุดดี,ปะทะตี,แทงฟัน,กระชั้นชิด,บ้างพุ่งซัด,ศัสตราพวก,การะเวก,ล้วนตัวเอก,หลบเลี่ยง,พลาดเพลี่ยงผิด,กลับไล่,เหล่าชาวด่าน,ผลาญชีวิต,ต่อไม่ติด,แตกพลัด,กระจัดกระจาย
ฝ่ายองค์พระ,อัคนี,รู้ทีศึก,ฉลาดลึก,หน่วงเหนี่ยว,ไม่เฉียวฉุน,เห็นคนแก่,แซ่มา,ก็การุญ,จะเอาบุญ,บทจร,ไปต้อนรับ,เชิญผู้เฒ่า,เก้าคน,ขึ้นบนศาล,นั่งสำราญ,เรียงกัน,เป็นอันดับ,แล้วตรัสห้าม,ปรามว่า,อย่าคำนับ,จะพูดกับ,ดีฉาน,ประการใด
ฝ่ายผู้เฒ่า,เหล่าทมิฬ,ได้ยินตรัส,โสมมัสนึก,ว่าดี,จะมีไหน,แต่รูปร่าง,อย่างหญิง,นึกกริ่งใจ,พวกผู้ใหญ่,ยิ่งรักพระ,อัคนี,ต่างทูลว่า,ข้าพเจ้า,คนเฒ่าแก่,ยังก็แต่,จะตาย,กลายเป็นผี,เห็นทหาร,ท่านมา,ไล่ฆ่าตี,ชาวบุรี,ใหญ่น้อย,ก็พลอยตาย
ท่านมาห้าม,ปรามนี้,ก็ดีนัก,จงประจักษ์,จริงแจ้ง,แถลงไข,ช่วยบอกเล่า,ให้เขารู้,ว่าผู้ใด,ไม่สู้ไม่,ฆ่าฟัน,ทำอันตราย,จงกลับ,มาหากิน,ตามถิ่นฐาน,ให้สำราญ,ไร่นา,ที่ค้าขาย,เราจะยั้ง,รั้งรออยู่,พอสบาย,ให้เหือดหาย,เมื่อยล้า,จะลาไป
พอเวลา,ราตรี,ยังมีเด็ก,ลูกเล็กเล็ก,ชายหญิง,วิ่งถลัน,มาศาลกลาง,ทางว่า,พ่อข้านั่น,ใครแทงฟัน,สักเท่าไร,ก็ไม่ตาย,พวกฤๅษี,มีฤทธิ์,คิดไฉน,จึงฆ่าได้,ให้ตระกูล,เราสูญหาย,เราพี่น้อง,สองบุตร,นี้สุดอาย,จะตามตาย,แต่ขอพบ,ศพบิดา
จึงเรียกหา,มาใกล้,ซักไซ้ถาม,ได้ข้อความ,ตามจริง,ทุกสิ่งสรรพ์,บุตรหญิงชาย,นายด่าน,ชาญฉกรรจ์,พี่สาวนั้น,ได้สิบเอ็ด,น้องเจ็ดปี,ให้นึกเห็น,เช่นกับองค์,ของนงลักษณ์,เคยเคียงพักตร์,กับพระน้อง,ทั้งสองศรี,คิดจะใคร่,ได้เป็นลูก,ผูกไมตรี,จึงพาที,ทำเป็นว่า,น่าเสียดาย
