w1,w2,w3,w4
ฝ่ายนงเยาว์เสาวคนธ์วิมลมิ่ง,เป็นยอดหญิงเจนศึกไม่นึกขาม,นางแปลงองค์ทรงสำอางเหมือนอย่างพราหมณ์,กับคนตามพันร้อยแล่นลอยไป
ถึงน้ำเขียวเดี่ยวโดดโขยดคลื่น,เสียงครืนครืนโตเท่าภูเขาใหญ่,ทุกเช้าเย็นเห็นแต่เมฆวิเวกใจ,นางอยู่ในฉากฉายท้ายเภตรา
เผยพระแกลแลเหลียวให้เปลี่ยวจิต,ดูทั่วทิศล้วนทะเลกับเวหา,หวนรำลึกตรึกตรองถึงน้องยา,พระบิดามารดรจะร้อนทรวง
ต้องเสียงานการวิวาห์จะว้าวุ่น,คงเคืองขุ่นไปทั้งในวังหลวง,อีกไพร่ฟ้าข้าแผ่นดินสิ้นทั้งปวง,จะเหงาง่วงเงียบเชียบยะเยียบเย็น
โอ้ยามนี้มีแต่จะแลลับ,มิได้กลับพานพบประสบเห็น,วิบากกรรมจำพรากกระดากกระเด็น,จะบวชเป็นดาบสสู้อดออม
นางโศกาอาดูรพูนเทวษ,ได้เดือนเศษโศกซูบจนรูปผอม,พวกพี่เลี้ยงเคียงบัลลังก์อยู่พรั่งพร้อม,บดยาหอมให้เสวยเชยชโลม
แล้วชวนตีปี่พาทย์ระนาดฆ้อง,บ้างรับร้องรวยรื่นให้ชื่นโฉม,จนเข้าเขตพาราวาหุโลม,ทางขึ้นโรมวิสัยเมืองใหญ่พราหมณ์
เห็นเกาะเพลิงเริงแรงแสงสว่าง,ลุกอยู่กลางเกาะเองน่าเกรงขาม,ตีนสิงขรล่อนโล่งพลุ่งโพลงพลาม,ยาวสักสามสิบเส้นล้วนเป็นไฟ
จึงดูแดนแผนที่มีหนังสือ,ว่าเกาะชื่อชุมเพลิงเชิงไศล,มีเรื่องราวกล่าวแถลงให้แจ้งใจ,ว่าเกาะใหญ่พระยานาคมีมากมาย
ขึ้นพ่นพิษฤทธิ์เริงดังเพลิงพลุ่ง,เป็นควันฟุ้งฟ้าดินสิ้นทั้งหลาย,ถูกเทวาสารพัดสิงสัตว์ตาย,พระนาราย์รู้เรื่องเปลื้องอาดูร
มาปิดปล่องช่องชะวากที่นาคผุด,ถอนพิษภุชงค์ร้ายให้หายสูญ,เหลือเปลวปล่งตรงปล่องเหมือนกองกูณฑ์,เป็นไฟฟูนสักเท่าเขาคิริน
นางอ่านดูรู้โฉลกโลกเชษฐ์,ที่เขาเขตขวางแควกระแสสินธุ์,ว่าไหลมาแต่สวรรค์ชั้นพระอินทร์,ผู้ใดกินแก้บาปอาบก็ดี
ตายจะได้ไปกำเนิดเกิดสวรรค์,ลำน้ำนั้นมาแต่หน้าพาราณสี,พวกถือไสยในจังหวัดปถพี,เอาซากผีนั้นมาทิ้งทั้งหญิงชาย
ด้วยเชื่อฟังหนังสือตามถือไสย,จะให้ไปเกิดสวรรค์เหมือนมั่นหมาย,นางอ่านดูรู้เรื่องว่าเมืองร้าย,จะเข้าฝ่ายฝั่งชลาขึ้นธานี
