w1,w2,w3,w4
กล่าวถึงศรีสุวรรณวงศ์ดำรงราชย์,บรมบาทบพิตรอดิศร,กับโฉมแก้วเกษราพะงางอน,ครองนครรมจักรนัครา
จัดพี่เลี้ยงนางนมให้สมศักดิ์,บำรุงรักพระนัดดาอัชฌาสัย,เลือกลูกสาวท้าวพระยาเสนาใน,ที่ยังไว้จุกมาให้ห้าร้อย
ฝ่ายโฉมยงองค์อรุณรัศมี,กับนารีร่วมใจที่ใช้สอย,เล่นสนุกตุ๊กตาตัวน้อยน้อย,ล้วนใส่สร้อยเสมาน่าเอ็นดู
เอาเศษผ้ามาทำผ้านุ่งห่ม,ปักปิ่นถมทองหุ้มใส่ตุ้มหู,มีฉากชั้นกั้นห้องช่องประตู,เป็นที่อยู่ตุ๊กตาน่าสำราญ
ถึงเวลาพาลูกเที่ยวอุ้มเล่น,มิได้เว้นเป็นสุขสนุกสนาน,ทำโกนจุกลงท่าหางานการ,แสนสำราญตามประสากุมารี
ฝ่ายพระองค์ทรงเดชเกศกษัตริย์,ผ่านสมบัติเฟื่องฟุ้งทั้งกรุงศรี,เมื่อหลานรักจักมาถึงธานี,ในราตรีเทพเจ้าเข้าดลใจ
ศรีสุวรรณบรรทมในที่แท่น,ให้โศกแสนเศร้าหมองไม่ผ่องใส,คิดถึงพี่ที่พรากจากกันไป,แต่นับได้เก้าปีมิได้พบ
ไม่ได้ข่าวราวความจะตามหา,ก็ไกลตาตายเป็นไม่เห็นศพ,ยิ่งรำลึกตรึกตรายิ่งปรารภ,กำสรดซบพักตราโศกาลัย
ซ้ำคิดถึงบิตุราชมาตุรงค์,สองพระองค์จะเคืองเข็ญเป็นไฉน,โอ้กรรมเอ๋ยเคยสร้างไว้ปางใด,จึงจำให้ยากเย็นไม่เว้นวาย
จากชนกชนนีแล้วมิสา,พระเชษฐาน้องน้อยก็พลอยหาย,ยิ่งคิดไปใจเจียนจะขาดตาย,พระฟูมฟายชลเนตรเวทนา
พอหลับลงทรงสุบินนิมิตฝัน,พระองค์สั่นริกริกพลิกผวา,ตื่นสะดุ้งรุ่งแสงพระสุริยา,ก็รู้ว่าเกิดนิมิตพิสดาร
จึงอ่าองค์ทรงเครื่องเรืองจำรัส,ออกแท่นรัตน์รจนามุกดาหาร,พอผันแปรแลเห็นโหราจารย์,เอื้อนโองการเรียกเข้ามาเล่าความ
เราฝันเห็นว่าไฟนั้นไหม้ป่า,ติดหลังคาบ้านช่องท้องสนาม,เราออกไปไฟดับแล้วกลับลาม,มาติดตามเนื้อตัวออกทั่วไป
แล้วว่าองค์ทรงเดชพระเชษฐา,เสด็จมาช่วยระงับดับเสียได้,แล้วประทานดวงแก้วอันแววไว,เรารับไว้ชมชื่นพอตื่นนอน
โหรรับสั่งบังคมบรมนาถ,ลงเลขคาดคิดดูตามครูสอน,ตั้งคืนวันชันษาพยากรณ์,แล้วตัดทอนทูลความตามคัมภีร์
ซึ่งพระองค์ทรงสุบินว่าเพลิงไหม้,จะเกิดภัยรบพุ่งถึงกรุงศรี,พระเชษฐามาระงับดับอัคคี,ให้มณีแสงสว่างกระจ่างตา
จะสิ้นเคราะห์เพราะองค์พระทรงเดช,ทั้งจะแจ้งแห่งเหตุพระเชษฐา,ข้างต้นร้ายปลายดีมีศักดา,เรืองเดชาไชยะชนะมาร
จึงปรึกษาสามพราหมณ์ตามวิตก,จะให้ยกกองทัพไปรับเขา,คอยกำจัดศัตรูอย่าดูเบา,บุรีเราราษฎรจะร้อนรน
จะให้พี่โมราปรีชาชาญ,เป็นผู้ผ่านเมืองจารึกได้ฝึกฝน,ทั้งไพร่นายให้ชำนาญการประจญ,อยู่ตำบลบูรพทิศคิดสงคราม
อันพาราสายัณห์ตะวันตก,เป็นทางบกปรปักษ์มักหักหาญ,พี่สานนกลศึกฝึกชำนาญ,ไปอยู่ด่านพาราเมืองสายัณห์
แล้วประทานเครื่องยศกลดกระบี่,พานพระศรีสารพัดล้วนจัดสรร,ให้คุมพลคนละหมื่นพื้นฉกรรจ์,เป็นจอมจันตประเทศเขตนคร
เจ้าพราหมณ์พร้อมน้อมคำนับอภิวาท,ลาพระบาทบพิตรอดิศร,มาสั่งเวรเกณฑ์พหลพลนิกร,ผูกกุญชรช้างม้าบรรดามี
เจ้าวิเชียรชวนจงกลกับพลไพร่,ยกขึ้นไปเมืองปราการด่านกรุงศรี,เจ้าโมราพานางประภาวดี,ไปบุรีจารึกตั้งระวังการณ์
เจ้าสานนนางอุบลกับพลขันธ์,ไปพาราสายัณห์ดังบรรหาร,ทั้งสามแห่งแปลงซ่อมป้อมปราการ,ฝึกทหารด่านทางเที่ยววางคน
จะกล่าวลำกำปั่นสินสมุทร,ไม่ยั้งหยุดแล่นสล้างมากลางหน,พร้อมสะพรั่งทั้งเหล่าสำเภาพล,ตัดถนนพระรามข้ามแหลมเลี้ยว
ไม่ได้ข่าวเจ้ากรุงผลึกราช,โอ้อนาถลึกล้ำล้วนน้ำเขียว,คลื่นระลอกกลอกกลิ้งเป็นเกลียวเกลียว,ทางก็เปลี่ยวใจก็เปล่าเศร้าฤทัย
ถึงสามเดือนเคลื่อนคล้อยแต่ลอยแล่น,ไปตามแผนที่ทางสว่างไสว,สิ้นเสบียงเลี้ยงพลสกลไกร,จะกินไม่ถึงเดือนเหมือนประมาณ
อังกุหร่าทูลฉลองสองกษัตริย์,เห็นจะขัดสนเสบียงเลี้ยงทหาร,ไปข้างหน้าสารพันจะกันดาร,จะโปรดเกล้าเหล่าทหารประการใด
ฝ่ายสุวรรณมาลีศรีสวัสดิ์,นางกษัตริย์ซักถามตามสงสัย,แต่ก่อนเก่าข้าวปลาหาอย่างไร,จึงได้ไว้เป็นเสบียงพอเลี้ยงพล
อังกุหร่าฝรั่งได้ฟังถาม,จึงทูลความจริงแจ้งแห่งนุสนธิ์,เมื่อสุหรั่งยังเป็นนายไม่วายชนม์,เคยเข้าปล้นชาวบุรีเที่ยวตีเรือ
ได้เงินทองข้าวของทรัพย์สิ่งสิน,ของเจ๊กจีนแขกไทยทั้งใต้เหนือ,ไม่อับจนขนเอาทั้งข้าวเกลือ,จนเหลือเฟือเพราะว่าทำแต่ลำพัง
เพียงโฉมยงทรงสั่งให้บังคับ,มิได้จับเรือแพเหมือนแต่หลัง,คนทั้งหมดอดกินสิ้นกำลัง,จะเซซังสูญหายพลัดพรายไป
