w1,w2,w3,w4
ฝ่ายไทท้าวเจ้าชวาอาณาเขต,เธอตรองเหตุคาดในใจบาทหลวง,แกเป็นคนหมอความข้างลามลวง,จำจะท้วงดูสักครั้งฟังคดี
แล้วจึ่งว่าถ้าเช่นนั้นดั่งมั่นหมาย,การอุบายยังไม่เห็นเหมือนเช่นผี,ที่จะมาหลอกลวงดูท่วงที,อันข้านี้ตรองไม่เห็นอย่างเจรจา
บาทหลวงฟังถ่มน้ำลายว่าอ้ายโง่,มึงชาติโคชาติแขกแปลกภาษา,ดีแต่ไม่กินหมูดูหูตา,หาปัญญาสักเท่าเล็นไม่เห็นมี
ได้แต่ข้างกินแพะกับแกะไก่,ยัดเข้าไปพลามพลามใช้หามผี,ชะมาช่วยเขยขวัญขยันดี,อ้ายแขกตี้พูดจาไม่น่าฟัง
กูติดว่าเป็นผู้ใหญ่ได้ปรึกษา,มิรู้หน้าโง่ผีตาขี้ถัง,ชอบแต่กวาดฝุ่นฝอยคอยระวัง,เขาจะนั่งเปื้อนกันขนเอาไป
เองพูดจาสารพัดขัดจังหวะ,แกเอะอะเดือดด่าไม่ปราศรัย,ชอบแต่ให้เขยถองลองดูใจ,มันจะไปฟ้องหาว่าด่าทอ
เฮ้ยอ้ายเจ้ามังคลาสานุศิษย์,จะชอบผิดปรับไหมไฉนหนอ,อ้ายคนโง่เองอย่างดกดต้นคอ,ถองอ้ายพ่อตาเล่นถึงเป็นความ
มันจะฟ้องหาเองอย่าเกรงพรั่น,ผิดก็ท่านทำมะรงเขาคงถาม,อ้ายพ่อตาเช่นนี้ไม่มีความ,แขกส่ำสามท้าวรายามึงอย่ากลัว
แกแค้นเคืองเรื่องราวที่กล่าวขัด,นั่งอึดอัดคิดกำจัดใคร่ตัดหัว,แล้วลุกเข้าไปในห้องให้หมองมัว,ปะคนชั่วสารพัดพูดขัดใจ
แล้วเรียกพระมังคลาสานุศิษย์,เองจงคิดผันแปรคิดแก้ไข,อ้ายแขกพ่อตาเองไม่เกรงใจ,พูดพิไรสารพัดทั้งขัดคอ
แม้นนานไปอ้ายนี่ทีจะบิด,เหมือนงูพิษเป็นศัตรูคงสู้หมอ,มิกำจัดเสียให้ห่างจะขวางคอ,เกิดหลักตอขึ้นเปล่าเปล่าไม่เข้ายา
แต่แรกกูดูเหมือนเป็นผู้ใหญ่,ก็ไว้ใจมันทุกสิ่งจริงจริงหวา,มิรู้โง่สิ้นอย่างใช่ช้างงา,มันชาติกามิใช่หงส์อย่าหลงเลย
ฝ่ายมังคลาว่าเขามาเป็นเพื่อนยาก,สู้ลำบากอุดหนุนเจ้าคุณเอ๋ย,เขาก็มีบุญคุณได้คุ้นเคย,จะให้เขยไล่พ่อตาก็น่าชัง
แกเดือดด่าว่าอ้ายนี่มาพูดแก้,ทำกอแกโกโรพูดโอหัง,ยกความชอบให้แก่มันดันทุรัง,จะไปนั่งเกรงใจมำไมมี
ช่างหัวมันเป็นไรกับอ้ายแขก,อ้ายพวกแปลกศาสนาฆ่าฤๅษี,ไม่บาปดอกหนาหวาใครฆ่าตี,แม้นมึงมิไล่ไปกูไม่ฟัง
แกด่าเปรี้ยงเสียงอึงคะนึงก้อง,ออกจากห้องตึกใหญ่ดั่งใจหวัง,ตวาดก้องร้องเปรี้ยงขึ้นเสียงดัง,กูนึกหวังว่าจะดีมีปัญญา
มิรู้ว่ามันเคอะดูเปรอะประ,จริงจริงวะอยู่ไม่ได้ไปเสียหวา,จะมานั่งกองขัดตัดตำรา,ล้างปัญญากูไปหมดต้องอดโซ
จงกลับไปบ้านเมืองให้เรืองยศ,อ้ายชาติมดมักหวานดาลโทโส,จะมาทำเอาแต่จิตอิศโร,พูดโยโสสารพัดขัดอารมณ์
ท้าวรายาแค้นคำแต่จำจิต,นั่งกรดกริชเสียบรุมกันทุ่มถม,ฟังวาจาก็ไม่น่าสมาคม,มันโสมมหยาบคายหลายประการ
แล้วลุกจากตึกใหญ่ไปข้างล่าง,พร้อมขุนนางน้อยใหญ่ได้สงสาร,พระเทวสินธุ์ยินคำให้รำคาญ,จึ่งว่าหลานก็ไม่อยู่จะสู้ไป
แต่จะทูลบิตุรงค์ผู้ทรงเดช,จะโปรดเกศโองการสถานไหน,จะมานั่งเจ็บช้ำระกำใจ,หลานจะไปด้วยกันดั่งสัญญา
แล้วพระหน่อเทวสินธุ์นรินทร์ราช,แลเห็นบาทหลวงแสนแค้นนักหนา,เป็นจนจิตคิดว่าครูบิดา,หาไม่ฆ่าเสียให้ตายวายชีวัน
มันชาติคนเกเรเดรฉาน,จึ่งเกิดการวุ่นไปทั้งไอศวรรย์,พลางลุกไปเฝ้าองค์พระทรงธรรม์,ทูลรำพันลาไปอยู่ในเรือ
