w1,w2,w3,w4
จะกล่าวกลับจับเรื่องเมืองผลึก,ยังว่างศึกสงัดเหตุทุกเขตขัณฑ์,พระอภัยได้สำราญมานานครัน,กับสุวรรณมาลีนิฤมล
ตั้งแต่ใช้ให้พระน้องกับหน่อนาถ,ไปเฝ้าบาทบิตุเรศฟังเหตุผล,เป็นปีหนึ่งจึงได้แจ้งแห่งยุบล,ด้วยสานนพราหมณ์ถือหนังสือมา
พระทราบเรื่องเปลื้องทรวงที่ห่วงหลัง,ด้วยพร้อมพรั่งเผ่าพงศ์พระวงศา,จึงปลดเปลื้องเครื่องทรงอลงการ์,ประทานสานนพราหมณ์ด้วยความรัก
ทั้งพวกไพร่ได้บำเหน็จแล้วเสร็จสรรพ,ทูลลากลับล่องลมไปรมจักร,พระโฉมยงองค์อภัยวิไลลักษณ์,บำรุงรักราษฎรไม่ร้อนรน
แล้วรางวัลบรรดาสานุศิษย์,ซึ่งตามติดปรนนิบัติเมื่อขัดสน,ล้วนจีนจามพราหมณ์แขกฝรั่งปน,ทั้งร้อยคนคู่ยากลำบากมา
ประทานเมียสาวสาวขาวน้อยน้อย,ถ้วนทั้งร้อยรูปงามตามภาษา,กับกำปั่นบรรทุกเกลือข้าวปลา,ทั้งเงินห้าร้อยทั่วทุกตัวคน
ให้ไปอยู่บูรีรอบขอบประเทศ,คอยแจ้งเหตุตื้นลึกศึกสิงหล,ให้มีไพร่ไว้สำหรับอยู่กับตน,ทั้งร้อยคนคนละร้อยไม่น้อยใจ
ฝ่ายจีนจามพราหมณ์ฝรั่งแขกอังกฤษ,สุจริตรักพระองค์ไม่สงสัย,ได้กำปั่นภรรยาทั้งข้าไท,เหมือนเกิดใหม่มั่งมียินดีนัก
ต่างทูลว่าถ้าแม้นเมืองผลึก,ต้องทำศึกกับลังกาอาณาจักร,จะเจ็บแค้นแทนพระคุณการุญรัก,สาพิภักดิ์ต่อเจ้ากินข้าวเกลือ
แล้วทูลลาพาอนงค์ลงกำปั่น,อยู่ห้องกั้นเก๋งท้ายสบายเหลือ,ทั้งไพร่พลคนใช้ที่ในเรือ,มีห้องนอนหมอนเสื่อสบายใจ
