w1,w2,w3,w4
จะกล่าวข้างลังกาอาณาจักร,ประเสริฐศักดิ์ขัตติยามหาศาล,สถิตแท่นเนาวรัตน์ชัชวาล,แสนสำราญสุขสวัสดิ์กำจัดภัย
บริบูรณ์พูนสวัสดิ์พิพัฒน์ผล,ประชาชนเปรมปรีดิ์จะมีไหน,ทั้งลูกค้ามาขายสบายใจ,ของสิ่งใดมีมาทุกธานี
ฝ่ายพระองค์ทรงเดชเกศกษัตริย์,ผ่านสมบัติเฟื่องฟุ้งทั้งกรุงศรี,เมื่อวันนั้นไสยาในราตรี,บนแท่นที่เศวตฉัตรจำรัสพราย
เทพเจ้าเข้าสังหรณ์สุบินนิมิต,ว่าอาทิตย์ส่องสว่างกระจ่างฉาย,เห็นนงคราญมารดาเอกากาย,ออกมาว่ายอยู่ตามวนชลธาร
พระฟื้นองค์รู้ว่าทรงสุบินนิมิต,แล้วหวนคิดถึงมารดาน่าสงสาร,จะได้ความยากแค้นแสนกันดาร,ทรมานอยู่ในอู่แต่ผู้เดียว
พระคิดไปใจหายไม่วายเทวษ,ชลเนตรตกไหลพระทัยเสียว,เหมือนเราไม่กตัญญูให้อยู่เดียว,จะเปล่าเปลี่ยววิญญาณ์เอกากาย
พอรุ่งแจ้งแสงทองส่องอากาศ,ภาณุมาศไตรตรัสจำรัสฉาย,เข้าที่ทรงภูษิตวิจิตรพราย,ทั้งสองสายสมรพร้อมน้อมประนม
พระตรัสเล่าราวเรื่องสุบินนิมิต,เป็นสุดคิดดั่งทะเลมาเทถม,ในอุราร้อนเริงทั้งเพลิงรม,ให้เกรียมกรมพี่จะลาเจ้าคลาไคล
ทั้งสองนางพลางทูลฉลองถาม,เป็นใจความมิได้แจ้งแถลงไข,จะเสด็จเรือกำปั่นหรือฉันใด,น้องจะได้ตามติดไม่คิดกาย
พระตรัสว่าอย่าไปไม่ได้นุช,หนทางสุดแสนลำบากยากใจหาย,ไปกำปั่นพันลำคงทำลาย,อยู่ในสายสาคโรชโลธร
อาศัยม้าจึ่งได้มาถึงที่นี่,อันถิ่นที่เหลือกันดารชานสิงขร,ข้ามมหาสาคโรชโลธร,หนทางจรแต่พี่มาก็กว่าปี
พระว่าพลางทางเสด็จออกข้างหน้า,พวกเสนาน้อมประณตบทศรี,พระผู้ผ่านสวรรยาเจ้าธานี,สั่งมนตรีท่านอยู่หลังระวังภัย
อันตัวเราเล่าจะลาไปเกาะแก้ว,ตามธารแถวในมหาชลาไหล,ด้วยมีความร้อนทรวงในดวงใจ,จะต้องไปในเวลารุ่งราตรี
พระตรัสพลางทางสั่งให้เทียมรถ,เราจะบทจรไปในวิถี,มีเมืองด่านธารท่าชายวารี,ประเดี๋ยวนี้เร็วราอย่าช้าการ
ขุนเสนีที่กำกับสำหรับรถ,มาสั่งหมดถ้วนทั่วตัวทหาร,ให้เทียมรถพระที่นั่งอลังการ,อาชาชาญผูกใส่เร่งไคลคลา
เข้าในวังพรั่งพร้อมคอยจอมจักร,มาพร้อมพรักไพร่นายทั้งซ้ายขวา,พอพระจอมนครินทร์ปิ่นประชา,เสด็จมาทรงรถบทจร
กระบวนแห่นำริ้วเป็นทิวแถว,ขับรถแก้วรีบไปชายสิงขร,ถึงธารท่าหน้าด่านชานสาคร,พระเสร็จจรลงไปชายคงคา
บริกรรมมนตราของดาบส,น้อมประณตนึกถึงปู่ที่ภูผา,พลางอ่านเวทเคยสำเหนียกเรียกอาชา,ถ้วนสามคราม้าแว่วแจ้วสำเนียง
ไปหากินไกลกันถึงพันโยชน์,พอแว่วโสดเผ่นร้องกึกก้องเสียง,จึงมาบนสมุทรไทใกล้สำเนียง,มันจำเสียงได้แน่ไม่แชเชือน
รีบมายังฝั่งมหาลังกาเกาะ,ตรงจำเพาะรู้กระไรใครจะเหมือน,ลงคุกเท้าเข้าไปชิดไม่บิดเบือน,พระจึงเอื้อนโอภาม้ามังกร
ว่าตัวน้องนี้จะไปในกระสินธุ์,ประเทศถิ่นทางมหิงขสิงขร,โดยวิถีมรคาในสาคร,ไปสิงขรเกาะแก้วพิสดาร
ฝ่ายอาชารู้ภาษาพูดไม่ออก,ทำตากลอกร้องมาเหมือนขาขาน,พระลูบหลังมิ่งม้าอาชาชาญ,ไปถิ่นฐานก่อนเถิดหนาพี่พาชี
พอรุ่งเช้าแล้วจึงมาคอยท่าน้อง,ไปหาของกินพลางทางวิถี,ม้าก็กลับโดดไปในนที,พระภูมีกลับหลังยังนคร
เข้านิเวศน์เวียงชัยไม่เป็นสุข,ยิ่งแสนทุกข์โตราวเท่าสิงขร,พลางสั่งสองกัลยาพะงางอน,ด้วยอาวรณ์เรื่องรักหนักอุรา
แต่ลูกเต้าเล่าก็ยังกำลังอ่อน,จงฝึกสอนตรองตรึกให้ศึกษา,การรบพุ่งเล่าก็น้องสองสุดา,จงอุตส่าห์สอนเขาให้เล่าเรียน
พี่จะไปไม่ช้าเพราะม้าแก้ว,อันธารแถวม้าพินิจสถิตเสถียร,เพราะเคยไปไม่หลงไม่วงเวียน,ทุกเกาะเกียนรู้แห่งตำแหน่งทาง
พระเล้าโลมโฉมยงอนงค์นาฏ,แล้วไสยาสน์โหยไห้พระทัยหมาง,คิดถึงท่านมารดาโศกาพลาง,ไม่เว้นว่างชลนาให้อาดูร
พอรุ่งแจ้งแสงทองส่องอากาศ,อาชาชาติรีบเข้าไปถึงไอศูรย์,พระสุริยงไตรตรัสจรัสจรูญ,ขึ้นไพบูลย์ส่องสว่างกระจ่างตา
พระพลิกฟื้นตื่นจากที่ไสยาสน์,อนงค์นาฏหมอบรายทั้งซ้ายขวา,พระแต่งองค์สรงเสวยโภชนา,สั่งสุดาสองอนงค์องค์บังอร
ค่อยอยู่เถิดพี่จะลาสุดาขนิษฐ์,สำเร็จกิจจะกลับมาหาสมร,ต้องจำเป็นจำพรากไปจากจร,อย่าอาวรณ์ไปเลยน้องสองสุดา
ทั้งสองนางกราบก้มบังคมบาท,แต่ไม่อาจทูลทัดขัดหนักหนา,นัยน์เนตรคลอคลองนองน้ำตา,ต่างก้มหน้านิ่งนึกพลางตรึกตรอง
เสาวคนธ์มณฑาสุลาลี,มเหสีหมอบเฝ้าแต่เศร้าหมอง,พระทรงหยิบเครื่องเคราไม้เท้าทอง,ออกจากห้องปรางค์มาศปราสาทชัย
