w1,w2,w3,w4
ฝ่ายพระหน่อบดินทร์ปิ่นกษัตริย์,ยังข้องขัดไม่สมอารมณ์ประสงค์,ครั้นเวลาสายัณห์พยับลง,พระจันทร์ส่งแสงสว่างดังกลางวัน
คิดคะนึงถึงนุชสุดสวาท,ค่อยเคลื่อนคลาดคลายโรคที่โศกศัลย์,จะไปชวนชื่นอารมณ์ให้ชมจันทร์,จึงผ่อนผันพาทีกับพี่พราหมณ์
เราเปลี่ยนพายสายน้ำค่ำวันนี้,อย่าให้มีกีดขวางระคางขาม,อันตัวน้องจะไปหาพะงางาม,พี่เชิญสามพี่เลี้ยงมาเตียงเรา
ธรรมเนียมหมอรักษาโรคาไข้,พอเดินได้ก็เรียกขวัญข้าวเขา,ไม่ตรึกตราปรารภทำซบเซา,ถ้าฉวยเปล่าแล้วสิอดเหมือนมดแดง
พราหมณ์หัวร่อถ่อเวียนเปลี่ยนสายน้ำ,จะทำตามสารพัดไม่ขัดแข็ง,พ่อดวงจิตคิดดีมิเสียแรง,จะจัดแจงเสียให้เสร็จสำเร็จการ
พอย่ำยามสามนายชายฉลาด,ลงจากอาสน์ออกไปเพียงเตียงสนาน,ค่อยสั่งเหล่าสาวสรรค์ว่าฉันวาน,ช่วยเชิญท่านพี่เลี้ยงมาเพียงนี้
นางสาวใช้ไปบอกออกมาพร้อม,แต่ว่าหม่อมศรีสุดาผินหน้าหนี,ทั้งสามนางต่างนั่งบังอัคคี,ทำท่วงทีไต่ถามตามธรรมเนียม
ว่ากระไรไม่ว่าเล่าขาทั่น,พลางทำชั้นเชิงชม้ายทำอายเหนียม,ทั้งสามพราหมณ์ทรามคะนองประคองเลียม,ไม่มาเยี่ยมกันเลยแม่แต่ประชวร
หรือลืมแล้วแก้วตานิจจาเอ๋ย,ไม่คิดเลยหรือไฉนเมื่อไปสวน,นี่หายไข้ไรช้ำเป็นน้ำนวล,ดูอ้วนท้วนถึงจอมเจียวหม่อมน้อง
เมื่อเจ้าเจ็บพี่ก็ไข้น้ำใจด้วย,เจ้าหายป่วยพี่ชายก็หายหมอง,จะขอถามทรามสงวนนวลละออง,ขอเชิญน้องขึ้นมานั่งถึงข้างนี้
ทั้งสามนางต่างอายชม้ายค้อน,ช่างขืนค่อนแคะว่าน่าบัดสี,เมื่อไม่คลาดราชการของฉันมี,ไม่รู้ที่จะมาเฝ้าเจ้าประคุณ
จะไต่ถามว่ากระไรก็ไม่ถาม,อย่าลวนลามเหมือนที่สวนจะหวนหุน,เป็นไรมีที่ธุระเดชะบุญ,จึงค่อยคุ้นเคยกันฉันจะลา
