w1,w2,w3,w4
แล้วสอนสั่งครั้งนี้เป็นที่สุด,ไม่ม้วยมุดแล้วก็เห็นจะเป็นผล,ไปข้างหน้าถ้าถึงที่อับจน,ถือพระมนต์มั่นไว้แล้วไม่ตาย
สงสารองค์พระอภัยเมื่อใกล้ค่ำ,ยิ่งร้อนรำจวนใจให้ละห้อย,คิดคะนึงถึงนางเงือกน้ำน้อย,จะจากกลอยสวาทไปเสียไกลกัน
นิจจาเอ๋ยเคยเห็นอยู่เย็นเช้า,จะแลเปล่าเปลี่ยวใจเมื่อผายผัน,สงสารแก้วแววตาวิลาวัณย์,จะโศกศัลย์เสียใจอาลัยลาน
จำจะสั่งบังอรสมรมิ่ง,ครั้นจะนิ่งหนีอนงค์ก็สงสาร,รำพึงพลางทางลาพระอาจารย์,จากสถานเลียบเดินเนินคิรินทร์
ถึงข้างเขาเสาโคมที่โยมเงือก,พระถอดเกือกก้าวขึ้นนั่งบัลลังก์หิน,เคาะระฆังดังหง่างนางได้ยิน,แหวกวารินรีบรุดผุดขึ้นมา
เห็นพระองค์ทรงโฉมโสมนัส,ค่อยถดถัดขึ้นบนแท่นที่แผ่นผา,น้อมคำนับอภิวันท์จำนรรจา,เสด็จมามืดค่ำทำอะไร
พระโฉมยงทรงศีลได้ยินถาม,จะบอกความมิใคร่บอกออกมาได้,เสนหาอาวรณ์ร้อนฤทัย,ภูวไนยนิ่งสะอื้นกลืนน้ำตา
นางเงือกน้ำซ้ำถามถึงสามครั้ง,ไม่ปิดบังบอกแจ้งแห่งมัจฉา,เมื่อวานนี้มีสำเภาเขาแวะมา,พี่จะลาโดยสารไปบ้านเมือง
คิดถึงสองพระชนกที่ปกเกล้า,จะสร้อยเศร้าทุกข์ตรอมจนผอมเหลือง,แม้นไปถึงธานีบุรีเรือง,พอแจ้งเรื่องทุกข์ร้อนไม่นอนใจ
จำจะจากพรากพลัดกำจัดเจ้า,อย่าสร้อยเศร้าสายสวาทไม่ขาดสูญ,อยู่จงดีศรีสุดาอย่าอาดูร,จงเพิ่มพูนผาสุกทุกเวลา
นางเงือกน้ำกำสรดสลดจิต,ดังใครปลิดปลงชีวังให้สังขาร์,จะทานทัดขัดสนพ้นปัญญา,ชลนาไหลหลั่งลงพรั่งพราย
ว่าน้องนี้มีครรภ์ให้หวั่นหวาด,ไม่มีญาติยามยากจากสถาน,เห็นแต่องค์ทรงธรรม์เมื่อกันดาร,ไม่สงสารซัดเสียให้เมียม้วย
ถึงอยู่ไปไหนเลยจะผาสุก,ถ้าเฉินฉุกฉวยกระไรใครจะช่วย,พิไรร่ำกำสรดระทดระทวย,ดังจะม้วยมรณาด้วยอาลัย
พระฟังคำน้ำเนตรลงพรากพราก,โอ้เพื่อนยากร่วมจิตพิสมัย,ไม่ทุกข์ร้อนหรือจะจรจากเจ้าไป,นี่จนใจจำลาสุดาดวง
ถึงจากไปใช่ว่าจะผาสุก,เหมือนอุ้มทุกข์ไปสักเท่าภูเขาหลวง,ไม่แกล้งกล่าวน้าวโน้มประโลมลวง,สุดาดวงนัยนาจงปรานี
ซึ่งทรงครรภ์นั้นอย่าได้ปรารภ,จงนอบนบนับถือพระฤๅษี,จะฝากฝังสั่งไว้ด้วยไมตรี,ให้เป็นที่พึ่งพาสีกาโยม
