w1,w2,w3,w4
สงสารสุดสาครยังอ่อนศักดิ์,ชีเปลือยผลักตกอยู่ในคูหา,เดชะมนต์ทนคงทรงวิชา,ไม่มรณานิ่งซบสลบไป
ได้สามคืนชื่นฉ่ำด้วยน้ำหิน,ในดวงวิญญาณ์แย้มค่อยแจ่มใส,ระริกริกพลิกองค์ทรงฤทัย,ในดวงใจเจ็บช้ำแทบทำลาย
นิ่งรำลึกตรึกภาวนาเวท,ศักดาเดชร้าวฉานบันดาลหาย,แต่หิวโหยโดยอดระทดกาย,จะปีนป่ายไปไม่ได้ดังใจจง
จึงคิดว่าตาเฒ่านี้เจ้าเล่ห์,เราซวนเซเสียเชิงละเลิงหลง,โอ้น่าที่ชีวิตจะปลิดปลง,ไหนจะคงคืนรอดตลอดไป
กุมาราอาดูรพูนเทวษ,ชลเนตรแดงเดือดดังเลือดไหล,สะอื้นร่ำพร่ำว่าประสาใจ,ไหนจะได้พบปะพระบิดร
โอ้เจ้าตาอาจารย์ของหลานเอ๋ย,พระองค์เคยค่ำเช้าเฝ้าสั่งสอน,มาครั้งนี้ชีวาตม์จะขาดรอน,พระอาจารย์มารดรไม่เห็นใจ
เมื่อต่อตีผีดิบสักสิบโกฏิ์,พระมาโปรดหลานรักไม่ตักษัย,โอ้ครั้งนี้มิรู้ด้วยอยู่ไกล,ไม่มีใครบอกเล่าพระเจ้าตา
สงสารแต่แม่เงือกของลูกน้อย,จะหลงคอยคิดถึงคะนึงหา,ลูกอยากนมสมเด็จพระมารดา,แม้นได้มากล้ำกลืนจะชื่นใจ
โอ้แม่คุณทูลกระหม่อมถนอมลูก,ไม่ต้องถูกหนักหนาอัชฌาสัย,ได้สามปีชีวันจะบรรลัย,มิทันได้แทนคุณกรุณา
สะอื้นร่ำน้ำพระเนตรลงพรากพราก,ด้วยอดอยากนมแม่ชะแง้หา,เสียงม้าร้องก้องกรรณหวั่นวิญญาณ์,พี่ม้าขาฉันขึ้นไปไม่ได้แล้ว
ไปบอกตามาช่วยฉันด้วยเถิด,เหมือนพี่เกิดร่วมท้องกับน้องแก้ว,ร้องเรียกร่ำน้ำพระเนตรลงนองแนว,สลบแล้วคืนเล่าเฝ้าโศกา
มนุษย์นี้ที่รักอยู่สองสถาน,บิดามารดารักมักเป็นผล,ที่พึ่งหนึ่งพึ่งได้แต่กายตน,เกิดเป็นคนคิดเห็นจึงเจรจา
แม้นใครรักรักมั่งชังชังตอบ,ให้รอบคอบคิดอ่านนะหลานหนา,รู้สิ่งไรไม่สู้รู้วิชา,รู้รักษาตัวรอดเป็นยอดดี
จงคิดตามไปเอาไม้เท้าเถิด,จะประเสริฐสมรักเป็นศักดิ์ศรี,พอเสร็จคำสำแดงแจ้งคดี,รูปโยคีหายวับไปกับตา
สงสารหน่อบพิตรอดิศร,สุดสาครเหลียวแลชะแง้หา,ไม่เห็นปู่อยู่เดียวเปลี่ยววิญญาณ์,นึกน้ำตาซกซกตกกระเซ็น
ด้วยกำลังยังเยาว์ยิ่งเศร้าสร้อย,ให้ละห้อยหาแม่ไม่แลเห็น,แล้วเหลียวดูสุริยันตะวันเย็น,จะจำเป็นจำไปเพราะไม่เคย
จึงเหลียวหาม้านิลสินธพ,เห็นเซาซบโศกานิจจาเอ๋ย,ตรงมาหาม้าแลชะแง้เงย,เอาคางเกยกับพระบาทเพียงขาดใจ
นาสิกสูบจูบจรดรู้รสกลิ่น,แล้วแลบลิ้นเลียลามตามวิสัย,พระหน่อน้อยค่อยจูงพยุงไป,เก็บลูกไม้ม่วงปรางข้างคีรินทร์
เสวยพลางทางป้อนมังกรม้า,ทั้งอาชาชื่นชมสมถวิล,แล้วแล่นลงคงคาเที่ยวหากิน,หน่อนรินทร์แรงรื่นค่อยชื่นใจ
เก็บทับทิมริมกุฎีตาชีปลูก,แต่ล้วนลูกดกห้อยย้อยไสว,บ้างแตกร้าวราวกับเพชรเห็นเม็ดใน,มะเฟืองไฟตูมตาดดาษดา
เก็บเสวยเลยชมพนมมาศ,ศิลาลาดแลเวิ้งล้วนเพิงผา,มีโกรกกรวยห้วยละหานสำราญตา,ดูน้ำน่าอาบกินก็ยินดี
ค่อยเปรมปรีดิ์ลีลาศขึ้นจากสระ,มาทรงพระภูษาจุฑากระสัน,จงจำนองครองเครื่องเข้าครบครัน,แล้วผูกพันโพกชฎาน่าเอ็นดู
ครั้นสรรพเสร็จเด็ดดอกกุหลาบซ้อน,เชยเกสรโสมนัสแล้วทัดหู,เรียกอาชาม้าต้นด้วยมนต์ครู,อาชารู้รีบมาหากุมาร
สุดสาครวอนว่ากับม้าแก้ว,รู้แห่งแล้วทางประเทศเขตสถาน,จงพาไปให้พบอ้ายคนพาล,ได้คิดอ่านคืนไม้เท้ามันเอาไป
ขึ้นหลังม้าผ่าโผนโจนจากเกาะ,ราวกับเหาะเหินลิ่วปลิวไสว,ดูลับลิบรีบเร็วไรไรไป,จนอุทัยลับลงในคงคา
จันทร์กระจ่างกลางโพยมดังโคมแก้ว,สว่างแถวท้องทะเลพระเวหา,สุดสาครนอนเอกเขนกมา,ดูดาราเดือนสว่างน้ำค้างพรม
พอลมรื่นคลื่นสงัดกำดัดดึก,หวนรำลึกถึงเจ้าตาที่อาศรม,เคยนั่งแท่นแผ่นผาที่ท่าลม,ชวนหลานชมเดือนหงายสบายใจ
โอ้สงสารมารดานิจจาเอ๋ย,ได้ชมเชยลูกยาอัชฌาสัย,น้ำนมแม่แต่ละข้างช่างกระไร,ลูกเคยได้รับประทานทั้งหวานมัน
โอ้จากมาน่าเสียดายเมื่อภายหลัง,จะย้อยพรั่งฟูมนองทั้งสองถัน,ลูกยิ่งอยากมากมายเสียดายครัน,สะอื้นอั้นอดนมกรมฤทัย
ฝ่ายม้ามิ่งวิ่งว่ายไปปลายคลื่น,เปรียบเหมือนพื้นดินนั่งหลังไม่ไหว,ด้วยรักใคร่ได้นายสบายใจ,จนอุทัยแจ่มฟ้าถึงธานี
ขึ้นตลิ่งหญิงชายทั้งหลายเห็น,คิดว่าเป็นลูกหลานท่านฤๅษี,ด้วยจำแน่แต่ม้าของตาชี,ชาวบุรีเรียกกันดูพระกุมาร
บ้างก็ว่าน่ารักพระนักสิทธ์,กะจิริดรูปงามทรามสงสาร,บ้างว่าไปไหนมาพระอาจารย์,มาตามท่านผู้เฒ่าหรือเจ้าคุณ
ฤๅษีสุดสาครบวรนาถ,ตรัสประภาษหน่วงเหนี่ยวไม่เฉียวฉุน,พระตอบความตามเขาทักรักการุญ,ฉันแบ่งบุญให้ทั่วทุกตัวคน
ประเดี่ยวนี้ชีเปลือยอยู่ไหนเล่า,จงบอกข่าวให้ฉันแจ้งรู้แห่งหน,ชาวพาราว่าพระปิ่นแผ่นดินดล,ให้นิมนต์เข้าไปอยู่ในวัง
หน่อนรินทร์ยินดีเป็นที่สุด,ไม่ยั้งหยุดรีบไปเหมือนใจหวัง,ถึงศาลาหน้าพระลานทวารวัง,เห็นคนนั่งยืนหลามจึงถามไป
นี่แน่ขาน้าปู่อยู่ที่นี่,เห็นตาชีเปลือยมาอยู่หาไหน,เขาบอกว่าอาจารย์อันชาญชัย,ท่านเจ็บไข้อยู่ที่ทิมริมพระลาน
สุดสาครวอนว่าช่วยพาฉัน,ไปถึงท่านหน่อยเถิดจ๋าเมตตาหลาน,พวกขุนนางต่างเอ็นดูพระกุมาร,จึงว่าท่านลงเดินดำเนินไป
