w1,w2,w3,w4
ฝ่ายฝรั่งลังกาพวกล่าทัพ,ได้สินทรัพย์สุโขสโมสร,ข้ามมหาสาคโรชโลธร,เข้านครเขตฝั่งข้างลังกา
ดูดวงเพชรเก็จแก้วแววสว่าง,แจ่มกระจ่างพร่างพรายเป็นหลายสี,กลัวจะอึงถึงพระชนนี,ให้มนตรีลอบไปฝังไว้ลังกา
ห้ามมิให้ใครพูดถึงโคตรเพชร,หัวจะเด็ดขาดลงทั้งวงศา,พวกหญิงชายนายไพร่ที่ได้มา,ชาวเมืองการะเวกนั้นเจ็ดพันคน
ใช้สีข้าวเช้าค่ำต้องตรำตราก,ตำดินตากตักน้ำทำถนน,เวลารุ่งหุงข้าวเลี้ยงชาวพล,ใช้แบกขนฉุดลากเหนื่อยยากครัน
ดูต้นไม้ไกวกวัดสะบัดโบก,เขยื้อนโยกขย้อนทุกต้นรุกขา,ฝูงนกหกตกใจบินไปมา,ช้างม้าลาล้มลุกตะคลุกคลาน
ทะเลลึกครึกครื้นเป็นคลื่นคลั่ง,กระทบฝั่งฟูมฟาดเสียงฉาดฉาน,ชายหญิงยืนขึ้นก็ล้มต้องก้มคลาน,ต่างเซซานซวนทรงไม่ตรงกาย
ถึงสามวันนั้นจึงสิ้นแผ่นดินไหว,เป็นควันไฟมืดมนอยู่จนสาย,ต่างสงสัยไม่รู้ที่จะดีร้าย,ทั้งหญิงชายโจษกันจำนรรจา
นางละเวงเกรงตรึกนึกประหลาด,ไปหาบาทหลวงถามความกังขา,เหตุไฉนไหวทั้งเกาะลังกา,มีตำรารู้บ้างหรืออย่างไร
แล้วตรัสถามสามนางว่าลางเกิด,จะประเสริฐหรือว่าเห็นเป็นไฉน,นางยุพาว่าตำรับกัปประลัย,คือลมไฟดินน้ำเป็นสำคัญ
ธาตุทั้งสี่นี้สุภาพเรียบราบรื่น,จะชุ่มชื่นชูใจทั้งไอศวรรย์,แม้ธาตุสี่นี้วิบัติอัศจรรย์,จะมีอันตรายทั่วทุกตัวคน
ซึ่งดินไหวในตำราไม่ผาสุก,จะเกิดยุคยุทธนาโกลาหล,ข้าจับยามตามตำราจลาจล,ตั้งแต่ต้นปีเถาะเป็นเคราะห์ครัน
นางยุพาว่าตำรับระงับเหตุ,ภูมิเทศผันแปรจะแก้ไข,ให้ไพร่ฟ้าข้าเฝ้าทั้งท้าวไท,ตั้งอยู่ในศีลสัตย์สวัสดี
ตัดโลโภโมหะละเมียผัว,กินแต่ถั่วผักงารักษาศิล,ไหว้ลมไฟไหว้ชลาไหว้ฟ้าดิน,ถ้วนปีหนึ่งจึงจะสิ้นมลทินภัย
นางวัณฬาว่าตำรับบังคับขาด,ประชาราษฎร์หรือมันจะละวิสัย,ต้องถือศิลกินบวชนั้นรวดไป,เห็นไม่ได้ดังตำราทั้งธานี
จะเกิดเข็ญเป็นทุกข์ถึงลูกหลาน,ไปตรวจด่านการบำรุงชาวกรุงศรี,กลัวจะทำล้ำเหลือจะเชื่อดี,ไปเที่ยวตีเมืองเขาด้วยเยาว์ความ
ถึงชนะก็ไม่สิ้นอรินราช,พยาบาทเบียดเบียนเป็นเสี้ยนหนาม,ต้องหนักจิตคิดอ่านการสงคราม,แม่มีความเกลียดเหลือด้วยเบื่อใจ
อันลูกเราเยาว์อยู่ไม่รู้ทุกข์,จะอาจอุกทำเข็ญเป็นไฉน,จะร้ายดีมิได้รู้ด้วยอยู่ไกล,หรือจะให้หามาเสียธานี
นางรำภาว่าวิสัยไตรดายุค,ย่อมเป็นศึกแล้วเป็นสุขทุกกรุงศรี,เมื่อถึงคราวชาวบุรินทร์อยู่กินดี,ก็ไม่มียุคเข็ญย่อมเว้นวาย
เมื่อถึงคราวชาวนครจะร้อนนั้น,จะป้องกันฉันใดก็ไม่หาย,ไม่ถึงกรรมทำอย่างไรก็ไม่ตาย,ถ้าถึงกรรมทำลายต้องวายปราณ
อันพระหน่อวรนาถชาติกษัตริย์,รู้จักจัดเกลี้ยกล่อมซ้อมทหาร,เลี้ยงคนดีมีปัญญาวิชาชาญ,คิดทำการต้องที่ผู้มีบุญ
เมื่อเกิดเข็ญเช่นนึกมีศึกเสือ,ช่วยส่งเกลือข้าวกินดินกระสุน,เที่ยวตรวจตราธานีนั้นมีคุณ,ด้วยแรกรุ่นรู้รอบเห็นชอบกล
ให้อยู่วังดังสตรีแม้มีศึก,ที่ตื้นลึกไม่สันทัดจะขัดสน,เสด็จไปได้สังเกตเขตตำบล,ที่ชุมพลกลศึกได้ฝึกปรือ
จะหนีทุกข์ยุคเข็ญเหมือนเช่นว่า,อยู่ใต้ฟ้าหนีฝนจะพ้นหรือ,แม้เมืองใดใช้คนดีมีฝีมือ,จะเลื่องชื่อลือเลิศประเสริฐชาย
ชาวชมพูบุรินทร์สิ้นทั้งนั้น,จะขยั้นอยู่ไม่อาจประมาทหมาย,จงโปรดให้ไปตามความสบาย,เธอเป็นชายใช่สตรีจะมีภัย
นางฟังคำราภาบัญชาตอบ,เจ้าว่าชอบเชิงความตามวิสัย,แต่ยังเยาว์เราจะทำคำสอนไป,ช่วยเตือนใจไว้มั่งพอรั้งรา
แล้วเขียนคำกำหนดทศพิธ,ใส่กล่องแก้วแล้วปิดผนิดฝา,ให้ม้าใช้ได้รับสั่งขึ้นหลังม้า,ออกจากวังลังกาเข้าป่าไป
เรือกำปั่นพันถ้วนเชือกพวนขาด,ขึ้นค้างหาดฟาดฝั่งหลังถนน,น้ำท่วมทั้งวังใหม่นายไพร่พล,ขึ้นอยู่บนเนินเขาอดข้าวปลา
ให้ทำนายทายที่ความดีไว้,ให้ชื่นใจไพร่พหลพลขันธ์,แล้วให้หามาประชุมชุมนุมกัน,ให้โหรนั้นทายลางจะอย่างไร
ทั้งดินฟ้าสาครกระฉ่อนช่วย,ร้องอำนวยพรเพิ่มเฉลิมศรี,แม้ขัดเคืองเมืองไหนยกไปตี,ก็จะมีชัยสิ้นทั้งดินแดน
ด้วยเดชะพระมหาอานุภาพ,จะได้ปราบเมืองอื่นนับหมื่นแสน,บรรดาท้าวเจ้าประเทศทุกเขตแคว้น,จะพึ่งแผ่นดินฝรั่งกรุงลังกา
พระทรงฟังรางวัลให้โหรเฒ่า,พวกข้าเฝ้าพลขันธ์ต่างหรรษา,พอผู้ถือหนังสือสารพระมารดา,มาวันทาถวายองค์พระทรงยศ
ประการหนึ่งซึ่งสุธาลังกาไหว,เป็นลางใหญ่ไพร่เมืองจะเคืองเข็ญ,แม่คิดไปใจหายไม่วายเว้น,ด้วยพ่อเป็นปิ่นจังหวัดปถพี
ทั้งโภไคยไอศูรย์พร้อมมูลหมด,พระเกียรติยศเฟื่องฟุ้งทั้งกรุงศรี,สงวนศักดิ์รักษาแต่ธานี,อย่าคิดตีบ้านเมืองให้เคืองกัน
ประการหนึ่งซึ่งรักษาเมตตาตั้ง,ให้สัตว์ทั้งปวงเป็นสุขทุกสถาน,ใครยากเย็นเข็ญใจจงให้ทาน,อภิบาลบำรุงทั้งกรุงไกร
หนึ่งคู่ครองของเขามีเจ้าของ,อย่าได้ปองเป็นมิตรพิสมัย,หนึ่งสมบัติพัสดุของผู้ใด,อย่าอยากได้ไปเอาของเขามา
ประการหนึ่งซึ่งคำจะดำรัส,ดำรงสัตย์ซื่อสุทธิ์ไม่มุสา,หนึ่งผู้ผิดมิตรญาติแลอาตมา,จงตรึกตราตัดสินความตามสัจจัง
อนึ่งบทกฎหมายอย่าคลายเคลื่อน,อย่าลดเลื่อนละอย่างแต่ปางหลัง,หนึ่งใครนำคำเสนออย่าเพ่อฟัง,เห็นจริงจังจึงค่อยตรัสตามสัตย์ธรรม์
หนึ่งอย่าคิดริษยาพยาบาท,อย่ามุ่งมาดหมายถวิลรูปกลิ่นเสียง,คนสอพลอทรลักษณ์อย่ารักเลี้ยง,ให้แท้เที่ยงทางธรรมจึงจำเริญ
พระฟังจบนบนอบเห็นชอบสิ้น,ให้ถือศิลสัตย์ธรรม์รำพันสอน,แต่ได้ใช้ให้หลานไปราญรอน,คืนแก้วก้อนเก็จมาไว้ธานี
ต้องคิดอ่านการศึกฝึกทหาร,คอยรอนราญรบพุ่งกันกรุงศรี,แล้วพับสารมารดาไม่พาที,เก็บซ่อนไว้ในที่ศรีไสยา
ทุกเช้าเย็นพระไปเล่นท้องสนาม,หัดสงครามครึกครื้นยิงปืนผา,คอยรอรั้งฟังความสามพารา,แต่งลูกค้าคอยเหตุทุกเขตคัน
สั่งให้อ่านสารว่าเจ้าการะเวก,เสวยเอกฉัตรชัยไอศวรรย์,บังคมองค์ทรงยศทศธรรม์,ซึ่งร่วมสุวรรณจังหวัดปถพี
หวังเฉลิมเพิ่มพูนประยูรยศ,ให้ปรากฏเกียรติบำรุงชาวกรุงศรี,สองเวียงชัยไพร่ฟ้าประชาชี,ได้เป็นที่ชุ่มชื่นทุกคืนวัน
