w1,w2,w3,w4
จะกล่าวพระมังคลานราราช,กับครูบาทหลวงฝรั่งอยู่สั่งสอน,ครองเมืองกำพลเพชรเขตนคร,แต่งเรือจรเจ็ดลำเป็นกำลัง
วายุพัฒน์นัดดานราราช,เป็นอุปราชเมืองเซ็นเป็นเขยไข,พระหัสกันผ่านพาราสุลาลัย,ฝรั่งใหญ่ไพร่พลคณนา
พระทราบสิ้นยินดีเป็นที่สุด,ด้วยพระนุชน้องนาถมีวาสนา,บาทหลวงฉุนหุนหันด่าวัณฬา,มันชั่วช้าโฉดเฉาช่างเมามัว
ทำเสียชาติศาสนาข้างฝาหรั่ง,ไปบวชนั่งฉอเลาะปะเหลาะผัว,ไม่ฝังปลูกลูกหลานวงศ์วานตัว,มันชาติชั่วจริงเจียววะอีละเวง
ให้ศัตรูดูถูกทำลูกเต้า,ยอมให้เขาชาวผลึกฮึกข่มเหง,ส่วนพวกพ้องของผัวมันกลัวเกรง,จริงนะเองอีวัณฬามันบ้ากาม
ให้เรือใช้ไปนัดน้องกับสองหลาน,เกณฑ์ทหารพร้อมพรั่งมาทั้งสาม,จะกำจัดสัตว์บาปคิดปราบปราม,ทำสงครามครั้งนี้ให้มีชัย
เอ็งต่อลำกำปั่นสักพันหนึ่ง,เกณฑ์อากึ่งตั้งทำริมน้ำไหล,ยาวสามเส้นเช่นกันหมดกำหนดไว้,เกณฑ์พวกไพร่ลงประจำลำละพัน
เป็นทหารล้านถ้วนกระบวนทัพ,เรือสำหรับใช้แต่งให้แข็งขัน,น้องนัดดามาพร้อมรวมรอมกัน,แก้แค้นมันไม่ได้มิใช่ชาย
อี่แม่เลี้ยงเอี้ยงดูคนผู้เฒ่า,เคยเป็นเจ้าชาวกำพลคนทั้งหลาย,ปลอมไปด้วยช่วยว่าเสนานาย,ถือกฎหมายอาชญาเฆี่ยนฆ่าตี
พวกเสนาข้าเฝ้าคนเฒ่าแก่,ให้ดูแลอยู่บำรุงชาวกรุงศรี,เร่งคิดอ่านการใหญ่เห็นได้ที,เคราะห์เองคลายหลายปีจะดีครัน
พระมังคลาฝาหรั่งฟังบาทหลวง,สั่งกระทรวงเสนาปรีชาขยัน,ให้เร่งรัดจัดแจงบอกแบ่งปัน,ต่อกำปั่นพันลำรีบทำการ
ด้วยเมืองเพชรกำพลผู้คนมาก,บ้างฉุดลากถากฟันบ้างขันกว้าน,แต่เดือนห้ามาเดือนเจ็ดสำเร็จการ,เกณฑ์ทหารลงประจำทุกลำเรือ
ทั้งปืนผาอาวุธเครื่องยุทธ์ครบ,พลรบเริงราญทหารเสือ,หินสำหรับอับเฉาทั้งข้าวเกลือ,แจกหมวกเสื้อไพร่ขุนนางต่างต่างกัน
ลำที่นั่งเหรายาวห้าเส้น,สลักเป็นเกล็ดกระหนกแผ่นผกผัน,ล้วนหุ้มทองรองเรืองเครื่องสุบรรณ,เป็นช่องชั้นบัลลังก์ล้วนฝังพลอย
เอาเข้มขาบทาบเป็นใบใส่สลับ,ระยางระยับแย่งย้ายล้วนสายสร้อย,พร้อมสะพรั่งทั้งพันเป็นหลั่นลอย,ต่างเตรียมคอยหน่อนาถจะยาตรา
พระมังคลาอ่าองค์สรงสนาน,พนักงานคอยถวายเครื่องซ้ายขวา,ทรงสำอางอย่างฝรั่งเมืองลังกา,นางพระยายิ้มย่องประคองเคียง
ฝูงนารีที่จะไปให้ใช้สอย,ทั้งใหญ่น้อยสาวแก่เซ็งแซ่เสียง,เชิญเครื่องอ่านพานเครื่องหอมอยู่พร้อมเพรียง,แล้วแม่เลี้ยงนำหน้ามังคลาตาม
เสด็จออกนอกวังขุนนางกราบ,ถือหอกดาบตามเสด็จไม่เข็ดขาม,ลงที่นั่งเสนาสง่างาม,ให้โห่สามลาลั่นสนั่นดัง
ได้ฤกษ์ดีตีฆ้องยกกองทัพ,ดูคั่งคับโยธาทั้งหน้าหลัง,ออกมหาสาชลในวนวัง,ต้นหนตั้งเข็มหมายฝ่ายอุดร
เดินกำปั่นพันลำในน้ำเขียว,เป็นเกลียวเกลียวคลื่นกลิ้งเท่าสิงขร,ทุกคืนค่ำร่ำมาในสาคร,หนทางจรเจ็ดเดือนไม่เคลื่อนคลา
จะกล่าวถึงพระวลายุดาน้อง,แต่ตรึกตรองถึงสมเด็จพระเชษฐา,ถึงเดือนเจ็ดจะเสด็จยกพลมา,จึงปรึกษาเจนธนูคู่ชีวี
พระเชษฐาว่าให้ยกไปช่วย,จะไปด้วยเขาหรือจิตคิดไฉน,เจนธนูรู้หัวร่อตอบหน่อไท,ถึงพระอภัยไม่อยู่ในบูรี
แต่ตั้งทัพยับยั้งหยุดสังเกต,ว่าพระเชษฐานั้นจะทำไฉน,เขาชนะจะบำรุงซึ่งกรุงไกร,ถ้าแพ้ไปเราก็มาเสียธานี
พระวลายุดาฟังว่าชอบ,จึงนบนอบสรรเสริญเจริญศรี,จะยกไปให้เขาเห็นพอเป็นที,ท่านจงอยู่บูรีให้ปรีดา
แล้วตรัสสั่งทั้งสี่เสนีใหญ่,เกณฑ์นายไพร่ห้าสิบหมื่นพร้อมปืนผา,ทั้งข้าวน้ำลำเลียงเลี้ยงโยธา,เรือรบห้าร้อยถ้วนกระบวนทัพ
แล้วแต่งองค์ลงที่นั่งนาคราช,เรือพิฆาตคู่แข่งแซงสลับ,ได้ฤกษ์ดีดีห้องโห่ร้องรับ,แล้วยกทัพเรือมาในวารี
