w1,w2,w3,w4
จะกล่าวเรื่องเมืองผลึกราชฐาน,ป้อมปราการเชิงเทินล้วนเนินผา,ซุ้มทวารบานบังใบเสมา,ล้วนศิลาเลื่อมลายดูพรายพราว
มีปราสาทสูงเยี่ยมขึ้นเทียมเมฆ,อดิเรกรุ่งฟ้าเวหาหาว,นภศูลแสงแก้วดูแวววาว,ดังดวงดาวเด่นกระจ่างอยู่กลางวัน
พระโรงธารชานพักตำหนักแก้ว,แต่ล้วนแล้วด้วยมุกดาฝาผนัง,ทั้งเสื้อผ้าเงินทองสิบสองคลัง,ก็มั่งคั่งยิ่งกว่าทุกธานี
อันไพร่ฟ้าประชาชนออกล้นหลาม,นิคมคามประเทศล้วนเศรษฐี,ทั้งโหราพฤฒามาตย์ราชกวี,ชาวบุรีเริงรื่นทุกคืนวัน
พระนามท้าวเจ้าบุรินทร์สิลราช,พระนางนาฏนามมิ่งมณฑาสวรรค์,มีบุตรีศรีนลาฏดังดวงจันทร์,ชื่อสุวรรณมาลีนีรมล
เจ้าลังกามาขอให้โอรส,ได้กำหนดนัดวิวาห์สถาผล,ถึงเดือนเก้าเขาจะแต่งการมงคล,แต่กุศลสองไม่เคยได้เชยชม
ฝ่ายพระนุชบุตรีศรีสวัสดิ์,จะกำจัดไปข้างคู่เคยสู่สม,ปัจจุสมัยไก่ขันนางบรรทม,ฝันว่าได้ไปชมชลาลัย
เห็นดวงแก้วแววสว่างอยู่กลางเกาะ,นางก็เหาะลอยลิบไปหยิบได้,สะดุ้งตื่นฟื้นกายสิหายไป,เสียน้ำใจจาบัลย์ทุกวันคืน
ไม่แต่งองค์สรงเสวยเลยไสยาสน์,หวังสวาทจินดาไม่ฝ่าฝืน,คิดถึงฝันกลั้นโศกก็สุดกลืน,ซบสะอื้นอาวรณ์ร้อนฤทัย
ฝ่ายพี่เลี้ยงเคียงปลอบประโลมถาม,นางเล่าความจริงแจ้งแถลงไข,สี่พี่เลี้ยงสงสารรำคาญใจ,ไปทูลไทบิตุราชมาตุรงค์
กรุงกษัตริย์ตรัสสั่งพี่เลี้ยงว่า,กูจะพาไปให้ชมสมประสงค์,เองกลับไปเล้าโลมนางโฉมยง,ให้แต่องค์สรงน้ำให้สำราญ
แล้วลีลามายังบัลลังก์โถง,ท้องพระโรงรจนามุกดาหาร,แสนเสนาข้าบาทราชการ,ก็หมอบกรานกราบก้มบังคมคัล
โหรารับจับยามตามโฉลก,อุษาโยคยามจันทร์เจ็ดชั้นฉาย,ลงกระดานหารคูณแล้วทูลทาย,ดีกับร้ายราวครึ่งพอกึ่งกัน
ฝันว่าได้ไปทะเลเที่ยวเร่ร่อน,จำจะจรจากไกลไอศวรรย์,แล้วขึ้นเกาะเหาะเหินเจริญครัน,จะลือลั่นโลกาทั้งธานี
