w1,w2,w3,w4
จะกล่าวถึงสินสมุทรบุตรนางยักษ์,กำลังรักพระธิดามารศรี,เมื่อเรือแตกแบกมาในวารี,ไม่มีที่หยุดหย่อนจนอ่อนแรง
ถึงเจ็ดวันเจ็ดคืนแต่คลื่นซัด,นางกษัตริย์โศกศัลย์เฝ้ากันแสง,เห็นมัจฉาปลาร้ายขึ้นว่ายแซง,ยิ่งแสยงสยองเกล้าเยาวมาลย์
จึงว่าพ่อสินสมุทรสุดสวาท,เหนื่อยอนาถนักหนาน่าสงสาร,จงวางแม่เสียในวนชลธาร,เร่งคิดอ่านตามติดพระบิดร
สินสมุทรสุดเหนื่อยด้วยเมื่อยล้า,สู้อุตส่าห์ทรงกายสายสมร,แล้วตอบคำร่ำว่าด้วยอาวรณ์,แม่ม้วยมรณ์ก็จะม้วยเสียด้วยกัน
ลูกหมายเหมือนชนนีเป็นที่ยิ่ง,ไม่ทอดทิ้งมารดาให้อาสัญ,อันกำลังยังไปได้อีกวัน,อย่าทรงกันแสงนักจงหักใจ
นางฟังคำซ้ำสวาทราชโอรส,ยิ่งกำสรดสุดจะขืนสะอื้นไห้,กุมาราพาว่ายคล้ายคล้ายไป,เห็นเกาะใหญ่ยินดีค่อยมีแรง
อุตส่าห์รีบถีบเข้าถึงเขาหลวง,พอลับดวงสุริเยนทร์ไม่เห็นแสง,หน่อนรินทร์สินสมุทรก็สุดแรง,ถึงที่แห้งเสือกซบสลบไป
สินสมุทรสุดสวาทของแม่เอ๋ย,ไฉนเลยลูกยาไม่ฝ่าฝืน,แม่ปลุกเจ้าเท่าไรก็ไม่ฟื้น,พลางสะอื้นอ่อนองค์ทรงโศกี
จะหาไหนได้เหมือนพ่อเพื่อนยาก,สู้ลำบากแบกพามารดาหนี,ไม่ม้วยมอดรอดมาในวารี,จนถึงที่หยุดแล้วเจียวแก้วตา
ควรหรือพ่อหน่อนาถมาขาดจิต,สิ้นชีวิตสิ้นชาติวาสนา,ให้แม่อยู่ผู้เดียวเปลี่ยววิญญาณ์,อนิจจาเจ้าไม่สั่งแม่มั่งเลย
มาทอดกายวายวางอยู่กลางหาด,ไม่มีอาสน์อุ่นอ่อนที่นอนเขนย,ระคายคันขวัญใจเจ้าไม่เคย,พ่อคุณเอ๋ยอนิจจาน่าปรานี
นางสอดกรช้อนเกศขึ้นประทับ,ดังจะดับดวงชีวามารศรี,แสนวิโยคโศกศัลย์พันทวี,วิสัญญีภาพนิ่งไม่ติงกาย
ยะเยือกเย็นเส้นหญ้ารุกขาเขา,สงัดเหงาเงียบเสียงสำเนียงหาย,จันทร์กระจ่างพ่างพื้นโพยมพราย,เรไรรายหริ่งร้องทั้งลองไน
แจ้วแจ้วจักจั่นสนั่นเสนาะ,ดังบัณเฑาะว์ดนตรีปี่ไฉน,น้ำค้างพรมลมพาสุมาลัย,เย็นระรื่นชื่นใจพระเทพิน
นางฟื้นองค์ทรงกายกระหายหิว,ให้หวิวหวิวหวาดไหวฤทัยถวิล,ภาณุมาศผาดเยี่ยมเหลี่ยมเมฆิน,นางปลุกสินสมุทรไม่ไหวกายา
ดูลูกรักพักตร์เผือดเลือดสลด,แสนรันทดแทบชีวังจะสังขาร์,ด้วยความรักลูกเลี้ยงเพียงชีวา,เฝ้าโศกากอดไว้ไม่ไกลกัน
ประหลาดเหลือเนื้อพ่อยังอุ่นอ่อน,หรืออดนอนนิทราไม่อาสัญ,นางยอกรวอนไหว้ไทเทวัญ,ทุกช่องชั้นฉกามาวจร
ที่ขึ้นล่องท้องทะเลทุกเทเวศร์,รุกขาเขตเขาเขินเนินสิงขร,แม้นพระหน่อบดินทร์นรินทร,จะม้วยมรณ์มรณานิคาลัย
ชีวิตข้าอย่าให้รอดจงมอดม้วย,ขอตายด้วยลูกรักที่ตักษัย,แม้นบุญหลังยังจะรอดตลอดไป,ขอจงให้ลูกน้อยข้าค่อยคลาย
พอขาดคำรำพันพิษฐาน,พระกุมารฟื้นสมอารมณ์หมาย,นางนวดเคล้นเส้นศอหน่อนารายณ์,ร้องเรียกสายสวาทพลางไม่วางใจ
ฝ่ายพระหน่อบพิตรอดิศร,หิวหาวนอนเหนื่อยซบสลบไสล,ต้องน้ำค้างกลางคืนชื่นฤทัย,จึงกลับได้สมประดีค่อยมีแรง
ลืมพระเนตรเห็นองค์นางนงลักษณ์,เฝ้าฟูมฟักนวดฟั้นแล้วกันแสง,เหมือนแม่ลูกผูกจิตไม่คิดแคลง,อุตส่าห์แข็งขืนอารมณ์บังคมคัล
จึงทูลว่าข้าน้อยนี้ม่อยหลับ,เปรียบเหมือนกับกายาจะอาสัญ,พระมารดามาด้วยได้ช่วยกัน,หาไม่วันนี้เห็นไม่เป็นตัว
นางฟังตอบปลอบประโลมพระลูกน้อย,แม่ได้พลอยพึ่งบุญพ่อทูนหัว,สารพัดศัตรูไม่สู้กลัว,ได้รอดตัวมาถึงเกาะเพราะโอรส
เจ้าม้วยมอดวอดวายจะตายด้วย,เป็นเพื่อนม้วยมรณาให้ปรากฏ,พ่อกลับคืนฟื้นพ้นชีวงคต,ค่อยเปลื้องปลดทุกข์ทนของชนนี
พระหน่อไทได้สดับอภิวาท,ยิ่งรักราชธิดามารศรี,จึงเชิญนางย่างเยื้องขึ้นคิรี,ให้อยู่ที่เงื้อมผาศิลาลาย
แล้วเที่ยวไปในเกาะเสาะลูกไม้,เก็บได้ใส่ห่อผ้ามาถวาย,นางเสวยส้มสูกกับลูกชาย,ค่อยเหือดหายหิวโหยที่โรยรา
จะกล่าวฝ่ายนายโจรใจฉกาจ,เป็นเชื้อชาติอังกฤษริษยา,คุมสลัดอัศตันวิลันดา,เป็นโจราห้าหมื่นพื้นทมิฬ
มีกำปั่นนั้นยาวยี่สิบเส้น,กระทำเป็นตึกกว้านสถานถิ่น,หมากมะพร้าวส้มสูกปลูกไว้กิน,ไม่รู้สิ้นเอมโอชโภชนา
เลี้ยงทั้งแพะแกะไก่สุกรห่าน,คชสารม้ามิ่งมหิงสา,มีกำปั่นห้าร้อยลอยล้อมมา,เครื่องศัสตราสำหรับรบครบทุกลำ
คอยตีเรือเหนือใต้ได้สิ่งของ,เที่ยวแล่นล่องตามคลื่นทุกคืนค่ำ,มาถึงกลางหว่างบรรพตพออดน้ำ,จึงทอดกำปั่นใหญ่ในนที
ให้เรือน้อยลอยแล่นเข้าเหลี่ยมเขา,แต่ล้วนเหล่าวิลันดากะลาสี,ประทับจอดทอดท่าหน้าคิรี,พวกโยธีหาบหามตามกันมา
ขึ้นตักน้ำลำธารละหานหิน,พอเห็นสินสมุทรอยู่ที่ภูผา,กับหญิงสาวขาวผ่องต้องติดตา,พวกโยธาซักถามตามทำนอง
กุมารานารีนี้ไฉน,เป็นอย่างไรจึงมานั่งอยู่ทั้งสอง,เป็นภรรยาสามีหรือพี่น้อง,พลางมุ่งมองดูนางไม่วางตา
สินสมุทรพูดจาภาษาแขก,นัยน์ตาแตกใครอย่าแลดูแม่ข้า,เราเสียเรือเชื้อกษัตริย์พลัดพารา,นี่ท่านมาแต่ข้างไหนได้เอ็นดู
