w1,w2,w3,w4
จะกล่าวถึงนคราเมืองกาศึก,ให้ตั้งฝึกพวกทหารชาญสมร,สะพรั่งพร้อมเสนาประชากร,เจ้านครนามนรินทร์ท้าวสินชัย
มเหสีมีนามตามภาษา,ชื่อบุษยาดวงมณีผ่องสีใส,มีบุตรีสวยสำอางอยู่ปรางค์ชัย,ชื่อระเด่นดวงประไพวิไลทรง
ดังดวงจิตบิตุเรศเกศกษัตริย์,ท้าวเธอจัดสาวที่รุ่นสกุลหงส์,เป็นพี่เลี้ยงนุชนางสำอางองค์,แต่ล้วนวงศ์พวกผู้ดีมีตระกูล
เฉลิมยศพระบุตรีนารีรัตน์,ตามกษัตริย์ธิบดินทร์นรินทร์สูร,อันกาศึกเมืองนี้บริบูรณ์,ทั้งตระกูลเศรษฐีพวกมีเรือ
รับสั่งของต่างต่างขึ้นห้างไว้,แล้วขนไปเที่ยวขายข้างฝ่ายเหนือ,ทั้งยุ้งฉางใหญ่ใหญ่ใส่ข้าวเกลือ,ใครขาดเหลือจับจ่ายให้เป็นทาน
แต่เมืองขึ้นนั้นก็มีถึงสี่ร้อย,มิใช่น้อยล้วนเป็นสุขสนุกสนาน,มีแต่ความสุโขมโหฬาร,ทุกเมืองบ้านผาสุกไม่ทุกข์ภัย
จะกล่าวถึงสังฆราชพระบาทหลวง,แต่แล่นล่วงข้ามมหาชลาไหล,สิบห้าวันบรรลุถึงทรงไกร,แกสั่งให้ทอดท่าหน้าสันดอน
ฝ่ายเรือใช้ไปตระเวนเห็นกำปั่น,ประมาณพันจอดรายชายสิงขร,จึงแวะเข้าไต่ถามนามกร,ว่าเรือจรมาแต่ไหนหรือไพรี
ฝ่ายพวกแขกในกำปั่นนั้นจึ่งว่า,เราแล่นมาจากเมืองปตาหวี,เจ้าพารามาเที่ยวชมนที,ลมมันตีพัดพาเภตราไป
ถึงห้าเดือนเหมือนอย่างว่าใช่ข้าศึก,อย่าได้นึกเคลือบแคลงแหนงไฉน,สิ้นแผนที่แล่นหลงเวียนวงไป,จำไม่ได้ขอบเขตประเทศทาง
ขออาศัยซื้อหากระยาหาร,ทางกันดารสารพัดจะขัดขวาง,ขัดเสบียงอาหารลงย่านกลาง,ไพร่ขุนนางเดิมทีไม่มีกิน
จะขอซื้อข้าวปลากระยาหาร,ทั้งคาวหวานพอได้สมอารมณ์ถวิล,แล้วก็จะขอลาไปธานินทร์,ประเทศถิ่นนคราเหมือนอาวรณ์
พวกตระเวนแจ้งกิจจาพากันกลับ,มาบอกกับขุนด่านชาญสมร,ว่ากำปั่นที่มาหน้าสันดอน,เจ้านครปตาหวีบุรีเรือง
มาเที่ยวชมยมนาสาคเรศ,บังเกิดเหตุลมกล้าฟ้าก็เหลือง,ตีกำปั่นปัดส่งหลงบ้านเมือง,ทั้งขัดเคืองของเสบียงเลี้ยงโยธา
ขุนด่านแจ้งบอกเข้าไปในนิเวศน์,นำเอาเหตุเรื่องราวไปกล่าวหนา,กับท่านขุนเสนีผู้ปรีชา,ให้ทูลฝ่าบาทบงสุ์ดำรงวัง
พวกเสมียนเขียนสารให้ม้าใช้,รีบเข้าไปแจ้งยุบลเหมือนหนหลัง,คนที่รับหนังสือไปเข้าในวัง,ส่งให้ยังเสนาในธานี
พอไทท้าวเจ้านิเวศน์เสด็จออก,รีบเอาบอกเข้าประณตบทศรี,อ่านถวายเจ้าจังหวัดปัถพี,ตามคดีขุนด่านให้สารมา
ในอักษรว่ากำปั่นสักพันเศษ,เจ้าประเทศปตาหวีมียศถา,จากประเทศไปเที่ยวชมยมนา,พลัดพาราหลงทางไปกลางชล
ถึงห้าเดือนเฟือนทางสิ้นแผนที่,หลงมานี้สารพัดจะขัดสน,สิ้นเสบียงเลี้ยงเสนาประชาชน,ไปตกวนแทบจะตายวายชีวัน
มาขอซื้อข้าวปลากระยาหาร,พอสำราญอิ่มเอมเกษมสันต์,ขออยู่ซื้อหาสักพอห้าวัน,พระทรงธรรม์จะโปรดปรานสถานใด
ฝ่ายท่านท้าวเจ้าพิภพจบจังหวัด,โองการตรัสโปรดปรานแล้วขานไข,คิดก็น่าเวทนามาแต่ไกล,ทั้งพลัดไพร่พลัดเมืองเคืองรำคาญ
เหมือนอกเราอกเขาก็เร่าร้อน,ต้องอาวรณ์หลงมาน่าสงสาร,อย่าต้องซื้อต้องหาให้ช้าการ,กับอาหารไม่กระไรจะให้ปัน
จงไปเชิญเจ้าพาราขึ้นมาก่อน,มีทุกข์ร้อนเป็นไฉนจึ่งผายผัน,อันข้าวของเครื่องเสบียงจะเลี้ยงกัน,เราให้ปันดอกให้คนมาขนไป
เสนารับอภิวันท์รีบผันผาย,ไปบรรยายทูลแจ้งแถลงไข,ฝ่ายท่านท้าวปตาหวีก็ดีใจ,จึ่งเล่าให้กับท่านอาจารย์ฟัง
บาทหลวงเฒ่าดีใจไปเถิดหวา,เจ้าพาราชื่นชมแล้วสมหวัง,เขาเมตตาปรานีดีกว่าชัง,ขึ้นไปฟังเจ้าพาราจะปรานี
กูไปด้วยจะได้ช่วยพูดประจบ,ให้เขาคบเขารักเป็นศักดิ์ศรี,ได้ผูกพันกันไว้เป็นไมตรี,คุณจะมีอยู่ดอกหวาพากันไป
แล้วบอกกับเสวกาที่มาแจ้ง,ท่านชี้แจงทูลพระองค์อย่าสงสัย,พรุ่งนี้เช้าเราจะชวนอาจารย์ไป,เฝ้าภูวไนยจอมประเทศเขตนคร
เสนารับอภิวันท์แล้วผันผาย,ลงเรือพายรีบมาหน้าสิงขร,ขึ้นไปเฝ้าท้าวสินชัยในนคร,ทูลภูธรตามที่ฟังแต่หลังมา
ฝ่ายไทท้าวเจ้ามิ่งมไหสวรรย์,จึ่งมีบัญชาตรัสให้จัดหา,เครื่องกระบวนทวนธงอลงการ์,กับรถาลงไปรับประคับประคอง
ให้สมยศเจ้าพาราปตาหวี,ไปให้ขี่จากเภตรามาทั้งสอง,กับสังฆราชรีบไปรับประคับประคอง,อย่าให้ข้องเคืองขัดอัธยา
แล้วให้แต่งพระโรงคัลที่ชั้นนอก,เราจะออกรับสู้ผู้มาหา,ตำมะหงงรับรสพจนา,คลานออกมาสั่งเสร็จสำเร็จการ
