w1,w2,w3,w4
ฝ่ายนางสุวรรณมาลีศรีสวัสดิ์,นางกษัตริย์ไสยาสน์ให้หวาดไหว,ด้วยสามีวิปริตในจิตใจ,ให้หม่นไหม้มิ่งขวัญก็รัญจวน
คิดถึงพระอภัยที่ไปทัพ,นอนไม่หลับเลยให้อาลัยหวน,ได้ลำบากยากแค้นแม้นประชวร,จะคร่ำครวญถึงน้องตรึกตรองตรอม
สรงเสวยเคยอร่อยจะถอยรส,ต้องออมอดโอ้พระรูปจะซูบผอม,เข้ารบพุ่งฟุ้งฝุ่นจะมุ่นมอม,ทูลกระหม่อมเมียเอ๋ยมิเคยเป็น
นางครวญคร่ำรำลึกจนดึกดื่น,หลับลงคืนวันนั้นให้ฝันเห็น,ว่าเดือนหงายฉายช่วงดวงกระเด็น,มาติดเป็นเพลิงร้อนเผากรกาย
แล้วสตรีมีศัสตราวิ่งมาตัด,ทั้งสองหัตถ์นางนาฏนั้นขาดหาย,ความเจ็บแสบแทบไม่รอดจะวอดวาย,พอมีชายเหาะมาแต่ปราจิม
เอาน้ำมันมาให้ใส่เป็นขวด,ที่เจ็บปวดหายเห็นเป็นปัจฉิม,แล้วซ้ำหยิบทิพรสให้ซดชิม,นางกลืนอิ่มอมฤกรู้สึกองค์
พอรุ่งรางนางคิดนิมิตฝัน,ยิ่งหวาดหวั่นพรั่นจิตพิศวง,หรือผ่านเกล้าเข้าประจญรณรงค์,จะเสียองค์อับปางเป็นอย่างไร
หรือว่าการบ้านเมืองจะเคืองเข็ญ,หรือจะเป็นสุริย์วงศ์พระองค์ไหน,จะเกิดเหตุเภทพาลประการใด,จึงดลใจให้วิบัติอัศจรรย์
ดำริพลางทางให้หาโหราเฒ่า,เข้ามาเฝ้าเล่าตามเนื้อความฝัน,พระโหรดูรู้โชคโฉลกวัน,ฝันว่าจันทร์แจ่มฟ้าในราตรี
ต้องตำราว่าหญิงช่วงชิงคู่,ไปเป็นชู้เชยชมประสมศรี,ซึ่งเดือนหงายกลายเห็นเป็นอัคคี,ต้องอินทรีย์สายสมรให้ร้อนรน
จะเกิดความลามลุกถึงยุคเข็ญ,ให้จำเป็นรวนเรระเหระหน,ซึ่งหัตถ์ขาดญาติที่รักร่วมพระชนม์,จะมีคนเขามาพรากให้จากไป
ซึ่งมีผู้รู้วิชาคืออารักษ์,จะช่วยชักชายแก่มาแก้ไข,อันกลืนน้ำอมฤกนึกสิ่งไร,ก็จะได้เสร็จสมนิยมยิน
เห็นแม่นมั่นวันนี้จะมีข่าว,มาบอกกล่าวให้ประจักษ์ทิศทักษิณ,แล้วอวยชัยให้พระองค์ทรงแผ่นดิน,ได้เพิ่มภิญโญยศปรากฏไป
เบิกสุวรรณบัญชรสุนทรถาม,ถึงถ้อยความเกี่ยวค้างแต่ปางหลัง,เหล่าลูกขุนทูลละอองอ่านฟ้องดัง,นางทรงฟังฝ่ายโจทก์จำโนทความ
แล้วสอบคำจำเลยเคยชำระ,ต้องบทพระอัยการวิตถารถาม,พอปากน้ำนำผู้ถือหนังสือพราหมณ์,มาทูลความตามที่ทัพถึงอับจน
นางทรงฟังสั่งให้เปิดใบบอก,มาอ่านออกเนื้อความตามนุสนธิ์,พราหมณ์วิเชียรโมรากับสานน,ทั้งสามคนขอประณตบทมาลย์
แด่องค์พระมเหสีผู้มีศักดิ์,ซึ่งอยู่รักษาเขตนิเวศน์สถาน,ด้วยกองทัพขับนิกรเข้ารอนราญ,ได้แดนด่านจนกระทั่งถึงลังกา
ข้าพเจ้าเหล่านี้สิ้นที่พึ่ง,จนใจจึงแจ้งความตามหนังสือ,เหมือนดินหูอยู่ใกล้กองไฟฮือ,ลมกระพือพัดวับดับชีวัน
ขอองค์พระมเหสีเป็นที่พึ่ง,ช่วยชุบซึ่งชีพพหลพลขันธ์,กลศึกลึกล้ำเป็นสำคัญ,จะผ่อนผันโปรดปรานประการใด
ดำริพลางนางว่ากับข้าเฝ้า,พระผ่านเกล้ากลับชาติศาสนา,จำจะตามข้ามฝั่งไปลังกา,ให้เรือใช้ไปหาสุดสาคร
พอป้องกันอันตรายทั้งซ้ายขวา,เป็นกองหน้าปีกป้องทั้งกองหลัง,สั่งเสร็จสรรพหับบานบัญชรบัง,เหมือนจะคลั่งเป็นบ้าเพราะสามี
พอมารดาพาสองพี่น้องน้อย,มานั่งคอยจะใคร่ถามความกรุงศรี,จึงเล่าเรื่องเมืองลังกาพระสามี,ประเดี๋ยวนี้เธออยู่ปรางค์นางละเวง
จะโกรธพระอภัยอย่างไรเล่า,เธอมัวเมาไปด้วยมนต์ดลคาถา,ยุหลานน้อยสร้อยสุวรรณจันทร์สุดา,ช่วยกันด่าอีละเวงอย่าเกรงมัน
พระธิดาว่ามิใช่พระไม่ทราบ,ถ้าเข็ดหลาบแล้วก็ใจไม่ใฝ่ฝัน,นี่ท้าวเธอเอออวยไปด้วยกัน,กระหม่อมฉันจะขอลาฝ่าธุลี
ไปลังกาพาลูกน้อยฉันไปด้วย,จะได้ช่วยด่าวัณฬามารศรี,คงได้ปะพระอภัยเป็นไรมี,มะรืนนี้ลูกจะลาพระคลาไคล
พระมารดาว่าจะใคร่ตามไปด้วย,จะได้ช่วยพูดจาอัชฌาสัย,นางกราบบาทมารดาพระอย่าไป,อยู่วังในไว้ยศให้งดงาม
ลูกจะไปครั้งนี้ถึงศีรษะ,ใครจะฉะเสียให้เด็ดไม่เข็ดขาม,แม้การนี้มิเสร็จสำเร็จความ,มิขอข้ามคืนมายังธานี
ฝ่ายเสนามานั่งสั่งเสมียน,ให้เร่งเขียนสารสองบุรีศรี,ครั้นเสร็จสรรพพับปิดผนิดดี,ให้เสนีเรือใช้รีบไคลคลา
อันหัวท้ายสายชโลงระโยงแย่ง,สร้อยทองแดงใบดาดล้วนตาดเหลือง,มาเทียบจอดทอดท่าที่หน้าเมือง,ทั้งเรือเครื่องรองทรงปักธงทอง
กองหน้าหลังตั้งกันกำปั่นแห่,ใส่ใบแพรสีฉาดผาดผยอง,ปักธงเทียวเขียวเหลืองดูเรืองรอง,ตีฆ้องกลองแตรสังข์ตั้งกระบวน
ฝ่ายโฉมยงองค์พระมเหสี,สุมาลีเศร้าสร้อยละห้อยหวน,ครั้นโหรเบิกฤกษ์พาเวลาจวน,จึงตรัสชวนสองธิดาสรงวารี
แล้วโฉมยงทรงเครื่องแต่เก่าเก่า,ด้วยยามเศร้าซูบหมองไม่ผ่องศรี,ใส่เครื่องทรงมงกุฎพระบุตรี,พระอัยกีตามส่งมาลงแพ
พวกแสนสาวชาววังร้องสั่งห้อง,เสียงแซ่ซ้องสั่งต่อกันจ๋อแจ๋,พอฤกษ์ดีตีฆ้องฆาตกลองแตร,ทหารแห่โห่ทั้งเรือดั้งกัน
นางกราบกรานมารดาทูลลาแล้ว,ชวนลูกแก้วทั้งสองประคองขวัญ,พระพี่เลี้ยงเคียงคลอจรจรัล,ลงกำปั่นพระที่นั่งบัลลังก์ทอง
สร้อยสุวรรณจันทร์สุดาอยู่ขวาซ้าย,เจ้าขรัวนายนั่งระวังอยู่ทั้งสอง,ออกจากท่าหน้าเมืองมาเนืองนอง,เป็นหลั่นล่องเลื่อนมาอ่าวสาคร
นางทรามเชยเคยทะเลมาหลายครั้ง,นางชาววังเคยคลื่นนั่งยืนสลอน,พอเวลาสายัณห์ตะวันรอน,ลมอ่อนอ่อนออกกลางให้กางใบ
บ่ายกำปั่นลั่นปืนเสียงครื้นครึก,แลพิลึกลำทรงทวนธงไสว,ทั้งหน้าหลังดั้งกันเป็นหลั่นไป,ต่างใช้ใบลอยสล้างกลางคงคา
ฝ่ายสุวรรณมาลีศรีสมร,เผยบัญชรฉากฉายทั้งซ้ายขวา,ชวนลูกน้อยสร้อยสุวรรณจันทร์สุดา,ชมฝูงปลาแปลกอย่างต่างต่างกัน
หมู่ราหูงูเงือกขึ้นเกลือกกลอก,ตามระลอกลมกระพือหือรือหัน,ฉนากฉลามตามคลื่นนับหมื่นพัน,บ้างดำดั้นโดดดิ้นในสินธู
ชิชะพระอภัยพระทัยเอ๋ย,เจ็บก็เคยยังไม่จำยังซ้ำแผล,รู้ว่าต่อแล้วยังล่อมาตอแย,ไม่เจียมแก่เกี้ยวชู้จนอยู่มัน
ขึ้นเมืองใหม่ไพร่พลอลหม่าน,นายทหารรมจักรอยู่รักษา,ทราบว่าพระมเหสีบุตรีมา,ต่างก็หามันกลอยกล้วยอ้อยตาล
มารวบรอมพร้อมพรั่งตั้งถวาย,นางทักทายถามสิ้นถึงถิ่นฐาน,สั่งให้จัดเสื้อผ้ามาประทาน,กรมการกราบก้มประนมกร
นางตรัสสั่งทั้งหลายพวกนายทัพ,เราจะยับยั้งทหารชาญสมร,ถึงช้าหน่อยคอยท่าสุดสาคร,มาถึงก่อนจึงจะยกขึ้นบกไป
พวกนายทัพรับสั่งอยู่พรั่งพร้อม,นอนกองล้อมวงวังตั้งอาศัย,ถึงราตรีตีฆ้องให้กองไฟ,ประทับอยู่เมืองใหม่พร้อมไพร่นาย
ฝ่ายเรือข่าวชาวผลึกออกลึกแล่น,ไปตามแผนที่ทะเลคะเนหมาย,ทุกคืนค่ำร่ำแล่นแสนสบาย,ให้ท้องสายสาคเรศประเทศธาร
ลำหนึ่งถึงพาราการะเวก,เข้าหาเอกอำมาตย์แจ้งราชสาร,เวลาเฝ้าเข้าท้องพระโรงธาร,ทูลแล้วอ่านออกความตามสารา
เมื่อได้รูปซูบบ้างพอยังชั่ว,นี่ได้ตัวสมนึกยิ่งฮึกเหิม,ประเดี๋ยวนี้พี่ยาทั้งอาเติม,ไปพูนเพิ่มพิสมัยอยู่ในวัง
แล้วยกความพราหมณ์บอกนั้นออกอ่าน,ราชสารเบื้องต้นแต่หนหลัง,พระลูกยามาช่วยด้วยสักครั้ง,แม่จะรั้งรอท่าอย่าช้าการ
กษัตริย์สุริโยไทยได้สดับ,เป็นเรื่องรับรสรักสมัครสมาน,ผิดขนบรบสู้แต่บูราณ,จึงบรรหารตรัสว่าสุดสาคร
อย่าคบค้าฝรั่งจะพลั้งพลาด,ตัดให้ขาดความรักหักประหาร,ช่วยชีวิตบิตุรงค์ทั้งวงศ์วาน,สำเร็จการแล้วก็พากันมาเมือง
สุดสาครอ่อนน้อมว่าหม่อมฉัน,ถึงทุกวันนี้ยังทรงหนังเสือเหลือง,เหมือนหนึ่งเณรเจนจิตคิดเนืองเนือง,มิได้เปลื้องกาสาของอาจารย์
ท่านผู้รู้ผู้สำเร็จยังเข็ดรัก,ไม่ปลอมปลักปลีกไปเสียไพรสาณฑ์,แม้อยู่เฝ้าเคล้าเคลียจะเสียการ,จงคิดอ่านออกองค์ให้จงดี
พระรับสั่งบังคมประนมสนอง,ไม้เท้าของครูให้เคยไล่ผี,ถึงเสน่ห์เล่ห์ลมอาคมดี,เอาไม้ตีหายฤทธิ์ประสิทธิ์นัก
ซึ่งโปรดให้ไปกับสองพระน้องนั้น,เป็นห่วงฉันเหลือจะห่วงเพียงทรวงหัก,กนิษฐานารีเป็นที่รัก,ใครรู้จักทักทายก็อายใจ
ขอให้อยู่บูรีที่ปราสาท,ให้รองบาทพระบิดาอัชฌาสัย,แต่องค์พระอนุชาจะพาไป,ด้วยจะได้เห็นหน้าปรึกษากัน
ฝ่ายนงเยาว์เสาวคนธ์วิมลโฉม,งามประโลมรุ่นราวดังสาวสวรรค์,สิบเอ็ดปีศรีปลั่งเพียงเพ็งจันทร์,ไม่เว้นวันเล่นสนุกตุ๊กตา
เคยนอนหลับกับพระสุดสาครพี่,ด้วยถ้อยทีซื่อตรงเหมือนวงศา,ครั้นเจ้าพี่มิให้นางไคลคลา,พระชลนาผอยผอยด้วยน้อยใจ
จึงว่าชะพระพี่นี้เป็นหนุ่ม,จะต้องอุ้มต้องถือหรือไฉน,เมื่อคราวนั้นนั่นเป็นไรจึงให้ไป,ประเดี๋ยวนี้ทำไมจึงอายคน
พี่ปรานีมิพาไปให้ได้ยาก,จะต้องตากลมฝนจะหม่นหมอง,ธรรมเนียมสาวเขาก็เพียรเรียนร้อยกรอง,จะเที่ยวท่องไปทำไมมิใช่การ
นางว่าชะปรานีหนอพี่เจ้า,เขารู้เท่าดอกอย่ามาเฝ้าว่าขาน,ถ้าไปด้วยฉวยจะขัดจะทัดทาน,จะเสียการพี่ยาไม่พาไป
แต่เขาอ้วนขึ้นก็เห็นว่าเป็นสาว,แกล้งว่ากล่าวแค้นน่าน้ำตาไหล,ส่วนองค์พระอนุชาจะพาไป,เป็นผู้ใหญ่ลำเอียงไม่เที่ยงธรรม์
แล้วตรัสสั่งเสนาวายุพัด,จงเร่งรัดเภตราโยธาทหาร,ให้พี่น้องสองตามความสำราญ,ทั้งตัวท่านจงไปด้วยช่วยระวัง
อำมาตย์รับอภิวาทมาบาดหมาย,ทหารฝ่ายฝึกฝนแต่หนหลัง,เลกขุนนางต่างกรมสมกำลัง,มาพร้อมพรั่งไพร่นายเร่งจ่ายปืน
แล้วแต่งลำกำปั่นสุวรรณมาศ,ใส่ใบตาดใหญ่น้อยสักร้อยผืน,ผลัดเชือกเสาเพลานอกสายรอกยืน,ประจำปืนท้ายหน้าจังก้าตรง
ทั้งปืนช่องสองข้างสล้างสลับ,แล้วเสร็จสรรพฟ่องฟูดูระหง,ทั้งเรือเครื่องเฟื่องฟ่องเรือรองทรง,ปักทวนธงทอดท่าในสาคร
คนประจำลำละพันล้วนสันทัด,ถือหอกซัดขัดดาบกำซาบศร,เคยตามเจ้าห้าวหาญรบราญรอน,เสด็จจรจึงประจำอยู่ลำทรง
ฝ่ายพระหน่อปรเมศเกศกษัตริย์,ชวนพระหัสไชยน้องเข้าห้องสรง,โซมสุคนธ์ปนทองทั้งสององค์,แล้วต่างทรงผ้าต้นกำพลรัต
พระเชษฐาลาเสาวคนธ์น้อง,อย่าขัดข้องเคืองค้อนให้พรฉัน,พี่จะไปไม่ช้าสิบห้าวัน,จะพากันกลับมายังธานี
นางเสาวคนธ์อ้นอั้นให้ตันจิต,ไม่นั่งชิดเชษฐาผินหน้าหนี,มิไปไยไปดีก็มาดี,ฉันไม่มีพี่น้องจึงต้องอาย
สะอื้นอั้นกลั้นไว้อยู่ในหน้า,ส่วนน้ำตากลืนกลั้นมันไม่หาย,ยิ่งแค้นหนักหักมั่งยิ่งพรั่งพราย,ทั้งพี่ชายชลนัยน์ก็ไหลนอง
พระวงศ์วานมารดากับบิตุเรศ,น้ำพระเนตรหล่อหลั่งด้วยทั้งสอง,พอฤกษ์งามยามดีเขาตีฆ้อง,พระพี่น้องกราบก้มบังคมลา
หน่อกษัตริย์หัสไชยนั้นได้สิงห์,ร้องเรียกวิ่งตามได้ดังใจหมาย,ต่างโปรดปรานพานทองรองปลาตาย,ให้กินหลายเวลาประสาใจ
แล้วตั้งโห่โล้ออกไปนอกอ่าว,พอลมว่าวริ้วริ้วหวิวหวิวไหว,ได้ฤกษ์ดีตีฆ้องทั้งกลองชัย,ต่างใช้ใบเรียงตามกันหลามลำ
ต้นหนนั่งตั้งเข็มให้เล็มแล่น,ไปตามแผนภูมิพื้นทุกคืนค่ำ,ด้วยอยู่เยื้องเมืองผลึกออกลึกล้ำ,ได้ลมร่ำรีบมาไม่ราใบ
สุดสาครกับพระน้องอยู่ห้องท้าย,ฝาพระฉายฉากช่องม่านสองไข,เฝ้าพูดพลอดกอดรัดพระหัสไชย,หวนอาลัยโฉมเฉลาเสาวคนธ์
จะเหลียวกลับลับนุชสุดสังเกต,น้ำพระเนตรหยดย้อยดังฝอยฝน,นิจจาเอ๋ยเคยมาในสาชล,เป็นสามคนขาดหน้าก็อาลัย
อนุชาว่าพระองค์ทรงกันแสง,ฉันไม่แจ้งเคืองเข็ญเป็นไฉน,พระว่าพี่นี้นึกรำลึกไป,ให้อาลัยกนิษฐาจึงจาบัลย์
พระน้องพลอยรำลึกสะอึกสะอื้น,ไม่ฝ่าฝืนฟุบแฝงกันแสงศัลย์,พอโพล้เพล้เวลาเข้าสายัณห์,พระรับขวัญนุชน้องประคองเคียง
จะแลซ้ายสายเนตรน้องพรายพร่าง,เห็นแต่หว่างวงทะเลกับเวหา,จะแลแหงนแสนสูงสุดสายตา,เห็นแต่ฟ้าหมอกเมฆวิเวกใจ
จะแลขวาสาครกระฉ่อนคลื่น,ไม่มีพื้นพสุธาจะอาศัย,โอ้เปลี่ยวสิ้นดินฟ้านภาลัย,เหมือนเปลี่ยวในใจฉันทุกวันเอย
สุดสาครกรกอดว่ายอดมิ่ง,พ่อขับพริ้งเพราะพร้องจริงน้องเอ๋ย,จะขับมั่งฟังความนะทรามเชย,แล้วทรงเอ่ยเอื้อนเสียงสำเนียงนวล
โอ้ยามหนาวดาวเคลื่อนเดือนก็คล้อย,น้ำค้างพร้อยพร่างพรมเมื่อลมหวน,คิดถึงเนื้อเจือจันทร์ยิ่งรัญจวน,เหมือนจะชวนชื่นจิตคิดคำนึง
เสาวคนธ์มณฑาจำปาเทศ,มาลับเนตรให้พี่นึกรำลึกถึง,แก้วพี่เอ๋ยเคยเฝ้าแต่เคล้าคลึง,เมื่อไรจึงจะได้มาเห็นหน้าน้อง
โอ้แลเหลียวเปลี่ยวใจให้ละห้อย,สงสารสร้อยเสาวคนธ์จะหม่นหมอง,มาลับนุชสุดสงวนนวลละออง,กอดแต่น้องน้อยอุ่นละมุนทรวง
ถึงดินแดนแผ่นฟ้าจะหาอื่น,มาชูชื่นจิตพี่ไม่มีเหมือน,ขนงเนตรเกศแก้มแย้มยิ้มเยื้อน,เหมือนจะเตือนอารมณ์ให้ชมเอย
พระน้องน้อยพลอยฟังให้วังเวก,เอกเขนกนิ่งหลับกับเขนย,พระเอนแอบแนบน้องประคองเชย,พระกรเกยกอดประทับเลยหลับไป
สุดสาครนอนวันนั้นก็ฝันร้าย,ว่าลงว่ายกลางมหาชลาไหล,ไม่เห็นฝั่งดังชีวันจะบรรลัย,ปะงูใหญ่ผุดขึ้นพบได้รบกัน
มันกอดเกี้ยวเกลียวกลมจมสมุทร,ทะลึ่งผุดเพียงชีวาจะอาสัญ,แต่พอแม่มัจฉาว่ายมาทัน,ได้ดื่มถันกล้ำกลืนค่อยชื่นใจ
พระโยคีที่เป็นครูมาอยู่ด้วย,ที่เจ็บป่วยบาดแผลท่านแก้ไข,พอพลิกฟื้นตื่นตะลึงคะนึงใน,จนรุ่งให้โหรทายให้หายแคลง
พระรับพรถอนฤทัยใจเห็นแน่,นึกถึงแม่มัจฉาน่าสงสาร,ลูกพลัดพรากจากมาก็ช้านาน,คิดรำคาญเคืองเข็ญมิเห็นกัน
หรือเมื่อค่ำรำลึกนึกถึงลูก,จิตจึงผูกผ่านเกล้ามาเข้าฝัน,ยิ่งรำลึกตรึกตรายิ่งจาบัลย์,สะอื้นอั้นอ่อนองค์ลงโศกา
หน่อกษัตริย์หัสไชยเข้าไปกอด,ชะอ้อนพลอดถามเหตุพระเชษฐา,พระเป็นไรไม่แถลงแจ้งกิจจา,เฝ้าโศกาบ่อยบ่อยจะถอยแรง
คิดถึงใครให้ประจักษ์บ้างสักหน่อย,ฉันจะพลอยทุกข์ด้วยช่วยกันแสง,อย่าปิดงำอำพรางให้คลางแคลง,น้องไม่แพร่งพรายให้ผู้ใดฟัง
สุดสาครถอนสะอื้นสู้กลืนกล้ำ,สุดจะร่ำเรื่องต้นแต่หนหลัง,จึงว่าพี่นี้อาลัยถึงในวัง,คิดถึงทั้งบิตุราชมาตุรงค์
แม่นงเยาว์เสาวคนธ์จะบ่นร่ำ,ทุกเช้าค่ำขาดเคยเสวยสรง,พระน้องพลอยกำสรดสลดลง,กันแสงทรงโศกาด้วยอาลัย
พระแย้มสรวลชวนน้องเข้าห้องสรง,สำอางองค์เอี่ยมละอองดูผ่องใส,ขึ้นบัลลังก์บังลมที่ร่มใบ,พระหัสไชยเอนทับลงกับเพลา
พลางทูลถามนามมหาสาคเรศ,ทุกขอบเขตโขดเกาะละเมาะเขา,สุดสาครอ่อนโน้มประโลมเล้า,แล้วตรัสเล่าเขตแขวงตำแหน่งนาม
จึงชวนน้องหัสไชยขึ้นไปเฝ้า,ต่างก้มเกล้ากราบพระมเหสี,สร้อยสุวรรณจันทร์สุดากุมารี,ต่างไหว้พี่พูดจาหรรษากัน
นางลดองค์ลงประคองสองโอรส,โศกสลดเล่าแจ้งกันแสงศัลย์,พระบิตุรงค์องค์อาเชษฐานั้น,ไปได้กันกับฝรั่งแล้วคลั่งไคล้
สุดสาครอ่อนคำนับอภิวาท,ข้าพระบาทจะขอรับช่วยดับเข็ญ,พระต้องมนต์รนร้อนไม่หย่อนเย็น,จึงเคลิ้มเคล้นคลั่งรักสู้หักอาย
แม้หลงใหลไปเป็นเช่นพระพี่,แม่สิ้นที่พึ่งแล้วลูกแก้วเอ๋ย,พลางจูบเกล้าเผ้าผมนั่งชมเชย,ชวนเสวยพร้อมพรั่งทั้งธิดา
ครั้นสำเร็จเสร็จสรรพกำชับสั่ง,ให้พร้อมพรั่งไพร่นายทั้งซ้ายขวา,พรุ่งนี้เช้าเราจะยกกับลูกยา,ไปลังกาเตรียมกันให้ทันการ
พวกนายทัพรับสั่งมาบังคับ,กำหนดนับหมู่หมวดตรวจทหาร,ทั้งเสนีพี่น้องสองกุมาร,ต่างเตรียมการพร้อมพรั่งริมฝั่งชล
พอแสงทองส่องฟ้าห้ากษัตริย์,สรงสหัสธาราดังห่าฝน,น้ำกุหลาบอาบองค์ทรงสุคนธ์,ใส่เครื่องต้นตามอย่างต่างต่างกัน
แม้องค์พระมเหสีผู้มียศ,ขึ้นทรงรถพรายเพริศดูเฉิดฉัน,สร้อยสุวรรณจันทร์สุดาวิลาวัณย์,ขึ้นร่วมบัลลังก์รถพระกลดบัง
สุดสาครทรงนิลสินธพ,ทหารครบรักษาทั้งหน้าหลัง,พระน้องทรงสิงห์คะนองลองกำลัง,พลตั้งโห่แห่สังข์แตรเกรียว
พระพี่น้องกองหน้าพาทหาร,เข้าดงดานแดนดอนสิงขรเขียว,ดำเนินทางทางรถต้องลดเลี้ยว,ดูธงเทียวปลายปลิวเป็นทิวไป
