w1,w2,w3,w4
จะกล่าวข้างห้ากษัตริย์จัดพหล,ให้พวกพลเกณฑ์หัดถึงนัดหมาย,เตรียมเรือรบลอยเคียงกันเรียงราย,ไว้แต่บ่ายให้เสร็จสำเร็จการ
พอสองยามจะเข้าตีพวกเรือแขก,สั่งให้แยกเหล่าพหลพลทหาร,เป็นสามทัพรับประดาหน้ากระดาน,เข้าต่อต้านไพรีให้มีชัย
สินสมุทรรับรองเป็นกองขัน,มีสำคัญธงแดงสุกแสงใส,สุดสาครรายเรียงเคียงกันไป,ปักธงชัยเขียวงามอร่ามเรือง
แต่ทัพอาจะเข้ากลางอย่างประสงค์,จะปักธงตามที่ล้วนสีเหลือง,เจ้ากฤษณาตรีพลำธงนามเมือง,ให้เอาเครื่องธงดำตามตำรา
เป็นทัพหนุนคอยเติมเพิ่มพหล,เร่งจัดพลเขนทองกองอาสา,พระจัดเสร็จพร้อมกระบวนจวนเวลา,จะยาตราให้พระครูดูฤกษ์บน
จะกล่าวข้างสังฆราชพระบาทหลวง,อาทิตย์ล่วงลับฟ้าเวหาหน,ให้ยกพวกเสนีทั้งรี้พล,จะเข้าปล้นเมืองให้ได้ดั่งใจตรอง
ให้ยกแผงที่สำหรับจะรับรบ,ทั้งไต้คบเสร็จถ้วนกระบวนของ,กับอาวุธที่สำหรับจะรับรอง,ยกเป็นกองกองละหมื่นพื้นฉกรรจ์
ท้าวกุลามาลีขี่สินธพ,ทหารรบที่สำหรับเป็นทัพขันธ์,บาทหลวงขึ้นรถฝรั่งต้องหลังพลัน,แต่ห้ามกันอย่าให้อึงคะนึงไป
สั่งพหลพลแขกให้แยกย้าย,เข้าเรียงรายโอบอ้อมล้อมไสว,เมื่อยั้งหยุดอย่าเพ่อจุดทั้งฟืนไฟ,จงเงียบไว้ทุกกองสำรองเพลิง
ต่อเมื่อใดในเมืองออกยงยุทธ์,จึ่งค่อยจุดไฟเชื้อให้เหลือเหลิง,แล้วโห่ร้องพร้อมหน้าให้ร่าเริง,ตีให้เปิงอย่าได้ยั้งพังประตู
จะกล่าวฝ่ายในพาราเวลาพลบ,เตรียมไต้คบปืนใหญ่ใส่ดินหู,ลากมาไว้สำรองช่องประตู,ฝ่ายท่านครูผู้เฒ่าเข้าพิธี
