w1,w2,w3,w4
จะกล่าวสุดสาครบวรนาถ,คุมเรือราชสาราลังกาผลึก,ตั้งเข็มข้ามตามแผนออกแล่นลึก,เสียงสะทึกสะท้านคลื่นทุกคืนวัน
ถึงพาราการะเวกเข้าวังราช,เฝ้าพระบาทบิตุเรศเจ้าเขตขัณฑ์,ทูลเล่าความตามจริงทุกสิ่งอัน,ถวายบรรณาการทั้งสารตรา
พระทราบข่าวราวเรื่องว่าลูกรัก,สำราญพรักพร้อมกันก็หรรษา,จึงตรัสสั่งพระศรีภูริปรีชา,คลี่สาราเรื่องสารออกอ่านความ
สารพระองค์ทรงบำรุงกรุงผลึก,ไปปราบศึกเสร็จเตียนที่เสี้ยนหนาม,พระหัสไชยไปด้วยช่วยสงคราม,แล้วทูลความขอพระน้องสองธิดา
พระปลงให้ไม่ขัดดำรัสสั่ง,จะปลูกฝังหวังพระองค์เป็นวงศา,ฝ่ายโฉมยงองค์ละเวงวัณฬาพะงา,ขอจัดแจงแต่งวิวาห์ไว้ธานี
มอบประเทศเขตแคว้นแสนสมบัติ,ให้พระหัสไชยครองกับสองศรี,มารวมรอมพร้อมอยู่สามบูรี,ด้วยเปรมปรีดิ์ปรารถนาวิวาห์การ
หนึ่งนงเยาว์เสาวคนธ์วิมลมิ่ง,ก็เป็นหญิงยากแค้นแสนสงสาร,ซึ่งบิดพลิ้วกริ้วโกรธจงโปรดปราน,ขอประทานโทษธิดาได้ปรานี
ขอเชิญพระอนุชากรุงการะเวก,ช่วยภิเษกพูนเพิ่มเฉลิมศรี,อันเหล่ากอหน่อนาถราชบุตรี,สามบุรีร่วมจิตเหมือนบิตุรงค์
พอจบสารหวานโสตโปรดประภาษ,ตามแต่วาสนาจิตคิดประสงค์,พระเชษฐาปรานีสุริย์วงศ์,จะสืบพงศ์กษัตริย์ให้วัฒนา
จะไปด้วยช่วยชูภูธเรศ,ให้ฟุ้งเฟื่องเรืองพระเดชพระเชษฐา,จะเดินทางกลางทะเลจัดเภตรา,สักสิบห้าลำใหญ่ใส่ใบกล
ทั้งข้างหน้าข้างในจงไปด้วย,จะได้ช่วยอวยสวัสดิ์พิพัฒน์ผล,อำมาตย์รับอภิวาทบาทยุคล,พระขึ้นมนเทียรรัตน์ชัชวาล
จึงบอกองค์อัคเรศว่าเชษฐา,ให้สุดสาครถือหนังสือสาร,ลูกชายไปได้ธิดายุพาพาล,จะจัดแจงแต่งงานการวิวาห์
