w1,w2,w3,w4
พอเดือนยี่มีผู้ถือหนังสือบอก,ชาวด่านนอกนคราพนาสัณฑ์,ทั้งเหนือใต้ฝ่ายปัจจิมมาพร้อมกัน,บังคมคัลทูลท้าวเจ้าพารา
ว่าบัดนี้ท้าวอุเทนเกณฑ์ทหาร,เป็นสามด้านข้าศึกฮึกหนักหนา,พวกนายด่านบ้านนอกบอกเข้ามา,แล้ววันทาทูลแถลงแจ้งคดี
หนังสือบอกปากน้ำว่ากำปั่น,สักห้าพันพลชวากะลาสี,มาทอดสู้อยู่ตรงท่าหน้าธานี,ห่างสักสี่สิบเส้นพอเห็นกัน
ข้างฝ่ายเหนือบอกว่าปัจจามิตร,พวกฝรั่งอังกฤษกับมักกะสัน,ล้วนขี่ม้าห้าหมื่นพื้นฉกรรจ์,เข้าบุกบั่นตีบ้านด่านดงมา
อันโยธามาทางตะวันตก,กระบวนบกแบกพื้นล้วนปืนผา,มลายูสุระตันวิลันดา,ตีเข้ามาในด่านชานบุรี
สมเด็จท้าวทศวงศ์ดำรงราชย์,ฟังอำมาตย์ทูลฉลองให้หมองศรี,จึงตรัสสั่งทั้งสองเสนาบดี,เร่งเตรียมกรีธาพลสกลไกร
เป็นสามทัพเกณฑ์กองละสองหมื่น,ให้ถือปืนถ้วนทั่วทุกตัวไพร่,ไปรบรับทัพแขกให้แตกไป,อย่าให้ไพรีรุกบุกเข้ามา
ที่ปากน้ำสำคัญอยู่แห่งหนึ่ง,เอาโซ่ขึงค่ายคูดูรักษา,ให้ลากปืนป้อมฝรั่งขึ้นจังกา,คอยยิงข้าศึกให้บรรลัยลาญ
แล้วเกณฑ์ไพร่ในเมืองขึ้นหน้าที่,พวกมนตรีตรวจตราโยธาหาญ,ตำแหน่งไหนใครขาดราชการ,กูจะผลาญชีวันให้บรรลัย
เสนารับอภิวาทกรุงกษัตริย์,มาเร่งรัดเรียกกันเสียงหวั่นไหว,ครั้นพร้อมเสร็จยกทัพขับกันไป,คอยชิงชัยชาวชวามลายู
พวกรักษาหน้าที่สักสี่หมื่น,ประจุปืนน้อยใหญ่ใส่ดินหู,บ้างขึ้นป้อมล้อมวังนั่งประตู,มิให้ผู้คนเข้าละเล้าละลุม
พวกผู้ดีมีทรัพย์แลสิ่งของ,เอาเงินทองใส่ถังเที่ยวฝังแฝง,ทั้งเอมโอชโภชนาราคาแพง,ทุกเขตแขวงธานีไม่มีสบาย
ฝ่ายสุรางค์นางนาฏในราชฐาน,แต่ทราบสารศึกใหญ่ก็ใจหาย,หลวงแม่เจ้าท้าวนางทั้งขรัวนาย,เที่ยวยักย้ายข้าวของทำกรองกรอย
บรรดาเหล่าสาวสวรรค์ให้ครั่นคร้าม,คิดไปตามวิสัยน้ำใจหญิง,บ้างไปบอกเพื่อนรักที่พักพิง,เราอย่าทิ้งกันหนอจนมรณา
สงสารองค์นงลักษณ์อัคเรศ,แต่แจ้งเหตุให้วิโยคโศกหนักหนา,รีบครรไลไปปราสาทราชธิดา,เข้ากอดแก้วเกษราโศกาลัย
โอ้ลูกน้อยกลอยจิตเจ้าแม่เอ๋ย,กรรมเจ้าเคยสมสร้างแต่ปางไหน,กษัตริย์อื่นหมื่นแสนทุกแดนไตร,มาขอเจ้าท้าวก็ไม่เป็นไมตรี
