w1,w2,w3,w4
จะกล่าวลำกำปั่นสองกษัตริย์,สลุบสลัดแล่นรายทั้งซ้ายขวา,พอพลบค่ำคล้ำมืดในเมฆา,พระพายพาพัดส่งตรงออกไป
ถึงลำใหญ่ให้จอดทอดประทับ,จุดคบรับรายทางสว่างไสว,จึงเชิญองค์พระเจ้าอาให้คลาไคล,ไปเก๋งใหญ่ห้าห้องเป็นช่องชั้น
เชิญให้นั่งยังที่เก้าอี้เอี่ยม,มีพรมเจียมปูปัดล้วนจัดสรร,แขกฝรั่งนั่งล้อมอยู่พร้อมกัน,เหมือนกลางวันแจ่มแจ้งด้วยแสงไฟ
ส่วนสุวรรณมาลีศรีสวัสดิ์,คอยกษัตริย์ทรงยศโอรสา,กำสรดเศร้าเช้าเย็นเขม่นตา,โอ้ลูกยาขัดขวางเป็นอย่างไร
หรือเสียทัพอัปราแก่ข้าศึก,อนาถนึกนั่งคอยละห้อยไห้,จนพลบค่ำซ้ำโศกสลดใจ,อยู่แต่ในแท่นสถิตปิดทวาร
พอได้ยินเสียงเคาะเกาะกักกัก,พระลูกรักเรียกหานางขาขาน,ดีพระทัยไขสลักชักลูกดาล,อุ้มกุมารขึ้นบนเตียงเคียงประคอง
นางกอดจูบลูกรักแล้วรับขวัญ,ดูผิวพรรณผมเผ้าพ่อเศร้าหมอง,แม่คอยเจ้าเช้าเย็นเขม้นมอง,พ่อเลิกกองทัพมาแล้วหรือแก้วตา
สินสมุทรพูดเพราะฉอเลาะแม่,ลูกนึกแน่ว่าพระองค์คงคอยท่า,ฉันออกไปได้ขึ้นรบพบพระอา,เจียนจะฆ่ากันม้วยลงด้วยกัน
แล้วบอกแม่แต่ต้นจนได้กลับ,เดี๋ยวนี้อามากับกระหม่อมฉัน,ถ้าเธอถามความขำที่สำคัญ,ช่วยผ่อนผันพูดให้ถูกกับลูกยา
อย่าบอกว่าข้าน้อยนี้ลูกยักษ์,คนรู้จักจะหัวเราะคอยเยาะฉัน,ไหนไหนก็จะคงเป็นพงศ์พันธุ์,บอกเช่นนั้นเสียรู้แล้วก็แล้วไป
ยุพยงทรงฟังพระหน่อนาถ,แสนฉลาดพูดจาอัชฌาสัย,นางนึกยิ้มพริ้มพรายละอายใจ,จะพูดไม่เต็มปากวิบากกรรม
แต่เกิดมาอายุถึงเพียงนี้,ยังไม่มีผู้ชายมากรายกล้ำ,กลับเป็นม่ายลูกติดเพราะปิดงำ,ถ้าสมคำว่าไว้ก็ไม่อาย
แม้นมิได้กันกับพ่อพระหน่อนาถ,เห็นสิ้นวาสนาน้องเป็นสองม่าย,ในชาตินี้มิอยากอยู่จะสู้ตาย,แต่นึกอายลูกยาแล้วพาที
ถ้าพบปะพระบิตุเรศเจ้า,เธอว่าเปล่าแม่มิได้ความอายหรือ,ประชาชนพลเมืองจะเลื่องลือ,เหมือนหญิงดื้อด้านหน้าเป็นราคี
พระเจ้าอามาคอยอยู่ข้างนอก,เสด็จออกให้ประสบพบประเดี๋ยว,โปรดประทานว่ากล่าวเสียคราวเดียว,จะได้เที่ยวตามติดพระบิดา
